start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,holding_day_ratio,partial_position_days,pending_days,max_pending_days,staged_initials,staged_fills,avg_turnover,turnover_total,cost_total,candidate,segment,initial_entry_fraction,r2_threshold,switch_buffer
2023-07-24,2026-09-02,756,0.587512519213111,0.26570126923783316,1.8718565026983962,-0.154660770174336,0.9174603174603175,0.9642857142857143,177,177,7,99,78,0.2507936507936508,189.6,0.1896,staged_0.80,last_3y,0.8,off,1.0
2025-08-20,2026-09-02,252,0.33824023808718096,0.29425374303812407,1.1374332614186544,-0.15466077017433566,0.9103174603174603,0.9722222222222222,78,78,4,44,36,0.33650793650793653,84.80000000000001,0.0848,staged_0.80,last_1y,0.8,off,1.0
2011-12-09,2026-09-02,3578,0.22218620557233404,0.2310303299810983,0.9839171008831923,-0.3638277745849191,0.8491475684740079,0.8943543879262158,647,647,7,346,292,0.18557853549468978,664.0,0.6639999999999999,staged_0.75,full,0.75,off,1.0
2016-04-21,2026-09-02,2520,0.32413501809511547,0.2257005624961297,1.3566704460790935,-0.1999910733352671,0.9220238095238096,0.975,534,534,7,281,233,0.21349206349206348,538.0,0.538,staged_0.75,last_10y,0.75,off,1.0
2021-06-25,2026-09-02,1260,0.4709581766133004,0.244571077556176,1.6997964766980083,-0.199991073335267,0.9164682539682539,0.9706349206349206,273,273,7,153,126,0.23214285714285715,292.5,0.2925,staged_0.75,last_5y,0.75,off,1.0
2023-07-24,2026-09-02,756,0.581500199227138,0.26046668277333096,1.8898750616958713,-0.15157830884197598,0.9057539682539683,0.9642857142857143,177,177,7,99,78,0.24801587301587302,187.5,0.18750000000000003,staged_0.75,last_3y,0.75,off,1.0
2025-08-20,2026-09-02,252,0.3391204721461605,0.28984908721776487,1.1525426059596413,-0.1515783088419762,0.8948412698412699,0.9722222222222222,78,78,4,44,36,0.3333333333333333,84.0,0.08400000000000002,staged_0.75,last_1y,0.75,off,1.0
2011-12-09,2026-09-02,3578,0.2193437034460357,0.22760771335744442,0.9851365053081146,-0.3637440770080337,0.8346813862493012,0.8943543879262158,647,647,7,346,292,0.183163778647289,655.36,0.6553599999999999,staged_0.67,full,0.67,off,1.0
2016-04-21,2026-09-02,2520,0.31829720631284,0.221568869435054,1.3579813553421287,-0.19521472241824378,0.9050714285714284,0.975,534,534,7,281,233,0.2104444444444444,530.3199999999999,0.53032,staged_0.67,last_10y,0.67,off,1.0
2021-06-25,2026-09-02,1260,0.4663694622095378,0.2386008465318857,1.723438758377199,-0.19521472241824378,0.8991349206349207,0.9706349206349206,273,273,7,153,126,0.22871428571428568,288.17999999999995,0.28818,staged_0.67,last_5y,0.67,off,1.0
2023-07-24,2026-09-02,756,0.5716612827214238,0.2525923601556853,1.916434558360738,-0.1466390386410591,0.8870238095238094,0.9642857142857143,177,177,7,99,78,0.24357142857142855,184.14,0.18414,staged_0.67,last_3y,0.67,off,1.0
2025-08-20,2026-09-02,252,0.3402942928422741,0.2832560708470364,1.1757828498598524,-0.1466390386410592,0.870079365079365,0.9722222222222222,78,78,4,44,36,0.32825396825396824,82.72,0.08272,staged_0.67,last_1y,0.67,off,1.0
2011-12-09,2026-09-02,3578,0.21677797613366323,0.22488658765184633,0.9850235657203116,-0.36374541570160923,0.8220234768026832,0.8943543879262158,647,647,7,346,292,0.18105086640581333,647.8000000000001,0.6478,staged_0.60,full,0.6,off,1.0
2016-04-21,2026-09-02,2520,0.31310373107115796,0.2182746965767775,1.357157340530511,-0.19102427652278875,0.890238095238095,0.975,534,534,7,281,233,0.20777777777777773,523.5999999999999,0.5236,staged_0.60,last_10y,0.6,off,1.0
2021-06-25,2026-09-02,1260,0.46218505064130566,0.23381495002888114,1.741833793190291,-0.19102427652278853,0.8839682539682537,0.9706349206349206,273,273,7,153,126,0.2257142857142857,284.4,0.2844,staged_0.60,last_5y,0.6,off,1.0
2023-07-24,2026-09-02,756,0.5628326077540626,0.24624863009051798,1.9367458669198319,-0.14230985575359778,0.8706349206349207,0.9642857142857143,177,177,7,99,78,0.23968253968253966,181.2,0.1812,staged_0.60,last_3y,0.6,off,1.0
2025-08-20,2026-09-02,252,0.3410840939993496,0.2779730311016774,1.194906816329552,-0.14230985575359767,0.8484126984126985,0.9722222222222222,78,78,4,44,36,0.32380952380952377,81.6,0.0816,staged_0.60,last_1y,0.6,off,1.0
2011-12-09,2026-09-02,3578,0.21298553875125337,0.2214617485722299,0.9827838352134781,-0.3638687634788762,0.8039407490217999,0.8943543879262158,647,647,7,346,292,0.17803242034656233,637.0,0.637,staged_0.50,full,0.5,off,1.0
2016-04-21,2026-09-02,2520,0.3055471666891971,0.21411707546620853,1.3524427541234099,-0.18501999484965437,0.8690476190476191,0.975,534,534,7,281,233,0.20396825396825397,514.0,0.514,staged_0.50,last_10y,0.5,off,1.0
2021-06-25,2026-09-02,1260,0.4559332720606206,0.22774038366603977,1.763509790701865,-0.18501999484965415,0.8623015873015873,0.9706349206349206,273,273,7,153,126,0.22142857142857142,279.0,0.279,staged_0.50,last_5y,0.5,off,1.0
2023-07-24,2026-09-02,756,0.5498681488992496,0.23815479597829414,1.9596128991666644,-0.13611362025949825,0.8472222222222222,0.9642857142857143,177,177,7,99,78,0.23412698412698413,177.0,0.17700000000000002,staged_0.50,last_3y,0.5,off,1.0
2025-08-20,2026-09-02,252,0.34182744426866907,0.2712667972883888,1.2196884198825024,-0.1361136202594978,0.8174603174603174,0.9722222222222222,78,78,4,44,36,0.31746031746031744,80.0,0.08000000000000002,staged_0.50,last_1y,0.5,off,1.0
2011-12-09,2026-09-02,3578,0.20904361579338837,0.21860387232058673,0.9779107228407133,-0.3641358046250378,0.7858580212409166,0.8943543879262158,647,647,7,346,292,0.17501397428731136,626.2,0.6262,staged_0.40,full,0.4,off,1.0
2016-04-21,2026-09-02,2520,0.29783024751281073,0.21063874068948765,1.3431708330138432,-0.17899475273507826,0.847857142857143,0.975,534,534,7,281,233,0.20015873015873017,504.40000000000003,0.5044,staged_0.40,last_10y,0.4,off,1.0
2021-06-25,2026-09-02,1260,0.4493591809467157,0.22262852143096973,1.7786195914486393,-0.17899475273507837,0.8406349206349208,0.9706349206349206,273,273,7,153,126,0.21714285714285717,273.6,0.2736,staged_0.40,last_5y,0.4,off,1.0
2023-07-24,2026-09-02,756,0.5364940954697521,0.23130770615332272,1.9733572702433515,-0.12990384526176735,0.8238095238095238,0.9642857142857143,177,177,7,99,78,0.2285714285714286,172.8,0.17279999999999998,staged_0.40,last_3y,0.4,off,1.0
2025-08-20,2026-09-02,252,0.34211731172263105,0.26561660182016555,1.2407238364727187,-0.12990384526176724,0.7865079365079365,0.9722222222222222,78,78,4,44,36,0.3111111111111111,78.4,0.0784,staged_0.40,last_1y,0.4,off,1.0
2011-12-09,2026-09-02,3578,0.2061953614231895,0.216952952093348,0.9728408176457416,-0.3644086904997431,0.7732001117942986,0.8943543879262158,647,647,7,346,292,0.17290106204583566,618.64,0.61864,staged_0.33,full,0.33,off,1.0
2016-04-21,2026-09-02,2520,0.29233370122394975,0.20862666232084637,1.3337729265624458,-0.17476469282132934,0.8330238095238096,0.975,534,534,7,281,233,0.19749206349206347,497.67999999999995,0.49768,staged_0.33,last_10y,0.33,off,1.0
2021-06-25,2026-09-02,1260,0.4445656267879676,0.21965975323764447,1.784632266033686,-0.17476469282132967,0.8254682539682539,0.9706349206349206,273,273,7,153,126,0.21414285714285713,269.82,0.26982,staged_0.33,last_5y,0.33,off,1.0
2023-07-24,2026-09-02,756,0.5268913616798538,0.22731809283091575,1.97644040802277,-0.1255490736816981,0.807420634920635,0.9642857142857143,177,177,7,99,78,0.2246825396825397,169.86,0.16986,staged_0.33,last_3y,0.33,off,1.0
2025-08-20,2026-09-02,252,0.3420502257877265,0.2623268397798779,1.2527734327671696,-0.12554907368169754,0.7648412698412699,0.9722222222222222,78,78,4,44,36,0.3066666666666667,77.28,0.07728,staged_0.33,last_1y,0.33,off,1.0
2011-12-09,2026-09-02,3578,0.20285059109883186,0.21542855494068305,0.9653125993980822,-0.3648076359796908,0.758733929569592,0.8943543879262158,647,647,7,346,292,0.17048630519843488,610.0,0.61,staged_0.25,full,0.25,off,1.0
2016-04-21,2026-09-02,2520,0.2859570948190522,0.20676856441808686,1.3199687717721567,-0.1713967482090275,0.8160714285714286,0.975,534,534,7,281,233,0.19444444444444445,490.0,0.49,staged_0.25,last_10y,0.25,off,1.0
2021-06-25,2026-09-02,1260,0.43889408280030007,0.21691215376260198,1.7863578435245624,-0.17139674820902695,0.8081349206349207,0.9706349206349206,273,273,7,153,126,0.21071428571428572,265.5,0.2655,staged_0.25,last_5y,0.25,off,1.0
2023-07-24,2026-09-02,756,0.5156765823784053,0.2236212264595045,1.972437110535538,-0.12056431560188763,0.7886904761904762,0.9642857142857143,177,177,7,99,78,0.22023809523809523,166.5,0.16649999999999998,staged_0.25,last_3y,0.25,off,1.0
2025-08-20,2026-09-02,252,0.3417013226032839,0.2592688247743744,1.2634603163608622,-0.12056431560188774,0.7400793650793651,0.9722222222222222,78,78,4,44,36,0.30158730158730157,76.0,0.07600000000000001,staged_0.25,last_1y,0.25,off,1.0
2011-12-09,2026-09-02,3578,0.1963215897589765,0.21363847178224923,0.9461162952877565,-0.36702715431391897,0.7316098378982673,0.8943543879262158,647,647,7,346,292,0.1659586361095584,593.8,0.5938000000000001,staged_0.10,full,0.1,off,1.0
2016-04-21,2026-09-02,2520,0.2737305562609773,0.20459459250184064,1.2850801983364155,-0.16614782792520988,0.7842857142857143,0.975,534,534,7,281,233,0.18873015873015875,475.6,0.4756,staged_0.10,last_10y,0.1,off,1.0
2021-06-25,2026-09-02,1260,0.42770494763030453,0.21370018225647616,1.773415619975348,-0.16614782792520966,0.7756349206349206,0.9706349206349206,273,273,7,153,126,0.20428571428571426,257.4,0.25739999999999996,staged_0.10,last_5y,0.1,off,1.0
2023-07-24,2026-09-02,756,0.49396776727827474,0.2193181654892642,1.9409490384572055,-0.12320311721239696,0.7535714285714287,0.9642857142857143,177,177,7,99,78,0.2119047619047619,160.2,0.1602,staged_0.10,last_3y,0.1,off,1.0
2025-08-20,2026-09-02,252,0.3402652969081381,0.25563736848067836,1.273542838407172,-0.12320311721239696,0.6936507936507937,0.9722222222222222,78,78,4,44,36,0.2920634920634921,73.60000000000001,0.0736,staged_0.10,last_1y,0.1,off,1.0
