candidate,SWITCH_BUFFER,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,MAX_LEV,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,avg_weight_full,avg_weight_last_10y,avg_weight_last_1y,avg_weight_last_3y,avg_weight_last_5y,max_weight_full,max_weight_last_10y,max_weight_last_1y,max_weight_last_3y,max_weight_last_5y,trades_full,trades_last_10y,trades_last_1y,trades_last_3y,trades_last_5y,asset_switches_full,asset_switches_last_10y,asset_switches_last_1y,asset_switches_last_3y,asset_switches_last_5y,buffer_blocked_days_full,buffer_blocked_days_last_10y,buffer_blocked_days_last_1y,buffer_blocked_days_last_3y,buffer_blocked_days_last_5y,decision_hint,stability_label
switch_1.10,1.1,0.3,0.25,20,1.5,0.31838707629304897,0.3183970444341573,0.8047494723696651,0.5130606586936524,0.3687167292729445,-0.20975617033702454,-0.20975617033702465,-0.19027154989128714,-0.19027154989128714,-0.20975617033702476,1.3381093765055627,1.3326051284479878,2.338001060984558,1.7647617996523564,1.399731390976294,0.22571099935526176,0.2268471051583044,0.2685781417053282,0.2529553046640056,0.24595416153281077,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.192257257695848,1.1933083808457194,1.094763814279369,1.187050312326466,1.169525467674908,1.5,1.5,1.5,1.5,1.5,929.0,884.0,122.0,284.0,510.0,264.0,244.0,20.0,72.0,127.0,25.0,23.0,5.0,6.0,9.0,exploratory,pending
switch_1.11,1.11,0.3,0.25,20,1.5,0.32566597911850703,0.3262785975732725,0.9155889791398921,0.5434224321757519,0.3851303864112612,-0.20975617033702554,-0.20975617033702576,-0.1902715498912868,-0.1902715498912868,-0.20975617033702554,1.3625134765468239,1.3588916853770483,2.56289573196218,1.8436713439987513,1.4482719044341024,0.2257139728089547,0.2268502558184202,0.2682938206134485,0.25291757993682235,0.24595131690927552,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.192257257695848,1.1933083808457194,1.094763814279369,1.187050312326466,1.169525467674908,1.5,1.5,1.5,1.5,1.5,927.0,882.0,120.0,282.0,508.0,262.0,242.0,18.0,70.0,125.0,27.0,25.0,7.0,8.0,11.0,exploratory,pending
switch_1.12,1.12,0.3,0.25,20,1.5,0.32566597911850725,0.32627859757327293,0.9155889791398895,0.5434224321757508,0.38513038641126096,-0.20975617033702498,-0.20975617033702476,-0.1902715498912868,-0.19027154989128692,-0.20975617033702476,1.3625134765468243,1.3588916853770512,2.5628957319621675,1.8436713439987467,1.4482719044340993,0.2257139728089546,0.22685025581842017,0.26829382061344825,0.25291757993682223,0.24595131690927544,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.192257257695848,1.1933083808457194,1.094763814279369,1.187050312326466,1.169525467674908,1.5,1.5,1.5,1.5,1.5,927.0,882.0,120.0,282.0,508.0,262.0,242.0,18.0,70.0,125.0,27.0,25.0,7.0,8.0,11.0,exploratory,pending
switch_1.13,1.13,0.3,0.25,20,1.5,0.32691693321081683,0.3276334835746535,0.9155889791398881,0.5434224321757506,0.38423403112298726,-0.2097561703370251,-0.2097561703370252,-0.19027154989128714,-0.19027154989128714,-0.2097561703370251,1.3668630219908509,1.3635751539272485,2.5628957319621692,1.8436713439987482,1.4456019678995125,0.22568115039293232,0.22681488846320444,0.2682938206134484,0.2529175799368223,0.24595834103902617,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.192257257695848,1.1933083808457194,1.094763814279369,1.187050312326466,1.169525467674908,1.5,1.5,1.5,1.5,1.5,927.0,882.0,120.0,282.0,508.0,262.0,242.0,18.0,70.0,125.0,30.0,28.0,7.0,8.0,12.0,exploratory,pending
switch_1.14,1.14,0.3,0.25,20,1.5,0.32291091699240804,0.32329501131763716,0.915588979139889,0.5266743262435629,0.3752019471609416,-0.2097561703370251,-0.2097561703370252,-0.1902715498912868,-0.19027154989128692,-0.2097561703370251,1.352686842168288,1.3483135888647284,2.56289573196217,1.79728900382891,1.4174839202097271,0.22583590548309013,0.22698161400725456,0.26829382061344836,0.2534415559675567,0.24627041840031214,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917716198861712,1.1927826586454027,1.094763814279369,1.1852979049920767,1.1684740232742747,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,31.0,29.0,7.0,9.0,13.0,exploratory,pending
switch_1.15,1.15,0.3,0.25,20,1.5,0.32291091699240804,0.32329501131763716,0.915588979139889,0.5266743262435629,0.3752019471609416,-0.2097561703370251,-0.2097561703370252,-0.1902715498912868,-0.19027154989128692,-0.2097561703370251,1.352686842168288,1.3483135888647284,2.56289573196217,1.79728900382891,1.4174839202097271,0.22583590548309013,0.22698161400725456,0.26829382061344836,0.2534415559675567,0.24627041840031214,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917716198861712,1.1927826586454027,1.094763814279369,1.1852979049920767,1.1684740232742747,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,31.0,29.0,7.0,9.0,13.0,exploratory,pending
switch_1.16,1.16,0.3,0.25,20,1.5,0.3229109169924078,0.32329501131763716,0.9155889791398906,0.5266743262435627,0.3752019471609416,-0.20975617033702476,-0.20975617033702476,-0.19027154989128703,-0.19027154989128703,-0.20975617033702476,1.3526868421682876,1.3483135888647275,2.5628957319621684,1.79728900382891,1.417483920209728,0.22583590548309013,0.22698161400725453,0.26829382061344853,0.2534415559675567,0.2462704184003122,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917716198861712,1.1927826586454027,1.094763814279369,1.1852979049920767,1.1684740232742747,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,31.0,29.0,7.0,9.0,13.0,exploratory,pending
switch_1.17,1.17,0.3,0.25,20,1.5,0.3229109169924076,0.3232950113176367,0.9155889791398903,0.5266743262435625,0.37520194716094113,-0.2097561703370251,-0.2097561703370251,-0.19027154989128692,-0.19027154989128692,-0.2097561703370251,1.3526868421682874,1.3483135888647262,2.5628957319621706,1.7972890038289073,1.4174839202097267,0.22583590548309013,0.22698161400725453,0.2682938206134484,0.25344155596755674,0.2462704184003122,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.191771619886171,1.1927826586454024,1.094763814279369,1.1852979049920767,1.1684740232742747,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,31.0,29.0,7.0,9.0,13.0,exploratory,pending
switch_1.18,1.18,0.3,0.25,20,1.5,0.3229109169924076,0.3232950113176367,0.9155889791398903,0.5266743262435625,0.37520194716094113,-0.2097561703370251,-0.2097561703370251,-0.19027154989128692,-0.19027154989128692,-0.2097561703370251,1.3526868421682874,1.3483135888647262,2.5628957319621706,1.7972890038289073,1.4174839202097267,0.22583590548309013,0.22698161400725453,0.2682938206134484,0.25344155596755674,0.2462704184003122,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.191771619886171,1.1927826586454024,1.094763814279369,1.1852979049920767,1.1684740232742747,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,31.0,29.0,7.0,9.0,13.0,exploratory,pending
switch_1.19,1.19,0.3,0.25,20,1.5,0.32299949804579087,0.3233909319295625,0.9155889791398886,0.526674326243562,0.3752019471609407,-0.20975617033702543,-0.20975617033702532,-0.19027154989128703,-0.19027154989128703,-0.20975617033702532,1.3529728897439781,1.3486218028553894,2.562895731962166,1.797289003828907,1.4174839202097254,0.22583806467462922,0.22698393890319665,0.26829382061344853,0.25344155596755674,0.24627041840031214,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917696329707066,1.1927805077305662,1.094763814279369,1.1852979049920767,1.1684740232742747,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,32.0,30.0,7.0,9.0,13.0,exploratory,pending
switch_1.20,1.2,0.3,0.25,20,1.5,0.32425563991681194,0.3247512109647557,0.915588979139889,0.5266743262435618,0.37803046854976174,-0.2097561703370252,-0.2097561703370252,-0.19027154989128747,-0.19027154989128758,-0.20975617033702532,1.3570630815760771,1.3530285159449724,2.562895731962165,1.7972890038289067,1.4256234702621817,0.22586132605274215,0.22700898216854903,0.2682938206134485,0.2534415559675567,0.24631513167700078,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918037275476963,1.1928174164631171,1.094763814279369,1.1852979049920767,1.1685478407393766,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,33.0,31.0,7.0,9.0,14.0,exploratory,pending
switch_1.21,1.21,0.3,0.25,20,1.5,0.3250377856264357,0.32615696073019995,0.9155889791398835,0.5266743262435616,0.37803046854976174,-0.2097561703370252,-0.20975617033702532,-0.19027154989128714,-0.19027154989128714,-0.20975617033702532,1.3594513021429602,1.357574470788573,2.5628957319621617,1.7972890038289098,1.4256234702621828,0.22590700162263835,0.22703538657031536,0.2682938206134481,0.25344155596755646,0.24631513167700048,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917986972183663,1.192817416463117,1.094763814279368,1.1852979049920764,1.1685478407393761,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,35.0,32.0,7.0,9.0,14.0,exploratory,pending
switch_1.22,1.22,0.3,0.25,20,1.5,0.3250377856264357,0.32615696073019995,0.9155889791398835,0.5266743262435616,0.37803046854976174,-0.2097561703370252,-0.20975617033702532,-0.19027154989128714,-0.19027154989128714,-0.20975617033702532,1.3594513021429602,1.357574470788573,2.5628957319621617,1.7972890038289098,1.4256234702621828,0.22590700162263835,0.22703538657031536,0.2682938206134481,0.25344155596755646,0.24631513167700048,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917986972183663,1.192817416463117,1.094763814279368,1.1852979049920764,1.1685478407393761,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,35.0,32.0,7.0,9.0,14.0,exploratory,pending
switch_1.23,1.23,0.3,0.25,20,1.5,0.3252602595687264,0.32639800269077335,0.915588979139885,0.5266743262435618,0.37803046854976174,-0.20975617033702543,-0.20975617033702543,-0.1902715498912868,-0.1902715498912868,-0.20975617033702543,1.3601866992609588,1.3583667026443398,2.5628957319621635,1.7972890038289084,1.425623470262182,0.22590873138386677,0.2270372462443443,0.2682938206134479,0.2534415559675564,0.24631513167700053,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917920758177607,1.1928102485342076,1.094763814279368,1.1852979049920764,1.1685478407393761,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,36.0,33.0,7.0,9.0,14.0,exploratory,pending
switch_1.24,1.24,0.3,0.25,20,1.5,0.32526025956872706,0.326398002690774,0.9155889791398855,0.5266743262435611,0.37803046854976197,-0.20975617033702454,-0.20975617033702443,-0.1902715498912868,-0.1902715498912868,-0.20975617033702443,1.3601866992609608,1.3583667026443411,2.562895731962165,1.7972890038289067,1.4256234702621846,0.22590873138386683,0.22703724624434424,0.268293820613448,0.2534415559675565,0.24631513167700042,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917920758177607,1.1928102485342074,1.094763814279368,1.1852979049920764,1.1685478407393761,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,36.0,33.0,7.0,9.0,14.0,exploratory,pending
switch_1.25,1.25,0.3,0.25,20,1.5,0.32778628526401743,0.3291350885124389,0.9155889791398839,0.5266743262435607,0.3780304685497611,-0.20975617033702532,-0.20975617033702554,-0.1902715498912868,-0.19027154989128692,-0.20975617033702554,1.368631480340751,1.3674633025101055,2.562895731962158,1.797289003828905,1.425623470262181,0.2259079103145179,0.2270363185144959,0.26829382061344814,0.25344155596755646,0.24631513167700045,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918506438593859,1.192873650763395,1.094763814279368,1.185297904992076,1.168547840739376,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,38.0,35.0,7.0,9.0,14.0,exploratory,pending
switch_1.26,1.26,0.3,0.25,20,1.5,0.32778628526401765,0.3291350885124391,0.9155889791398841,0.5266743262435623,0.3780304685497622,-0.20975617033702543,-0.20975617033702532,-0.1902715498912867,-0.1902715498912868,-0.20975617033702532,1.368631480340751,1.3674633025101077,2.562895731962168,1.7972890038289093,1.4256234702621857,0.22590791031451793,0.22703631851449593,0.2682938206134481,0.2534415559675563,0.24631513167700037,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918506438593859,1.192873650763395,1.094763814279368,1.185297904992076,1.168547840739376,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,38.0,35.0,7.0,9.0,14.0,exploratory,pending
switch_1.27,1.27,0.3,0.25,20,1.5,0.327108541536161,0.3284006742082708,0.9155889791398832,0.5266743262435611,0.37803046854976086,-0.20975617033702543,-0.20975617033702532,-0.19027154989128692,-0.19027154989128692,-0.20975617033702543,1.3664055973480127,1.3650653155388957,2.5628957319621612,1.7972890038289069,1.4256234702621833,0.22590060253976635,0.2270284590751068,0.2682938206134479,0.2534415559675563,0.2463151316770004,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918550694471102,1.1928784416377256,1.094763814279368,1.1852979049920758,1.1685478407393755,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,39.0,36.0,7.0,9.0,14.0,exploratory,pending
switch_1.28,1.28,0.3,0.25,20,1.5,0.327108541536161,0.3284006742082708,0.9155889791398832,0.5266743262435611,0.37803046854976086,-0.20975617033702543,-0.20975617033702532,-0.19027154989128692,-0.19027154989128692,-0.20975617033702543,1.3664055973480127,1.3650653155388957,2.5628957319621612,1.7972890038289069,1.4256234702621833,0.22590060253976635,0.2270284590751068,0.2682938206134479,0.2534415559675563,0.2463151316770004,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918550694471102,1.1928784416377256,1.094763814279368,1.1852979049920758,1.1685478407393755,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,39.0,36.0,7.0,9.0,14.0,exploratory,pending
switch_1.29,1.29,0.3,0.25,20,1.5,0.3271085415361603,0.3284006742082701,0.9155889791398828,0.5266743262435603,0.3780304685497604,-0.20975617033702554,-0.20975617033702554,-0.1902715498912868,-0.19027154989128692,-0.20975617033702554,1.3664055973480105,1.3650653155388963,2.5628957319621555,1.7972890038289033,1.425623470262181,0.22590060253976632,0.22702845907510685,0.2682938206134481,0.25344155596755635,0.24631513167700028,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918550694471102,1.1928784416377256,1.094763814279368,1.1852979049920758,1.1685478407393755,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,39.0,36.0,7.0,9.0,14.0,exploratory,pending
switch_1.30,1.3,0.3,0.25,20,1.5,0.3271085415361603,0.3284006742082701,0.9155889791398828,0.5266743262435603,0.3780304685497604,-0.20975617033702554,-0.20975617033702554,-0.1902715498912868,-0.19027154989128692,-0.20975617033702554,1.3664055973480105,1.3650653155388963,2.5628957319621555,1.7972890038289033,1.425623470262181,0.22590060253976632,0.22702845907510685,0.2682938206134481,0.25344155596755635,0.24631513167700028,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918550694471102,1.1928784416377256,1.094763814279368,1.1852979049920758,1.1685478407393755,1.5,1.5,1.5,1.5,1.5,934.0,889.0,120.0,289.0,515.0,262.0,242.0,18.0,70.0,125.0,39.0,36.0,7.0,9.0,14.0,exploratory,pending
switch_1.31,1.31,0.3,0.25,20,1.5,0.330337329190709,0.33189971917716976,0.915588979139883,0.5266743262435603,0.38529957197334186,-0.20975617033702554,-0.20975617033702554,-0.1902715498912867,-0.1902715498912867,-0.20975617033702554,1.3768221859533174,1.376288478009912,2.562895731962162,1.797289003828907,1.4463597607001748,0.22596977892096365,0.22710291044645384,0.2682938206134479,0.2534415559675562,0.24644872608976381,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917140147119216,1.1927257442894736,1.0947638142793674,1.1852979049920758,1.168242446042872,1.5,1.5,1.5,1.5,1.5,936.0,891.0,120.0,289.0,517.0,262.0,242.0,18.0,70.0,125.0,40.0,37.0,7.0,9.0,15.0,exploratory,pending
switch_1.32,1.32,0.3,0.25,20,1.5,0.32999639318073126,0.3315302128702591,0.9155889791398868,0.5240902138934644,0.38389220598209417,-0.2097561703370262,-0.20975617033702632,-0.1902715498912867,-0.19403263230888856,-0.20975617033702632,1.3754698806110346,1.374833347838514,2.562895731962167,1.7897253598579532,1.4418093329670227,0.22601254733161585,0.22714898429590116,0.2682938206134478,0.2535851432390512,0.2465357495024638,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917094671271333,1.1927208213484806,1.0947638142793674,1.1852814951887651,1.1682326001608854,1.5,1.5,1.5,1.5,1.5,938.0,893.0,120.0,291.0,519.0,262.0,242.0,18.0,70.0,125.0,42.0,39.0,7.0,10.0,16.0,exploratory,pending
