date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_VT,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_VT,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_VT,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2017-12-28,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,VT,1.0,VT,1.0,,,0,,,False,False,VT,0.32871645170385766,0.32871645170385766,False,0.002966654487063458,0.0015560029289876823,0.002966654487063458,5.807451586633447e-05,0.49507823723548217,0.0,0.0,0.0015560029289876098,3.3822369376588854,370,0,False,173,158,0.294232062230007,0.11266377607200906,,0.32871645170385766,0.294232062230007,0.11266377607200906,-0.22875413849672044,0.32871645170385766,0.45334580861829854,0.05640919674060296,0.33794012584925304,0.8409057263223307,85,,,1.0,1.0,1.0,0.002966654487063458,3.4176074917205503,-0.12665081727016414,0.5,0.5,True,True,False,False,0.002966654487063458,3.4176074917205503,0.002966654487063458,0.0,0.0,VT,VT,VT,VT,0.5,0.5,0.5,0.5049217627645178,1.0112658497311116,0.5056329248655558,0.5056329248655558,0.0,0.0,0.0,402,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.840443127975876,0.0015560029289876098,False,False,False,False,0.028192146476416102,4.6068073562928955,True,False,0.0,VT,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,182,163,398,0.5,0.5
2017-12-29,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,VT,1.0,VT,1.0,,,0,,,False,False,VT,0.3287562262499353,0.3287562262499353,False,-0.001613422165529066,-0.0007578082746886361,-0.001613422165529066,5.7991093910744416e-05,0.4943670751344442,0.0,0.0,-0.0007578082746886317,3.37967385052057,370,0,False,173,158,0.25160252254991344,0.23762955834096045,,0.3287562262499353,0.25160252254991344,0.23762955834096045,-0.2427542742833051,0.3287562262499353,0.3706024700617595,0.18291851398549186,0.3918683348094445,0.8524380982027491,85,,,1.0,1.0,1.0,-0.001613422165529066,3.41209344804033,-0.12805989819982722,0.5,0.5,True,True,False,False,-0.001613422165529066,3.41209344804033,-0.001613422165529066,0.0,0.0,VT,VT,VT,VT,0.5,0.5,0.5,0.5056329248655558,1.010399940429515,0.5051999702147575,0.5051999702147575,0.0,0.0,0.0,402,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8382906166697137,-0.0007578082746886317,False,False,False,False,0.02558652111574622,5.02582335631779,True,False,0.0,VT,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,182,163,398,0.5,0.5
2018-01-02,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,VT,1.0,VT,1.0,,,0,,,False,False,GLD,0.4159267891750933,0.3644613923894924,True,0.008753401260640281,0.0044802599372524956,0.008753401260640281,5.804188109920495e-05,0.4948000297852425,0.0,0.0,0.004480259937252429,3.394815667874037,370,0,False,173,158,0.28627760616488507,0.4159267891750933,,0.3644613923894924,0.28627760616488507,0.4159267891750933,-0.23172886268477477,0.3644613923894924,0.44035116404450503,0.34342919437323616,0.38349607834908195,0.8635388129674587,86,,,1.0,1.0,1.0,0.008753401260640281,3.441960871129829,-0.12042745661352672,0.5,0.5,True,True,False,False,0.008753401260640281,3.441960871129829,0.008753401260640281,0.0,0.0,VT,VT,VT,VT,0.5,0.5,0.5,0.5051999702147575,1.0146982645587195,0.5073491322793597,0.5073491322793597,0.0,0.0,0.0,402,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8510068964098587,0.004480259937252429,False,False,False,False,0.03357892350050484,6.153287563824996,True,False,0.0,VT,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,182,163,398,0.5,0.5
2018-01-03,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,VT,1.0,GLD,0.25,GLD,2018-01-03,0,GLD,0.25,True,False,GLD,0.5704932810328129,0.423399183040027,False,0.006808193635962079,0.003511920910002615,0.006808193635962079,5.778977640739499e-05,0.49265086772064026,0.6340156407407194,0.0006340156407407194,0.0028756786564758663,3.404578066832812,371,0,False,174,158,0.3556181962065956,0.5704932810328129,,0.423399183040027,0.3556181962065956,0.5704932810328129,-0.1859219123922482,0.423399183040027,0.5167845211718596,0.4847541409595918,0.23419026716151203,0.8523575710042823,86,,,1.0,1.0,1.0,0.00554968339391726,3.461062664218851,-0.11554610747574923,0.5,0.5,True,True,False,False,0.00554968339391726,3.461062664218851,0.006808193635962079,1.25,0.00125,VT,GLD,VT,GLD,0.5,0.5,0.5,0.5073491322793597,0.25,0.125,0.5090156407407194,-0.38401564074071937,0.125,0.5090156407407194,403,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.85920547609133,0.0028756786564758663,False,False,False,False,0.02844100875651301,32.77206908250848,True,False,0.0,GLD,1.0,0.25,GLD,0.25,GLD,2018-01-03,0,True,False,HALF_POSITION_WAIT_DOWN,GLD,2018-01-03,0,True,False,183,163,399,0.5,0.5
2018-01-04,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,0.25,GLD,0.25,GLD,2018-01-03,1,,,False,False,GLD,0.7381832819686844,0.7381832819686844,False,0.00512737855482448,0.0007435630689582029,0.00128184463870612,0.00010264074960514291,0.875,0.0,0.0,0.0007435630689582862,3.407109585348694,371,0,False,174,158,0.41928339748621424,0.7381832819686844,,0.5004030116398193,0.41928339748621424,0.7381832819686844,-0.14404420302957377,0.5004030116398193,0.5823773920810642,0.6092810716063727,0.13559050048950372,0.8400282483134494,86,,,1.0,1.0,1.0,0.0013698224240819012,3.465803705467451,-0.11433456270070297,0.5,0.5,True,True,False,False,0.0013698224240819012,3.465803705467451,0.0013698224240819568,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.125,0.25109513956612983,0.12554756978306492,0.12554756978306492,0.0,0.0,0.0,403,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.861331475689915,0.0007435630689582862,False,False,False,False,0.03333533990751092,37.26773049965892,True,False,0.0,GLD,0.25,0.25,,,GLD,2018-01-03,1,False,False,HALF_POSITION_WAIT_DOWN,GLD,2018-01-03,1,False,False,183,163,399,0.5,0.5
2018-01-05,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,0.25,GLD,1.0,,,0,GLD,1.0,False,True,GLD,0.8764909470165316,0.8764909470165316,False,-0.0010361649479244672,-2.7511473470307002e-05,-0.0002590412369811168,0.00010257651763600588,0.8744524302169351,0.3745790676933896,0.0003745790676933896,-0.00040208023594157094,3.4057396539227383,372,0,False,174,159,0.5174553594049778,0.8764909470165316,,0.5925845467898645,0.5174553594049778,0.8764909470165316,-0.09187234086798468,0.5925845467898645,0.62690184167558,0.7122432508045393,0.05078601685770323,0.8334056999705721,86,,,1.0,1.0,1.0,-0.0009209351540165889,3.462611924998165,-0.11515020313660929,0.5,0.5,True,True,False,False,-0.0009209351540165889,3.462611924998165,-0.00017106345160528003,0.75,0.00075,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.12554756978306492,1.0,0.5,0.1254209323066104,0.3745790676933896,0.3745790676933896,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8601809908550626,-0.00040208023594157094,False,False,False,False,0.03191899673570742,38.38914069971803,True,False,0.0,GLD,0.25,1.0,GLD,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,183,164,400,0.5,0.5
2018-01-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,0.982172906907435,0.982172906907435,False,-0.00015961279955856167,-2.1154542862056314e-05,-0.00015961279955856167,5.865185691722452e-05,0.5,0.0,0.0,-2.1154542862111825e-05,3.4056676070572522,372,0,False,174,159,0.6154169847518276,0.982172906907435,,0.6733642676529474,0.6154169847518276,0.982172906907435,-0.030080062743931935,0.6733642676529474,0.6655447688175773,0.791276152232281,0.004855231413383176,0.8508788925473796,86,,,1.0,1.0,1.0,-0.00015961279955856167,3.462059247815031,-0.1152914364898755,0.5,0.5,True,True,False,False,-0.00015961279955856167,3.462059247815031,-0.00015961279955856167,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.5,0.9998615388142205,0.49993076940711023,0.49993076940711023,0.0,0.0,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8601204850336983,-2.1154542862111825e-05,False,False,False,False,0.03154337183598965,38.81471239847086,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,183,164,400,0.5,0.5
2018-01-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.018431085563654,1.018431085563654,False,-0.0046284750854691525,-0.002255257132737352,-0.0046284750854691525,5.865997792288145e-05,0.5000692305928898,0.0,0.0,-0.0022552571327373316,3.397986950894704,372,0,False,174,159,0.687018350874051,1.018431085563654,0.02232149700300301,0.7423431566145977,0.687018350874051,1.018431085563654,0.02232149700300301,0.7423431566145977,0.6987629200662812,0.8353889029553747,0.0024974463262164015,0.870750104158676,86,,,1.0,1.0,1.0,-0.0046284750854691525,3.446035192842101,-0.11938628803398332,0.5,0.5,True,True,False,False,-0.0046284750854691525,3.446035192842101,-0.0046284750854691525,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.49993076940711023,0.9974832858881856,0.4987416429440928,0.4987416429440928,0.0,0.0,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.853670177909338,-0.0022552571327373316,False,False,False,False,0.026521024703373586,36.88410846633789,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,183,164,400,0.5,0.5
2018-01-10,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.039804350539752,1.039804350539752,False,0.002405158456580736,0.001258352147049167,0.002405158456580736,5.879946687321223e-05,0.5012583570559073,0.0,0.0,0.0012583521470490577,3.402262815070007,372,0,False,174,159,0.7240968113998214,1.039804350539752,0.04513835090556273,0.7691754451378929,0.7240968113998214,1.039804350539752,0.04513835090556273,0.7691754451378929,0.7261914578596518,0.8670049518096279,0.01051264560405829,0.8886795073781723,86,,,1.0,1.0,1.0,0.002405158456580736,3.45432345352784,-0.11726827251766736,0.5,0.5,True,True,False,False,0.002405158456580736,3.45432345352784,0.002405158456580736,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.4987416429440928,0.9986257683688121,0.49931288418440606,0.49931288418440606,0.0,0.0,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8572610999046804,0.0012583521470490577,False,False,False,False,0.028580820655432992,34.45915276233341,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,183,164,400,0.5,0.5
2018-01-11,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.055183244899213,1.055183244899213,False,0.003279242310744168,0.001696100394271435,0.003279242310744168,5.873245815422807e-05,0.5006871158155939,0.0,0.0,0.0016961003942714825,3.408033394372062,372,0,False,174,159,0.7808526033443,1.055183244899213,0.09596538008689715,0.821021874652103,0.7808526033443,1.055183244899213,0.09596538008689715,0.821021874652103,0.7516783766144735,0.8924184534657594,0.04501047459624785,0.9031968139539511,86,,,1.0,1.0,1.0,0.003279242310744168,3.465651017151645,-0.1143735812878709,0.5,0.5,True,True,False,False,0.003279242310744168,3.465651017151645,0.003279242310744168,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.49931288418440606,1.0002040577443543,0.5001020288721771,0.5001020288721771,0.0,0.0,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8621073015827654,0.0016961003942714825,False,False,False,False,0.03142063494248326,33.403553306404866,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,183,164,400,0.5,0.5
2018-01-12,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.1243815978186076,1.1243815978186076,False,0.012117319941670202,0.006118536175874159,0.012117319941670202,5.86398885515998e-05,0.49989797112782286,0.0,0.0,0.006118536175874212,3.428885569984115,372,0,False,174,159,0.8606782717973509,1.1243815978186076,0.09923739993713299,0.9004324797874195,0.8606782717973509,1.1243815978186076,0.09923739993713299,0.9004324797874195,0.7729228841783226,0.9173960177254528,0.051179874608754616,0.9090994515556714,86,,,1.0,1.0,1.0,0.012117319941670202,3.507645419332646,-0.10364216262354053,0.5,0.5,True,True,False,False,0.012117319941670202,3.507645419332646,0.012117319941670202,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.5001020288721771,1.0061675775964836,0.5030837887982418,0.5030837887982418,0.0,0.0,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.879619208646733,0.006118536175874212,False,False,False,False,0.043265318374420936,32.96457105070703,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,183,164,400,0.5,0.5
2018-01-15,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.151460886654006,1.151460886654006,False,0.0,5.829011703850969e-05,0.0,5.829011703850969e-05,0.4969162112017582,0.0,0.0,5.8290117038506395e-05,3.4290854401253013,372,0,False,174,159,0.919271572992975,1.151460886654006,,0.9524312836889088,0.919271572992975,1.151460886654006,-0.009697748144410268,0.9524312836889088,0.7958895481504927,0.9315192688229899,0.0003924054201910332,0.9198525368904172,86,,,1.0,1.0,1.0,0.0,3.507645419332646,-0.10364216262354053,0.5,0.5,True,True,False,False,0.0,3.507645419332646,0.0,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.5030837887982418,1.0061089313891194,0.5030544656945597,0.5030544656945597,0.0,0.0,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8797870619874315,5.8290117038506395e-05,False,False,False,False,0.04250147037841878,31.800335832232772,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,183,164,400,0.5,0.5
2018-01-16,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.154069189133553,1.154069189133553,False,0.0016540570729914883,0.0008903743538295132,0.0016540570729914883,5.829355674747275e-05,0.4969455343054403,0.0,0.0,0.0008903743538295483,3.432138609858279,372,0,False,174,159,0.9388337409406937,1.154069189133553,,0.9637618371694257,0.9388337409406937,1.154069189133553,-0.09675231051546074,0.9637618371694257,0.8127292901464549,0.9385366756269989,0.033976912492877265,0.9275484704560979,86,,,1.0,1.0,1.0,0.0016540570729914883,3.5134472650480393,-0.10215953560269664,0.5,0.5,True,True,False,False,0.0016540570729914883,3.5134472650480393,0.0016540570729914883,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.5030544656945597,1.0068765958848365,0.5034382979424182,0.5034382979424182,0.0,0.0,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8823511505319153,0.0008903743538295483,False,False,False,False,0.043458981960313725,30.775994722500407,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,183,164,400,0.5,0.5
2018-01-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.0633668782208967,1.0633668782208967,False,-0.008099385028916384,-0.0040192920815386585,-0.008099385028916384,5.824853179930952e-05,0.49656170205758177,0.0,0.0,-0.004019292081538617,3.4183438423209327,372,0,False,174,159,1.0155388308435724,1.0633668782208967,,1.011088700628711,1.0155388308435724,1.0633668782208967,-0.1427209128828819,1.011088700628711,0.8356634891815315,0.9142896856719221,0.07346621662828123,0.9372330529983961,86,,,1.0,1.0,1.0,-0.008099385028916273,3.484990502869622,-0.10943149121839146,0.5,0.5,True,True,False,False,-0.008099385028916273,3.484990502869622,-0.008099385028916384,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.5034382979424182,1.00275186729814,0.50137593364907,0.50137593364907,0.0,0.0,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.870766139376369,-0.004019292081538617,False,False,False,False,0.03432724040107993,27.72174515784919,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,183,164,400,0.5,0.5
2018-01-18,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,QQQ,1.0694627896548714,0.9482044550337105,True,-0.002219746160232239,-0.001054436848760178,-0.002219746160232239,5.849045479019883e-05,0.49862406635093004,0.0,0.0,-0.0010544368487601652,3.4147394146118573,372,0,False,174,159,1.0694627896548714,0.9482044550337105,,1.0199455734987848,1.0694627896548714,0.9482044550337105,-0.18346530651548643,1.0199455734987848,0.8576600187671743,0.8723515518873599,0.1203343388818815,0.9441654189033517,87,,,1.0,1.0,1.0,-0.002219746160232239,3.4772547085824317,-0.1114083272461831,0.5,0.5,True,True,False,False,-0.002219746160232239,3.4772547085824317,-0.002219746160232239,0.0,0.0,GLD,GLD,GLD,GLD,0.5,0.5,0.5,0.50137593364907,1.0015821177830888,0.5007910588915444,0.5007910588915444,0.0,0.0,0.0,404,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8677390977748374,-0.0010544368487601652,False,False,False,False,0.031395591073105855,24.069869597198053,True,False,0.0,GLD,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,183,164,400,0.5,0.5
2018-01-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,1.0,QQQ,0.25,QQQ,2018-01-19,0,QQQ,0.25,True,False,QQQ,1.1219438640975863,0.860925248923361,False,0.004449368789751107,0.002286763170389831,0.004449368789751107,5.85590627713846e-05,0.4992089411084556,0.6268716015045777,0.0006268716015045777,0.0016584580619942724,3.42040261672363,373,0,False,175,159,1.1219438640975863,0.860925248923361,,1.0438393597543851,1.1219438640975863,0.860925248923361,-0.2299559468276524,1.0438393597543851,0.878635412665578,0.8474184688500678,0.18240894094381066,0.9520904621748821,87,,,1.0,1.0,1.0,0.003193807078764044,3.488360389285368,-0.1085703368716111,0.5,0.5,True,True,False,False,0.003193807078764044,3.488360389285368,0.004449368789751107,1.25,0.00125,GLD,QQQ,GLD,QQQ,0.5,0.5,0.5,0.5007910588915444,0.25,0.125,0.5018716015045777,-0.37687160150457766,0.125,0.5018716015045777,405,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8724951228012383,0.0016584580619942724,False,False,False,False,0.062371619105175746,20.603478042613112,True,False,0.0,QQQ,1.0,0.25,QQQ,0.25,QQQ,2018-01-19,0,True,False,HALF_POSITION_WAIT_DOWN,QQQ,2018-01-19,0,True,False,184,164,401,0.5,0.5
2018-01-22,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,0.25,QQQ,0.25,QQQ,2018-01-19,1,,,False,False,QQQ,1.226468950774605,1.226468950774605,False,0.010700752245103917,0.0014402347802431326,0.0026751880612759793,0.00010264074960514291,0.875,0.0,0.0,0.0014402347802431326,3.42532879953467,373,0,False,175,159,1.226468950774605,0.782972661588748,,1.094614385220448,1.226468950774605,0.782972661588748,-0.20722216725450981,1.094614385220448,0.8961417101867116,0.8263447825308781,0.15319610252563232,0.9579479609479669,87,,,1.0,1.0,1.0,0.002763165846651816,3.4979993075738545,-0.10610716887176241,0.5,0.5,True,True,False,False,0.002763165846651816,3.4979993075738545,0.002763165846651816,0.0,0.0,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.125,0.2523117998316926,0.1261558999158463,0.1261558999158463,0.0,0.0,0.0,405,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8766321901831753,0.0014402347802431326,False,False,False,False,0.07177801365040781,22.751998359398034,True,False,0.0,QQQ,0.25,0.25,,,QQQ,2018-01-19,1,False,False,HALF_POSITION_WAIT_DOWN,QQQ,2018-01-19,1,False,False,184,164,401,0.5,0.5
2018-01-23,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,0.25,QQQ,0.25,QQQ,2018-01-19,2,,,False,False,QQQ,1.363390227387212,1.363390227387212,False,0.008267794206149981,0.0011455361766480642,0.0020669485515374952,0.00010250515825219322,0.8738441000841537,0.0,0.0,0.0011455361766481431,3.4292526375914516,373,0,False,175,159,1.363390227387212,0.7334804620968098,,1.1366452140617946,1.363390227387212,0.7334804620968098,-0.1860148558878406,1.1366452140617946,0.9092861681505978,0.8216954712472611,0.12815606572636884,0.9637022353726941,87,,,1.0,1.0,1.0,0.0021549263369133875,3.5055372384082504,-0.10418089566758604,0.5,0.5,True,True,False,False,0.0021549263369133875,3.5055372384082504,0.002154926336913332,0.0,0.0,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.1261558999158463,0.25410677336686127,0.12705338668343064,0.12705338668343064,0.0,0.0,0.0,405,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8799274764239406,0.0011455361766481431,False,False,False,False,0.0785482836937681,25.19340143432597,True,False,0.0,QQQ,0.25,0.25,,,QQQ,2018-01-19,2,False,False,HALF_POSITION_WAIT_DOWN,QQQ,2018-01-19,2,False,False,184,164,401,0.5,0.5
2018-01-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,0.25,QQQ,1.0,,,0,QQQ,1.0,False,True,QQQ,1.405320027228143,1.405320027228143,False,-0.0064888249388258545,-0.0007220273043524911,-0.0016222062347064636,0.00010239987972123829,0.8729466133165693,0.3736798338916225,0.0003736798338916225,-0.001095437331200877,3.4254961062341147,374,0,False,175,160,1.405320027228143,0.7480984151947676,,1.1607619682466175,1.405320027228143,0.7480984151947676,-0.09028464870223984,1.1607619682466175,0.9253907419130772,0.8310807107040395,0.024091448681770156,0.9688303063066279,87,,,1.0,1.0,1.0,-0.002283077777993636,3.4975338242393113,-0.10622612035778956,0.5,0.5,True,True,False,False,-0.002283077777993636,3.4975338242393113,-0.0015342284493306269,0.75,0.00075,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.12705338668343064,1.0,0.5,0.1263201661083775,0.3736798338916225,0.3736798338916225,0.0,406,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.876772696355115,-0.001095437331200877,False,False,False,False,0.06966931549182642,24.52477916397068,True,False,0.0,QQQ,0.25,1.0,QQQ,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,184,165,402,0.5,0.5
2018-01-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.4117207820022162,1.4117207820022162,False,-0.000356470245978846,-0.00011958326607219849,-0.000356470245978846,5.865185691722452e-05,0.5,0.0,0.0,-0.00011958326607219849,3.4250864742218137,374,0,False,175,160,1.4117207820022162,0.7065643123320673,,1.1477645430453616,1.4117207820022162,0.7065643123320673,-0.0029393859169041248,1.1477645430453616,0.9361248654289043,0.8314457121311413,2.1735507191866787e-05,0.9703650128463077,87,,,1.0,1.0,1.0,-0.000356470245978846,3.4962870574966654,-0.10654472415251515,0.5,0.5,True,True,False,False,-0.000356470245978846,3.4962870574966654,-0.000356470245978846,0.0,0.0,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.5,0.9997630846889867,0.49988154234449333,0.49988154234449333,0.0,0.0,0.0,406,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.8764286824803373,-0.00011958326607219849,False,False,False,False,0.06741595833890757,22.694132699127906,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,184,165,402,0.5,0.5
2018-01-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.5128728587445193,1.5128728587445193,False,0.015325357997425737,0.007719529345174841,0.015325357997425737,5.866575244014757e-05,0.5001184576555067,0.0,0.0,0.007719529345174836,3.4515265297693305,374,0,False,175,160,1.5128728587445193,0.663527548589131,0.09187319629618518,1.1892760081537568,1.5128728587445193,0.663527548589131,0.09187319629618518,1.1892760081537568,0.9481012367402625,0.8313676644344881,0.01787881429482352,0.9739136436646672,87,,,1.0,1.0,1.0,0.015325357997425737,3.549868908314568,-0.09285220219546364,0.5,0.5,True,True,False,False,0.015325357997425737,3.549868908314568,0.015325357997425737,0.0,0.0,QQQ,QQQ,QQQ,QQQ,0.5,0.5,0.5,0.49988154234449333,1.0073088615580044,0.5036544307790022,0.5036544307790022,0.0,0.0,0.0,406,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.898633358104047,0.007719529345174836,False,False,False,False,0.08155300837450663,22.354215815283656,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,184,165,402,0.5,0.5
