candidate,baseline_candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,ann_return_full,ann_vol_full,max_dd_full,sharpe_repo_full,trades_full,cost_total_full,turnover_total_full,holding_day_ratio_full,buffer_blocked_days_full,reason_full,ann_return_last_10y,ann_vol_last_10y,max_dd_last_10y,sharpe_repo_last_10y,trades_last_10y,cost_total_last_10y,turnover_total_last_10y,holding_day_ratio_last_10y,buffer_blocked_days_last_10y,reason_last_10y,ann_return_last_5y,ann_vol_last_5y,max_dd_last_5y,sharpe_repo_last_5y,trades_last_5y,cost_total_last_5y,turnover_total_last_5y,holding_day_ratio_last_5y,buffer_blocked_days_last_5y,reason_last_5y,ann_return_last_3y,ann_vol_last_3y,max_dd_last_3y,sharpe_repo_last_3y,trades_last_3y,cost_total_last_3y,turnover_total_last_3y,holding_day_ratio_last_3y,buffer_blocked_days_last_3y,reason_last_3y,ann_return_last_1y,ann_vol_last_1y,max_dd_last_1y,sharpe_repo_last_1y,trades_last_1y,cost_total_last_1y,turnover_total_last_1y,holding_day_ratio_last_1y,buffer_blocked_days_last_1y,reason_last_1y,ann_delta_full_pp,mdd_improve_full_pp,trade_delta_full,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,trade_delta_last_10y,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,trade_delta_last_5y,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,trade_delta_last_3y,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,trade_delta_last_1y,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,layer3_pass,pass_reason
lb_26_r2_none_buf_1p03,lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.03,1p03,0.08651419745077749,0.22781220619657652,-0.40277506483393255,0.4784060469478975,285.0,0.495,495.0,0.9095394736842105,20.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.019132954265055346,0.22444595528966224,-0.4027750648339339,0.19711726722935033,153.0,0.264,264.0,0.9277777777777778,9.0,,-0.0695544341751011,0.23058179587004896,-0.4027750648339342,-0.19655949298576578,94.0,0.158,158.0,0.9325396825396826,2.0,,-0.30571316561025164,0.2022551175772108,-0.35549977824457135,-1.699945015472076,28.0,0.048,48.0,0.9563492063492064,0.0,,0.2728518343402042,2.4424906541753444e-13,-2.0,,,,0.12837903666003125,-3.3306690738754696e-14,-1.0,-0.0015118101290512165,0.0,0.0,-4.440892098500626e-14,0.0,0.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_26_r2_none_buf_1p05,lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.05,1p05,0.09828169265907549,0.22775895259680995,-0.3975908066846294,0.5257735317121193,275.0,0.475,475.0,0.9095394736842105,33.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.03285703807873075,0.22397785322969221,-0.39759080668462854,0.25678677207254275,150.0,0.258,258.0,0.9277777777777778,16.0,,-0.04651940580077907,0.22981442929658982,-0.39759080668462865,-0.09159837946830043,91.0,0.152,152.0,0.9325396825396826,8.0,,-0.30063285165664544,0.2018767847252219,-0.35078376850982784,-1.6674492574391093,28.0,0.048,48.0,0.9563492063492064,1.0,,1.4496013551700049,0.5184258149305565,-12.0,,,,1.5007874180275715,0.518425814930501,-4.0,2.301991027303152,0.5184258149305565,-3.0,0.5080313953605753,0.4716009734743509,0.0,4,True,True,True,pass
lb_26_r2_none_buf_1p08,lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.08,1p08,0.09902899956833755,0.22773852148405485,-0.39085555915395254,0.5287903673610767,269.0,0.463,463.0,0.9095394736842105,52.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.03451622066201354,0.22398618375557322,-0.39085555915395265,0.26395384412882367,149.0,0.256,256.0,0.9277777777777778,20.0,,-0.04234023206326798,0.22995988663412267,-0.3908555591539532,-0.07237683216232813,91.0,0.152,152.0,0.9325396825396826,10.0,,-0.28936111667076836,0.20186746620305612,-0.3403203183360226,-1.5884375564300626,28.0,0.048,48.0,0.9563492063492064,2.0,,1.5243320460962106,1.1919505679982456,-18.0,,,,1.6667056763558508,1.1919505679980902,-5.0,2.7199084010542607,1.1919505679981013,-3.0,1.6352048939482833,1.5179459908548742,0.0,4,True,True,True,pass
lb_26_r2_none_buf_1p10,lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.1,1p10,0.09219620032204445,0.2280886684887418,-0.40003204839364015,0.500973251330291,267.0,0.459,459.0,0.9095394736842105,69.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.029123722768988225,0.2240186996307559,-0.4000320483936419,0.24061422502319746,149.0,0.256,256.0,0.9277777777777778,26.0,,-0.04804755305754127,0.2298870851896182,-0.40003204839364104,-0.09847173121091954,91.0,0.152,152.0,0.9325396825396826,14.0,,-0.3001261407257185,0.20164546324888816,-0.35031339331160694,-1.6660064213017836,28.0,0.048,48.0,0.9563492063492064,4.0,,0.8410521214669009,0.2743016440294843,-20.0,,,,1.1274558870533191,0.27430164402916235,-5.0,2.1491763016269316,0.2743016440293178,-3.0,0.5587024884532665,0.5186384932964416,0.0,4,True,True,True,pass
lb_26_r2_none_buf_1p15,lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.15,1p15,0.09232514584482643,0.22796962495510514,-0.3956188253306282,0.5016398397817974,261.0,0.44700000000000006,447.0,0.9095394736842105,96.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.024560131768311066,0.22366839850664835,-0.39561882533062875,0.22078297756587523,146.0,0.25,250.0,0.9277777777777778,37.0,,-0.037342029424305534,0.22926263795258434,-0.39561882533062853,-0.05059451602997578,88.0,0.146,146.0,0.9325396825396826,19.0,,-0.30786078210083345,0.20185813759517326,-0.35749339131033264,-1.7190169775934994,28.0,0.048,48.0,0.9563492063492064,5.0,,0.8539466737450985,0.7156239503306794,-26.0,,,,0.6710967869856033,0.7156239503304795,-8.0,3.2197286649505052,0.7156239503305684,-6.0,-0.21476164905822603,-0.19936130657612905,0.0,3,True,True,True,pass
lb_26_r2_none_buf_1p20,lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.2,1p20,0.10628792779858331,0.22765689948934698,-0.3900414659632555,0.5578055425741448,254.0,0.43300000000000005,433.0,0.9095394736842105,123.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.04309249245125524,0.2234241726519308,-0.3900414659632552,0.30098357628067407,142.0,0.24200000000000002,242.0,0.9277777777777778,51.0,,-0.02764910315406055,0.22966098697141038,-0.3900414659632556,-0.0064894645564310596,88.0,0.146,146.0,0.9325396825396826,23.0,,-0.3014735726504595,0.20192065567359163,-0.35156420224428575,-1.6729916218354755,28.0,0.048,48.0,0.9563492063492064,6.0,,2.250224869120787,1.2733598870679486,-33.0,,,,2.5243328552800204,1.2733598870678375,-12.0,4.189021291975004,1.2733598870678597,-6.0,0.4239592959791705,0.3935576000285601,0.0,4,True,True,True,pass
lb_28_r2_none_buf_1p00,lb_28_r2_none_buf_1p00,layer1_primary_r2_removed,28,,none,1.0,1p00,0.09857496100155783,0.2248925593138517,-0.36308912895559775,0.5308023086859097,262.0,0.455,455.0,0.9095394736842105,0.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.01498101235752669,0.22093678725038526,-0.36308912895559664,0.17832639255420535,143.0,0.248,248.0,0.9277777777777778,0.0,,-0.040111554524841275,0.22181790476648952,-0.36308912895559675,-0.07276936029571143,88.0,0.15000000000000002,150.0,0.9325396825396826,0.0,,-0.26193420358702457,0.20747560233771548,-0.33223464437262706,-1.3578837434282522,28.0,0.048,48.0,0.9523809523809523,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no switch buffer
lb_28_r2_none_buf_1p02,lb_28_r2_none_buf_1p00,layer1_primary_r2_removed,28,,none,1.02,1p02,0.10196542094320948,0.22502602536128424,-0.36308912895559775,0.5443241472207487,255.0,0.44100000000000006,441.0,0.9095394736842105,11.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.018443721096295773,0.22085193200226064,-0.36308912895559886,0.19373312645491864,140.0,0.24200000000000002,242.0,0.9277777777777778,4.0,,-0.03827770504523076,0.22185132572689198,-0.3630891289555983,-0.06412236593256267,88.0,0.15000000000000002,150.0,0.9325396825396826,1.0,,-0.261934203587026,0.20747560233771556,-0.3322346443726285,-1.3578837434282598,28.0,0.048,48.0,0.9523809523809523,0.0,,0.3390459941651658,0.0,-7.0,,,,0.34627087387690825,-2.220446049250313e-13,-3.0,0.18338494796105165,-1.5543122344752192e-13,0.0,-1.4432899320127035e-13,-1.4432899320127035e-13,0.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_28_r2_none_buf_1p03,lb_28_r2_none_buf_1p00,layer1_primary_r2_removed,28,,none,1.03,1p03,0.11184483701563419,0.22522611626903502,-0.34559909039502856,0.5836860343133217,251.0,0.43300000000000005,433.0,0.9095394736842105,25.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.03377475672712582,0.2219274854542,-0.3455990903950287,0.26117516239745076,138.0,0.23800000000000002,238.0,0.9277777777777778,12.0,,-0.011703854637427069,0.22347768969961695,-0.34559909039502756,0.05987875489848767,86.0,0.14600000000000002,146.0,0.9325396825396826,7.0,,-0.24166637675855174,0.2079443796700951,-0.31844524109289285,-1.224226237325802,28.0,0.048,48.0,0.9523809523809523,3.0,,1.3269876014076365,1.7490038560569188,-11.0,,,,1.879374436959913,1.7490038560567966,-5.0,2.8407699887414206,1.7490038560569188,-2.0,2.0267826828472835,1.3789403279734214,0.0,4,True,True,True,pass
lb_28_r2_none_buf_1p05,lb_28_r2_none_buf_1p00,layer1_primary_r2_removed,28,,none,1.05,1p05,0.11022937550610323,0.2247861329165591,-0.34727751796645057,0.5779239915151655,247.0,0.42500000000000004,425.0,0.9095394736842105,39.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.025014006929621635,0.2209265656046975,-0.3472775179664499,0.22284261992650628,136.0,0.234,234.0,0.9277777777777778,20.0,,-0.010398458172953928,0.22331180258712058,-0.34727751796645034,0.06566724099947217,84.0,0.14200000000000002,142.0,0.9325396825396826,11.0,,-0.24166637675855163,0.2079443796700951,-0.3184452410928932,-1.2242262373258024,28.0,0.048,48.0,0.9523809523809523,3.0,,1.1654414504545407,1.5811610989147185,-15.0,,,,1.0032994572094944,1.581161098914674,-7.0,2.9713096351887347,1.5811610989146407,-4.0,2.0267826828472946,1.378940327973388,0.0,4,True,True,True,pass
lb_28_r2_none_buf_1p08,lb_28_r2_none_buf_1p00,layer1_primary_r2_removed,28,,none,1.08,1p08,0.12079153993861635,0.22578215552658723,-0.3472775179664508,0.6183070266417494,240.0,0.41100000000000003,411.0,0.9095394736842105,55.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.037817310750608346,0.22171020891475376,-0.34727751796645123,0.2788251735087846,134.0,0.23,230.0,0.9277777777777778,26.0,,-0.0028756560322720226,0.2235808918754734,-0.34727751796645145,0.09972782435683515,84.0,0.14200000000000002,142.0,0.9325396825396826,13.0,,-0.24166637675855285,0.20794437967009516,-0.31844524109289385,-1.2242262373258088,28.0,0.048,48.0,0.9523809523809523,3.0,,2.221657893705853,1.5811610989146963,-22.0,,,,2.2836298393081655,1.5811610989145408,-9.0,3.7235898492569253,1.5811610989145297,-4.0,2.0267826828471724,1.3789403279733214,0.0,4,True,True,True,pass
lb_28_r2_none_buf_1p10,lb_28_r2_none_buf_1p00,layer1_primary_r2_removed,28,,none,1.1,1p10,0.11312993747935973,0.22544297892951135,-0.34389395372443254,0.5884606435678941,239.0,0.40900000000000003,409.0,0.9095394736842105,72.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.03356505915742658,0.2217049951714348,-0.34389395372443243,0.2603033861215603,134.0,0.23,230.0,0.9277777777777778,35.0,,-0.0068288155550971785,0.22351863818720857,-0.3438939537244322,0.08192045869730276,84.0,0.14200000000000002,142.0,0.9325396825396826,19.0,,-0.2396904282985851,0.2079924234465356,-0.3166693511218148,-1.2113968776667117,28.0,0.048,48.0,0.9523809523809523,5.0,,1.4554976477801906,1.9195175231165207,-23.0,,,,1.858404679989989,1.9195175231164208,-9.0,3.3282738969744097,1.919517523116454,-4.0,2.224377528843946,1.556529325081224,0.0,4,True,True,True,pass
lb_28_r2_none_buf_1p15,lb_28_r2_none_buf_1p00,layer1_primary_r2_removed,28,,none,1.15,1p15,0.11491130851448306,0.22444958973510776,-0.3222433917230325,0.5972015657865328,234.0,0.399,399.0,0.9095394736842105,95.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.040976545153037724,0.21982585732622903,-0.3222433917230324,0.2931564417734228,131.0,0.224,224.0,0.9277777777777778,48.0,,0.0014005475517788746,0.2204848595347863,-0.32224339172303174,0.11742838097209428,81.0,0.136,136.0,0.9325396825396826,28.0,,-0.21561003179201366,0.20689390173258657,-0.2959389904536466,-1.06838093875248,28.0,0.048,48.0,0.9523809523809523,10.0,,1.6336347512925231,4.084573723256524,-28.0,,,,2.5995532795511034,4.084573723256424,-12.0,4.1512102076620145,4.084573723256502,-7.0,4.6324171795010916,3.6295653918980486,0.0,4,True,True,True,pass
lb_28_r2_none_buf_1p20,lb_28_r2_none_buf_1p00,layer1_primary_r2_removed,28,,none,1.2,1p20,0.11465844359791566,0.22437602247914948,-0.34673795210727776,0.5963127974888853,234.0,0.399,399.0,0.9095394736842105,124.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.04510193299251597,0.21941184735098684,-0.34673795210727754,0.3113180355968571,131.0,0.224,224.0,0.9277777777777778,61.0,,0.005825545349499084,0.2197970914482714,-0.3467379521072764,0.13715579037127068,81.0,0.136,136.0,0.9325396825396826,39.0,,-0.24395839048955847,0.20550971976244245,-0.3213842088431348,-1.2559083294245423,28.0,0.048,48.0,0.9523809523809523,16.0,,1.6083482596357834,1.6351176848319993,-28.0,,,,3.012092063498928,1.6351176848319104,-12.0,4.5937099874340355,1.6351176848320326,-7.0,1.7975813097466098,1.0850435529492275,0.0,4,True,True,True,pass
lb_30_r2_none_buf_1p00,lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.0,1p00,0.08807539683344134,0.2221123772011913,-0.38497087925920537,0.49146796078865673,238.0,0.405,405.0,0.9078947368421053,0.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.0500615688149908,0.21728965941941378,-0.38497087925920337,0.3340209310487415,132.0,0.22399999999999998,224.0,0.9246031746031746,0.0,,-0.030470033057959367,0.2159278562742629,-0.3849708792592035,-0.03447389110164125,81.0,0.136,136.0,0.9312169312169312,0.0,,-0.22965965174628378,0.20398309112929033,-0.3039914512678008,-1.1750438808306436,28.0,0.048,48.0,0.9484126984126984,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no switch buffer
lb_30_r2_none_buf_1p02,lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.02,1p02,0.10087685655128475,0.22237664056056006,-0.3620804346980614,0.5437637971631568,230.0,0.389,389.0,0.9078947368421053,22.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.06425554402011047,0.21794748269098652,-0.3568931131116089,0.3952827720623359,126.0,0.21200000000000002,212.0,0.9246031746031746,13.0,,0.001273223887393593,0.2169810059660124,-0.35689311311160876,0.1151989422727193,75.0,0.12400000000000001,124.0,0.9312169312169312,8.0,,-0.19449150210440702,0.20689635974769394,-0.27221675213731034,-0.9400911140607502,26.0,0.044000000000000004,44.0,0.9484126984126984,2.0,,1.280145971784341,2.2890444561143974,-8.0,,,,1.4193975205119669,2.8077766147594496,-6.0,3.174325694535296,2.807776614759472,-6.0,3.5168149641876756,3.177469913049047,-2.0,4,True,True,True,pass
