candidate,TARGET_VOL,MAX_LEV,R2_THRESHOLD,VOL_WINDOW,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,cash_days,holding_days,holding_day_ratio,avg_weight,max_weight,pct_at_max_lev,pct_below_1x,avg_final_exposure,max_final_exposure,turnover_sum,cost_total,overheat_days,overheat_triggers,staged_initials,staged_fills
tv_12p5_lev_1p75,0.125,1.75,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.40011097663820494,0.12275389512617853,2.804500067679265,-0.06586517214274368,0.40011097663820494,2025-10-22,2025-12-16,75,19,229,0.9087301587301587,0.6008179027215913,0.7349012340034663,0.0,1.0,0.4676034531987993,0.7349012340034663,39.17938197261085,0.03917938197261085,4,2,38,27
tv_12p5_lev_2,0.125,2.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.18527858887468085,0.13940808747160063,1.2890685496651293,-0.1683051264120321,9.570903930663526,2016-03-08,2016-12-05,767,740,2726,0.7797482837528604,0.746288024939714,2.0,0.005434782608695652,0.8446796338672768,0.5028705644824251,2.0,416.29082912699243,0.41629082912699245,30,11,308,267
tv_12p5_lev_2,0.125,2.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.18701986930372927,0.1352623077826238,1.3354293507188744,-0.168305126412032,4.5536676414927975,2016-03-08,2016-12-05,608,225,2275,0.9027777777777778,0.7054378348788094,1.2664142175143958,0.0,0.8896825396825396,0.5684976257450216,1.2664142175143958,333.2938005273194,0.3332938005273194,20,7,261,222
tv_12p5_lev_2,0.125,2.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.292861876030869,0.1330919491549809,1.996925613513616,-0.09307958701112862,2.6121073241779063,2022-03-22,2022-06-09,314,101,1141,0.9055555555555556,0.6381817575171979,1.114590322954812,0.0,0.9642857142857143,0.5162238914124596,1.114590322954812,169.92019646519432,0.1699201964651943,18,6,141,118
tv_12p5_lev_2,0.125,2.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.43704787302398573,0.1355157131997924,2.744579416964773,-0.09146754549009894,1.9676570318115747,2024-07-15,2024-09-10,191,53,695,0.9193121693121693,0.6004364952603641,0.8908016811560491,0.0,1.0,0.4837849633130048,0.8908016811560491,100.63732482533935,0.10063732482533935,8,4,89,73
tv_12p5_lev_2,0.125,2.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.4001109766382054,0.12275389512617838,2.804500067679272,-0.0658651721427439,0.4001109766382054,2025-10-22,2025-12-16,75,19,229,0.9087301587301587,0.6008179027215913,0.7349012340034663,0.0,1.0,0.4676034531987993,0.7349012340034663,39.17938197261085,0.03917938197261085,4,2,38,27
tv_15_lev_1,0.15,1.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.20850655404027574,0.15218266094450741,1.32073326928333,-0.17852813054584737,12.836996204985843,2016-03-08,2016-12-05,716,740,2726,0.7797482837528604,0.8090156850996578,1.0,0.12242562929061784,0.8775743707093822,0.5571942102411603,1.0,461.16333153299485,0.4611633315329948,30,11,308,267
tv_15_lev_1,0.15,1.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.2234771148239323,0.15312225789940961,1.3940643070780272,-0.17852813054584749,6.515510791248785,2016-03-08,2016-12-05,576,225,2275,0.9027777777777778,0.7945209164950188,1.0,0.015873015873015872,0.9841269841269841,0.6399254004043003,1.0,378.208800188252,0.378208800188252,20,7,261,222
tv_15_lev_1,0.15,1.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.3573114109892619,0.15663459551060785,2.029144984560311,-0.11173640772838689,3.606780302466661,2022-03-22,2022-06-09,306,101,1141,0.9055555555555556,0.7479119229848598,0.9952775580356947,0.0,1.0,0.6033521901698116,0.9952775580356947,199.48055454193542,0.1994805545419354,18,6,141,118
tv_15_lev_1,0.15,1.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.5416869470125942,0.1619320339217619,2.7553686374986337,-0.10596032549583312,2.664279442956735,2024-07-15,2024-09-10,188,53,695,0.9193121693121693,0.7137212827656791,0.9894322712517667,0.0,1.0,0.5747379912299792,0.9894322712517667,119.8377660662557,0.11983776606625571,8,4,89,73
tv_15_lev_1,0.15,1.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.4991775367284601,0.14810793137316114,2.809609333537458,-0.07865746765601456,0.4991775367284601,2025-10-22,2025-12-16,77,19,229,0.9087301587301587,0.7209623105058295,0.9605156959415683,0.0,1.0,0.5613437946706937,0.9605156959415683,47.13004429488682,0.047130044294886826,4,2,38,27
tv_15_lev_1p25,0.15,1.25,0.2,80,full,2011-12-09,2026-05-08,3496,0.21428240123190556,0.16013712506389025,1.2926308542837233,-0.20129361099589882,13.783203224952027,2016-03-08,2016-12-05,747,740,2726,0.7797482837528604,0.8575444776350016,1.25,0.08838672768878719,0.7010869565217391,0.5884084672568537,1.25,484.4031669858716,0.4844031669858716,30,11,308,267
tv_15_lev_1p25,0.15,1.25,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.22788595255077349,0.1606401241561461,1.3585862842924572,-0.20129361099589882,6.790768670063069,2016-03-08,2016-12-05,596,225,2275,0.9027777777777778,0.839452659005728,1.25,0.06031746031746032,0.7634920634920634,0.6755447910791558,1.25,395.36554723847564,0.3953655472384757,20,7,261,222
tv_15_lev_1p25,0.15,1.25,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.36216128104790424,0.15967430957993742,2.0158699984655613,-0.11173640772838722,3.6896740350238,2022-03-22,2022-06-09,311,101,1141,0.9055555555555556,0.7625257572372327,1.2149858789873889,0.0,0.9253968253968254,0.6165201205561954,1.2149858789873889,202.4683134312164,0.2024683134312164,18,6,141,118
tv_15_lev_1p25,0.15,1.25,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.5466280227626283,0.16346777982973176,2.750592495691788,-0.10596032549583334,2.6996243072932615,2024-07-15,2024-09-10,191,53,695,0.9193121693121693,0.717634999313791,1.15314278372939,0.0,0.9682539682539683,0.5785179620336551,1.15314278372939,120.40476305960674,0.12040476305960675,8,4,89,73
tv_15_lev_1p25,0.15,1.25,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.4991775367284581,0.1481079313731614,2.8096093335374563,-0.07865746765601445,0.4991775367284581,2025-10-22,2025-12-16,77,19,229,0.9087301587301587,0.7209623105058295,0.9605156959415683,0.0,1.0,0.5613437946706937,0.9605156959415683,47.13004429488682,0.047130044294886826,4,2,38,27
tv_15_lev_1p5,0.15,1.5,0.2,80,full,2011-12-09,2026-05-08,3496,0.21595084721843105,0.16329333590529121,1.2790993922622507,-0.20432758636449166,14.067503070903511,2016-03-08,2016-12-05,764,740,2726,0.7797482837528604,0.8734810970805817,1.5,0.007723112128146453,0.7016590389016019,0.5962260119290821,1.5,492.22055030587853,0.4922205503058785,30,11,308,267
tv_15_lev_1p5,0.15,1.5,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.22853246142594852,0.16221292982216476,1.3502353563048344,-0.20432758636449166,6.831886102740408,2016-03-08,2016-12-05,610,225,2275,0.9027777777777778,0.8467892123950168,1.4982041940953394,0.0,0.7634920634920634,0.6820708658830679,1.4982041940953394,399.571918382515,0.399571918382515,20,7,261,222
tv_15_lev_1p5,0.15,1.5,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.36266790310217734,0.1600017815131932,2.0143976947369944,-0.11173640772838767,3.6984015634459277,2022-03-22,2022-06-09,314,101,1141,0.9055555555555556,0.7643731613071635,1.2981191502136122,0.0,0.9253968253968254,0.6182160215170162,1.2981191502136122,203.1092602984781,0.2031092602984781,18,6,141,118
tv_15_lev_1p5,0.15,1.5,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.5466280227626292,0.16346777982973165,2.750592495691787,-0.10596032549583323,2.6996243072932677,2024-07-15,2024-09-10,191,53,695,0.9193121693121693,0.717634999313791,1.15314278372939,0.0,0.9682539682539683,0.5785179620336551,1.15314278372939,120.40476305960674,0.12040476305960675,8,4,89,73
tv_15_lev_1p5,0.15,1.5,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.49917753672845877,0.1481079313731614,2.8096093335374563,-0.07865746765601433,0.49917753672845877,2025-10-22,2025-12-16,77,19,229,0.9087301587301587,0.7209623105058295,0.9605156959415683,0.0,1.0,0.5613437946706937,0.9605156959415683,47.13004429488682,0.047130044294886826,4,2,38,27
tv_15_lev_1p75,0.15,1.75,0.2,80,full,2011-12-09,2026-05-08,3496,0.2178953293924668,0.16482836011139712,1.2783635911768492,-0.20432758636449277,14.405237665630995,2016-03-08,2016-12-05,768,740,2726,0.7797482837528604,0.8815914603769074,1.75,0.002574370709382151,0.7016590389016019,0.5991318830388992,1.75,494.8511372845097,0.4948511372845097,30,11,308,267
tv_15_lev_1p75,0.15,1.75,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.2285217365237151,0.16226350513268256,1.349810931613099,-0.20432758636449277,6.83120241780953,2016-03-08,2016-12-05,612,225,2275,0.9027777777777778,0.8470881856646346,1.594492820523016,0.0,0.7634920634920634,0.6823698391526857,1.594492820523016,399.76449563537034,0.3997644956353703,20,7,261,222
tv_15_lev_1p75,0.15,1.75,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.3626679031021771,0.16000178151319322,2.0143976947369913,-0.11173640772838678,3.6984015634459224,2022-03-22,2022-06-09,314,101,1141,0.9055555555555556,0.7643731613071635,1.2981191502136122,0.0,0.9253968253968254,0.6182160215170162,1.2981191502136122,203.1092602984781,0.2031092602984781,18,6,141,118
tv_15_lev_1p75,0.15,1.75,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.5466280227626286,0.1634677798297317,2.7505924956917904,-0.10596032549583267,2.699624307293262,2024-07-15,2024-09-10,191,53,695,0.9193121693121693,0.717634999313791,1.15314278372939,0.0,0.9682539682539683,0.5785179620336551,1.15314278372939,120.40476305960674,0.12040476305960675,8,4,89,73
tv_15_lev_1p75,0.15,1.75,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.49917753672845877,0.14810793137316125,2.8096093335374537,-0.07865746765601433,0.49917753672845877,2025-10-22,2025-12-16,77,19,229,0.9087301587301587,0.7209623105058295,0.9605156959415683,0.0,1.0,0.5613437946706937,0.9605156959415683,47.13004429488682,0.047130044294886826,4,2,38,27
tv_15_lev_2,0.15,2.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.2208131218633833,0.1657438595908783,1.2866486754352773,-0.204327586364492,14.925224717834695,2016-03-08,2016-12-05,772,740,2726,0.7797482837528604,0.886941871704749,2.0,0.016876430205949658,0.7016590389016019,0.6009359212518914,2.0,496.77192289457685,0.49677192289457683,30,11,308,267
tv_15_lev_2,0.15,2.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.2285217365237151,0.16226350513268262,1.349810931613097,-0.204327586364492,6.831202417809529,2016-03-08,2016-12-05,612,225,2275,0.9027777777777778,0.8470881856646346,1.594492820523016,0.0,0.7634920634920634,0.6823698391526857,1.594492820523016,399.76449563537034,0.3997644956353703,20,7,261,222
tv_15_lev_2,0.15,2.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.36266790310217667,0.16000178151319325,2.0143976947369904,-0.11173640772838722,3.698401563445916,2022-03-22,2022-06-09,314,101,1141,0.9055555555555556,0.7643731613071635,1.2981191502136122,0.0,0.9253968253968254,0.6182160215170162,1.2981191502136122,203.1092602984781,0.2031092602984781,18,6,141,118
tv_15_lev_2,0.15,2.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.5466280227626283,0.16346777982973165,2.750592495691786,-0.1059603254958329,2.6996243072932615,2024-07-15,2024-09-10,191,53,695,0.9193121693121693,0.717634999313791,1.15314278372939,0.0,0.9682539682539683,0.5785179620336551,1.15314278372939,120.40476305960674,0.12040476305960675,8,4,89,73
tv_15_lev_2,0.15,2.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.4991775367284572,0.14810793137316122,2.8096093335374506,-0.078657467656015,0.4991775367284572,2025-10-22,2025-12-16,77,19,229,0.9087301587301587,0.7209623105058295,0.9605156959415683,0.0,1.0,0.5613437946706937,0.9605156959415683,47.13004429488682,0.047130044294886826,4,2,38,27
tv_17p5_lev_1,0.175,1.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.23379409366117598,0.1678885933796782,1.3355097798371756,-0.1923061085769988,17.44213698128423,2016-03-08,2016-12-05,714,740,2726,0.7797482837528604,0.8847288758932254,1.0,0.40989702517162474,0.5901029748283753,0.6137411536155898,1.0,510.5945226323584,0.5105945226323584,30,11,308,267
tv_17p5_lev_1,0.175,1.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.25068912207322636,0.17041301413949292,1.398137145497971,-0.1923061085769988,8.3646969042881,2016-03-08,2016-12-05,574,225,2275,0.9027777777777778,0.8786562650361073,1.0,0.4166666666666667,0.5833333333333334,0.7081029014564963,1.0,421.4844885967184,0.4214844885967184,20,7,261,222
tv_17p5_lev_1,0.175,1.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.40387674702509924,0.17754683475667177,1.9997775536879825,-0.13099107805613597,4.453118100776117,2022-03-22,2022-06-09,307,101,1141,0.9055555555555556,0.8533844081188966,1.0,0.19365079365079366,0.8063492063492064,0.6878287711604945,1.0,227.945045105664,0.22794504510566402,18,6,141,118
tv_17p5_lev_1,0.175,1.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.6260564964568007,0.18284765133647857,2.751440318129244,-0.1161881233387857,3.299390500448685,2024-07-15,2024-09-10,189,53,695,0.9193121693121693,0.8148041679375796,1.0,0.1455026455026455,0.8544973544973545,0.6548797952683059,1.0,136.6293392338165,0.1366293392338165,8,4,89,73
tv_17p5_lev_1,0.175,1.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.5926423225777724,0.17078800405481823,2.812170372847199,-0.09132393604003675,0.5926423225777724,2025-10-22,2025-12-16,75,19,229,0.9087301587301587,0.8364369882307513,0.9843593597097056,0.0,1.0,0.6516347466122647,0.9843593597097056,54.36278841403108,0.05436278841403108,4,2,38,27
tv_17p5_lev_1p25,0.175,1.25,0.2,80,full,2011-12-09,2026-05-08,3496,0.24623836826582046,0.17994997839013413,1.3133882370328576,-0.2132263144827954,20.197069588721906,2016-03-08,2016-12-05,749,740,2726,0.7797482837528604,0.9543753700193687,1.25,0.08009153318077804,0.5520594965675057,0.6609923929626869,1.25,546.3136806647162,0.5463136806647162,30,11,308,267
tv_17p5_lev_1p25,0.175,1.25,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.26413980419738925,0.18189631393092406,1.3798232945571551,-0.2132263144827954,9.421999848492185,2016-03-08,2016-12-05,598,225,2275,0.9027777777777778,0.9439124275558096,1.25,0.0880952380952381,0.5781746031746032,0.7608365861927007,1.25,447.84137766753435,0.4478413776675344,20,7,261,222
tv_17p5_lev_1p25,0.175,1.25,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.4216965635126444,0.1847169323838517,1.997439668617758,-0.1309910780561363,4.808106461161792,2022-03-22,2022-06-09,315,101,1141,0.9055555555555556,0.8803039272829879,1.204226507435754,0.0,0.7555555555555555,0.7112424356913916,1.204226507435754,234.8392776942712,0.2348392776942712,18,6,141,118
tv_17p5_lev_1p25,0.175,1.25,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.6555859311263532,0.1900494716435225,2.748965759771249,-0.12639223815746015,3.537902719771628,2024-07-15,2024-09-10,194,53,695,0.9193121693121693,0.8360288853124649,1.204226507435754,0.0,0.7791005291005291,0.6741614172683644,1.204226507435754,140.0694740529005,0.1400694740529005,8,4,89,73
tv_17p5_lev_1p25,0.175,1.25,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.6105042231027524,0.17363940689828475,2.833111899387886,-0.09132393604003641,0.6105042231027524,2025-10-22,2025-12-16,76,19,229,0.9087301587301587,0.8437732354656904,1.0685819283399707,0.0,0.9166666666666666,0.6588778749259205,1.0685819283399707,54.54779776411279,0.05454779776411279,4,2,38,27
tv_17p5_lev_1p5,0.175,1.5,0.2,80,full,2011-12-09,2026-05-08,3496,0.2505140371694987,0.18711633871612182,1.2883425687976018,-0.23460821518209907,21.228557882327795,2016-03-08,2016-12-05,787,740,2726,0.7797482837528604,1.0000415497374664,1.5,0.10297482837528604,0.5520594965675057,0.6880147710821126,1.5,567.8745928870526,0.5678745928870526,30,11,308,267
tv_17p5_lev_1p5,0.175,1.5,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.26674399764579326,0.18785942275329248,1.3528646717841226,-0.23460821518209896,9.63869972062023,2016-03-08,2016-12-05,625,225,2275,0.9027777777777778,0.9811211544418855,1.5,0.07222222222222222,0.5781746031746032,0.7904433275077883,1.5,462.67504552313164,0.46267504552313166,20,7,261,222
tv_17p5_lev_1p5,0.175,1.5,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.4242304662391596,0.18671252603507973,1.9876292893556997,-0.13099107805613652,4.860050497176635,2022-03-22,2022-06-09,322,101,1141,0.9055555555555556,0.8920644363250639,1.5,0.006349206349206349,0.7555555555555555,0.7218152270860231,1.5,237.46375691112996,0.23746375691112998,18,6,141,118
tv_17p5_lev_1p5,0.175,1.5,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.6562484712370171,0.19061367852378616,2.7434930008338725,-0.12639223815746015,3.5433528975842137,2024-07-15,2024-09-10,196,53,695,0.9193121693121693,0.8375384348084322,1.3453332476842883,0.0,0.7791005291005291,0.6755776422006754,1.3453332476842883,140.35168753339755,0.14035168753339755,8,4,89,73
tv_17p5_lev_1p5,0.175,1.5,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.6105042231027542,0.1736394068982847,2.833111899387893,-0.09132393604003608,0.6105042231027542,2025-10-22,2025-12-16,76,19,229,0.9087301587301587,0.8437732354656904,1.0685819283399707,0.0,0.9166666666666666,0.6588778749259205,1.0685819283399707,54.54779776411279,0.05454779776411279,4,2,38,27
tv_17p5_lev_1p75,0.175,1.75,0.2,80,full,2011-12-09,2026-05-08,3496,0.25261536346042845,0.18991248210383638,1.2809039837879677,-0.23369413006725792,21.752387588981815,2016-03-08,2016-12-05,799,740,2726,0.7797482837528604,1.0143727585123072,1.75,0.03032036613272311,0.5520594965675057,0.6940861022677425,1.75,574.0774707424891,0.574077470742489,30,11,308,267
tv_17p5_lev_1p75,0.175,1.75,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.26700121336270133,0.18896430197970665,1.3471420534042409,-0.2336941300672578,9.660321630982297,2016-03-08,2016-12-05,635,225,2275,0.9027777777777778,0.9857116149569908,1.7479048931112293,0.0,0.5781746031746032,0.7945743127360351,1.7479048931112293,465.5117551174626,0.4655117551174627,20,7,261,222
tv_17p5_lev_1p75,0.175,1.75,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.4240720960468143,0.18677526261352873,1.9864254623781463,-0.1309910780561363,4.856793120737548,2022-03-22,2022-06-09,323,101,1141,0.9055555555555556,0.8918719921896386,1.514472341915881,0.0,0.7555555555555555,0.7215582618723605,1.514472341915881,237.49531592256233,0.23749531592256234,18,6,141,118
tv_17p5_lev_1p75,0.175,1.75,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.6562484712370158,0.19061367852378608,2.743493000833872,-0.12639223815746026,3.543352897584202,2024-07-15,2024-09-10,196,53,695,0.9193121693121693,0.8375384348084322,1.3453332476842883,0.0,0.7791005291005291,0.6755776422006754,1.3453332476842883,140.35168753339755,0.14035168753339755,8,4,89,73
tv_17p5_lev_1p75,0.175,1.75,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.6105042231027511,0.17363940689828453,2.8331118993878857,-0.09132393604003652,0.6105042231027511,2025-10-22,2025-12-16,76,19,229,0.9087301587301587,0.8437732354656904,1.0685819283399707,0.0,0.9166666666666666,0.6588778749259205,1.0685819283399707,54.54779776411279,0.05454779776411279,4,2,38,27
tv_17p5_lev_2,0.175,2.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.2545327837861624,0.19163964414323498,1.2790008394535082,-0.23369413006725703,22.240344201569265,2016-03-08,2016-12-05,804,740,2726,0.7797482837528604,1.0221721054850919,2.0,0.02288329519450801,0.5520594965675057,0.6971851418275916,2.0,576.9645201858937,0.5769645201858936,30,11,308,267
tv_17p5_lev_2,0.175,2.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.2669247450741121,0.1890596682604323,1.3462410607060187,-0.23369413006725692,9.65388947304436,2016-03-08,2016-12-05,637,225,2275,0.9027777777777778,0.9860672951554235,1.8602416239435187,0.0,0.5781746031746032,0.7949299929344678,1.8602416239435187,465.7364285791272,0.4657364285791272,20,7,261,222
tv_17p5_lev_2,0.175,2.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.42407209604681473,0.18677526261352873,1.9864254623781463,-0.13099107805613608,4.856793120737557,2022-03-22,2022-06-09,323,101,1141,0.9055555555555556,0.8918719921896386,1.514472341915881,0.0,0.7555555555555555,0.7215582618723605,1.514472341915881,237.49531592256233,0.23749531592256234,18,6,141,118
tv_17p5_lev_2,0.175,2.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.6562484712370176,0.19061367852378625,2.743493000833876,-0.12639223815746026,3.5433528975842172,2024-07-15,2024-09-10,196,53,695,0.9193121693121693,0.8375384348084322,1.3453332476842883,0.0,0.7791005291005291,0.6755776422006754,1.3453332476842883,140.35168753339755,0.14035168753339755,8,4,89,73
tv_17p5_lev_2,0.175,2.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.6105042231027549,0.17363940689828472,2.833111899387891,-0.09132393604003564,0.6105042231027549,2025-10-22,2025-12-16,76,19,229,0.9087301587301587,0.8437732354656904,1.0685819283399707,0.0,0.9166666666666666,0.6588778749259205,1.0685819283399707,54.54779776411279,0.05454779776411279,4,2,38,27
tv_20_lev_1,0.2,1.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.25019126444102113,0.1767706547765536,1.3517589555129155,-0.19250814679110917,21.14909413155269,2016-03-08,2016-12-05,689,740,2726,0.7797482837528604,0.9281594756747517,1.0,0.40131578947368424,0.5986842105263158,0.6435259829764481,1.0,538.6110734855117,0.5386110734855117,30,11,308,267
tv_20_lev_1,0.2,1.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.2696257779299309,0.17893124724797713,1.423872402235482,-0.19250814679110917,9.8832176763382,2016-03-08,2016-12-05,556,225,2275,0.9027777777777778,0.9201355811281412,1.0,0.35634920634920636,0.6436507936507937,0.7412233016155265,1.0,445.2803532559499,0.4452803532559499,20,7,261,222
tv_20_lev_1,0.2,1.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.43078576047689277,0.1867961312118292,2.0114051244558078,-0.1469239105169492,4.99615770179946,2022-03-22,2022-06-09,296,101,1141,0.9055555555555556,0.901271047679627,1.0,0.046031746031746035,0.953968253968254,0.726003960264087,1.0,241.92866720904257,0.24192866720904255,18,6,141,118
tv_20_lev_1,0.2,1.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.6773033375465611,0.19632256432874395,2.7337435830006593,-0.11007337233286674,3.718835450885619,2024-07-15,2024-09-10,184,53,695,0.9193121693121693,0.8826365900552242,1.0,0.07671957671957672,0.9232804232804233,0.7103650112625683,1.0,148.54178243036137,0.14854178243036134,8,4,89,73
tv_20_lev_1,0.2,1.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.6291897633420027,0.1870244026165892,2.704934899235853,-0.1038650629864648,0.6291897633420027,2025-10-22,2025-12-16,74,19,229,0.9087301587301587,0.9181928661914857,0.9890139469996102,0.0,1.0,0.7117451119747833,0.9890139469996102,60.934950599392664,0.06093495059939266,4,2,38,27
tv_20_lev_1p25,0.2,1.25,0.2,80,full,2011-12-09,2026-05-08,3496,0.27461187298222356,0.19807253325431062,1.3241359308219822,-0.23187873663055159,27.9674393462741,2016-03-08,2016-12-05,734,740,2726,0.7797482837528604,1.0479415048677119,1.25,0.19679633867276888,0.3755720823798627,0.7276044464182142,1.25,603.4735169969531,0.6034735169969531,30,11,308,267
tv_20_lev_1p25,0.2,1.25,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.2971433062879587,0.20087272798023662,1.395845931388364,-0.23187873663055159,12.485889251241586,2016-03-08,2016-12-05,586,225,2275,0.9027777777777778,1.041756472372501,1.25,0.17103174603174603,0.3972222222222222,0.83920901065578,1.25,497.22302696773534,0.49722302696773546,20,7,261,222
tv_20_lev_1p25,0.2,1.25,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.4844515684046873,0.20697817629304738,2.012287094629542,-0.15041308087837757,6.208255375839362,2022-03-22,2022-06-09,311,101,1141,0.9055555555555556,0.9908034585563976,1.25,0.09365079365079365,0.5333333333333333,0.7992243893838445,1.25,264.6565480718184,0.2646565480718184,18,6,141,118
tv_20_lev_1p25,0.2,1.25,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.7663419637207602,0.21430736906937617,2.762949856998645,-0.13913323280405954,4.510923219801509,2024-07-15,2024-09-10,191,53,695,0.9193121693121693,0.9530414523815368,1.25,0.14682539682539683,0.6865079365079365,0.7676613778249405,1.25,159.44295089886276,0.15944295089886273,8,4,89,73
tv_20_lev_1p25,0.2,1.25,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.7251526276635314,0.1988252061184627,2.84407955845037,-0.10386506298646447,0.7251526276635314,2025-10-22,2025-12-16,76,19,229,0.9087301587301587,0.9705095777851306,1.2007668919015957,0.0,0.7023809523809523,0.757807318920286,1.2007668919015957,62.735179176759544,0.06273517917675955,4,2,38,27
tv_20_lev_1p5,0.2,1.5,0.2,80,full,2011-12-09,2026-05-08,3496,0.2811266342594021,0.2075518919698615,1.2974454597578535,-0.25193698304354717,30.090403479707305,2016-03-08,2016-12-05,775,740,2726,0.7797482837528604,1.106739120994285,1.5,0.10440503432494279,0.3755720823798627,0.7661781379742492,1.5,633.5464391156088,0.6335464391156087,30,11,308,267
tv_20_lev_1p5,0.2,1.5,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.3044833601474546,0.210072418428824,1.370611271596748,-0.25193698304354717,13.268733826606224,2016-03-08,2016-12-05,616,225,2275,0.9027777777777778,1.0962645114095235,1.5,0.12698412698412698,0.3972222222222222,0.882974497184979,1.5,518.9698333584397,0.5189698333584396,20,7,261,222
tv_20_lev_1p5,0.2,1.5,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.49231725961838446,0.211475622426791,1.998924253044093,-0.15041308087837668,6.401262533987128,2022-03-22,2022-06-09,323,101,1141,0.9055555555555556,1.0105761695556807,1.5,0.044444444444444446,0.5333333333333333,0.8166790844581069,1.5,269.25611834569787,0.2692561183456979,18,6,141,118
tv_20_lev_1p5,0.2,1.5,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.7746267710277932,0.21694755634186505,2.7535155076388436,-0.14216454930381595,4.5888324031281185,2024-07-15,2024-09-10,198,53,695,0.9193121693121693,0.9583950946469123,1.4252826898496787,0.0,0.6865079365079365,0.773079252024607,1.4252826898496787,160.5009070947542,0.16050090709475423,8,4,89,73
tv_20_lev_1p5,0.2,1.5,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.728840379875846,0.19932915560994685,2.8481044619492133,-0.1038650629864648,0.728840379875846,2025-10-22,2025-12-16,78,19,229,0.9087301587301587,0.9703201850438837,1.280687594588758,0.0,0.7023809523809523,0.757702349243511,1.280687594588758,62.87181191422817,0.06287181191422818,4,2,38,27
