date,strategy_return,buy_hold_return,strategy_nav,buy_hold_nav,strategy_scale,strategy_vs_cost,annual_rebalance_cost
2006-07-28,0.0121960760,0.0099923691,0.9983256149,0.9947518187,1.2214182904,0.0000000000,0.0000000000
2006-07-31,-0.0004772024,-0.0003835016,0.9978492116,0.9943703298,1.2214182904,0.0000000000,0.0000000000
2006-08-01,-0.0027244287,-0.0022233516,0.9951306426,0.9921594949,1.2214182904,0.0000000000,0.0000000000
2006-08-02,0.0089954000,0.0073719106,1.0040822408,0.9994736060,1.2214182904,0.0000000000,0.0000000000
2006-08-03,-0.0000862985,-0.0000634607,1.0039955900,0.9994101788,1.2214182904,0.0000000000,0.0000000000
2006-08-04,-0.0008236315,-0.0005541554,1.0031686676,0.9988563502,1.3370030593,0.0000693509,0.0000000000
2006-08-07,-0.0016278174,-0.0012075098,1.0015356922,0.9976502214,1.3370030593,0.0000000000,0.0000000000
2006-08-08,-0.0065123074,-0.0048608223,0.9950133838,0.9928008209,1.3370030593,0.0000000000,0.0000000000
2006-08-09,0.0018867966,0.0014212157,0.9968907717,0.9942118050,1.3370030593,0.0000000000,0.0000000000
2006-08-10,-0.0023564242,-0.0014925232,0.9945416741,0.9927279208,1.5000000000,0.0000977982,0.0000000000
2006-08-11,-0.0080422620,-0.0053482805,0.9865433094,0.9874185335,1.5000000000,0.0000000000,0.0000000000
2006-08-14,0.0000101989,0.0000200267,0.9865533710,0.9874383083,1.5000000000,0.0000000000,0.0000000000
2006-08-15,0.0163389001,0.0109058276,1.0026725680,0.9982071402,1.5000000000,0.0000000000,0.0000000000
2006-08-16,0.0144528517,0.0096484620,1.0171640459,1.0078383038,1.5000000000,0.0000000000,0.0000000000
2006-08-17,-0.0045771014,-0.0030381734,1.0125083829,1.0047763163,1.5000000000,0.0000000000,0.0000000000
2006-08-18,0.0037628553,0.0025217977,1.0163183054,1.0073101589,1.5000000000,0.0000000000,0.0000000000
2006-08-21,0.0008208079,0.0005604328,1.0171525075,1.0078746885,1.5000000000,0.0000000000,0.0000000000
2006-08-22,-0.0018052889,-0.0011902984,1.0153162534,1.0066750169,1.5000000000,0.0000000000,0.0000000000
2006-08-23,-0.0064037753,-0.0042559560,1.0088143963,1.0023906523,1.5000000000,0.0000000000,0.0000000000
2006-08-24,0.0008393822,0.0005728156,1.0096611771,1.0029648373,1.5000000000,0.0000000000,0.0000000000
2006-08-25,0.0014838962,0.0010024917,1.0111594095,1.0039703012,1.5000000000,0.0000000000,0.0000000000
2006-08-28,0.0012015455,0.0008142579,1.0123743636,1.0047877919,1.5000000000,0.0000000000,0.0000000000
2006-08-29,0.0021696097,0.0014596340,1.0145708208,1.0062544143,1.5000000000,0.0000000000,0.0000000000
2006-08-30,0.0051810058,0.0034672314,1.0198273181,1.0097433311,1.5000000000,0.0000000000,0.0000000000
2006-08-31,0.0030863567,0.0020707987,1.0229748690,1.0118343063,1.5000000000,0.0000000000,0.0000000000
2006-09-01,0.0050929737,0.0034085433,1.0281848530,1.0152831873,1.5000000000,0.0000000000,0.0000000000
2006-09-05,0.0088362095,0.0059040339,1.0372701098,1.0212774536,1.5000000000,0.0000000000,0.0000000000
2006-09-06,-0.0155151171,-0.0103301839,1.0211767426,1.0107274697,1.5000000000,0.0000000000,0.0000000000
2006-09-07,-0.0117045124,-0.0077897808,1.0092243667,1.0028541243,1.5000000000,0.0000000000,0.0000000000
2006-09-08,0.0009792074,0.0006660324,1.0102126067,1.0035220577,1.5000000000,0.0000000000,0.0000000000
2006-09-11,-0.0088574091,-0.0058917119,1.0012647403,0.9976095948,1.5000000000,0.0000000000,0.0000000000
2006-09-12,0.0112811300,0.0075339809,1.0125601380,1.0051255664,1.5000000000,0.0000000000,0.0000000000
2006-09-13,0.0056788970,0.0037991589,1.0183103628,1.0089441981,1.5000000000,0.0000000000,0.0000000000
2006-09-14,-0.0059556557,-0.0039572096,1.0122456569,1.0049515945,1.5000000000,0.0000000000,0.0000000000
2006-09-15,0.0028499912,0.0019132217,1.0151305482,1.0068742896,1.5000000000,0.0000000000,0.0000000000
2006-09-18,0.0054731992,0.0036620270,1.0206865599,1.0105614905,1.5000000000,0.0000000000,0.0000000000
2006-09-19,-0.0103011756,-0.0068542229,1.0101722884,1.0036348768,1.5000000000,0.0000000000,0.0000000000
2006-09-20,0.0101673238,0.0067914434,1.0204430371,1.0104510062,1.5000000000,0.0000000000,0.0000000000
2006-09-21,-0.0002394924,-0.0001464341,1.0201986488,1.0103030417,1.5000000000,0.0000000000,0.0000000000
2006-09-22,-0.0035493674,-0.0023530174,1.0165775890,1.0079257811,1.5000000000,0.0000000000,0.0000000000
2006-09-25,0.0109868242,0.0073377770,1.0277465483,1.0153217157,1.5000000000,0.0000000000,0.0000000000
2006-09-26,0.0076460697,0.0051106073,1.0356047700,1.0205106263,1.5000000000,0.0000000000,0.0000000000
2006-09-27,0.0056865485,0.0038042598,1.0414937868,1.0243929139,1.5000000000,0.0000000000,0.0000000000
2006-09-28,0.0017473545,0.0011781305,1.0433136456,1.0255997825,1.5000000000,0.0000000000,0.0000000000
2006-09-29,-0.0035380107,-0.0023454463,1.0396223908,1.0231942933,1.5000000000,0.0000000000,0.0000000000
2006-10-02,-0.0075119210,-0.0049947198,1.0318128295,1.0180837245,1.5000000000,0.0000000000,0.0000000000
2006-10-03,-0.0067747767,-0.0045032903,1.0248225280,1.0134989979,1.5000000000,0.0000000000,0.0000000000
2006-10-04,0.0144591642,0.0096526703,1.0396406052,1.0232819696,1.5000000000,0.0000000000,0.0000000000
2006-10-05,0.0048007759,0.0032137448,1.0446316868,1.0265705367,1.5000000000,0.0000000000,0.0000000000
2006-10-06,-0.0026949429,-0.0017834011,1.0418164641,1.0247397497,1.5000000000,0.0000000000,0.0000000000
2006-10-09,0.0045900855,0.0030732845,1.0465984907,1.0278890665,1.5000000000,0.0000000000,0.0000000000
2006-10-10,-0.0019693205,-0.0012996528,1.0445374028,1.0265531675,1.5000000000,0.0000000000,0.0000000000
2006-10-11,-0.0031688022,-0.0020993073,1.0412274704,1.0243981170,1.5000000000,0.0000000000,0.0000000000
2006-10-12,0.0148314665,0.0099008718,1.0566704007,1.0345405514,1.5000000000,0.0000000000,0.0000000000
2006-10-13,0.0083621300,0.0055879808,1.0655064159,1.0403215442,1.5000000000,0.0000000000,0.0000000000
2006-10-16,0.0047353144,0.0031701038,1.0705519238,1.0436194715,1.5000000000,0.0000000000,0.0000000000
2006-10-17,-0.0078119787,-0.0051947583,1.0621887950,1.0381981206,1.5000000000,0.0000000000,0.0000000000
2006-10-18,-0.0014146972,-0.0009299039,1.0606861195,1.0372326961,1.5000000000,0.0000000000,0.0000000000
2006-10-19,0.0065429581,0.0043751996,1.0676261443,1.0417707961,1.5000000000,0.0000000000,0.0000000000
2006-10-20,-0.0023389697,-0.0015460856,1.0651289991,1.0401601293,1.5000000000,0.0000000000,0.0000000000
2006-10-23,0.0015088300,0.0010191142,1.0667360978,1.0412201712,1.5000000000,0.0000000000,0.0000000000
2006-10-24,0.0017398326,0.0011731159,1.0685920401,1.0424416432,1.5000000000,0.0000000000,0.0000000000
2006-10-25,0.0090628826,0.0060551493,1.0782765643,1.0487537830,1.5000000000,0.0000000000,0.0000000000
2006-10-26,0.0076788355,0.0051324512,1.0865564727,1.0541364606,1.5000000000,0.0000000000,0.0000000000
2006-10-27,-0.0081317055,-0.0054079095,1.0777209154,1.0484357860,1.5000000000,0.0000000000,0.0000000000
2006-10-30,0.0024790366,0.0016659186,1.0803926250,1.0501823947,1.5000000000,0.0000000000,0.0000000000
2006-10-31,0.0030205002,0.0020268943,1.0836559511,1.0523110034,1.5000000000,0.0000000000,0.0000000000
2006-11-01,-0.0031263180,-0.0020709845,1.0802680980,1.0501316836,1.5000000000,0.0000000000,0.0000000000
2006-11-02,0.0016962287,0.0011440466,1.0821004797,1.0513330832,1.5000000000,0.0000000000,0.0000000000
2006-11-03,-0.0010253590,-0.0006703451,1.0809909383,1.0506283272,1.5000000000,0.0000000000,0.0000000000
2006-11-06,0.0124596103,0.0083196344,1.0944596641,1.0593691707,1.5000000000,0.0000000000,0.0000000000
2006-11-07,0.0051080147,0.0034185707,1.1000501801,1.0629906991,1.5000000000,0.0000000000,0.0000000000
2006-11-08,-0.0000531101,-0.0000221792,1.0999917564,1.0629671228,1.5000000000,0.0000000000,0.0000000000
2006-11-09,0.0029559235,0.0019838432,1.1032432478,1.0650758828,1.5000000000,0.0000000000,0.0000000000
2006-11-10,-0.0004939059,-0.0003160431,1.1026983495,1.0647392730,1.5000000000,0.0000000000,0.0000000000
2006-11-13,0.0022285773,0.0014989457,1.1051557980,1.0663352594,1.5000000000,0.0000000000,0.0000000000
2006-11-14,0.0074396217,0.0049729753,1.1133777391,1.0716381183,1.5000000000,0.0000000000,0.0000000000
2006-11-15,0.0037023310,0.0024814482,1.1174998319,1.0742973327,1.5000000000,0.0000000000,0.0000000000
2006-11-16,-0.0016265873,-0.0010711640,1.1156821209,1.0731465840,1.5000000000,0.0000000000,0.0000000000
2006-11-17,0.0029242023,0.0019626957,1.1189446011,1.0752528442,1.5000000000,0.0000000000,0.0000000000
2006-11-20,-0.0000371953,-0.0000115694,1.1189029816,1.0752404043,1.5000000000,0.0000000000,0.0000000000
2006-11-21,0.0046615802,0.0031209476,1.1241188376,1.0785961732,1.5000000000,0.0000000000,0.0000000000
2006-11-22,0.0056661929,0.0037906894,1.1304883117,1.0826847964,1.5000000000,0.0000000000,0.0000000000
2006-11-24,0.0013144228,0.0008895094,1.1319742514,1.0836478547,1.5000000000,0.0000000000,0.0000000000
2006-11-27,-0.0152583856,-0.0101590296,1.1147021517,1.0726390441,1.5000000000,0.0000000000,0.0000000000
2006-11-28,0.0045852285,0.0030700465,1.1198133158,1.0759320958,1.5000000000,0.0000000000,0.0000000000
2006-11-29,0.0083131686,0.0055553399,1.1291225127,1.0819092643,1.5000000000,0.0000000000,0.0000000000
2006-11-30,0.0062234411,0.0041621883,1.1361495402,1.0864123744,1.5000000000,0.0000000000,0.0000000000
2006-12-01,-0.0047848302,-0.0031766593,1.1307132576,1.0829612124,1.5000000000,0.0000000000,0.0000000000
2006-12-04,0.0095920917,0.0064079553,1.1415591629,1.0899007795,1.5000000000,0.0000000000,0.0000000000
2006-12-05,0.0035091692,0.0023526737,1.1455650872,1.0924649604,1.5000000000,0.0000000000,0.0000000000
2006-12-06,-0.0071120413,-0.0047281333,1.1374177810,1.0872996404,1.5000000000,0.0000000000,0.0000000000
2006-12-07,-0.0065603240,-0.0043603219,1.1299559518,1.0825586640,1.5000000000,0.0000000000,0.0000000000
2006-12-08,-0.0013883669,-0.0009123504,1.1283871584,1.0815709912,1.5000000000,0.0000000000,0.0000000000
2006-12-11,0.0050010576,0.0033472659,1.1340302876,1.0851912969,1.5000000000,0.0000000000,0.0000000000
2006-12-12,-0.0020040474,-0.0013228041,1.1317576371,1.0837558014,1.5000000000,0.0000000000,0.0000000000
2006-12-13,0.0008545025,0.0005828958,1.1327247268,1.0843875182,1.5000000000,0.0000000000,0.0000000000
2006-12-14,0.0084162516,0.0056240619,1.1422580232,1.0904861807,1.5000000000,0.0000000000,0.0000000000
2006-12-15,-0.0029995092,-0.0019864453,1.1388318097,1.0883199896,1.5000000000,0.0000000000,0.0000000000
2006-12-18,-0.0060906190,-0.0040471852,1.1318956190,1.0839153571,1.5000000000,0.0000000000,0.0000000000
2006-12-19,0.0038276030,0.0025649628,1.1362280661,1.0866955597,1.5000000000,0.0000000000,0.0000000000
2006-12-20,-0.0018967327,-0.0012512609,1.1340729452,1.0853358200,1.5000000000,0.0000000000,0.0000000000
2006-12-21,-0.0054659916,-0.0036307669,1.1278741120,1.0813952186,1.5000000000,0.0000000000,0.0000000000
2006-12-22,-0.0054400156,-0.0036134496,1.1217384592,1.0774876516,1.5000000000,0.0000000000,0.0000000000
2006-12-26,0.0046869424,0.0031378558,1.1269959828,1.0808686524,1.5000000000,0.0000000000,0.0000000000
2006-12-27,0.0067970231,0.0045445762,1.1346562005,1.0857807424,1.5000000000,0.0000000000,0.0000000000
2006-12-28,-0.0000892120,-0.0000462472,1.1345549755,1.0857305281,1.5000000000,0.0000000000,0.0000000000
2006-12-29,-0.0007803585,-0.0005070115,1.1336696159,1.0851800503,1.5000000000,0.0000000000,0.0000412051
2007-01-03,-0.0051739728,-0.0034360877,1.1278040401,1.0814512765,1.5000000000,0.0000000000,0.0000000000
2007-01-04,0.0024992191,0.0016793736,1.1306226695,1.0832674372,1.5000000000,0.0000000000,0.0000000000
2007-01-05,-0.0139252215,-0.0092702535,1.1148784984,1.0732252734,1.5000000000,0.0000000000,0.0000000000
2007-01-08,0.0046113333,0.0030874497,1.1200195748,1.0765388025,1.5000000000,0.0000000000,0.0000000000
2007-01-09,0.0013084458,0.0008855247,1.1214850597,1.0774921042,1.5000000000,0.0000000000,0.0000000000
2007-01-10,0.0023621214,0.0015879751,1.1241341435,1.0792031348,1.5000000000,0.0000000000,0.0000000000
2007-01-11,0.0061807324,0.0041337158,1.1310821159,1.0836642539,1.5000000000,0.0000000000,0.0000000000
2007-01-12,0.0143698655,0.0095931379,1.1473356138,1.0940599945,1.5000000000,0.0000000000,0.0000000000
2007-01-16,-0.0033547128,-0.0022232477,1.1434866323,1.0916276281,1.5000000000,0.0000000000,0.0000000000
2007-01-17,0.0004134498,0.0002888607,1.1439594066,1.0919429564,1.5000000000,0.0000000000,0.0000000000
2007-01-18,-0.0102589374,-0.0068260641,1.1322235986,1.0844892838,1.5000000000,0.0000000000,0.0000000000
2007-01-19,0.0071337851,0.0047690842,1.1403006384,1.0896613046,1.5000000000,0.0000000000,0.0000000000
2007-01-22,-0.0064544036,-0.0042897082,1.1329406779,1.0849869755,1.5000000000,0.0000000000,0.0000000000
2007-01-23,0.0097866069,0.0065376321,1.1440283230,1.0920802212,1.5000000000,0.0000000000,0.0000000000
2007-01-24,0.0098476301,0.0065783143,1.1552942908,1.0992642681,1.5000000000,0.0000000000,0.0000000000
2007-01-25,-0.0145795646,-0.0097064822,1.1384506030,1.0885942790,1.5000000000,0.0000000000,0.0000000000
2007-01-26,0.0000412014,0.0000406951,1.1384975087,1.0886385795,1.5000000000,0.0000000000,0.0000000000
2007-01-29,-0.0036658450,-0.0024306692,1.1343239533,1.0859924592,1.5000000000,0.0000000000,0.0000000000
2007-01-30,0.0079911354,0.0053406511,1.1433884895,1.0917923660,1.5000000000,0.0000000000,0.0000000000
2007-01-31,0.0104467867,0.0069777520,1.1553332253,1.0994106224,1.5000000000,0.0000000000,0.0000000000
2007-02-01,0.0049617747,0.0033210773,1.1610657284,1.1030618501,1.5000000000,0.0000000000,0.0000000000
2007-02-02,-0.0006100859,-0.0003934964,1.1603573786,1.1026277992,1.5000000000,0.0000000000,0.0000000000
2007-02-05,-0.0002095934,-0.0001265014,1.1601141754,1.1024883153,1.5000000000,0.0000000000,0.0000000000
2007-02-06,0.0025794402,0.0017328543,1.1631066205,1.1043987669,1.5000000000,0.0000000000,0.0000000000
2007-02-07,0.0028987901,0.0019457543,1.1664782225,1.1065476555,1.5000000000,0.0000000000,0.0000000000
2007-02-08,0.0038372557,0.0025713980,1.1709542977,1.1093930299,1.5000000000,0.0000000000,0.0000000000
2007-02-09,-0.0065148309,-0.0043299931,1.1633257285,1.1045893658,1.5000000000,0.0000000000,0.0000000000
2007-02-12,-0.0068842738,-0.0045762884,1.1553170756,1.0995344463,1.5000000000,0.0000000000,0.0000000000
2007-02-13,0.0090316473,0.0060343257,1.1657514920,1.1061693953,1.5000000000,0.0000000000,0.0000000000
2007-02-14,0.0123845888,0.0082696200,1.1801888448,1.1153169959,1.5000000000,0.0000000000,0.0000000000
2007-02-15,0.0030938800,0.0020758141,1.1838402074,1.1176321867,1.5000000000,0.0000000000,0.0000000000
2007-02-16,-0.0000027947,0.0000113644,1.1838368990,1.1176448879,1.5000000000,0.0000000000,0.0000000000
2007-02-20,-0.0008548550,-0.0005566758,1.1828248901,1.1170227220,1.5000000000,0.0000000000,0.0000000000
2007-02-21,0.0094002826,0.0062800826,1.1939437784,1.1240377170,1.5000000000,0.0000000000,0.0000000000
2007-02-22,0.0014385928,0.0009722894,1.1956613773,1.1251306069,1.5000000000,0.0000000000,0.0000000000
2007-02-23,0.0000638013,0.0000557617,1.1957376621,1.1251933461,1.5000000000,0.0000000000,0.0000000000
2007-02-26,0.0001113149,0.0000874375,1.1958707656,1.1252917302,1.5000000000,0.0000000000,0.0000000000
2007-02-27,-0.0492523678,-0.0328216844,1.1369712987,1.0883577602,1.5000000000,0.0000000000,0.0000000000
2007-02-28,0.0080264966,0.0083982221,1.1460971951,1.0974980305,0.9920289253,0.0003047826,0.0000000000
2007-03-01,-0.0048882108,-0.0049274881,1.1404948304,1.0920901219,0.9920289253,0.0000000000,0.0000000000
2007-03-02,-0.0138126633,-0.0139236497,1.1247415593,1.0768842416,0.9920289253,0.0000000000,0.0000000000
2007-03-05,-0.0093919256,-0.0094673909,1.1141780703,1.0666889575,0.9920289253,0.0000000000,0.0000000000
2007-03-06,0.0153438914,0.0154671814,1.1312738976,1.0831876292,0.9920289253,0.0000000000,0.0000000000
2007-03-07,-0.0001342201,-0.0000419884,1.1311220578,1.0831421479,0.8261426918,0.0000995317,0.0000000000
2007-03-08,0.0048700103,0.0058948779,1.1366306339,1.0895271386,0.8261426918,0.0000000000,0.0000000000
2007-03-09,-0.0013889663,-0.0016812668,1.1350518923,1.0876953528,0.8261426918,0.0000000000,0.0000000000
2007-03-12,0.0022088488,0.0026736892,1.1375590503,1.0906035121,0.8261426918,0.0000000000,0.0000000000
2007-03-13,-0.0118124813,-0.0142983547,1.1241216553,1.0750096762,0.8261426918,0.0000000000,0.0000000000
2007-03-14,0.0051188505,0.0061960852,1.1298758660,1.0816705278,0.8261426918,0.0000000000,0.0000000000
2007-03-15,0.0000156019,0.0000188853,1.1298934943,1.0816909554,0.8261426918,0.0000000000,0.0000000000
2007-03-16,0.0004565667,0.0005526487,1.1304093660,1.0822887505,0.8261426918,0.0000000000,0.0000000000
2007-03-19,0.0066296769,0.0080248569,1.1379036148,1.0909739629,0.8261426918,0.0000000000,0.0000000000
2007-03-20,0.0045831838,0.0055476903,1.1431188363,1.0970263486,0.8261426918,0.0000000000,0.0000000000
2007-03-21,0.0145734316,0.0131695855,1.1597780004,1.1114737308,1.1203648972,0.0001765333,0.0000000000
2007-03-22,-0.0010756362,-0.0009558135,1.1585305012,1.1104113693,1.1203648972,0.0000000000,0.0000000000
2007-03-23,-0.0018151712,-0.0016158975,1.1564275700,1.1086170583,1.1203648972,0.0000000000,0.0000000000
2007-03-26,0.0026875249,0.0022504281,1.1595354978,1.1111119213,1.2265272994,0.0000636974,0.0000000000
2007-03-27,-0.0038668969,-0.0028123516,1.1550516936,1.1079870839,1.3448580356,0.0000709984,0.0000000000
2007-03-28,-0.0063866957,-0.0041825128,1.1476747299,1.1033529137,1.5000000000,0.0000930852,0.0000000000
2007-03-29,0.0020170694,0.0013579405,1.1499896695,1.1048512013,1.5000000000,0.0000000000,0.0000000000
2007-03-30,-0.0009250972,-0.0006035040,1.1489258173,1.1041844192,1.5000000000,0.0000000000,0.0000000000
2007-04-02,0.0013643497,0.0009227940,1.1504933538,1.1052033539,1.5000000000,0.0000000000,0.0000000000
2007-04-03,0.0101734375,0.0067955192,1.1621978260,1.1127137845,1.5000000000,0.0000000000,0.0000000000
2007-04-04,0.0071385959,0.0047722915,1.1704942867,1.1180239790,1.5000000000,0.0000000000,0.0000000000
2007-04-05,0.0034074762,0.0022848783,1.1744827181,1.1205785277,1.5000000000,0.0000000000,0.0000000000
2007-04-09,-0.0028837220,-0.0019092538,1.1710958364,1.1184390589,1.5000000000,0.0000000000,0.0000000000
2007-04-10,0.0068017024,0.0045476958,1.1790612818,1.1235253795,1.5000000000,0.0000000000,0.0000000000
2007-04-11,-0.0067066692,-0.0044578853,1.1711537078,1.1185168322,1.5000000000,0.0000000000,0.0000000000
2007-04-12,0.0062914957,0.0042075580,1.1785220163,1.1232230566,1.5000000000,0.0000000000,0.0000000000
2007-04-13,0.0065292034,0.0043660298,1.1862168262,1.1281270819,1.5000000000,0.0000000000,0.0000000000
2007-04-16,0.0109030227,0.0072819093,1.1991501753,1.1363420011,1.5000000000,0.0000000000,0.0000000000
2007-04-17,0.0002989811,0.0002125483,1.1995086985,1.1365835286,1.5000000000,0.0000000000,0.0000000000
2007-04-18,0.0010116456,0.0006876579,1.2007221762,1.1373651092,1.5000000000,0.0000000000,0.0000000000
2007-04-19,-0.0031433705,-0.0020823528,1.1969478615,1.1349967137,1.5000000000,0.0000000000,0.0000000000
2007-04-20,0.0131468817,0.0087778153,1.2126839935,1.1449595053,1.5000000000,0.0000000000,0.0000000000
2007-04-23,-0.0033241050,-0.0022028425,1.2086529045,1.1424373398,1.5000000000,0.0000000000,0.0000000000
2007-04-24,-0.0011209023,-0.0007340407,1.2072981228,1.1415987444,1.5000000000,0.0000000000,0.0000000000
2007-04-25,0.0123534027,0.0082488293,1.2222123626,1.1510155976,1.5000000000,0.0000000000,0.0000000000
2007-04-26,-0.0028933300,-0.0019156592,1.2186760989,1.1488106440,1.5000000000,0.0000000000,0.0000000000
2007-04-27,0.0021371540,0.0014379969,1.2212805974,1.1504626301,1.5000000000,0.0000000000,0.0000000000
2007-04-30,-0.0109883307,-0.0073123263,1.2078607623,1.1420500719,1.5000000000,0.0000000000,0.0000000000
2007-05-01,-0.0003746076,-0.0002365109,1.2074082885,1.1417799647,1.5000000000,0.0000000000,0.0000000000
2007-05-02,0.0071420910,0.0047746215,1.2160317084,1.1472315319,1.5000000000,0.0000000000,0.0000000000
2007-05-03,0.0073699465,0.0049265251,1.2249937970,1.1528833969,1.5000000000,0.0000000000,0.0000000000
2007-05-04,0.0056891316,0.0038059819,1.2319629479,1.1572712502,1.5000000000,0.0000000000,0.0000000000
2007-05-07,0.0005079393,0.0003518537,1.2325887104,1.1576784404,1.5000000000,0.0000000000,0.0000000000
2007-05-08,-0.0032411177,-0.0021475176,1.2285937453,1.1551923056,1.5000000000,0.0000000000,0.0000000000
2007-05-09,0.0009182616,0.0006254019,1.2297219157,1.1559147651,1.5000000000,0.0000000000,0.0000000000
2007-05-10,-0.0174605692,-0.0116271520,1.2082502711,1.1424747684,1.5000000000,0.0000000000,0.0000000000
2007-05-11,0.0131541567,0.0087826653,1.2241437845,1.1525087420,1.5000000000,0.0000000000,0.0000000000
2007-05-14,-0.0048498518,-0.0032200070,1.2182068686,1.1487976558,1.5000000000,0.0000000000,0.0000000000
2007-05-15,-0.0005785707,-0.0003724863,1.2175020498,1.1483697444,1.5000000000,0.0000000000,0.0000000000
2007-05-16,0.0031629193,0.0021218404,1.2213529105,1.1508064017,1.5000000000,0.0000000000,0.0000000000
2007-05-17,-0.0048272189,-0.0032049184,1.2154571727,1.1471181610,1.5000000000,0.0000000000,0.0000000000
2007-05-18,0.0088531311,0.0059153149,1.2262177743,1.1539037262,1.5000000000,0.0000000000,0.0000000000
2007-05-21,0.0031248981,0.0020964929,1.2300495799,1.1563228771,1.5000000000,0.0000000000,0.0000000000
2007-05-22,-0.0032808152,-0.0021739826,1.2260140146,1.1538090513,1.5000000000,0.0000000000,0.0000000000
2007-05-23,0.0003581077,0.0002519659,1.2264530596,1.1540997719,1.5000000000,0.0000000000,0.0000000000
2007-05-24,-0.0141168510,-0.0093980065,1.2091394045,1.1432535348,1.5000000000,0.0000000000,0.0000000000
2007-05-25,0.0067650990,0.0045232935,1.2173193523,1.1484248061,1.5000000000,0.0000000000,0.0000000000
2007-05-29,0.0028817034,0.0019343631,1.2208273056,1.1506462767,1.5000000000,0.0000000000,0.0000000000
2007-05-30,0.0073089419,0.0048858555,1.2297502615,1.1562681681,1.5000000000,0.0000000000,0.0000000000
2007-05-31,0.0046062660,0.0030840715,1.2354148183,1.1598341818,1.5000000000,0.0000000000,0.0000000000
2007-06-01,0.0075708066,0.0051330676,1.2447679050,1.1657876890,1.5000000000,0.0000000000,0.0000000000
2007-06-04,0.0023172446,0.0016308926,1.2476523367,1.1676889635,1.5000000000,0.0000000000,0.0000000000
2007-06-05,-0.0041919700,-0.0027814192,1.2424222155,1.1644411311,1.5000000000,0.0000000000,0.0000000000
2007-06-06,-0.0112596409,-0.0073477046,1.2284329874,1.1558851617,1.5000000000,0.0000000000,0.0000000000
2007-06-07,-0.0215162239,-0.0144034223,1.2020017482,1.1392364596,1.5000000000,0.0000000000,0.0000000000
2007-06-08,0.0067078129,0.0045576191,1.2100645510,1.1444286654,1.5000000000,0.0000000000,0.0000000000
2007-06-11,0.0039872321,0.0028168140,1.2148893593,1.1476523081,1.5000000000,0.0000000000,0.0000000000
2007-06-12,-0.0130834347,-0.0089997990,1.1989944337,1.1373236681,1.5000000000,0.0000000000,0.0000000000
2007-06-13,0.0155760887,0.0106882771,1.2176700774,1.1494796986,1.5000000000,0.0000000000,0.0000000000
2007-06-14,0.0071342383,0.0053984748,1.2263572258,1.1556851358,1.3686326487,0.0000788204,0.0000000000
2007-06-15,0.0084470376,0.0064172750,1.2367163115,1.1631014851,1.3686326487,0.0000000000,0.0000000000
2007-06-18,0.0003985013,0.0003606548,1.2372091445,1.1635209633,1.3686326487,0.0000000000,0.0000000000
2007-06-19,0.0028321221,0.0020799960,1.2407130719,1.1659410822,1.3686326487,0.0000000000,0.0000000000
2007-06-20,-0.0137195146,-0.0099547746,1.2236910908,1.1543344015,1.3686326487,0.0000000000,0.0000000000
2007-06-21,0.0054038945,0.0039590775,1.2303037883,1.1589045009,1.3686326487,0.0000000000,0.0000000000
