candidate,segment,r2_threshold,switch_buffer,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,held_day_avg_weight,holding_days,holding_day_ratio,avg_turnover,turnover_total,cost_total,trade_days
r2_0.200,last_3y,0.2,1.0,2023-07-24,2026-09-02,756,0.6242130203505585,0.2966192733202613,1.7818259597617025,-0.27128968689210387,0.9986772486772487,1.0,755,0.9986772486772487,0.32275132275132273,244.0,0.24400000000000002,123
r2_0.200,last_1y,0.2,1.0,2025-08-20,2026-09-02,252,0.7150407741759941,0.32468652558309025,1.8248641309336389,-0.15835387103101362,0.996031746031746,1.0,251,0.996031746031746,0.40476190476190477,102.0,0.10200000000000001,52
r2_0.225,full,0.225,1.0,2011-12-09,2026-09-02,3578,0.2982396710751727,0.2393515915755183,1.2098282348281022,-0.28176997761083244,0.9181106763555059,1.0,3285,0.9181106763555059,0.25349357182783677,907.0,0.907,498
r2_0.225,last_10y,0.225,1.0,2016-04-21,2026-09-02,2520,0.31999291579441635,0.2418377435023247,1.2683395975635054,-0.2796091669866285,0.9912698412698413,1.0,2498,0.9912698412698413,0.2857142857142857,720.0,0.7200000000000001,371
r2_0.225,last_5y,0.225,1.0,2021-06-25,2026-09-02,1260,0.5387463222929214,0.2701993492516292,1.7287795637496537,-0.2796091669866292,0.9992063492063492,1.0,1259,0.9992063492063492,0.30952380952380953,390.0,0.39,196
r2_0.225,last_3y,0.225,1.0,2023-07-24,2026-09-02,756,0.6565392082137005,0.2968863377662185,1.8469830315529163,-0.2796091669866291,0.9986772486772487,1.0,755,0.9986772486772487,0.3253968253968254,246.0,0.24600000000000002,124
r2_0.225,last_1y,0.225,1.0,2025-08-20,2026-09-02,252,0.8611218033125962,0.3262881306179593,2.068548026115247,-0.12377959485669598,0.996031746031746,1.0,251,0.996031746031746,0.3968253968253968,100.0,0.1,51
r2_0.250,full,0.25,1.0,2011-12-09,2026-09-02,3578,0.30420040121400205,0.23887619306792637,1.2309413128798967,-0.3084823583146582,0.9119619899385132,1.0,3263,0.9119619899385132,0.25740637227501395,921.0,0.921,505
r2_0.250,last_10y,0.25,1.0,2016-04-21,2026-09-02,2520,0.3096768444554152,0.2421986984689328,1.2343685575860028,-0.2766081157498458,0.9884920634920635,1.0,2491,0.9884920634920635,0.29365079365079366,740.0,0.74,382
r2_0.250,last_5y,0.25,1.0,2021-06-25,2026-09-02,1260,0.5110531262110327,0.2701011067491298,1.6619631678418016,-0.2766081157498459,0.9992063492063492,1.0,1259,0.9992063492063492,0.31746031746031744,400.0,0.4,201
r2_0.250,last_3y,0.25,1.0,2023-07-24,2026-09-02,756,0.6331693658297624,0.296000598764306,1.803518246419654,-0.2766081157498457,0.9986772486772487,1.0,755,0.9986772486772487,0.3306878306878307,250.0,0.25,126
r2_0.250,last_1y,0.25,1.0,2025-08-20,2026-09-02,252,0.905659742402295,0.3250322185851499,2.148218134278557,-0.12377959485669598,0.996031746031746,1.0,251,0.996031746031746,0.3968253968253968,100.0,0.1,51
r2_0.275,full,0.275,1.0,2011-12-09,2026-09-02,3578,0.297388134380421,0.2367023844497202,1.2179949198063722,-0.2912490589922966,0.9072107322526551,1.0,3246,0.9072107322526551,0.25517048630519845,913.0,0.913,502
r2_0.275,last_10y,0.275,1.0,2016-04-21,2026-09-02,2520,0.30874603237437204,0.2403682941248428,1.2390655810772213,-0.29124905899229625,0.9865079365079366,1.0,2486,0.9865079365079366,0.2920634920634921,736.0,0.736,382
r2_0.275,last_5y,0.275,1.0,2021-06-25,2026-09-02,1260,0.4901149590712317,0.2670590770213149,1.625676800697915,-0.2912490589922957,0.9992063492063492,1.0,1259,0.9992063492063492,0.3142857142857143,396.0,0.396,199
r2_0.275,last_3y,0.275,1.0,2023-07-24,2026-09-02,756,0.6409208494008525,0.2957362253011653,1.8209375048381375,-0.29124905899229614,0.9986772486772487,1.0,755,0.9986772486772487,0.3306878306878307,250.0,0.25,126
r2_0.275,last_1y,0.275,1.0,2025-08-20,2026-09-02,252,0.9343855411137674,0.3234907220487343,2.2033015949440986,-0.1237795948566961,0.996031746031746,1.0,251,0.996031746031746,0.3968253968253968,100.0,0.1,51
r2_0.300,full,0.3,1.0,2011-12-09,2026-09-02,3578,0.27254551697323404,0.23236861262240383,1.1532207595055883,-0.2863231265013636,0.8999441028507547,1.0,3220,0.8999441028507547,0.2546115148127446,911.0,0.911,504
r2_0.300,last_10y,0.3,1.0,2016-04-21,2026-09-02,2520,0.2938382171142846,0.23670773767316416,1.206247030399149,-0.2863231265013644,0.9821428571428571,1.0,2475,0.9821428571428571,0.29285714285714287,738.0,0.738,386
r2_0.300,last_5y,0.3,1.0,2021-06-25,2026-09-02,1260,0.45968322097943437,0.26166510389828795,1.574986630206077,-0.28632312650136404,0.9992063492063492,1.0,1259,0.9992063492063492,0.32063492063492066,404.0,0.404,203
r2_0.300,last_3y,0.3,1.0,2023-07-24,2026-09-02,756,0.5649130480343629,0.28834195116943134,1.6956955238735214,-0.2863231265013637,0.9986772486772487,1.0,755,0.9986772486772487,0.3333333333333333,252.0,0.252,127
r2_0.300,last_1y,0.3,1.0,2025-08-20,2026-09-02,252,0.8736231035001583,0.3213894092884005,2.116067374685198,-0.12377959485669565,0.996031746031746,1.0,251,0.996031746031746,0.4126984126984127,104.0,0.10400000000000001,53
r2_0.325,full,0.325,1.0,2011-12-09,2026-09-02,3578,0.2759162851529635,0.23045740907044882,1.1723264400853244,-0.2823107422105653,0.8943543879262158,1.0,3200,0.8943543879262158,0.2568474007825601,919.0,0.919,511
r2_0.325,last_10y,0.325,1.0,2016-04-21,2026-09-02,2520,0.28486714742861885,0.2347197021124795,1.1847607431986125,-0.28231074221056496,0.9789682539682539,1.0,2467,0.9789682539682539,0.29603174603174603,746.0,0.746,391
r2_0.325,last_5y,0.325,1.0,2021-06-25,2026-09-02,1260,0.43737694697648166,0.2592785797969614,1.5275944516449718,-0.28231074221056496,0.9984126984126984,1.0,1258,0.9984126984126984,0.32063492063492066,404.0,0.404,203
r2_0.325,last_3y,0.325,1.0,2023-07-24,2026-09-02,756,0.5000583089620585,0.28499122121147535,1.5634834627599818,-0.2823107422105652,0.9973544973544973,1.0,754,0.9973544973544973,0.3306878306878307,250.0,0.25,126
r2_0.325,last_1y,0.325,1.0,2025-08-20,2026-09-02,252,0.7875988107852061,0.3180586613129238,1.9867831085900518,-0.12377959485669598,0.9920634920634921,1.0,250,0.9920634920634921,0.42063492063492064,106.0,0.10600000000000001,54
r2_0.350,full,0.35,1.0,2011-12-09,2026-09-02,3578,0.27121319354616236,0.23090295785382325,1.1543988335210273,-0.2887244872634174,0.8868082727780883,1.0,3173,0.8868082727780883,0.2602012297372834,931.0,0.931,524
r2_0.350,last_10y,0.35,1.0,2016-04-21,2026-09-02,2520,0.27354880276029214,0.23336451002420966,1.1522785083861673,-0.28872448726341793,0.973015873015873,1.0,2452,0.973015873015873,0.3007936507936508,758.0,0.758,404
r2_0.350,last_5y,0.35,1.0,2021-06-25,2026-09-02,1260,0.42478825228160133,0.2590608244726326,1.4946459898737479,-0.28872448726341726,0.9944444444444445,1.0,1253,0.9944444444444445,0.326984126984127,412.0,0.41200000000000003,210
r2_0.350,last_3y,0.35,1.0,2023-07-24,2026-09-02,756,0.4774235900664008,0.28433432703521,1.5128816128437854,-0.2887244872634177,0.9920634920634921,1.0,750,0.9920634920634921,0.3386243386243386,256.0,0.256,131
r2_0.350,last_1y,0.35,1.0,2025-08-20,2026-09-02,252,0.745670467851663,0.31756629184546525,1.9144404822651802,-0.1286200054972868,0.9761904761904762,1.0,246,0.9761904761904762,0.4365079365079365,110.0,0.11000000000000001,58
r2_0.375,full,0.375,1.0,2011-12-09,2026-09-02,3578,0.24072233731727843,0.2249507102830729,1.0716774897703496,-0.3439805404639297,0.8773057574063723,1.0,3139,0.8773057574063723,0.2635550586920067,943.0,0.9430000000000001,537
r2_0.375,last_10y,0.375,1.0,2016-04-21,2026-09-02,2520,0.24952782412670071,0.2232785367243316,1.1096195399547994,-0.3439805404639308,0.9666666666666667,1.0,2436,0.9666666666666667,0.30396825396825394,766.0,0.766,412
r2_0.375,last_5y,0.375,1.0,2021-06-25,2026-09-02,1260,0.3627217514241352,0.24173613669046892,1.4011697481378118,-0.34398054046392956,0.9912698412698413,1.0,1249,0.9912698412698413,0.33015873015873015,416.0,0.41600000000000004,214
r2_0.375,last_3y,0.375,1.0,2023-07-24,2026-09-02,756,0.3750231094175007,0.2571986459304672,1.3671380486713611,-0.3439805404639299,0.9880952380952381,1.0,747,0.9880952380952381,0.34656084656084657,262.0,0.262,136
r2_0.375,last_1y,0.375,1.0,2025-08-20,2026-09-02,252,0.5760314617987834,0.30991232603192387,1.623493447145157,-0.19640852983390467,0.9642857142857143,1.0,243,0.9642857142857143,0.4523809523809524,114.0,0.11400000000000002,62
r2_0.400,full,0.4,1.0,2011-12-09,2026-09-02,3578,0.2121171234484367,0.22378433759356398,0.971811619419583,-0.3678535920022188,0.8675237562884293,1.0,3104,0.8675237562884293,0.2708216880939072,969.0,0.9690000000000001,552
r2_0.400,last_10y,0.4,1.0,2016-04-21,2026-09-02,2520,0.2245123594912668,0.22317861141361883,1.0193557532294386,-0.36785359200221945,0.9615079365079365,1.0,2423,0.9615079365079365,0.3126984126984127,788.0,0.788,424
r2_0.400,last_5y,0.4,1.0,2021-06-25,2026-09-02,1260,0.325413033915086,0.24080356951767998,1.290292997006555,-0.367853592002219,0.9880952380952381,1.0,1245,0.9880952380952381,0.34444444444444444,434.0,0.434,224
r2_0.400,last_3y,0.4,1.0,2023-07-24,2026-09-02,756,0.34788827689280444,0.25550752946474353,1.2964112680995026,-0.36785359200221823,0.9841269841269841,1.0,744,0.9841269841269841,0.36243386243386244,274.0,0.274,142
r2_0.400,last_1y,0.4,1.0,2025-08-20,2026-09-02,252,0.6185550683651986,0.3098783749436762,1.7097348673864834,-0.16920176912954066,0.9563492063492064,1.0,241,0.9563492063492064,0.4603174603174603,116.0,0.116,62
r2_0.450,full,0.45,1.0,2011-12-09,2026-09-02,3578,0.19141864839884404,0.22147536718013208,0.9017942635725904,-0.3799563750240039,0.8440469536053661,1.0,3020,0.8440469536053661,0.27026271660145335,967.0,0.9670000000000001,571
r2_0.450,last_10y,0.45,1.0,2016-04-21,2026-09-02,2520,0.21660972639083265,0.2212352887342788,0.9970675966118603,-0.3799563750240049,0.9436507936507936,1.0,2378,0.9436507936507936,0.3134920634920635,790.0,0.79,438
r2_0.450,last_5y,0.45,1.0,2021-06-25,2026-09-02,1260,0.3004576063195541,0.23863945457163985,1.220025830365768,-0.37995637502400414,0.976984126984127,1.0,1231,0.976984126984127,0.34285714285714286,432.0,0.43200000000000005,229
r2_0.450,last_3y,0.45,1.0,2023-07-24,2026-09-02,756,0.3320543327297216,0.25353656849862427,1.257758139436628,-0.37995637502400414,0.9735449735449735,1.0,736,0.9735449735449735,0.3492063492063492,264.0,0.264,139
r2_0.450,last_1y,0.45,1.0,2025-08-20,2026-09-02,252,0.6519552864996234,0.3122649940458074,1.7643855932455792,-0.16817777174597714,0.9404761904761905,1.0,237,0.9404761904761905,0.4444444444444444,112.0,0.112,60
r2_0.500,full,0.5,1.0,2011-12-09,2026-09-02,3578,0.13742218161498299,0.21551120645033087,0.7054590627356659,-0.374905345446093,0.8074343208496366,1.0,2889,0.8074343208496366,0.2663499161542761,953.0,0.9530000000000001,574
r2_0.500,last_10y,0.5,1.0,2016-04-21,2026-09-02,2520,0.1730700751653349,0.21732037087889725,0.8433083997387136,-0.3749053454460931,0.9162698412698412,1.0,2309,0.9162698412698412,0.3103174603174603,782.0,0.782,445
r2_0.500,last_5y,0.5,1.0,2021-06-25,2026-09-02,1260,0.2654778485231093,0.23486814566875275,1.1196472385868412,-0.374905345446093,0.953968253968254,1.0,1202,0.953968253968254,0.33650793650793653,424.0,0.42400000000000004,232
r2_0.500,last_3y,0.5,1.0,2023-07-24,2026-09-02,756,0.2538187275237389,0.2478153513949887,1.0365338516775577,-0.3749053454460932,0.9470899470899471,1.0,716,0.9470899470899471,0.3386243386243386,256.0,0.256,141
r2_0.500,last_1y,0.5,1.0,2025-08-20,2026-09-02,252,0.634935629058005,0.30582506937152154,1.7610876183144795,-0.1446874182633464,0.9047619047619048,1.0,228,0.9047619047619048,0.4126984126984127,104.0,0.10400000000000001,58
r2_0.600,full,0.6,1.0,2011-12-09,2026-09-02,3578,0.165137170127154,0.20411583241023254,0.8509616856182335,-0.3102971605817404,0.7174399105645612,1.0,2567,0.7174399105645612,0.25181665735047515,901.0,0.901,582
r2_0.600,last_10y,0.6,1.0,2016-04-21,2026-09-02,2520,0.17095868464455766,0.20567305141758083,0.8704339357813278,-0.3102971605817403,0.8246031746031746,1.0,2078,0.8246031746031746,0.29642857142857143,747.0,0.7470000000000001,465
r2_0.600,last_5y,0.6,1.0,2021-06-25,2026-09-02,1260,0.2923040758638018,0.22552696928561966,1.2498285806488705,-0.3102971605817405,0.8801587301587301,1.0,1109,0.8801587301587301,0.3238095238095238,408.0,0.40800000000000003,242
r2_0.600,last_3y,0.6,1.0,2023-07-24,2026-09-02,756,0.2973895983313033,0.2315022994131762,1.240719824704862,-0.31029716058173973,0.8624338624338624,1.0,652,0.8624338624338624,0.34656084656084657,262.0,0.262,158
r2_0.600,last_1y,0.6,1.0,2025-08-20,2026-09-02,252,0.5837857214976647,0.28046336942287,1.7806863951903347,-0.1316125705883081,0.7896825396825397,1.0,199,0.7896825396825397,0.4444444444444444,112.0,0.11200000000000002,67
r2_0.700,full,0.7,1.0,2011-12-09,2026-09-02,3578,0.09292433228653563,0.18258242452529466,0.5780078846773132,-0.3392390292814671,0.5732252655114589,1.0,2051,0.5732252655114589,0.22498602571268866,805.0,0.8049999999999999,564
r2_0.700,last_10y,0.7,1.0,2016-04-21,2026-09-02,2520,0.08440400379649704,0.1838870644918045,0.5328210239962338,-0.3392390292814669,0.6698412698412698,1.0,1688,0.6698412698412698,0.26706349206349206,673.0,0.673,455
r2_0.700,last_5y,0.7,1.0,2021-06-25,2026-09-02,1260,0.19543181839761803,0.20056222315675298,0.9902427149944242,-0.2199368490861643,0.7531746031746032,1.0,949,0.7531746031746032,0.2984126984126984,376.0,0.376,241
r2_0.700,last_3y,0.7,1.0,2023-07-24,2026-09-02,756,0.1923015755710038,0.19882318278772196,0.9842083146337858,-0.20263086295135357,0.7076719576719577,1.0,535,0.7076719576719577,0.30687830687830686,232.0,0.232,150
r2_0.700,last_1y,0.7,1.0,2025-08-20,2026-09-02,252,0.30508260324181413,0.2362094935746151,1.245973010129222,-0.12363500633479485,0.623015873015873,1.0,157,0.623015873015873,0.3968253968253968,100.0,0.1,64
r2_0.800,full,0.8,1.0,2011-12-09,2026-09-02,3578,0.015295066013618408,0.143997868825222,0.17734303145239586,-0.45333547338848335,0.3292342090553382,1.0,1178,0.3292342090553382,0.1349916154276132,483.0,0.48300000000000004,406
r2_0.800,last_10y,0.8,1.0,2016-04-21,2026-09-02,2520,0.02859394533899029,0.1448981060145446,0.26706536798631914,-0.38708938361639234,0.3880952380952381,1.0,978,0.3880952380952381,0.16547619047619047,417.0,0.41700000000000004,341
r2_0.800,last_5y,0.8,1.0,2021-06-25,2026-09-02,1260,0.15491918908908064,0.16270973431258354,0.9660541685285753,-0.20324632491787753,0.48412698412698413,1.0,610,0.48412698412698413,0.20317460317460317,256.0,0.256,200
r2_0.800,last_3y,0.8,1.0,2023-07-24,2026-09-02,756,0.06822029527007367,0.1560676199106601,0.5004865426704078,-0.20324632491787764,0.4444444444444444,1.0,336,0.4444444444444444,0.20634920634920634,156.0,0.15600000000000003,116
r2_0.800,last_1y,0.8,1.0,2025-08-20,2026-09-02,252,0.1090675061871873,0.17518167894250847,0.6779051439311765,-0.1385824599049268,0.31746031746031744,1.0,80,0.31746031746031744,0.17063492063492064,43.0,0.043,33
