candidate,TARGET_VOL,R2_THRESHOLD,VOL_WINDOW,MAX_LEV,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,cash_days,holding_days,holding_day_ratio,avg_weight,max_weight,pct_at_max_lev,pct_below_1x,avg_final_exposure,max_final_exposure,turnover_sum,cost_total,overheat_days,overheat_triggers,staged_initials,staged_fills
tv_15,0.15,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.2131125371383622,0.16215250834478298,1.2725189889075137,-0.2003509970706322,13.586838273241932,2016-03-08,2016-12-05,2732,740,2726,0.7797482837528604,0.8726035524788275,1.5,0.04719679633867277,0.7096681922196796,0.5944075966037947,1.5,499.0140833342466,0.49901408333424657,30,11,308,267
tv_15,0.15,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.2253162467392713,0.16075311758985678,1.3447066879544105,-0.2003509970706322,6.629251285977805,2016-03-08,2016-12-05,2309,225,2275,0.9027777777777778,0.8444183244741783,1.5,0.005158730158730159,0.7674603174603175,0.6798837523745285,1.5,404.8481189425778,0.4048481189425778,20,7,261,222
tv_15,0.15,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.3520367817726171,0.1588423363017554,1.9786309754094809,-0.1120422791922977,3.517961576711925,2022-03-22,2022-06-09,1164,101,1141,0.9055555555555556,0.7615598106336127,1.3410554265935306,0.0,0.9198412698412698,0.616118923535321,1.3410554265935306,205.8628866583934,0.20586288665839342,18,6,141,118
tv_15,0.15,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,0.5355007997804415,0.16170209162768498,2.734207534854986,-0.10888541393792484,2.6203465209495485,2024-07-15,2024-09-10,706,53,695,0.9193121693121693,0.7149860434931787,1.1539120974114259,0.0,0.9484126984126984,0.5769005292051539,1.1539120974114259,121.30710506559777,0.12130710506559779,8,4,89,73
tv_15,0.15,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.4986841005845539,0.14719127175763483,2.823978769355369,-0.07800277489567864,0.4986841005845539,2025-10-22,2025-12-16,235,19,229,0.9087301587301587,0.7160398825915182,0.9605156959415683,0.0,1.0,0.5612857242092775,0.9605156959415683,47.00618341406161,0.04700618341406161,4,2,38,27
tv_17p5,0.175,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.24647049619808414,0.18568112714499085,1.2794144773712914,-0.23165438309178854,20.251909119911062,2016-03-08,2016-12-05,2624,740,2726,0.7797482837528604,0.998794396972882,1.5,0.09696796338672768,0.5572082379862701,0.6860436366534336,1.5,573.9689294917678,0.5739689294917678,30,11,308,267
tv_17p5,0.175,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.26342351265518604,0.18625610274201648,1.3488068672858133,-0.23165438309178854,9.36309667764482,2016-03-08,2016-12-05,2204,225,2275,0.9027777777777778,0.9796550848207116,1.5,0.06468253968253969,0.582936507936508,0.7885835168673726,1.5,468.27530436815425,0.46827530436815423,20,7,261,222
tv_17p5,0.175,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.4184992415532751,0.18520869311126226,1.9805083545986721,-0.129616270629352,4.743088908300258,2022-03-22,2022-06-09,1155,101,1141,0.9055555555555556,0.8882371525189248,1.5,0.00873015873015873,0.765079365079365,0.7185561175709179,1.5,239.91988168776504,0.23991988168776507,18,6,141,118
tv_17p5,0.175,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,0.6450800475308642,0.18864257638109788,2.7343175881439494,-0.1260969023019879,3.4520609884811755,2024-07-15,2024-09-10,706,53,695,0.9193121693121693,0.8341503840753751,1.3462307803133302,0.0,0.7857142857142857,0.6730506174060129,1.3462307803133302,141.52495590986408,0.14152495590986408,8,4,89,73
tv_17p5,0.175,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.5998136405718808,0.1717160593571141,2.8240942000905216,-0.0905655253888129,0.5998136405718808,2025-10-22,2025-12-16,235,19,229,0.9087301587301587,0.8353798630234379,1.120601645265163,0.0,0.8690476190476191,0.6548333449108238,1.120601645265163,54.84054731640521,0.054840547316405204,4,2,38,27
tv_20,0.2,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.27838890782051995,0.20724193886087922,1.2887613670019877,-0.2502593033368994,29.181262689977167,2016-03-08,2016-12-05,2434,740,2726,0.7797482837528604,1.1083721216119427,1.5,0.18249427917620137,0.3778604118993135,0.7657999649200702,1.5,640.023631684805,0.6400236316848049,30,11,308,267
tv_20,0.2,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.30005648160643594,0.20920530711877328,1.3591889196275115,-0.2502593033368994,12.791839947680574,2016-03-08,2016-12-05,2038,225,2275,0.9027777777777778,1.0952924509874802,1.5,0.16111111111111112,0.401984126984127,0.8820158279058801,1.5,524.0652377725988,0.5240652377725988,20,7,261,222
tv_20,0.2,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.48602560094008407,0.210652473126212,1.9858735940677865,-0.1468877914512804,6.246552736594354,2022-03-22,2022-06-09,1123,101,1141,0.9055555555555556,1.0093134471743432,1.5,0.04206349206349207,0.5325396825396825,0.8161106044676977,1.5,272.33957166368214,0.27233957166368217,18,6,141,118
tv_20,0.2,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,0.7609295696939498,0.21550718802360835,2.7345101965113328,-0.1430490617089999,4.460418868502207,2024-07-15,2024-09-10,704,53,695,0.9193121693121693,0.9531873729294452,1.5,0.005291005291005291,0.6587301587301587,0.7690981711483483,1.5,161.66570782769992,0.1616657078276999,8,4,89,73
tv_20,0.2,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.7067396669831836,0.19623882181591154,2.8242096278823006,-0.1030045106716907,0.7067396669831836,2025-10-22,2025-12-16,235,19,229,0.9087301587301587,0.9547198434553578,1.280687594588758,0.0,0.6547619047619048,0.7483809656123701,1.280687594588758,62.674911218748804,0.06267491121874881,4,2,38,27
tv_22p5,0.225,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.3095441927575009,0.22665331040505124,1.30318155233278,-0.26622696581853134,41.15118853181047,2016-03-08,2016-12-05,2264,740,2726,0.7797482837528604,1.2043865847198805,1.5,0.26773455377574373,0.2425629290617849,0.8358393621760224,1.5,699.36996017741,0.6993699601774099,30,11,308,267
tv_22p5,0.225,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.3352551898739726,0.2297382916681508,1.3735889211975107,-0.26622696581853134,17.015351769433703,2016-03-08,2016-12-05,1899,225,2275,0.9027777777777778,1.1966876976537248,1.5,0.23253968253968255,0.2623015873015873,0.964277740649924,1.5,575.3526223428403,0.5753526223428403,20,7,261,222
tv_22p5,0.225,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.5521337000745674,0.2347766654121515,1.9899290014172024,-0.1638611421933701,8.008358107834452,2022-03-22,2022-06-09,1085,101,1141,0.9055555555555556,1.125039262530603,1.5,0.08015873015873017,0.32857142857142857,0.9087589510864958,1.5,303.8437675310589,0.3038437675310589,18,6,141,118
tv_22p5,0.225,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,0.8800541028503781,0.24107512817801025,2.7402196281691804,-0.15813168490679674,5.645245679852236,2024-07-15,2024-09-10,675,53,695,0.9193121693121693,1.0689008745371578,1.5,0.051587301587301584,0.5370370370370371,0.8619379674183524,1.5,180.9098941200491,0.1809098941200491,8,4,89,73
tv_22p5,0.225,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.8197212455678433,0.22075955945926312,2.824325052727244,-0.11532023706356631,0.8197212455678433,2025-10-22,2025-12-16,235,19,229,0.9087301587301587,1.0740598238872774,1.4407735439123526,0.0,0.5436507936507936,0.8419285863139164,1.4407735439123526,70.5092751210924,0.07050927512109241,4,2,38,27
tv_25,0.25,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.3381534008419196,0.24304617653414082,1.3200085722069077,-0.2813236162531627,55.88770174896482,2016-03-08,2016-12-05,1986,740,2726,0.7797482837528604,1.2816964040673746,1.5,0.3778604118993135,0.1410183066361556,0.8925230040765308,1.5,747.0743563530057,0.7470743563530058,30,11,308,267
tv_25,0.25,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.36721585184607575,0.2470489157562775,1.3897531274427688,-0.2813236162531627,21.822901221580384,2016-03-08,2016-12-05,1661,225,2275,0.9027777777777778,1.2793693240207338,1.5,0.36547619047619045,0.1496031746031746,1.0310074370242666,1.5,616.914805650771,0.6169148056507711,20,7,261,222
tv_25,0.25,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.6142611650000187,0.2559456558921551,1.9987807355215819,-0.1805405790872101,9.961474916357842,2022-03-22,2022-06-09,1005,101,1141,0.9055555555555556,1.2280809528035697,1.5,0.17539682539682538,0.14682539682539683,0.9908673512637356,1.5,331.2590032437805,0.33125900324378055,18,6,141,118
tv_25,0.25,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,0.9901123308212763,0.26338908840934266,2.745318348368612,-0.16550599700214508,6.88193359918816,2024-07-15,2024-09-10,618,53,695,0.9193121693121693,1.1703965355968993,1.5,0.1626984126984127,0.2447089947089947,0.9423933085580376,1.5,197.66723363358665,0.19766723363358665,8,4,89,73
tv_25,0.25,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9273611718414707,0.2440807268277651,2.8123633111984008,-0.1275132196434342,0.9273611718414707,2025-10-22,2025-12-16,223,19,229,0.9087301587301587,1.1906786903829383,1.5,0.05555555555555555,0.011904761904761904,0.9327550930792036,1.5,78.01552660427208,0.0780155266042721,4,2,38,27
tv_27p5,0.275,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.3592984731999358,0.25649327550063106,1.3249866212387087,-0.28488382117919164,69.70965854402729,2016-03-08,2016-12-05,1772,740,2726,0.7797482837528604,1.3444465932790082,1.5,0.47339816933638446,0.08152173913043478,0.9377761679306027,1.5,787.6159080723335,0.7876159080723334,30,11,308,267
tv_27p5,0.275,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.3915348002201726,0.26121089921998075,1.3956158607011186,-0.28488382117919164,26.223296838360454,2016-03-08,2016-12-05,1479,225,2275,0.9027777777777778,1.345059737957169,1.5,0.4650793650793651,0.08293650793650793,1.084127596142793,1.5,651.9122727193826,0.6519122727193826,20,7,261,222
tv_27p5,0.275,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.660314263588182,0.27383169428762955,1.9880436135207857,-0.19693031421234797,11.61686611390063,2022-03-22,2022-06-09,895,101,1141,0.9055555555555556,1.3149865962721328,1.5,0.3103174603174603,0.04365079365079365,1.0606050300062326,1.5,354.6513161305586,0.35465131613055856,18,6,141,118
tv_27p5,0.275,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.0765757439929318,0.2819362458363333,2.7333229979839886,-0.1701231068400917,7.954541023584067,2024-07-15,2024-09-10,564,53,695,0.9193121693121693,1.2547072068376022,1.5,0.27116402116402116,0.07275132275132275,1.0097865923493032,1.5,212.2302031972615,0.2122302031972615,8,4,89,73
tv_27p5,0.275,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9982827210232044,0.2625925811210606,2.769658814186568,-0.13958398206241474,0.9982827210232044,2025-10-22,2025-12-16,186,19,229,0.9087301587301587,1.2877069347758476,1.5,0.24603174603174602,0.0,1.005869148034412,1.5,84.75496893429474,0.08475496893429474,4,2,38,27
tv_30,0.3,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.37943314331279177,0.26706519958914016,1.3378974180795893,-0.28324619975729015,85.71004760589682,2016-03-08,2016-12-05,1482,740,2726,0.7797482837528604,1.3920604877265104,1.5,0.5995423340961098,0.02545766590389016,0.9716711372752815,1.5,817.6038242139155,0.8176038242139155,30,11,308,267
tv_30,0.3,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.4152991206512855,0.27253067827996463,1.4107744627113317,-0.28324619975729015,31.246484011958948,2016-03-08,2016-12-05,1232,225,2275,0.9027777777777778,1.395404971539745,1.5,0.598015873015873,0.03531746031746032,1.1244384874976945,1.5,678.9178745616452,0.6789178745616453,20,7,261,222
tv_30,0.3,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.6994746910863696,0.28786837263406456,1.9855630668761477,-0.21270003570395246,13.176646390320391,2022-03-22,2022-06-09,738,101,1141,0.9055555555555556,1.3838529486913167,1.5,0.46746031746031746,0.0,1.1154851615425456,1.5,372.8347674987432,0.3728347674987432,18,6,141,118
tv_30,0.3,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.1472325353989747,0.29802700439531393,2.713466472027615,-0.17011862286542756,8.90004656309871,2024-07-15,2024-09-10,520,53,695,0.9193121693121693,1.3268491407493406,1.5,0.3412698412698413,0.0,1.0676084858008064,1.5,225.09797131294204,0.225097971312942,8,4,89,73
tv_30,0.3,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,1.0431372755134833,0.27852816617862075,2.7063264741397637,-0.15153305635691838,1.0431372755134833,2025-10-22,2025-12-16,165,19,229,0.9087301587301587,1.363435946210492,1.5,0.34523809523809523,0.0,1.060974676329122,1.5,91.01213151183266,0.09101213151183268,4,2,38,27
tv_32p5,0.325,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.3930611022629287,0.2741076503251504,1.346336924447362,-0.2820253212781578,98.3803210737029,2016-03-08,2016-12-05,1344,740,2726,0.7797482837528604,1.4263604734792539,1.5,0.6819221967963387,0.011727688787185355,0.9962165153818752,1.5,840.4633201338845,0.8404633201338846,30,11,308,267
tv_32p5,0.325,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.4330066535789483,0.2799015083907942,1.4252572108781043,-0.2820253212781578,35.515905013459125,2016-03-08,2016-12-05,1115,225,2275,0.9027777777777778,1.4319099900766714,1.5,0.675,0.01626984126984127,1.1533696221755356,1.5,699.7781044747034,0.6997781044747033,20,7,261,222
tv_32p5,0.325,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.7215961574272431,0.2966523386994088,1.9789931826005644,-0.22558539761455876,14.123643213881383,2022-03-22,2022-06-09,657,101,1141,0.9055555555555556,1.4331114449496316,1.5,0.580952380952381,0.0,1.1538593413815554,1.5,387.4559208659601,0.3874559208659601,18,6,141,118
tv_32p5,0.325,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.1924523535382558,0.30959261481793904,2.6908322764305486,-0.17011862286542778,9.538783725391887,2024-07-15,2024-09-10,496,53,695,0.9193121693121693,1.3915376176497467,1.5,0.3941798941798942,0.0,1.119049375159277,1.5,236.7811183465608,0.23678111834656076,8,4,89,73
tv_32p5,0.325,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,1.0710430082135778,0.291461906481079,2.645453735764573,-0.16336098276264888,1.0710430082135778,2025-10-22,2025-12-16,157,19,229,0.9087301587301587,1.4292879907091718,1.5,0.3888888888888889,0.0,1.1075462806178213,1.5,96.42352091143582,0.09642352091143581,4,2,38,27
tv_35,0.35,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.4051440070793906,0.27954963253113535,1.3564197541021477,-0.2804647920794381,111.02978312475003,2016-03-08,2016-12-05,1125,740,2726,0.7797482837528604,1.450155782050326,1.5,0.7751716247139588,0.0,1.0139958774229003,1.5,855.7472727508441,0.8557472727508442,30,11,308,267
tv_35,0.35,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.4494820192384803,0.285542421832985,1.4426677759980269,-0.2804647920794381,39.938160392857824,2016-03-08,2016-12-05,930,225,2275,0.9027777777777778,1.4578745958597799,1.5,0.7817460317460317,0.0,1.174459357808678,1.5,713.7842202201764,0.7137842202201764,20,7,261,222
tv_35,0.35,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.7447999096653504,0.3031404583831397,1.9872079696188678,-0.22755134452058423,15.170675064199543,2022-03-22,2022-06-09,529,101,1141,0.9055555555555556,1.4668563923963411,1.5,0.7420634920634921,0.0,1.181373519523913,1.5,396.56121930130894,0.39656121930130894,18,6,141,118
tv_35,0.35,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.2440219579260536,0.3194975363056992,2.689999128041856,-0.17350994303691025,10.300074497027234,2025-10-22,2025-12-16,417,53,695,0.9193121693121693,1.444760653993902,1.5,0.5701058201058201,0.0,1.1624082468255692,1.5,245.81121930130888,0.2458112193013089,8,4,89,73
tv_35,0.35,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,1.09539771123905,0.3021356584692759,2.6011973892221514,-0.17350994303691025,1.09539771123905,2025-10-22,2025-12-16,124,19,229,0.9087301587301587,1.4847484485825402,1.5,0.6428571428571429,0.0,1.1463561672943359,1.5,100.69112592978576,0.10069112592978577,4,2,38,27
tv_37p5,0.375,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.4118340382642298,0.2830628258303907,1.359880631454681,-0.28046479207943875,118.6605319098554,2016-03-08,2016-12-05,989,740,2726,0.7797482837528604,1.465303892735513,1.5,0.8363844393592678,0.0,1.0250987250836827,1.5,864.9588409245594,0.8649588409245594,30,11,308,267
tv_37p5,0.375,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.4597511503474372,0.28918140110167107,1.4525152961965961,-0.28046479207943875,42.93273711165959,2016-03-08,2016-12-05,806,225,2275,0.9027777777777778,1.4738976144536056,1.5,0.8503968253968254,0.0,1.1873919274067355,1.5,722.0831946369318,0.7220831946369319,20,7,261,222
tv_37p5,0.375,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.7594777208244532,0.30646907939014606,1.996281833947968,-0.2275513445205839,15.862379532442922,2022-03-22,2022-06-09,438,101,1141,0.9055555555555556,1.4847715559234818,1.5,0.8531746031746031,0.0,1.1961122056983793,1.5,400.157055170867,0.4001570551708671,18,6,141,118
tv_37p5,0.375,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.275572475579001,0.32469720194391366,2.6951488666016767,-0.17415407982055653,10.783437868688885,2025-10-22,2025-12-16,326,53,695,0.9193121693121693,1.4746192598724697,1.5,0.7552910052910053,0.0,1.186972723783013,1.5,249.40705517086704,0.2494070551708671,8,4,89,73
tv_37p5,0.375,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,1.1086949835601607,0.3050270859629874,2.6001501963233205,-0.17415407982055653,1.1086949835601607,2025-10-22,2025-12-16,72,19,229,0.9087301587301587,1.4999228856646587,1.5,0.9880952380952381,0.0,1.1547619047619047,1.5,101.25,0.10125,4,2,38,27
tv_40,0.4,0.2,80,1.5,full,2011-12-09,2026-05-08,3496,0.416630108890806,0.28552539413264405,1.3624839851601902,-0.2804647920794382,124.42478970192742,2016-03-08,2016-12-05,917,740,2726,0.7797482837528604,1.47643340720115,1.5,0.8729977116704806,0.0,1.0336408594719362,1.5,872.2357388722805,0.8722357388722806,30,11,308,267
tv_40,0.4,0.2,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.46582007789851443,0.29185400231220854,1.4560893092118845,-0.2804647920794382,44.79379766832673,2016-03-08,2016-12-05,742,225,2275,0.9027777777777778,1.4857043877804237,1.5,0.8853174603174603,0.0,1.1971077975363722,1.5,728.6277708862515,0.7286277708862515,20,7,261,222
tv_40,0.4,0.2,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.7694545603585141,0.30859232293130523,2.0029924912747377,-0.2275513445205838,16.345909337318947,2022-03-22,2022-06-09,386,101,1141,0.9055555555555556,1.496192960152343,1.5,0.9079365079365079,0.0,1.206187938028874,1.5,402.02220825214624,0.40202220825214624,18,6,141,118
tv_40,0.4,0.2,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.297118552839927,0.32799796347175286,2.7000870254570697,-0.17415407982055653,11.121328698536123,2025-10-22,2025-12-16,274,53,695,0.9193121693121693,1.4936549335872382,1.5,0.8465608465608465,0.0,1.2037656110005042,1.5,251.27220825214624,0.25127220825214625,8,4,89,73
tv_40,0.4,0.2,80,1.5,last_1y,2025-04-22,2026-05-08,252,1.1086949835601594,0.3050270859629874,2.6001501963233196,-0.17415407982055664,1.1086949835601594,2025-10-22,2025-12-16,72,19,229,0.9087301587301587,1.5,1.5,1.0,0.0,1.1547619047619047,1.5,101.25,0.10125,4,2,38,27
