candidate,segment,r2_threshold,switch_buffer,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,held_day_avg_weight,holding_days,holding_day_ratio,avg_turnover,turnover_total,cost_total,trade_days,score_min,score_max
r2_0.600,last_10y,0.6,1.0,2016-04-21,2026-09-02,2520,0.1756640663795157,0.17811311187111226,0.997787293773683,-0.23042368466628982,0.6146825396825397,1.0,1549,0.6146825396825397,0.18293650793650792,461.0,0.4610000000000001,335,0.5,5.0
r2_0.600,last_5y,0.6,1.0,2021-06-25,2026-09-02,1260,0.31515330444476475,0.19781071309345824,1.4838410652157223,-0.1634271816841283,0.6515873015873016,1.0,821,0.6515873015873016,0.19365079365079366,244.0,0.244,174,0.5,5.0
r2_0.600,last_3y,0.6,1.0,2023-07-24,2026-09-02,756,0.3179218422153893,0.20601787063332966,1.4433618502736545,-0.13338207273544478,0.6587301587301587,1.0,498,0.6587301587301587,0.21693121693121692,164.0,0.164,117,0.5,5.0
r2_0.600,last_1y,0.6,1.0,2025-08-20,2026-09-02,252,0.403359032655241,0.25139184312369467,1.474306553161062,-0.13154862777842746,0.6031746031746031,1.0,152,0.6031746031746031,0.2857142857142857,72.0,0.072,51,0.5,5.0
r2_0.700,full,0.7,1.0,2011-12-09,2026-09-02,3578,0.05104636697885789,0.14130885264034707,0.42331207196987375,-0.4217988559904797,0.39798770262716604,1.0,1424,0.39798770262716604,0.13555058692006708,485.0,0.48500000000000004,381,0.5,5.0
r2_0.700,last_10y,0.7,1.0,2016-04-21,2026-09-02,2520,0.07649702706195671,0.15160853894185258,0.5622460785621881,-0.3117741664420177,0.48928571428571427,1.0,1233,0.48928571428571427,0.16626984126984126,419.0,0.41900000000000004,318,0.5,5.0
r2_0.700,last_5y,0.7,1.0,2021-06-25,2026-09-02,1260,0.21891840955149222,0.16337261121277302,1.2934404964808046,-0.14658391196683906,0.5253968253968254,1.0,662,0.5253968253968254,0.16666666666666666,210.0,0.21000000000000002,158,0.5,5.0
r2_0.700,last_3y,0.7,1.0,2023-07-24,2026-09-02,756,0.1677332032848151,0.16619966931527874,1.0163450387679382,-0.14658391196683884,0.5185185185185185,1.0,392,0.5185185185185185,0.18253968253968253,138.0,0.13799999999999998,103,0.5,5.0
r2_0.700,last_1y,0.7,1.0,2025-08-20,2026-09-02,252,0.1945123520492622,0.19502191768322402,1.009232793333316,-0.1465839119668393,0.4523809523809524,1.0,114,0.4523809523809524,0.23015873015873015,58.0,0.05800000000000001,44,0.5,5.0
r2_0.800,full,0.8,1.0,2011-12-09,2026-09-02,3578,-0.004798265044100303,0.0991539950278603,0.0013131044371267114,-0.37809005232116144,0.2193963107881498,1.0,785,0.2193963107881498,0.08747903856903298,313.0,0.313,277,0.5,5.0
r2_0.800,last_10y,0.8,1.0,2016-04-21,2026-09-02,2520,-0.003455270276094158,0.11000758491721833,0.02382205124441525,-0.2860187565929597,0.27380952380952384,1.0,690,0.27380952380952384,0.10833333333333334,273.0,0.273,238,0.5,5.0
r2_0.800,last_5y,0.8,1.0,2021-06-25,2026-09-02,1260,0.05264705294871308,0.11992510854406543,0.4875103627422342,-0.21686355712415384,0.3134920634920635,1.0,395,0.3134920634920635,0.12222222222222222,154.0,0.154,129,0.5,5.0
r2_0.800,last_3y,0.8,1.0,2023-07-24,2026-09-02,756,-0.03218186854707494,0.11944734213269403,-0.21392602263815866,-0.2168635571241544,0.3055555555555556,1.0,231,0.3055555555555556,0.13756613756613756,104.0,0.10400000000000001,84,0.5,5.0
r2_0.800,last_1y,0.8,1.0,2025-08-20,2026-09-02,252,-0.05279779992865652,0.11989895036549975,-0.392089968760752,-0.14048826714596374,0.21428571428571427,1.0,54,0.21428571428571427,0.10714285714285714,27.0,0.027000000000000003,23,0.5,5.0
r2_0.900,full,0.9,1.0,2011-12-09,2026-09-02,3578,-0.014526036011767607,0.04322626107645426,-0.316835242452313,-0.19603015258386036,0.04220234768026831,1.0,151,0.04220234768026831,0.022358859698155393,80.0,0.08,78,0.5,5.0
r2_0.900,last_10y,0.9,1.0,2016-04-21,2026-09-02,2520,-0.014842669707125666,0.04860712550911001,-0.2832901674801559,-0.1663882731902525,0.054365079365079366,1.0,137,0.054365079365079366,0.02857142857142857,72.0,0.07200000000000001,70,0.5,5.0
r2_0.900,last_5y,0.9,1.0,2021-06-25,2026-09-02,1260,-0.02738685291820475,0.05819040533411815,-0.4480511846713824,-0.16543559977553746,0.07857142857142857,1.0,99,0.07857142857142857,0.0380952380952381,48.0,0.048,47,0.5,5.0
r2_0.900,last_3y,0.9,1.0,2023-07-24,2026-09-02,756,-0.030864511226552427,0.06424821319759325,-0.45572622795900236,-0.12230178239680867,0.07539682539682539,1.0,57,0.07539682539682539,0.03968253968253968,30.0,0.03,29,0.5,5.0
r2_0.900,last_1y,0.9,1.0,2025-08-20,2026-09-02,252,-0.026701050616948052,0.06056856538633938,-0.41648190671601976,-0.047963734197000174,0.05555555555555555,1.0,14,0.05555555555555555,0.031746031746031744,8.0,0.008,8,0.5,5.0
