candidate,segment,metric,max_abs_diff
r2_0.050,full,ann_vol,4.440892098500626e-16
r2_0.050,full,sharpe_repo,1.3322676295501878e-15
r2_0.050,last_10y,ann_return,6.217248937900877e-15
r2_0.050,last_10y,max_dd,3.58046925441613e-15
r2_0.050,last_10y,ann_vol,4.440892098500626e-16
r2_0.050,last_10y,sharpe_repo,6.661338147750939e-16
r2_0.050,last_5y,ann_return,6.050715484207103e-15
r2_0.050,last_5y,max_dd,1.5265566588595902e-15
r2_0.050,last_5y,ann_vol,3.885780586188048e-16
r2_0.050,last_5y,sharpe_repo,2.220446049250313e-16
r2_0.050,last_3y,ann_return,7.105427357601002e-15
r2_0.050,last_3y,max_dd,6.106226635438361e-16
r2_0.050,last_3y,ann_vol,4.440892098500626e-16
r2_0.050,last_3y,sharpe_repo,1.1102230246251565e-15
r2_0.050,last_1y,ann_return,5.6066262743570405e-15
r2_0.050,last_1y,max_dd,9.71445146547012e-16
r2_0.050,last_1y,ann_vol,4.440892098500626e-16
r2_0.050,last_1y,sharpe_repo,4.440892098500626e-16
r2_0.075,full,ann_return,4.884981308350689e-15
r2_0.075,full,max_dd,5.273559366969494e-16
r2_0.075,full,ann_vol,4.163336342344337e-16
r2_0.075,full,sharpe_repo,4.440892098500626e-16
r2_0.075,last_10y,ann_return,5.773159728050814e-15
r2_0.075,last_10y,max_dd,3.497202527569243e-15
r2_0.075,last_10y,ann_vol,4.718447854656915e-16
r2_0.075,last_10y,sharpe_repo,6.661338147750939e-16
r2_0.075,last_5y,ann_return,6.217248937900877e-15
r2_0.075,last_5y,max_dd,1.7763568394002505e-15
r2_0.075,last_5y,ann_vol,4.440892098500626e-16
r2_0.075,last_5y,sharpe_repo,4.440892098500626e-16
r2_0.075,last_3y,ann_return,7.327471962526033e-15
r2_0.075,last_3y,max_dd,5.273559366969494e-16
r2_0.075,last_3y,ann_vol,4.996003610813204e-16
r2_0.075,last_3y,sharpe_repo,0.0
r2_0.075,last_1y,ann_return,5.773159728050814e-15
r2_0.075,last_1y,max_dd,7.771561172376096e-16
r2_0.075,last_1y,ann_vol,5.551115123125783e-16
r2_0.075,last_1y,sharpe_repo,0.0
r2_0.100,full,ann_return,4.440892098500626e-15
r2_0.100,full,max_dd,7.216449660063518e-16
r2_0.100,full,ann_vol,3.885780586188048e-16
r2_0.100,full,sharpe_repo,6.661338147750939e-16
r2_0.100,last_10y,ann_return,5.10702591327572e-15
r2_0.100,last_10y,max_dd,3.4416913763379853e-15
r2_0.100,last_10y,ann_vol,4.163336342344337e-16
r2_0.100,last_10y,sharpe_repo,1.3322676295501878e-15
r2_0.100,last_5y,ann_return,6.217248937900877e-15
r2_0.100,last_5y,max_dd,1.4432899320127035e-15
r2_0.100,last_5y,ann_vol,3.885780586188048e-16
r2_0.100,last_5y,sharpe_repo,2.220446049250313e-16
r2_0.100,last_3y,ann_return,6.217248937900877e-15
r2_0.100,last_3y,max_dd,8.881784197001252e-16
r2_0.100,last_3y,ann_vol,4.996003610813204e-16
r2_0.100,last_3y,sharpe_repo,4.440892098500626e-16
r2_0.100,last_1y,ann_return,7.327471962526033e-15
r2_0.100,last_1y,max_dd,1.1102230246251565e-15
r2_0.100,last_1y,ann_vol,4.996003610813204e-16
r2_0.100,last_1y,sharpe_repo,6.661338147750939e-16
r2_0.125,full,ann_return,5.329070518200751e-15
r2_0.125,full,max_dd,4.274358644806853e-15
r2_0.125,full,ann_vol,4.440892098500626e-16
r2_0.125,full,sharpe_repo,6.661338147750939e-16
r2_0.125,last_10y,ann_return,6.217248937900877e-15
r2_0.125,last_10y,max_dd,5.329070518200751e-15
r2_0.125,last_10y,ann_vol,4.440892098500626e-16
r2_0.125,last_10y,sharpe_repo,1.1102230246251565e-15
r2_0.125,last_5y,ann_return,7.382983113757291e-15
r2_0.125,last_5y,max_dd,1.5265566588595902e-15
r2_0.125,last_5y,ann_vol,4.996003610813204e-16
r2_0.125,last_5y,sharpe_repo,6.661338147750939e-16
r2_0.125,last_3y,ann_return,6.8833827526759706e-15
r2_0.125,last_3y,max_dd,9.992007221626409e-16
r2_0.125,last_3y,ann_vol,3.885780586188048e-16
r2_0.125,last_3y,sharpe_repo,2.220446049250313e-16
r2_0.125,last_1y,ann_return,2.220446049250313e-15
r2_0.125,last_1y,max_dd,4.996003610813204e-16
r2_0.125,last_1y,ann_vol,4.440892098500626e-16
r2_0.125,last_1y,sharpe_repo,4.440892098500626e-16
r2_0.150,full,ann_return,4.274358644806853e-15
r2_0.150,full,max_dd,3.802513859341161e-15
r2_0.150,full,ann_vol,4.163336342344337e-16
r2_0.150,full,sharpe_repo,6.661338147750939e-16
r2_0.150,last_10y,ann_return,6.217248937900877e-15
r2_0.150,last_10y,max_dd,4.0245584642661925e-15
r2_0.150,last_10y,ann_vol,4.718447854656915e-16
r2_0.150,last_10y,sharpe_repo,8.881784197001252e-16
r2_0.150,last_5y,ann_return,6.661338147750939e-15
r2_0.150,last_5y,max_dd,1.4710455076283324e-15
r2_0.150,last_5y,ann_vol,4.440892098500626e-16
r2_0.150,last_5y,sharpe_repo,4.440892098500626e-16
r2_0.150,last_3y,ann_return,5.773159728050814e-15
r2_0.150,last_3y,max_dd,2.498001805406602e-16
r2_0.150,last_3y,ann_vol,4.440892098500626e-16
r2_0.150,last_3y,sharpe_repo,8.881784197001252e-16
r2_0.150,last_1y,ann_return,7.549516567451064e-15
r2_0.150,last_1y,max_dd,1.0824674490095276e-15
r2_0.150,last_1y,ann_vol,4.996003610813204e-16
r2_0.150,last_1y,sharpe_repo,1.1102230246251565e-15
r2_0.175,full,ann_return,5.10702591327572e-15
r2_0.175,full,max_dd,3.191891195797325e-15
r2_0.175,full,ann_vol,4.163336342344337e-16
r2_0.175,full,sharpe_repo,4.440892098500626e-16
r2_0.175,last_10y,ann_return,5.828670879282072e-15
r2_0.175,last_10y,max_dd,4.440892098500626e-15
r2_0.175,last_10y,ann_vol,4.440892098500626e-16
r2_0.175,last_10y,sharpe_repo,4.440892098500626e-16
r2_0.175,last_5y,ann_return,6.217248937900877e-15
r2_0.175,last_5y,max_dd,1.3877787807814457e-15
r2_0.175,last_5y,ann_vol,4.440892098500626e-16
r2_0.175,last_5y,sharpe_repo,4.440892098500626e-16
r2_0.175,last_3y,ann_return,7.327471962526033e-15
r2_0.175,last_3y,max_dd,8.881784197001252e-16
r2_0.175,last_3y,ann_vol,4.440892098500626e-16
r2_0.175,last_3y,sharpe_repo,8.881784197001252e-16
r2_0.175,last_1y,ann_return,6.8833827526759706e-15
r2_0.175,last_1y,max_dd,8.326672684688674e-16
r2_0.175,last_1y,ann_vol,4.440892098500626e-16
r2_0.175,last_1y,sharpe_repo,6.661338147750939e-16
r2_0.200,full,ann_return,5.162537064506978e-15
r2_0.200,full,max_dd,3.6637359812630166e-15
r2_0.200,full,ann_vol,4.718447854656915e-16
r2_0.200,full,sharpe_repo,6.661338147750939e-16
r2_0.200,last_10y,ann_return,5.329070518200751e-15
r2_0.200,last_10y,max_dd,5.162537064506978e-15
r2_0.200,last_10y,ann_vol,4.440892098500626e-16
r2_0.200,last_10y,sharpe_repo,4.440892098500626e-16
r2_0.200,last_5y,ann_return,7.105427357601002e-15
r2_0.200,last_5y,max_dd,1.304512053934559e-15
r2_0.200,last_5y,ann_vol,4.996003610813204e-16
r2_0.200,last_5y,sharpe_repo,0.0
r2_0.200,last_3y,ann_return,7.771561172376096e-15
r2_0.200,last_3y,max_dd,1.4155343563970746e-15
r2_0.200,last_3y,ann_vol,4.440892098500626e-16
r2_0.200,last_3y,sharpe_repo,6.661338147750939e-16
r2_0.200,last_1y,ann_return,6.439293542825908e-15
r2_0.200,last_1y,max_dd,1.1102230246251565e-15
r2_0.200,last_1y,ann_vol,4.440892098500626e-16
r2_0.200,last_1y,sharpe_repo,2.220446049250313e-16
r2_0.225,full,ann_return,4.9404924595819466e-15
r2_0.225,full,max_dd,3.802513859341161e-15
r2_0.225,full,ann_vol,3.885780586188048e-16
r2_0.225,full,sharpe_repo,1.1102230246251565e-15
r2_0.225,last_10y,ann_return,5.10702591327572e-15
r2_0.225,last_10y,max_dd,3.802513859341161e-15
r2_0.225,last_10y,ann_vol,4.163336342344337e-16
r2_0.225,last_10y,sharpe_repo,4.440892098500626e-16
r2_0.225,last_5y,ann_return,7.549516567451064e-15
r2_0.225,last_5y,max_dd,1.4710455076283324e-15
r2_0.225,last_5y,ann_vol,4.996003610813204e-16
r2_0.225,last_5y,sharpe_repo,0.0
r2_0.225,last_3y,ann_return,8.881784197001252e-15
r2_0.225,last_3y,max_dd,9.992007221626409e-16
r2_0.225,last_3y,ann_vol,3.3306690738754696e-16
r2_0.225,last_3y,sharpe_repo,4.440892098500626e-16
r2_0.225,last_1y,ann_return,5.329070518200751e-15
r2_0.225,last_1y,max_dd,6.106226635438361e-16
r2_0.225,last_1y,ann_vol,4.996003610813204e-16
r2_0.225,last_1y,sharpe_repo,4.440892098500626e-16
r2_0.250,full,ann_return,5.162537064506978e-15
r2_0.250,full,max_dd,1.942890293094024e-15
r2_0.250,full,ann_vol,3.3306690738754696e-16
r2_0.250,full,sharpe_repo,2.220446049250313e-16
r2_0.250,last_10y,ann_return,4.718447854656915e-15
r2_0.250,last_10y,max_dd,4.9960036108132044e-15
r2_0.250,last_10y,ann_vol,4.163336342344337e-16
r2_0.250,last_10y,sharpe_repo,0.0
r2_0.250,last_5y,ann_return,5.995204332975845e-15
r2_0.250,last_5y,max_dd,8.881784197001252e-16
r2_0.250,last_5y,ann_vol,4.440892098500626e-16
r2_0.250,last_5y,sharpe_repo,4.440892098500626e-16
r2_0.250,last_3y,ann_return,6.8833827526759706e-15
r2_0.250,last_3y,max_dd,1.0547118733938987e-15
r2_0.250,last_3y,ann_vol,4.440892098500626e-16
r2_0.250,last_3y,sharpe_repo,6.661338147750939e-16
r2_0.250,last_1y,ann_return,4.440892098500626e-15
r2_0.250,last_1y,max_dd,8.881784197001252e-16
r2_0.250,last_1y,ann_vol,3.885780586188048e-16
r2_0.250,last_1y,sharpe_repo,1.5543122344752192e-15
r2_0.275,full,ann_return,4.718447854656915e-15
r2_0.275,full,max_dd,1.1657341758564144e-15
r2_0.275,full,ann_vol,3.608224830031759e-16
r2_0.275,full,sharpe_repo,6.661338147750939e-16
r2_0.275,last_10y,ann_return,5.551115123125783e-15
r2_0.275,last_10y,max_dd,3.497202527569243e-15
r2_0.275,last_10y,ann_vol,3.885780586188048e-16
r2_0.275,last_10y,sharpe_repo,0.0
r2_0.275,last_5y,ann_return,5.10702591327572e-15
r2_0.275,last_5y,max_dd,7.771561172376096e-16
r2_0.275,last_5y,ann_vol,4.440892098500626e-16
r2_0.275,last_5y,sharpe_repo,0.0
r2_0.275,last_3y,ann_return,5.995204332975845e-15
r2_0.275,last_3y,max_dd,6.38378239159465e-16
r2_0.275,last_3y,ann_vol,4.996003610813204e-16
r2_0.275,last_3y,sharpe_repo,6.661338147750939e-16
r2_0.275,last_1y,ann_return,9.325873406851315e-15
r2_0.275,last_1y,max_dd,1.0824674490095276e-15
r2_0.275,last_1y,ann_vol,4.996003610813204e-16
r2_0.275,last_1y,sharpe_repo,6.661338147750939e-16
r2_0.300,full,ann_return,4.884981308350689e-15
r2_0.300,full,max_dd,8.326672684688674e-16
r2_0.300,full,ann_vol,4.163336342344337e-16
r2_0.300,full,sharpe_repo,1.1102230246251565e-15
r2_0.300,last_10y,ann_return,5.10702591327572e-15
r2_0.300,last_10y,max_dd,3.3029134982598407e-15
r2_0.300,last_10y,ann_vol,4.163336342344337e-16
r2_0.300,last_10y,sharpe_repo,4.440892098500626e-16
r2_0.300,last_5y,ann_return,6.494804694057166e-15
r2_0.300,last_5y,max_dd,8.326672684688674e-16
r2_0.300,last_5y,ann_vol,4.163336342344337e-16
r2_0.300,last_5y,sharpe_repo,2.220446049250313e-16
r2_0.300,last_3y,ann_return,6.661338147750939e-15
r2_0.300,last_3y,max_dd,1.4155343563970746e-15
r2_0.300,last_3y,ann_vol,4.440892098500626e-16
r2_0.300,last_3y,sharpe_repo,2.220446049250313e-16
r2_0.300,last_1y,ann_return,4.218847493575595e-15
r2_0.300,last_1y,max_dd,9.43689570931383e-16
r2_0.300,last_1y,ann_vol,4.996003610813204e-16
r2_0.300,last_1y,sharpe_repo,2.220446049250313e-16
r2_0.325,full,ann_return,4.9404924595819466e-15
r2_0.325,full,max_dd,1.4155343563970746e-15
r2_0.325,full,ann_vol,3.608224830031759e-16
r2_0.325,full,sharpe_repo,8.881784197001252e-16
r2_0.325,last_10y,ann_return,5.773159728050814e-15
r2_0.325,last_10y,max_dd,4.246603069191224e-15
r2_0.325,last_10y,ann_vol,3.608224830031759e-16
r2_0.325,last_10y,sharpe_repo,8.881784197001252e-16
r2_0.325,last_5y,ann_return,6.716849298982197e-15
r2_0.325,last_5y,max_dd,6.938893903907228e-16
r2_0.325,last_5y,ann_vol,3.885780586188048e-16
r2_0.325,last_5y,sharpe_repo,2.220446049250313e-16
r2_0.325,last_3y,ann_return,7.771561172376096e-15
r2_0.325,last_3y,max_dd,7.771561172376096e-16
r2_0.325,last_3y,ann_vol,4.440892098500626e-16
r2_0.325,last_3y,sharpe_repo,0.0
r2_0.325,last_1y,ann_return,7.105427357601002e-15
r2_0.325,last_1y,max_dd,9.853229343548264e-16
r2_0.325,last_1y,ann_vol,4.440892098500626e-16
r2_0.325,last_1y,sharpe_repo,4.440892098500626e-16
r2_0.350,full,ann_return,5.10702591327572e-15
r2_0.350,full,max_dd,3.774758283725532e-15
r2_0.350,full,ann_vol,3.3306690738754696e-16
r2_0.350,full,sharpe_repo,8.881784197001252e-16
r2_0.350,last_10y,ann_return,5.10702591327572e-15
r2_0.350,last_10y,max_dd,2.3592239273284576e-15
r2_0.350,last_10y,ann_vol,3.608224830031759e-16
r2_0.350,last_10y,sharpe_repo,6.661338147750939e-16
r2_0.350,last_5y,ann_return,6.661338147750939e-15
r2_0.350,last_5y,max_dd,1.27675647831893e-15
r2_0.350,last_5y,ann_vol,4.996003610813204e-16
r2_0.350,last_5y,sharpe_repo,2.220446049250313e-16
r2_0.350,last_3y,ann_return,7.105427357601002e-15
r2_0.350,last_3y,max_dd,1.1934897514720433e-15
r2_0.350,last_3y,ann_vol,4.996003610813204e-16
r2_0.350,last_3y,sharpe_repo,4.440892098500626e-16
r2_0.350,last_1y,ann_return,6.439293542825908e-15
r2_0.350,last_1y,max_dd,7.216449660063518e-16
r2_0.350,last_1y,ann_vol,4.440892098500626e-16
r2_0.350,last_1y,sharpe_repo,0.0
r2_0.375,full,ann_return,4.440892098500626e-15
r2_0.375,full,max_dd,3.83026943495679e-15
r2_0.375,full,ann_vol,4.163336342344337e-16
r2_0.375,full,sharpe_repo,8.881784197001252e-16
r2_0.375,last_10y,ann_return,5.10702591327572e-15
r2_0.375,last_10y,max_dd,9.43689570931383e-16
r2_0.375,last_10y,ann_vol,4.718447854656915e-16
r2_0.375,last_10y,sharpe_repo,8.881784197001252e-16
r2_0.375,last_5y,ann_return,6.439293542825908e-15
r2_0.375,last_5y,max_dd,1.1657341758564144e-15
r2_0.375,last_5y,ann_vol,4.718447854656915e-16
r2_0.375,last_5y,sharpe_repo,4.440892098500626e-16
r2_0.375,last_3y,ann_return,5.551115123125783e-15
r2_0.375,last_3y,max_dd,3.0531133177191805e-16
r2_0.375,last_3y,ann_vol,5.273559366969494e-16
r2_0.375,last_3y,sharpe_repo,0.0
r2_0.375,last_1y,ann_return,4.496403249731884e-15
r2_0.375,last_1y,max_dd,1.4155343563970746e-15
r2_0.375,last_1y,ann_vol,4.440892098500626e-16
r2_0.375,last_1y,sharpe_repo,6.661338147750939e-16
r2_0.400,full,ann_return,4.468647674116255e-15
r2_0.400,full,max_dd,1.8596235662471372e-15
r2_0.400,full,ann_vol,4.163336342344337e-16
r2_0.400,full,sharpe_repo,4.440892098500626e-16
r2_0.400,last_10y,ann_return,4.468647674116255e-15
r2_0.400,last_10y,max_dd,8.326672684688674e-17
r2_0.400,last_10y,ann_vol,4.440892098500626e-16
r2_0.400,last_10y,sharpe_repo,1.1102230246251565e-15
r2_0.400,last_5y,ann_return,6.716849298982197e-15
r2_0.400,last_5y,max_dd,2.4702462297909733e-15
r2_0.400,last_5y,ann_vol,5.273559366969494e-16
r2_0.400,last_5y,sharpe_repo,2.220446049250313e-16
r2_0.400,last_3y,ann_return,6.439293542825908e-15
r2_0.400,last_3y,max_dd,2.7200464103316335e-15
r2_0.400,last_3y,ann_vol,4.996003610813204e-16
r2_0.400,last_3y,sharpe_repo,2.220446049250313e-16
r2_0.400,last_1y,ann_return,5.329070518200751e-15
r2_0.400,last_1y,max_dd,1.1934897514720433e-15
r2_0.400,last_1y,ann_vol,5.551115123125783e-16
r2_0.400,last_1y,sharpe_repo,2.220446049250313e-16
r2_0.450,full,ann_return,4.218847493575595e-15
r2_0.450,full,max_dd,2.1094237467877974e-15
r2_0.450,full,ann_vol,3.885780586188048e-16
r2_0.450,full,sharpe_repo,8.881784197001252e-16
r2_0.450,last_10y,ann_return,4.690692279041286e-15
r2_0.450,last_10y,max_dd,2.0539125955565396e-15
r2_0.450,last_10y,ann_vol,4.440892098500626e-16
r2_0.450,last_10y,sharpe_repo,1.3322676295501878e-15
r2_0.450,last_5y,ann_return,6.494804694057166e-15
r2_0.450,last_5y,max_dd,2.1649348980190553e-15
r2_0.450,last_5y,ann_vol,4.440892098500626e-16
r2_0.450,last_5y,sharpe_repo,8.881784197001252e-16
r2_0.450,last_3y,ann_return,4.218847493575595e-15
r2_0.450,last_3y,max_dd,1.0547118733938987e-15
r2_0.450,last_3y,ann_vol,4.996003610813204e-16
r2_0.450,last_3y,sharpe_repo,8.881784197001252e-16
r2_0.450,last_1y,ann_return,3.552713678800501e-15
r2_0.450,last_1y,max_dd,1.1379786002407855e-15
r2_0.450,last_1y,ann_vol,5.551115123125783e-16
r2_0.450,last_1y,sharpe_repo,1.7763568394002505e-15
r2_0.500,full,ann_return,4.274358644806853e-15
r2_0.500,full,max_dd,2.4424906541753444e-15
r2_0.500,full,ann_vol,3.885780586188048e-16
r2_0.500,full,sharpe_repo,5.551115123125783e-16
r2_0.500,last_10y,ann_return,4.468647674116255e-15
r2_0.500,last_10y,max_dd,1.2212453270876722e-15
r2_0.500,last_10y,ann_vol,4.163336342344337e-16
r2_0.500,last_10y,sharpe_repo,3.3306690738754696e-16
r2_0.500,last_5y,ann_return,5.6066262743570405e-15
r2_0.500,last_5y,max_dd,2.3869795029440866e-15
r2_0.500,last_5y,ann_vol,4.996003610813204e-16
r2_0.500,last_5y,sharpe_repo,4.440892098500626e-16
r2_0.500,last_3y,ann_return,4.440892098500626e-15
r2_0.500,last_3y,max_dd,1.1657341758564144e-15
r2_0.500,last_3y,ann_vol,4.718447854656915e-16
r2_0.500,last_3y,sharpe_repo,2.220446049250313e-16
r2_0.500,last_1y,ann_return,6.050715484207103e-15
r2_0.500,last_1y,max_dd,7.771561172376096e-16
r2_0.500,last_1y,ann_vol,4.440892098500626e-16
r2_0.500,last_1y,sharpe_repo,2.220446049250313e-16
r2_0.600,full,ann_return,3.3584246494910985e-15
r2_0.600,full,max_dd,9.2148511043888e-15
r2_0.600,full,ann_vol,3.608224830031759e-16
r2_0.600,full,sharpe_repo,7.771561172376096e-16
r2_0.600,last_10y,ann_return,3.9968028886505635e-15
r2_0.600,last_10y,max_dd,1.0297318553398327e-14
r2_0.600,last_10y,ann_vol,3.608224830031759e-16
r2_0.600,last_10y,sharpe_repo,8.881784197001252e-16
r2_0.600,last_5y,ann_return,4.274358644806853e-15
r2_0.600,last_5y,max_dd,8.881784197001252e-16
r2_0.600,last_5y,ann_vol,4.163336342344337e-16
r2_0.600,last_5y,sharpe_repo,4.440892098500626e-16
r2_0.600,last_3y,ann_return,4.884981308350689e-15
r2_0.600,last_3y,max_dd,8.049116928532385e-16
r2_0.600,last_3y,ann_vol,3.608224830031759e-16
r2_0.600,last_3y,sharpe_repo,4.440892098500626e-16
r2_0.600,last_1y,ann_return,3.9968028886505635e-15
r2_0.600,last_1y,max_dd,7.216449660063518e-16
r2_0.600,last_1y,ann_vol,3.885780586188048e-16
r2_0.600,last_1y,sharpe_repo,1.5543122344752192e-15
r2_0.700,full,ann_return,2.310651670001107e-15
r2_0.700,full,max_dd,7.993605777301127e-15
r2_0.700,full,ann_vol,2.7755575615628914e-16
r2_0.700,full,sharpe_repo,2.7755575615628914e-16
r2_0.700,last_10y,ann_return,2.67841304690819e-15
r2_0.700,last_10y,max_dd,8.104628079763643e-15
r2_0.700,last_10y,ann_vol,3.3306690738754696e-16
r2_0.700,last_10y,sharpe_repo,5.551115123125783e-16
r2_0.700,last_5y,ann_return,2.914335439641036e-15
r2_0.700,last_5y,max_dd,6.106226635438361e-16
r2_0.700,last_5y,ann_vol,4.163336342344337e-16
r2_0.700,last_5y,sharpe_repo,0.0
r2_0.700,last_3y,ann_return,4.218847493575595e-15
r2_0.700,last_3y,max_dd,2.7755575615628914e-16
r2_0.700,last_3y,ann_vol,3.608224830031759e-16
r2_0.700,last_3y,sharpe_repo,4.440892098500626e-16
r2_0.700,last_1y,ann_return,3.9968028886505635e-15
r2_0.700,last_1y,max_dd,1.1102230246251565e-15
r2_0.700,last_1y,ann_vol,3.608224830031759e-16
r2_0.700,last_1y,sharpe_repo,1.7763568394002505e-15
r2_0.800,full,ann_return,1.551710149261254e-15
r2_0.800,full,max_dd,6.050715484207103e-15
r2_0.800,full,ann_vol,2.636779683484747e-16
r2_0.800,full,sharpe_repo,6.065026952883912e-16
r2_0.800,last_10y,ann_return,1.4966326788989903e-15
r2_0.800,last_10y,max_dd,4.551914400963142e-15
r2_0.800,last_10y,ann_vol,2.636779683484747e-16
r2_0.800,last_10y,sharpe_repo,3.0878077872387166e-16
r2_0.800,last_5y,ann_return,2.0816681711721685e-15
r2_0.800,last_5y,max_dd,1.4155343563970746e-15
r2_0.800,last_5y,ann_vol,3.0531133177191805e-16
r2_0.800,last_5y,sharpe_repo,1.27675647831893e-15
r2_0.800,last_3y,ann_return,1.5126788710517758e-15
r2_0.800,last_3y,max_dd,1.4432899320127035e-15
r2_0.800,last_3y,ann_vol,3.0531133177191805e-16
r2_0.800,last_3y,sharpe_repo,3.4416913763379853e-15
r2_0.800,last_1y,ann_return,8.673617379884035e-16
r2_0.800,last_1y,max_dd,6.38378239159465e-16
r2_0.800,last_1y,ann_vol,2.3592239273284576e-16
r2_0.800,last_1y,sharpe_repo,2.3869795029440866e-15
r2_0.900,full,ann_return,3.2612801348363973e-16
r2_0.900,full,max_dd,3.164135620181696e-15
r2_0.900,full,ann_vol,5.551115123125783e-17
r2_0.900,full,sharpe_repo,5.551115123125783e-17
r2_0.900,last_10y,ann_return,1.5612511283791264e-16
r2_0.900,last_10y,max_dd,2.3314683517128287e-15
r2_0.900,last_10y,ann_vol,1.1796119636642288e-16
r2_0.900,last_10y,sharpe_repo,3.885780586188048e-16
r2_0.900,last_5y,ann_return,3.920475055707584e-16
r2_0.900,last_5y,max_dd,1.3877787807814457e-15
r2_0.900,last_5y,ann_vol,1.3183898417423734e-16
r2_0.900,last_5y,sharpe_repo,1.7208456881689926e-15
