candidate,segment,start,end,rows,ann_return,ann_vol,max_dd,sharpe_repo,total,trades,cost_sum,turnover_sum,cash_days,half_position_days,overheat_days,avg_final_exposure,max_final_exposure,scan_family,cap_159915.SZ,cap_159941.SZ,cap_513030.SH,cap_513520.SH,cap_159985.SZ,cap_518880.SH
focus_inf_15_soy_6,last_3y,2023-05-15,2026-05-15,727,0.9673446798322722,0.25835300107551024,-0.1655059970021454,2.749005393816501,6.0440396101451865,592,0.1549702585409351,154.9702585409351,51,139,46,0.8216992976987558,1.5,supplemental_3d,inf,5.0,15,5.0,6,5.0
focus_inf_15_soy_6,last_1y,2025-05-15,2026-05-15,243,0.9692141621525037,0.23594398987780987,-0.09548596305335033,2.9922821479066943,0.9221288087748485,208,0.054916039469477526,54.916039469477525,16,51,24,0.769906833465526,1.437993790391855,supplemental_3d,inf,5.0,15,5.0,6,5.0
focus_inf_12_soy_5,full,2011-12-09,2026-05-15,3501,0.38812278651064025,0.24100069219493953,-0.24946557545371817,1.4813356319448492,94.22045159237655,2069,0.6228925244730825,622.8925244730825,661,481,150,0.8459821681481611,1.5,supplemental_3d,inf,5.0,12,5.0,5,5.0
focus_inf_12_soy_5,from_2020,2020-01-02,2026-05-15,1540,0.6171556076973168,0.2511540852282905,-0.18054057908721055,2.0397919223394494,17.867115673567763,1248,0.350089545239644,350.08954523964394,105,288,67,0.9007315063616825,1.5,supplemental_3d,inf,5.0,12,5.0,5,5.0
focus_inf_12_soy_5,last_10y,2016-05-16,2026-05-15,2427,0.42878667762629963,0.2410288880271895,-0.1821640444508077,1.6009502098295463,30.080183469448915,1630,0.5169460251268118,516.9460251268118,213,410,82,0.9761702269047664,1.5,supplemental_3d,inf,5.0,12,5.0,5,5.0
focus_inf_12_soy_5,last_5y,2021-05-17,2026-05-15,1211,0.6489249294899775,0.250094468363985,-0.18054057908721055,2.12462916738687,10.06040206835011,942,0.2768273357639241,276.8273357639241,88,211,55,0.9269347532135136,1.5,supplemental_3d,inf,5.0,12,5.0,5,5.0
focus_inf_12_soy_5,last_3y,2023-05-15,2026-05-15,727,0.9512406056227316,0.2583870660102959,-0.16550599700214508,2.716780178608046,5.878974348415228,591,0.15869572147058988,158.6957214705899,52,143,45,0.8185428845283115,1.5,supplemental_3d,inf,5.0,12,5.0,5,5.0
focus_inf_12_soy_5,last_1y,2025-05-15,2026-05-15,243,0.957626870188802,0.23594995089630388,-0.09548596305335044,2.9671304999165096,0.9112213659664388,207,0.054919883714272304,54.919883714272295,17,50,24,0.7678796276153618,1.4379937903918478,supplemental_3d,inf,5.0,12,5.0,5,5.0
focus_inf_12_soy_6,full,2011-12-09,2026-05-15,3501,0.38394592044749154,0.24102952730229618,-0.24946557545371817,1.4686802752978614,90.31618760036527,2070,0.621318496685937,621.3184966859369,660,476,150,0.8479299575005635,1.5,supplemental_3d,inf,5.0,12,5.0,6,5.0
focus_inf_12_soy_6,from_2020,2020-01-02,2026-05-15,1540,0.6061144839504635,0.25123354971182904,-0.180540579087211,2.011931396098302,17.093519254672813,1249,0.3485155174524984,348.5155174524984,104,283,67,0.9051595651426966,1.5,supplemental_3d,inf,5.0,12,5.0,6,5.0
focus_inf_12_soy_6,last_10y,2016-05-16,2026-05-15,2427,0.4225890854897225,0.2410724917518676,-0.1821640444508077,1.5826638609886183,28.80582235105879,1631,0.5153719973396662,515.3719973396662,212,405,82,0.978979955179493,1.5,supplemental_3d,inf,5.0,12,5.0,6,5.0
focus_inf_12_soy_6,last_5y,2021-05-17,2026-05-15,1211,0.6573045806548607,0.25018822380200856,-0.18054057908721088,2.144227525698577,10.333135708775801,943,0.27325018024044534,273.2501802404454,87,206,55,0.9299537504717869,1.5,supplemental_3d,inf,5.0,12,5.0,6,5.0
focus_inf_12_soy_6,last_3y,2023-05-15,2026-05-15,727,0.9660934071818337,0.25840722960163826,-0.1655059970021454,2.746014332976178,6.031122457242255,592,0.15500996993344318,155.00996993344316,51,138,45,0.82312139639716,1.5,supplemental_3d,inf,5.0,12,5.0,6,5.0
focus_inf_12_soy_6,last_1y,2025-05-15,2026-05-15,243,0.9693934644976054,0.23594803724229454,-0.09548596305335111,2.9926216610983927,0.9222975730560239,208,0.054917876657264914,54.91787665726491,16,51,24,0.7699725716980182,1.4379937903918525,supplemental_3d,inf,5.0,12,5.0,6,5.0
focus_7_15_soy_5,full,2011-12-09,2026-05-15,3501,0.3742534477149544,0.24455419980430274,-0.24946557545371872,1.4222710134564382,81.8214476820596,2040,0.6994534718200378,699.4534718200377,709,541,47,0.8882217339103305,1.5,supplemental_3d,7.0,5.0,15,5.0,5,5.0
focus_7_15_soy_5,from_2020,2020-01-02,2026-05-15,1540,0.6391083851319979,0.26075810916059844,-0.18054057908720988,2.02602773522446,19.487611440869173,1284,0.3823476611235192,382.3476611235192,108,316,28,0.9434445661591958,1.5,supplemental_3d,7.0,5.0,15,5.0,5,5.0
focus_7_15_soy_5,last_10y,2016-05-16,2026-05-15,2427,0.42004537870510816,0.24687084187523758,-0.18216404445080747,1.5441532381066583,28.29648088203952,1608,0.5619055833548645,561.9055833548645,219,445,31,1.0211087133779222,1.5,supplemental_3d,7.0,5.0,15,5.0,5,5.0
focus_7_15_soy_5,last_5y,2021-05-17,2026-05-15,1211,0.6884319791664788,0.2552755245031127,-0.18054057908720988,2.179572484397547,11.393241984437235,970,0.303930802613292,303.9308026132919,91,228,26,0.9750504705565242,1.5,supplemental_3d,7.0,5.0,15,5.0,5,5.0
focus_7_15_soy_5,last_3y,2023-05-15,2026-05-15,727,1.014326879825472,0.2664394042943738,-0.16550599700214563,2.762380250205533,6.540337119218067,620,0.18302178972407118,183.0217897240712,53,158,16,0.8993343547651699,1.5,supplemental_3d,7.0,5.0,15,5.0,5,5.0
focus_7_15_soy_5,last_1y,2025-05-15,2026-05-15,243,0.98474242961472,0.2446751922007746,-0.12369713665766413,2.9264827726147526,0.9367424109516405,220,0.06915088696952966,69.15088696952965,18,61,11,0.8794693653440673,1.437993790391853,supplemental_3d,7.0,5.0,15,5.0,5,5.0
focus_7_15_soy_6,full,2011-12-09,2026-05-15,3501,0.3701186046518805,0.2445823936206735,-0.24946557545371872,1.4098112738393087,78.42580585884573,2041,0.6978790561477931,697.8790561477931,708,536,47,0.8901701280024503,1.5,supplemental_3d,7.0,5.0,15,5.0,6,5.0
focus_7_15_soy_6,from_2020,2020-01-02,2026-05-15,1540,0.6279181625161436,0.260836791572383,-0.18054057908721077,1.9992055418532726,18.64762865605437,1285,0.3807732454512745,380.77324545127453,107,311,28,0.9478739997413463,1.5,supplemental_3d,7.0,5.0,15,5.0,6,5.0
focus_7_15_soy_6,last_10y,2016-05-16,2026-05-15,2427,0.41388613522307494,0.24691341061250635,-0.18216404445080747,1.5263175257961363,27.09533844200478,1609,0.5603311676826197,560.3311676826199,218,440,31,1.0239193140027727,1.5,supplemental_3d,7.0,5.0,15,5.0,6,5.0
focus_7_15_soy_6,last_5y,2021-05-17,2026-05-15,1211,0.6970134395445147,0.2553660150520203,-0.18054057908721077,2.1987841780034176,11.698878900739395,971,0.3003532592047141,300.35325920471416,90,223,26,0.9780712161168208,1.5,supplemental_3d,7.0,5.0,15,5.0,6,5.0
focus_7_15_soy_6,last_3y,2023-05-15,2026-05-15,727,1.0296619623713994,0.2664560924886987,-0.16550599700214552,2.79076872087407,6.707135821482954,621,0.17933565030182536,179.33565030182532,52,153,16,0.9039157788675121,1.5,supplemental_3d,7.0,5.0,15,5.0,6,5.0
focus_7_15_soy_6,last_1y,2025-05-15,2026-05-15,243,0.9966780970508851,0.24467501912010534,-0.12369713665766391,2.9510592783079015,0.9479722519525096,221,0.0691484920274231,69.1484920274231,17,62,11,0.8815710221582053,1.4379937903918534,supplemental_3d,7.0,5.0,15,5.0,6,5.0
