candidate,date,switch_buffer,position_before,position,best_candidate,best_score,current_score,buffer_blocked
switch_1.00,2015-09-10,1.0,159941.SZ,159941.SZ,159941.SZ,-0.6783131985989311,-0.6783131985989311,False
switch_1.00,2015-09-11,1.0,159941.SZ,159941.SZ,159941.SZ,-0.6166619177690099,-0.6166619177690099,False
switch_1.00,2015-09-14,1.0,159941.SZ,CASH,CASH,,,False
switch_1.00,2015-09-15,1.0,CASH,518880.SH,518880.SH,-0.25243918023139056,,False
switch_1.00,2015-09-16,1.0,518880.SH,518880.SH,518880.SH,-0.31581803348865956,-0.31581803348865956,False
switch_1.00,2015-09-17,1.0,518880.SH,518880.SH,518880.SH,-0.3183184178766577,-0.3183184178766577,False
switch_1.00,2015-09-18,1.0,518880.SH,518880.SH,518880.SH,-0.2931632074493612,-0.2931632074493612,False
switch_1.00,2015-09-21,1.0,518880.SH,518880.SH,518880.SH,-0.22679957537956907,-0.22679957537956907,False
switch_1.00,2015-09-22,1.0,518880.SH,CASH,CASH,,,False
switch_1.00,2015-09-23,1.0,CASH,159941.SZ,159941.SZ,0.5980855355273789,,False
switch_1.00,2015-09-24,1.0,159941.SZ,159941.SZ,159941.SZ,0.5534448943260519,0.5534448943260519,False
switch_1.00,2015-09-25,1.0,159941.SZ,159941.SZ,159941.SZ,0.47451135049315796,0.47451135049315796,False
switch_1.00,2015-09-28,1.0,159941.SZ,CASH,CASH,,,False
switch_1.00,2015-09-29,1.0,CASH,CASH,CASH,,,False
switch_1.00,2015-09-30,1.0,CASH,CASH,CASH,,,False
switch_1.00,2015-10-08,1.0,CASH,CASH,CASH,,,False
switch_1.00,2015-10-09,1.0,CASH,518880.SH,518880.SH,0.24778945898942717,,False
switch_1.00,2015-10-12,1.0,518880.SH,518880.SH,518880.SH,0.3531803547426251,0.3531803547426251,False
switch_1.00,2015-10-13,1.0,518880.SH,518880.SH,518880.SH,0.4081676236232483,0.4081676236232483,False
switch_1.00,2015-10-14,1.0,518880.SH,518880.SH,518880.SH,0.544558569520754,0.544558569520754,False
switch_1.00,2015-10-15,1.0,518880.SH,518880.SH,518880.SH,0.6847870999018546,0.6847870999018546,False
switch_1.00,2015-10-16,1.0,518880.SH,518880.SH,518880.SH,0.7714678517574771,0.7714678517574771,False
switch_1.00,2015-10-19,1.0,518880.SH,518880.SH,518880.SH,0.8038275671481467,0.8038275671481467,False
switch_1.00,2015-10-20,1.0,518880.SH,518880.SH,518880.SH,0.7905543541765137,0.7905543541765137,False
switch_1.00,2015-10-21,1.0,518880.SH,518880.SH,518880.SH,0.7755375820365915,0.7755375820365915,False
switch_1.00,2015-10-22,1.0,518880.SH,518880.SH,518880.SH,0.7059283315024365,0.7059283315024365,False
switch_1.00,2015-10-23,1.0,518880.SH,159941.SZ,159941.SZ,0.7398229932537799,0.6731559247528869,False
switch_1.00,2015-10-26,1.0,159941.SZ,159941.SZ,159941.SZ,1.1412171341889201,1.1412171341889201,False
switch_1.00,2015-10-27,1.0,159941.SZ,159941.SZ,159941.SZ,1.5054872818665377,1.5054872818665377,False
switch_1.00,2015-10-28,1.0,159941.SZ,159941.SZ,159941.SZ,1.9187662564386838,1.9187662564386838,False
switch_1.00,2015-10-29,1.0,159941.SZ,159941.SZ,159941.SZ,2.3710043690161946,2.3710043690161946,False
switch_1.00,2015-10-30,1.0,159941.SZ,159941.SZ,159941.SZ,2.6981359146472053,2.6981359146472053,False
switch_1.00,2015-11-02,1.0,159941.SZ,159941.SZ,159941.SZ,2.7068345382810195,2.7068345382810195,False
switch_1.00,2015-11-03,1.0,159941.SZ,159941.SZ,159941.SZ,2.8091935320311574,2.8091935320311574,False
switch_1.00,2015-11-04,1.0,159941.SZ,159941.SZ,159941.SZ,2.7808710157519387,2.7808710157519387,False
switch_1.00,2015-11-05,1.0,159941.SZ,159941.SZ,159941.SZ,2.5376672061669003,2.5376672061669003,False
switch_1.00,2015-11-06,1.0,159941.SZ,159941.SZ,159941.SZ,2.326422777215424,2.326422777215424,False
switch_1.00,2015-11-09,1.0,159941.SZ,159941.SZ,159941.SZ,2.08745322718888,2.08745322718888,False
switch_1.00,2015-11-10,1.0,159941.SZ,159941.SZ,159941.SZ,1.7027851551358069,1.7027851551358069,False
switch_1.00,2015-11-11,1.0,159941.SZ,159941.SZ,159941.SZ,1.3720274112699533,1.3720274112699533,False
switch_1.00,2015-11-12,1.0,159941.SZ,159941.SZ,159941.SZ,1.1042617600481544,1.1042617600481544,False
switch_1.00,2015-11-13,1.0,159941.SZ,159941.SZ,159941.SZ,0.8446306927538003,0.8446306927538003,False
switch_1.00,2015-11-16,1.0,159941.SZ,159941.SZ,159941.SZ,0.5077556823780325,0.5077556823780325,False
switch_1.00,2015-11-17,1.0,159941.SZ,518880.SH,518880.SH,-0.663053030680394,,False
switch_1.00,2015-11-18,1.0,518880.SH,518880.SH,518880.SH,-0.6695280306250216,-0.6695280306250216,False
switch_1.00,2015-11-19,1.0,518880.SH,518880.SH,518880.SH,-0.6613996030905922,-0.6613996030905922,False
switch_1.00,2015-11-20,1.0,518880.SH,518880.SH,518880.SH,-0.6376543876586707,-0.6376543876586707,False
switch_1.00,2015-11-23,1.0,518880.SH,518880.SH,518880.SH,-0.6240700758824891,-0.6240700758824891,False
switch_1.00,2015-11-24,1.0,518880.SH,518880.SH,518880.SH,-0.6036852140873263,-0.6036852140873263,False
switch_1.00,2015-11-25,1.0,518880.SH,518880.SH,518880.SH,-0.56492175919927,-0.56492175919927,False
switch_1.00,2015-11-26,1.0,518880.SH,518880.SH,518880.SH,-0.528453933661488,-0.528453933661488,False
switch_1.00,2015-11-27,1.0,518880.SH,518880.SH,518880.SH,-0.49684688702962787,-0.49684688702962787,False
switch_1.00,2015-11-30,1.0,518880.SH,518880.SH,518880.SH,-0.48488945768662106,-0.48488945768662106,False
switch_1.00,2015-12-01,1.0,518880.SH,518880.SH,518880.SH,-0.4318494709730629,-0.4318494709730629,False
switch_1.00,2015-12-02,1.0,518880.SH,159941.SZ,159941.SZ,0.2928404994875511,-0.3863812242423992,False
switch_1.00,2015-12-03,1.0,159941.SZ,159941.SZ,159941.SZ,0.2975346888512418,0.2975346888512418,False
switch_1.00,2015-12-04,1.0,159941.SZ,159941.SZ,159941.SZ,0.25674914001895077,0.25674914001895077,False
switch_1.00,2015-12-07,1.0,159941.SZ,159941.SZ,159941.SZ,0.27092060162003384,0.27092060162003384,False
switch_1.00,2015-12-08,1.0,159941.SZ,159941.SZ,159941.SZ,0.25963954970311653,0.25963954970311653,False
switch_1.00,2015-12-09,1.0,159941.SZ,159941.SZ,159941.SZ,0.2807827923026498,0.2807827923026498,False
switch_1.00,2015-12-10,1.0,159941.SZ,159941.SZ,159941.SZ,0.2303374458381986,0.2303374458381986,False
switch_1.00,2015-12-11,1.0,159941.SZ,159941.SZ,159941.SZ,0.20844210888227632,0.20844210888227632,False
switch_1.00,2015-12-14,1.0,159941.SZ,CASH,CASH,,,False
switch_1.00,2015-12-15,1.0,CASH,CASH,CASH,,,False
switch_1.00,2015-12-16,1.0,CASH,CASH,CASH,,,False
switch_1.00,2015-12-17,1.0,CASH,CASH,CASH,,,False
switch_1.00,2015-12-18,1.0,CASH,CASH,CASH,,,False
switch_1.00,2015-12-21,1.0,CASH,518880.SH,518880.SH,0.14766544849802843,,False
switch_1.00,2015-12-22,1.0,518880.SH,518880.SH,518880.SH,0.1944675251038166,0.1944675251038166,False
switch_1.00,2015-12-23,1.0,518880.SH,518880.SH,518880.SH,0.21876003723626591,0.21876003723626591,False
switch_1.00,2015-12-24,1.0,518880.SH,518880.SH,518880.SH,0.23869684042857187,0.23869684042857187,False
switch_1.00,2015-12-25,1.0,518880.SH,518880.SH,518880.SH,0.26210346284399666,0.26210346284399666,False
switch_1.00,2015-12-28,1.0,518880.SH,518880.SH,518880.SH,0.25806489090256823,0.25806489090256823,False
switch_1.00,2015-12-29,1.0,518880.SH,518880.SH,518880.SH,0.25810148530528854,0.25810148530528854,False
switch_1.00,2015-12-30,1.0,518880.SH,518880.SH,518880.SH,0.24462457090653866,0.24462457090653866,False
switch_1.00,2015-12-31,1.0,518880.SH,518880.SH,518880.SH,0.19383474052728245,0.19383474052728245,False
switch_1.00,2016-01-04,1.0,518880.SH,518880.SH,518880.SH,0.18777801243278192,0.18777801243278192,False
switch_1.00,2016-01-05,1.0,518880.SH,518880.SH,518880.SH,0.22096905025911462,0.22096905025911462,False
switch_1.00,2016-01-06,1.0,518880.SH,518880.SH,518880.SH,0.2952326825888343,0.2952326825888343,False
switch_1.00,2016-01-07,1.0,518880.SH,518880.SH,518880.SH,0.4866416250373833,0.4866416250373833,False
switch_1.00,2016-01-08,1.0,518880.SH,518880.SH,518880.SH,0.6588310657437435,0.6588310657437435,False
switch_1.00,2016-01-11,1.0,518880.SH,518880.SH,518880.SH,0.8463916723845175,0.8463916723845175,False
switch_1.00,2016-01-12,1.0,518880.SH,518880.SH,518880.SH,0.9058208227544065,0.9058208227544065,False
switch_1.00,2016-01-13,1.0,518880.SH,518880.SH,518880.SH,0.8691780029781291,0.8691780029781291,False
switch_1.00,2016-01-14,1.0,518880.SH,518880.SH,518880.SH,0.8771357049264061,0.8771357049264061,False
switch_1.00,2016-01-15,1.0,518880.SH,518880.SH,518880.SH,0.8166724590469088,0.8166724590469088,False
switch_1.00,2016-01-18,1.0,518880.SH,518880.SH,518880.SH,0.7753358182091086,0.7753358182091086,False
switch_1.00,2016-01-19,1.0,518880.SH,518880.SH,518880.SH,0.7141117091886513,0.7141117091886513,False
switch_1.00,2016-01-20,1.0,518880.SH,518880.SH,518880.SH,0.6971676246089247,0.6971676246089247,False
switch_1.00,2016-01-21,1.0,518880.SH,518880.SH,518880.SH,0.7303806308797245,0.7303806308797245,False
switch_1.00,2016-01-22,1.0,518880.SH,518880.SH,518880.SH,0.6925196452377884,0.6925196452377884,False
switch_1.00,2016-01-25,1.0,518880.SH,518880.SH,518880.SH,0.6555012428255873,0.6555012428255873,False
switch_1.00,2016-01-26,1.0,518880.SH,518880.SH,518880.SH,0.7339968863341488,0.7339968863341488,False
switch_1.00,2016-01-27,1.0,518880.SH,518880.SH,518880.SH,0.7715699355716759,0.7715699355716759,False
switch_1.00,2016-01-28,1.0,518880.SH,518880.SH,518880.SH,0.7368739346539144,0.7368739346539144,False
switch_1.00,2016-01-29,1.0,518880.SH,518880.SH,518880.SH,0.6946779462795094,0.6946779462795094,False
switch_1.00,2016-02-01,1.0,518880.SH,518880.SH,518880.SH,0.7026318877464091,0.7026318877464091,False
switch_1.00,2016-02-02,1.0,518880.SH,518880.SH,518880.SH,0.7094914979117171,0.7094914979117171,False
switch_1.00,2016-02-03,1.0,518880.SH,518880.SH,518880.SH,0.7306415358774787,0.7306415358774787,False
switch_1.00,2016-02-04,1.0,518880.SH,518880.SH,518880.SH,0.8031254871306894,0.8031254871306894,False
switch_1.00,2016-02-05,1.0,518880.SH,518880.SH,518880.SH,0.954311506405833,0.954311506405833,False
switch_1.00,2016-02-15,1.0,518880.SH,518880.SH,518880.SH,1.4583905161418378,1.4583905161418378,False
switch_1.00,2016-02-16,1.0,518880.SH,518880.SH,518880.SH,1.7929164242641176,1.7929164242641176,False
switch_1.00,2016-02-17,1.0,518880.SH,518880.SH,518880.SH,2.189435018171432,2.189435018171432,False
switch_1.00,2016-02-18,1.0,518880.SH,518880.SH,518880.SH,2.5399354063683974,2.5399354063683974,False
switch_1.00,2016-02-19,1.0,518880.SH,518880.SH,518880.SH,3.0162630510274626,3.0162630510274626,False
switch_1.00,2016-02-22,1.0,518880.SH,518880.SH,518880.SH,3.2121591020318627,3.2121591020318627,False
switch_1.00,2016-02-23,1.0,518880.SH,518880.SH,518880.SH,3.2632176371299524,3.2632176371299524,False
switch_1.00,2016-02-24,1.0,518880.SH,518880.SH,518880.SH,3.32593684339136,3.32593684339136,False
switch_1.00,2016-02-25,1.0,518880.SH,518880.SH,518880.SH,3.5335954298535173,3.5335954298535173,False
switch_1.00,2016-02-26,1.0,518880.SH,518880.SH,518880.SH,3.56398359102009,3.56398359102009,False
switch_1.00,2016-02-29,1.0,518880.SH,518880.SH,518880.SH,3.2820990997982644,3.2820990997982644,False
switch_1.00,2016-03-01,1.0,518880.SH,518880.SH,518880.SH,3.2066372438641153,3.2066372438641153,False
switch_1.00,2016-03-02,1.0,518880.SH,518880.SH,518880.SH,2.8347002099051997,2.8347002099051997,False
switch_1.00,2016-03-03,1.0,518880.SH,518880.SH,518880.SH,2.578445917231389,2.578445917231389,False
switch_1.00,2016-03-04,1.0,518880.SH,518880.SH,518880.SH,2.468681870143304,2.468681870143304,False
switch_1.00,2016-03-07,1.0,518880.SH,518880.SH,518880.SH,2.287063918333237,2.287063918333237,False
switch_1.00,2016-03-08,1.0,518880.SH,518880.SH,518880.SH,2.136954526893662,2.136954526893662,False
switch_1.00,2016-03-09,1.0,518880.SH,518880.SH,518880.SH,1.8075788984568755,1.8075788984568755,False
switch_1.00,2016-03-10,1.0,518880.SH,518880.SH,518880.SH,1.4334029508248927,1.4334029508248927,False
switch_1.00,2016-03-11,1.0,518880.SH,518880.SH,518880.SH,1.2373965798387632,1.2373965798387632,False
switch_1.00,2016-03-14,1.0,518880.SH,518880.SH,518880.SH,0.9695816707634133,0.9695816707634133,False
switch_1.00,2016-03-15,1.0,518880.SH,518880.SH,518880.SH,0.6054957354810862,0.6054957354810862,False
switch_1.00,2016-03-16,1.0,518880.SH,159941.SZ,159941.SZ,0.5659605269563457,0.38686531639663135,False
switch_1.00,2016-03-17,1.0,159941.SZ,159941.SZ,159941.SZ,0.6251935738274235,0.6251935738274235,False
switch_1.00,2016-03-18,1.0,159941.SZ,159941.SZ,159941.SZ,0.6339193215289176,0.6339193215289176,False
switch_1.00,2016-03-21,1.0,159941.SZ,159941.SZ,159941.SZ,0.619348869810816,0.619348869810816,False
switch_1.00,2016-03-22,1.0,159941.SZ,159941.SZ,159941.SZ,0.5514566013899009,0.5514566013899009,False
switch_1.00,2016-03-23,1.0,159941.SZ,159941.SZ,159941.SZ,0.5342224956832309,0.5342224956832309,False
switch_1.00,2016-03-24,1.0,159941.SZ,159941.SZ,159941.SZ,0.4299360165856103,0.4299360165856103,False
switch_1.00,2016-03-25,1.0,159941.SZ,159941.SZ,159941.SZ,0.3496127842982,0.3496127842982,False
switch_1.00,2016-03-28,1.0,159941.SZ,159941.SZ,159941.SZ,0.28381415556374523,0.28381415556374523,False
switch_1.00,2016-03-29,1.0,159941.SZ,159941.SZ,159941.SZ,0.23006508127702152,0.23006508127702152,False
switch_1.00,2016-03-30,1.0,159941.SZ,159941.SZ,159941.SZ,0.24433726110781206,0.24433726110781206,False
switch_1.00,2016-03-31,1.0,159941.SZ,159941.SZ,159941.SZ,0.21399282868177427,0.21399282868177427,False
switch_1.00,2016-04-01,1.0,159941.SZ,159941.SZ,159941.SZ,0.214477844004896,0.214477844004896,False
switch_1.00,2016-04-05,1.0,159941.SZ,159941.SZ,159941.SZ,0.23285517327745642,0.23285517327745642,False
switch_1.00,2016-04-06,1.0,159941.SZ,159941.SZ,159941.SZ,0.2404574649294806,0.2404574649294806,False
switch_1.00,2016-04-07,1.0,159941.SZ,159941.SZ,159941.SZ,0.29112949088220086,0.29112949088220086,False
switch_1.00,2016-04-08,1.0,159941.SZ,159941.SZ,159941.SZ,0.2904486694076023,0.2904486694076023,False
switch_1.00,2016-04-11,1.0,159941.SZ,159941.SZ,159941.SZ,0.27143987164518535,0.27143987164518535,False
switch_1.00,2016-04-12,1.0,159941.SZ,159941.SZ,159941.SZ,0.23547960399140888,0.23547960399140888,False
switch_1.00,2016-04-13,1.0,159941.SZ,159941.SZ,159941.SZ,0.21435602745541704,0.21435602745541704,False
switch_1.00,2016-04-14,1.0,159941.SZ,159941.SZ,159941.SZ,0.2573363319591502,0.2573363319591502,False
switch_1.00,2016-04-15,1.0,159941.SZ,159941.SZ,159941.SZ,0.3110096120401893,0.3110096120401893,False
switch_1.00,2016-04-18,1.0,159941.SZ,159941.SZ,159941.SZ,0.27256702403685384,0.27256702403685384,False
switch_1.00,2016-04-19,1.0,159941.SZ,159941.SZ,159941.SZ,0.34239320344591406,0.34239320344591406,False
switch_1.00,2016-04-20,1.0,159941.SZ,159941.SZ,159941.SZ,0.3251526954534181,0.3251526954534181,False
switch_1.00,2016-04-21,1.0,159941.SZ,159941.SZ,159941.SZ,0.34133219297940953,0.34133219297940953,False
switch_1.00,2016-04-22,1.0,159941.SZ,159941.SZ,159941.SZ,0.32691344858066884,0.32691344858066884,False
switch_1.00,2016-04-25,1.0,159941.SZ,159941.SZ,159941.SZ,0.3219537069092133,0.3219537069092133,False
switch_1.00,2016-04-26,1.0,159941.SZ,159941.SZ,159941.SZ,0.3080773066198266,0.3080773066198266,False
switch_1.00,2016-04-27,1.0,159941.SZ,159941.SZ,159941.SZ,0.25805067482083865,0.25805067482083865,False
switch_1.00,2016-04-28,1.0,159941.SZ,518880.SH,518880.SH,0.25422602863146637,0.1683981198138682,False
switch_1.00,2016-04-29,1.0,518880.SH,518880.SH,518880.SH,0.3715809720437393,0.3715809720437393,False
switch_1.00,2016-05-03,1.0,518880.SH,518880.SH,518880.SH,0.5773832516753146,0.5773832516753146,False
switch_1.00,2016-05-04,1.0,518880.SH,518880.SH,518880.SH,0.6945312790495122,0.6945312790495122,False
switch_1.00,2016-05-05,1.0,518880.SH,518880.SH,518880.SH,0.7821840802768081,0.7821840802768081,False
switch_1.00,2016-05-06,1.0,518880.SH,518880.SH,518880.SH,0.8592592391367933,0.8592592391367933,False
switch_1.00,2016-05-09,1.0,518880.SH,518880.SH,518880.SH,0.8731356480765144,0.8731356480765144,False
switch_1.00,2016-05-10,1.0,518880.SH,518880.SH,518880.SH,0.8274841689848493,0.8274841689848493,False
switch_1.00,2016-05-11,1.0,518880.SH,518880.SH,518880.SH,0.803168755717286,0.803168755717286,False
switch_1.00,2016-05-12,1.0,518880.SH,518880.SH,518880.SH,0.7397053844625097,0.7397053844625097,False
switch_1.00,2016-05-13,1.0,518880.SH,518880.SH,518880.SH,0.7322785128921689,0.7322785128921689,False
switch_1.00,2016-05-16,1.0,518880.SH,518880.SH,518880.SH,0.7476745954566737,0.7476745954566737,False
switch_1.00,2016-05-17,1.0,518880.SH,518880.SH,518880.SH,0.7071408597983742,0.7071408597983742,False
switch_1.00,2016-05-18,1.0,518880.SH,518880.SH,518880.SH,0.649028919272634,0.649028919272634,False
switch_1.00,2016-05-19,1.0,518880.SH,518880.SH,518880.SH,0.47584395657655754,0.47584395657655754,False
switch_1.00,2016-05-20,1.0,518880.SH,518880.SH,518880.SH,0.3235719898926066,0.3235719898926066,False
switch_1.00,2016-05-23,1.0,518880.SH,159941.SZ,159941.SZ,-0.21034349474079939,,False
switch_1.00,2016-05-24,1.0,159941.SZ,CASH,CASH,,,False
switch_1.00,2016-05-25,1.0,CASH,CASH,CASH,,,False
switch_1.00,2016-05-26,1.0,CASH,CASH,CASH,,,False
switch_1.00,2016-05-27,1.0,CASH,518880.SH,518880.SH,-0.29106372700266203,,False
switch_1.00,2016-05-30,1.0,518880.SH,159941.SZ,159941.SZ,0.4571714288832889,-0.38695670190231235,False
switch_1.00,2016-05-31,1.0,159941.SZ,159941.SZ,159941.SZ,0.6472147897884999,0.6472147897884999,False
switch_1.00,2016-06-01,1.0,159941.SZ,159941.SZ,159941.SZ,0.807901680796532,0.807901680796532,False
switch_1.00,2016-06-02,1.0,159941.SZ,159941.SZ,159941.SZ,0.9022511230524588,0.9022511230524588,False
switch_1.00,2016-06-03,1.0,159941.SZ,159941.SZ,159941.SZ,1.068142369061512,1.068142369061512,False
switch_1.00,2016-06-06,1.0,159941.SZ,159941.SZ,159941.SZ,1.0710244675324745,1.0710244675324745,False
switch_1.00,2016-06-07,1.0,159941.SZ,159941.SZ,159941.SZ,1.064078029982551,1.064078029982551,False
switch_1.00,2016-06-08,1.0,159941.SZ,159941.SZ,159941.SZ,1.0164205321436732,1.0164205321436732,False
switch_1.00,2016-06-13,1.0,159941.SZ,159941.SZ,159941.SZ,0.8803541282095426,0.8803541282095426,False
switch_1.00,2016-06-14,1.0,159941.SZ,159941.SZ,159941.SZ,0.6784503269910604,0.6784503269910604,False
switch_1.00,2016-06-15,1.0,159941.SZ,159941.SZ,159941.SZ,0.5178843608535257,0.5178843608535257,False
switch_1.00,2016-06-16,1.0,159941.SZ,518880.SH,518880.SH,0.7184349210467036,0.35098452340038744,False
switch_1.00,2016-06-17,1.0,518880.SH,518880.SH,518880.SH,0.8989321343952599,0.8989321343952599,False
switch_1.00,2016-06-20,1.0,518880.SH,518880.SH,518880.SH,1.0575992536892271,1.0575992536892271,False
switch_1.00,2016-06-21,1.0,518880.SH,518880.SH,518880.SH,1.1653671987434953,1.1653671987434953,False
switch_1.00,2016-06-22,1.0,518880.SH,518880.SH,518880.SH,1.1005334217860563,1.1005334217860563,False
switch_1.00,2016-06-23,1.0,518880.SH,518880.SH,518880.SH,1.0283902311037512,1.0283902311037512,False
switch_1.00,2016-06-24,1.0,518880.SH,518880.SH,518880.SH,1.3463674213335444,1.3463674213335444,False
switch_1.00,2016-06-27,1.0,518880.SH,518880.SH,518880.SH,1.6870546569091087,1.6870546569091087,False
switch_1.00,2016-06-28,1.0,518880.SH,518880.SH,518880.SH,1.8988169251020275,1.8988169251020275,False
switch_1.00,2016-06-29,1.0,518880.SH,518880.SH,518880.SH,2.0740761797609215,2.0740761797609215,False
switch_1.00,2016-06-30,1.0,518880.SH,518880.SH,518880.SH,2.0848667094191207,2.0848667094191207,False
switch_1.00,2016-07-01,1.0,518880.SH,518880.SH,518880.SH,2.195069039313783,2.195069039313783,False
switch_1.00,2016-07-04,1.0,518880.SH,518880.SH,518880.SH,2.4163748963092577,2.4163748963092577,False
switch_1.00,2016-07-05,1.0,518880.SH,518880.SH,518880.SH,2.475525043874234,2.475525043874234,False
switch_1.00,2016-07-06,1.0,518880.SH,518880.SH,518880.SH,2.7406703143273945,2.7406703143273945,False
switch_1.00,2016-07-07,1.0,518880.SH,518880.SH,518880.SH,2.8352993617355944,2.8352993617355944,False
switch_1.00,2016-07-08,1.0,518880.SH,518880.SH,518880.SH,2.716475899516985,2.716475899516985,False
switch_1.00,2016-07-11,1.0,518880.SH,518880.SH,518880.SH,2.678215295760647,2.678215295760647,False
switch_1.00,2016-07-12,1.0,518880.SH,518880.SH,518880.SH,2.4557062116139394,2.4557062116139394,False
switch_1.00,2016-07-13,1.0,518880.SH,518880.SH,518880.SH,2.1001598180279353,2.1001598180279353,False
switch_1.00,2016-07-14,1.0,518880.SH,518880.SH,518880.SH,1.695685642127788,1.695685642127788,False
switch_1.00,2016-07-15,1.0,518880.SH,518880.SH,518880.SH,1.3713159734351614,1.3713159734351614,False
switch_1.00,2016-07-18,1.0,518880.SH,159941.SZ,159941.SZ,1.3403978422554688,1.0696705014928098,False
switch_1.00,2016-07-19,1.0,159941.SZ,159941.SZ,159941.SZ,1.4651539399715028,1.4651539399715028,False
switch_1.00,2016-07-20,1.0,159941.SZ,159941.SZ,159941.SZ,1.579243828585247,1.579243828585247,False
switch_1.00,2016-07-21,1.0,159941.SZ,159941.SZ,159941.SZ,1.7697710851035535,1.7697710851035535,False
switch_1.00,2016-07-22,1.0,159941.SZ,159941.SZ,159941.SZ,1.7264653144781308,1.7264653144781308,False
switch_1.00,2016-07-25,1.0,159941.SZ,159941.SZ,159941.SZ,1.7405144321419077,1.7405144321419077,False
switch_1.00,2016-07-26,1.0,159941.SZ,159941.SZ,159941.SZ,1.7578186367249051,1.7578186367249051,False
switch_1.00,2016-07-27,1.0,159941.SZ,159941.SZ,159941.SZ,1.6745835368229396,1.6745835368229396,False
switch_1.00,2016-07-28,1.0,159941.SZ,159941.SZ,159941.SZ,1.6904759335859332,1.6904759335859332,False
switch_1.00,2016-07-29,1.0,159941.SZ,159941.SZ,159941.SZ,1.585636459146953,1.585636459146953,False
switch_1.00,2016-08-01,1.0,159941.SZ,159941.SZ,159941.SZ,1.5029492870271373,1.5029492870271373,False
switch_1.00,2016-08-02,1.0,159941.SZ,159941.SZ,159941.SZ,1.4773997081882722,1.4773997081882722,False
