date,candidate,step_order,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_159915.SZ,score_159941.SZ,score_513030.SH,score_513520.SH,score_159985.SZ,score_518880.SH,r2_159915.SZ,r2_159941.SZ,r2_513030.SH,r2_513520.SH,r2_159985.SZ,r2_518880.SH,buffer_blocked_count,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_feature_missing,exposure_effective,final_exposure_after_overheat,r2_threshold,switch_buffer,entry_mode,initial_fraction,target_vol_enabled,overheat_enabled,source_policy,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,realized_vol,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale,final_exposure,drifted_exposure_before_trade,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day
2019-12-19,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-20,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-24,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-25,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-26,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-30,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,False,False,False,False,False,0.0,0.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,CASH,0.0,159915.SZ,1.0,,,0,159915.SZ,1.0,False,False,159915.SZ,1.8509780463427954,,False,0.0,0.0,0.0,1.0,0.001,-0.0010000000000000009,0.999,1,0,False,0,0,1.8509780463427954,0.8148731486616185,,,,1.2421606534183591,0.7415301201720153,0.8427025037357843,0.05440531222553535,0.5260790703550813,0.13213376577863822,0.754193773815992,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,0.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.0510793028794394,2.0510793028794394,False,-0.004350190320826508,-0.004350190320826508,-0.004350190320826508,0.0,0.0,-0.004350190320826508,0.9946541598694943,1,0,False,0,0,2.0510793028794394,0.909297450364964,,,,1.1444739353466695,0.7731105111509305,0.8353464697712998,0.021292005482547838,0.5943623263238029,0.25099913290568876,0.721596310227068,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.416001778634981,2.416001778634981,False,0.016930638995084735,0.016930638995084735,0.016930638995084735,0.0,0.0,0.016930638995084735,1.011494290375204,1,0,False,0,0,2.416001778634981,0.9230763391318733,,,,1.0263671621238606,0.8006154894470634,0.8451045538530643,0.01687005114937279,0.6685237031987665,0.3557031649572505,0.6733312252481787,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.5826410192284603,2.5826410192284603,False,-0.0064446831364124435,-0.0064446831364124435,-0.0064446831364124435,0.0,0.0,-0.0064446831364124435,1.0049755301794454,1,0,False,0,0,2.5826410192284603,0.9464935540678592,,,,0.7963019050984084,0.826919277054731,0.8553094417552092,0.04633196316124388,0.7289505736167909,0.4499069810266868,0.5146002667734406,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.6327770303899434,2.6327770303899434,False,-0.001621621621621716,-0.001621621621621716,-0.001621621621621716,0.0,0.0,-0.001621621621621605,1.0033458401305058,1,0,False,0,0,2.6327770303899434,0.8879818471591467,,,,0.6604837432482067,0.8447602046689761,0.8458691219737821,0.0805839778337003,0.7738285642448539,0.48286429550530174,0.4319508678166386,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.671937941690993,2.671937941690993,False,0.004872766648619464,0.004872766648619464,0.004872766648619464,0.0,0.0,0.004872766648619464,1.0082349102773247,1,0,False,0,0,2.671937941690993,0.8055000207933374,,,,0.5404937121884865,0.8612978581298955,0.8195423540679484,0.11581835501414195,0.7947177432332055,0.5252504576647825,0.3540011365168767,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.658023046042086,2.658023046042086,False,0.0010775862068965747,0.0010775862068965747,0.0010775862068965747,0.0,0.0,0.0010775862068965747,1.009321370309951,1,0,False,0,0,2.658023046042086,0.8667924364894974,,,,0.42636333241823987,0.8732849053049976,0.8284997722304617,0.13315984869541553,0.7753786109758365,0.5724143463720754,0.2725728022119095,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.9943872972971226,2.9943872972971226,False,0.025296017222820266,0.025296017222820266,0.025296017222820266,0.0,0.0,0.025296017222820266,1.0348531810766721,1,0,False,0,0,2.9943872972971226,0.9250492029432236,,,,0.32294689616107375,0.8965424566321103,0.840784278820853,0.13923131140603906,0.757710815148977,0.6084323265395134,0.1954770205814882,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,3.083251907073808,3.083251907073808,False,-0.006824146981627366,-0.006824146981627366,-0.006824146981627366,0.0,0.0,-0.006824146981627366,1.0277911908646002,1,0,False,0,0,3.083251907073808,0.8429054820324695,,,,0.2854082158714073,0.9152910658649999,0.8082996499939628,0.22908871328773794,0.7730667460057383,0.5433440163474972,0.17615674576820206,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,3.2888570672287116,3.2888570672287116,False,0.01374207188160681,0.01374207188160681,0.01374207188160681,0.0,0.0,0.01374207188160681,1.0419151712887438,1,0,False,0,0,3.2888570672287116,0.8067644759851094,,,,0.1998820589732624,0.9334862635864678,0.8041393629713788,0.17335233222725144,0.7012099418515247,0.5776745102344758,0.10817639219329667,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.7233329068025443,2.7233329068025443,False,-0.03388946819603755,-0.03388946819603755,-0.03388946819603755,0.0,0.0,-0.03388946819603755,1.0066052202283848,1,0,False,0,0,2.7233329068025443,0.7319731469203816,,,,0.15969679991774455,0.8608557056093072,0.774591247852956,0.2522576075193327,0.682265956930146,0.6358079852120211,0.08265079492337413,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,1.2504325297255412,1.2504325297255412,False,-0.07825148407987048,-0.07825148407987048,-0.07825148407987048,0.0,0.0,-0.07825148407987048,0.9278368678629688,1,0,False,0,0,1.2504325297255412,0.5024654656160215,,,,0.25603603509572825,0.27901328190080377,0.47015861849051843,0.3224556603514541,0.6651468877196851,0.6346311608213147,0.1517790783151428,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.8591512014534268,0.8591512014534268,False,0.06323185011709609,0.06323185011709609,0.06323185011709609,0.0,0.0,0.06323185011709609,0.986505709624796,1,0,False,0,0,0.8591512014534268,0.5386261039416658,,,,0.2967821567428699,0.1836919636635268,0.5024728465770996,0.4150033879659325,0.6928148534829524,0.6401385957189584,0.1932949598545738,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.7629271757032003,0.7629271757032003,False,0.030286343612334843,0.030286343612334843,0.030286343612334843,0.0,0.0,0.030286343612334843,1.0163833605220227,1,0,False,0,0,0.7629271757032003,0.6751132602391245,,,,0.29315334075035415,0.16823790007486117,0.5418750572506397,0.3857032632420252,0.6422536775820207,0.6530698309308689,0.20306953695408547,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159915.SZ,1.0,159941.SZ,1.0,,,0,159941.SZ,1.0,False,False,159941.SZ,0.9354540315373463,0.9107002034580876,False,0.031533939070016004,0.031533939070016004,0.031533939070016004,2.0,0.002,0.02947087119187608,1.0463370636215334,2,0,False,0,0,0.9107002034580876,0.9354540315373463,,,,0.261792974854159,0.2078482187358427,0.5649795633075618,0.20551286736576913,0.24743635852702317,0.6479731283340207,0.18443530311587097,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,1.3879178648106802,1.3879178648106802,False,0.023124115148654978,0.023124115148654978,0.023124115148654978,0.0,0.0,0.023124115148654978,1.0705326823650234,2,0,False,0,0,1.0668246644663535,1.3879178648106802,,,,0.25933679453397085,0.24881143566802877,0.5791513116053361,0.13320047486311493,0.0697242535818774,0.6493771437996199,0.1957142968725306,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,01_score_gate_full_entry,1,01_score_gate_full_entry,01_score_gate_full_entry,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,2.0153510770027747,2.0153510770027747,False,0.01568265682656822,0.01568265682656822,0.01568265682656822,0.0,0.0,0.01568265682656822,1.0873214790441796,2,0,False,0,0,1.2826895691508242,2.0153510770027747,,,,0.2755137501849021,0.29778191459039316,0.6141178181562488,0.10218402570259655,0.013413532685515261,0.5602587605542502,0.2285766811351927,0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
