candidate,baseline_candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,target_vol,target_vol_label,vol_window,max_lev,ann_return_full,max_dd_full,reason_full,trades_full,cost_total_full,turnover_total_full,avg_scale_effective_full,avg_exposure_effective_full,scale_change_days_full,avg_realized_vol_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,trades_last_10y,cost_total_last_10y,turnover_total_last_10y,avg_scale_effective_last_10y,avg_exposure_effective_last_10y,scale_change_days_last_10y,avg_realized_vol_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,trades_last_5y,cost_total_last_5y,turnover_total_last_5y,avg_scale_effective_last_5y,avg_exposure_effective_last_5y,scale_change_days_last_5y,avg_realized_vol_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,trades_last_3y,cost_total_last_3y,turnover_total_last_3y,avg_scale_effective_last_3y,avg_exposure_effective_last_3y,scale_change_days_last_3y,avg_realized_vol_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y,trades_last_1y,cost_total_last_1y,turnover_total_last_1y,avg_scale_effective_last_1y,avg_exposure_effective_last_1y,scale_change_days_last_1y,avg_realized_vol_last_1y,ann_delta_full_pp,mdd_improve_full_pp,trade_delta_full,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,trade_delta_last_10y,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,trade_delta_last_5y,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,trade_delta_last_3y,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,trade_delta_last_1y,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,layer5_pass,pass_reason
lb_28_r2_0p40_buf_1p00_entry_0p75_tv15,lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.15,tv15,80,1.5,0.06831457744099634,-0.3061018785525892,,1574.0,0.37158651137083265,371.5865113708327,0.940912936749136,0.5718670611267256,159.0,0.17097847837763486,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.08614000244371023,-0.21005020697024912,,841.0,0.2000858458648074,200.0858458648074,0.9449730330179553,0.5924725910557874,84.0,0.17283058073767618,0.05776125042745628,-0.210050206970249,,496.0,0.11913633522521083,119.13633522521081,0.9360640182152165,0.5697100116766602,53.0,0.1718430588344428,-0.05263062486910797,-0.21005020697024968,,159.0,0.035813979895915685,35.81397989591568,0.9712068488424339,0.5175762071296959,13.0,0.1639981384902836,-1.5546845187373037,-2.0835560077193116,1151.0,,,,-0.159181244425044,2.3368407313697603,617.0,-0.6491637862032329,2.3368407313698047,361.0,2.3055853054959496,2.3368407313696826,116.0,3,False,False,False,full_mdd=False;dd_windows=3;return_tol=False
lb_28_r2_0p40_buf_1p00_entry_0p75_tv18,lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,0.07472527776492299,-0.3539605523669891,,1575.0,0.42895156290440756,428.9515629044075,1.0916660329982188,0.6634790818704814,151.0,0.17097847837763486,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.08980153614424635,-0.2418501603502039,,841.0,0.22820503066330233,228.20503066330235,1.0837497128040523,0.679782581330761,74.0,0.17283058073767618,0.05902456401481948,-0.241850160350204,,496.0,0.1366227112798701,136.6227112798701,1.0847454286286455,0.6606489341548408,48.0,0.1718430588344428,-0.06263678999600575,-0.24185016035020446,,158.0,0.04197459274740854,41.97459274740854,1.1123439888284337,0.6108637158917495,13.0,0.1639981384902836,-0.9136144863446383,-6.8694233891593015,1152.0,,,,0.20697212562856837,-0.8431546066257178,617.0,-0.5228324274669127,-0.8431546066256956,361.0,1.3049687928061715,-0.8431546066257956,115.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_28_r2_0p40_buf_1p00_entry_0p75_tv20,lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,0.08350323064823328,-0.3864701556223741,,1573.0,0.4642513088649042,464.2513088649042,1.18421135076393,0.7220207938533063,130.0,0.17097847837763486,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.10041400167865855,-0.2609092233103302,,840.0,0.24521512760053754,245.21512760053758,1.1677149816671102,0.7350136972804214,60.0,0.17283058073767618,0.06629405611266992,-0.26090922331032995,,495.0,0.14571851479595385,145.71851479595387,1.1619966070143302,0.7116240232565842,36.0,0.1718430588344428,-0.07292767677479017,-0.2609092233103293,,158.0,0.04536871712545232,45.36871712545232,1.1785758893091427,0.6642238031866926,11.0,0.1639981384902836,-0.03581919801360911,-10.1203837146978,1150.0,,,,1.268218679069788,-2.749060902638345,616.0,0.20411678231813113,-2.7490609026382895,360.0,0.275880114927729,-2.7490609026382784,115.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_28_r2_0p40_buf_1p00_entry_0p75_tv22,lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,0.08719011953070455,-0.3966376378453673,,1573.0,0.4907839124515352,490.7839124515351,1.256074150442073,0.7671442791360954,113.0,0.17097847837763486,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.09744559956960619,-0.27871553002899574,,840.0,0.2587587967550512,258.7587967550512,1.2396513840404824,0.7805396701332526,61.0,0.17283058073767618,0.06574190436064842,-0.27871553002899596,,495.0,0.15379893075208786,153.79893075208787,1.2381440541668705,0.7592581702661406,35.0,0.1718430588344428,-0.08118848396279399,-0.27871553002899563,,158.0,0.048755388760374906,48.755388760374906,1.2608805468371223,0.718981056135043,10.0,0.1639981384902836,0.3328696902335171,-11.137131936997125,1150.0,,,,0.9713784681645521,-4.529691574504902,616.0,0.148901607115981,-4.5296915745048905,360.0,-0.5502006038726526,-4.529691574504913,115.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_28_r2_0p40_buf_1p00_entry_0p75_tv25,lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,0.09638748926667806,-0.411794882026949,,1574.0,0.5254716924311383,525.4716924311383,1.3438508030201348,0.8222878299007242,75.0,0.17097847837763486,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.11025646524064903,-0.2974746042468158,,841.0,0.27658713636792265,276.5871363679226,1.3264190232136037,0.8341616865904086,38.0,0.17283058073767618,0.07984790052624113,-0.2974746042468158,,496.0,0.16399819313470532,163.99819313470533,1.3225239769490653,0.8103892804225539,22.0,0.1718430588344428,-0.08968973064240393,-0.2974746042468158,,158.0,0.052504400366746404,52.5044003667464,1.3523269333169197,0.7858908702488081,6.0,0.1639981384902836,1.2526066638308686,-12.652856355155295,1151.0,,,,2.252465035268836,-6.40559899628691,617.0,1.5595012236752526,-6.4055989962868765,361.0,-1.4003252718336467,-6.4055989962869315,115.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_28_r2_0p40_buf_1p00_entry_0p75_tv28,lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,0.10407742837741507,-0.4097329116672479,,1574.0,0.5524205482144589,552.4205482144588,1.40729717311162,0.864312404441653,50.0,0.17097847837763486,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.11549247410726671,-0.310850251898222,,840.0,0.2929086446913881,292.9086446913881,1.3956858307102684,0.8802073142477527,29.0,0.17283058073767618,0.08636332462013874,-0.31085025189822235,,495.0,0.17349254874865344,173.4925487486534,1.3963107151435563,0.857473656558841,19.0,0.1718430588344428,-0.09171878210909579,-0.31085025189822235,,158.0,0.05576700942761639,55.76700942761639,1.423318244086307,0.8424109043759793,4.0,0.1639981384902836,2.0216005749045696,-12.446659319185184,1151.0,,,,2.776065921930604,-7.74316376142753,616.0,2.211043633065013,-7.74316376142753,360.0,-1.6032304185028323,-7.743163761427585,115.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_28_r2_0p40_buf_1p00_entry_0p75_tv30,lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,0.10708965881869825,-0.406680861096523,,1574.0,0.5606201632170451,560.620163217045,1.4269075867042775,0.8770562874110458,32.0,0.17097847837763486,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.11824909215116763,-0.3176066316917445,,841.0,0.3012288870730065,301.2288870730065,1.430647248993381,0.9028275218811024,20.0,0.17283058073767618,0.08636314150418611,-0.3176066316917442,,495.0,0.17845280513215395,178.4528051321539,1.4342111224016383,0.8815979057569967,10.0,0.1718430588344428,-0.1069392185750574,-0.3176066316917444,,158.0,0.05710132069869037,57.10132069869037,1.4417178417879606,0.853022716916797,2.0,0.1639981384902836,2.3228236190328877,-12.141454262112694,1151.0,,,,3.0517277263206966,-8.41880174077978,617.0,2.2110253214697506,-8.418801740779713,360.0,-3.125274065098993,-8.418801740779791,115.0,0,False,False,False,full_mdd=False;dd_windows=0;return_tol=False
lb_28_r2_0p40_buf_1p00_entry_0p75_tv35,lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.35,tv35,80,1.5,0.11249673294816209,-0.406680861096523,,1573.0,0.5801524846562849,580.1524846562847,1.469878206607034,0.9049387682602339,12.0,0.17097847837763486,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.12094963400444869,-0.3325057136405982,,840.0,0.3143160236467178,314.3160236467178,1.4835436302268508,0.9352583138610074,6.0,0.17283058073767618,0.0846396905609974,-0.33250571364059867,,495.0,0.1873394195899569,187.3394195899569,1.5,0.9226190476190477,0.0,0.1718430588344428,-0.11964036663885569,-0.3325057136405978,,158.0,0.059980158110997786,59.980158110997785,1.5,0.8913690476190477,0.0,0.1639981384902836,2.8635310319792717,-12.141454262112694,1150.0,,,,3.3217819116488023,-9.90870993566515,616.0,2.0386802271508797,-9.908709935665161,360.0,-4.395388871478822,-9.908709935665128,115.0,0,False,False,False,full_mdd=False;dd_windows=0;return_tol=False
lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,,no_tv,80,1.5,0.08829065109061274,-0.2251590626672112,,404.0,0.35728,357.28,1.0,0.5424794407894736,0.0,,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.09302398868662642,-0.1919135502961803,,211.0,0.19117,191.17000000000002,1.0,0.5523571428571429,0.0,,0.07522416746551541,-0.19191355029618018,,121.0,0.10911,109.11,1.0,0.5286772486772486,0.0,,0.024249341055555096,-0.19191355029617962,,34.0,0.03102,31.02,1.0,0.5055952380952381,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no target-vol
lb_28_r2_0p50_buf_1p00_entry_0p67_tv15,lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.15,tv15,80,1.5,0.07735545830927815,-0.26698820627858344,,1435.0,0.3639303915802684,363.9303915802684,0.9987477971312252,0.5359857931636306,154.0,0.15838185224444917,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.09133010893287308,-0.17852686645613614,,759.0,0.19557169043675238,195.57169043675236,1.0173248002584834,0.5572323453066611,75.0,0.15618064245795854,0.05365782196679891,-0.17220330150324248,,436.0,0.1145482708231762,114.54827082317621,1.0178391595374932,0.5270698524060465,47.0,0.15225524042795394,0.041005499851999305,-0.17220330150324314,,134.0,0.031537737363494245,31.53773736349424,1.0706586873696442,0.4758664720924339,12.0,0.14128537137266137,-1.093519278133459,-4.182914361137224,1031.0,,,,-0.16938797537533468,1.3386683840044156,548.0,-2.15663454987165,1.9710248792937701,315.0,1.675615879644421,1.971024879293648,100.0,3,False,False,False,full_mdd=False;dd_windows=3;return_tol=False
lb_28_r2_0p50_buf_1p00_entry_0p67_tv18,lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.18,tv18,80,1.5,0.0879706688184847,-0.2978585951703264,,1436.0,0.4188095143301792,418.8095143301792,1.1512041757911111,0.6203487185467198,149.0,0.15838185224444917,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.10121220961737643,-0.205388694296453,,760.0,0.22127578005338583,221.2757800533858,1.1513132159513444,0.6343618106416279,68.0,0.15618064245795854,0.062108634307477706,-0.20286913325605171,,437.0,0.12938776710200925,129.38776710200924,1.153076891837942,0.6049644081279221,41.0,0.15225524042795394,0.048272866315799634,-0.20286913325605127,,134.0,0.03640312650668954,36.40312650668953,1.1876982366275504,0.5568101338369987,12.0,0.14128537137266137,-0.031998227212803876,-7.269953250311523,1032.0,,,,0.8188220930750001,-1.347514400027272,549.0,-1.3115533158037707,-1.0955582959871535,316.0,2.402352526024454,-1.0955582959871646,100.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_28_r2_0p50_buf_1p00_entry_0p67_tv20,lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.2,tv20,80,1.5,0.09324411449100745,-0.32151840252359654,,1437.0,0.44717284357112236,447.1728435711223,1.232782848267112,0.6663383531219211,118.0,0.15838185224444917,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.10740725632114967,-0.22094169890409476,,760.0,0.23397487414394208,233.97487414394206,1.2170818775514491,0.6732943434773005,59.0,0.15618064245795854,0.07110915358278058,-0.22094169890409465,,437.0,0.13702256699629123,137.02256699629123,1.2224590061746836,0.6459372567754784,37.0,0.15225524042795394,0.04324318053207987,-0.2209416989040942,,134.0,0.03857476496136443,38.57476496136443,1.2479381492463333,0.6040290894374843,10.0,0.14128537137266137,0.49534634003947087,-9.635933985638534,1033.0,,,,1.4383267634523245,-2.9028148607914472,549.0,-0.41150138827348304,-2.9028148607914472,316.0,1.8993839476524776,-2.9028148607914583,100.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_28_r2_0p50_buf_1p00_entry_0p67_tv22,lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.22,tv22,80,1.5,0.10140551978202317,-0.3184950142119932,,1436.0,0.4722492991477911,472.24929914779113,1.3030868009015784,0.7050282561012324,105.0,0.15838185224444917,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,0.11442025761864572,-0.2406930931763136,,760.0,0.24828810070023544,248.28810070023542,1.2968494147356293,0.7161215419605368,55.0,0.15618064245795854,0.07799025397854797,-0.2406930931763135,,437.0,0.14433763529003488,144.33763529003485,1.300401532565748,0.6850824069193377,35.0,0.15225524042795394,0.03787238391981029,-0.2406930931763137,,134.0,0.04095554577579145,40.95554577579145,1.3261536214682155,0.6491290907595146,8.0,0.14128537137266137,1.311486869141043,-9.333595154478203,1032.0,,,,2.139626893201929,-4.877954288013331,549.0,0.2766086513032562,-4.877954288013331,316.0,1.3623042864255197,-4.877954288013409,100.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
