candidate,lookback,r2_threshold,r2_label,segment,window,start,end,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,reason
lb_25_r2_0p20,25,0.2,0p20,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.10726842162657113,0.19754299453118154,-0.33306285386702206,0.6149234001920899,277.0,158.0,0.254,254.0,0.7801587301587302,
lb_25_r2_0p20,25,0.2,0p20,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.023834297430572526,0.20607644030717334,-0.3330628538670233,0.21773271263125982,153.0,98.0,0.15200000000000002,152.0,0.7976190476190477,
lb_25_r2_0p20,25,0.2,0p20,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.21829825581930662,0.17789246063937827,-0.29594636165962207,-1.2940566147804127,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,
lb_25_r2_0p25,25,0.25,0p25,full,Full,2007-01-04,2016-12-30,2432.0,0.10859661535713849,0.19622776106664444,-0.35306391664982073,0.6237109679520781,652.0,283.0,0.45100000000000007,451.0,0.7319078947368421,
lb_25_r2_0p25,25,0.25,0p25,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p25,25,0.25,0p25,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.12349861070927926,0.19553739035189047,-0.35306391664981984,0.6936754196183272,311.0,149.0,0.24000000000000002,240.0,0.7531746031746032,
lb_25_r2_0p25,25,0.25,0p25,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.039092049882973434,0.20355345101546726,-0.35306391664981995,0.29059153884747235,175.0,94.0,0.14400000000000002,144.0,0.7685185185185185,
lb_25_r2_0p25,25,0.25,0p25,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.2535875497825737,0.17286242588275502,-0.34388372313431714,-1.6036934344420442,52.0,37.0,0.055,55.0,0.7936507936507936,
lb_25_r2_0p30,25,0.3,0p30,full,Full,2007-01-04,2016-12-30,2432.0,0.11416321593540468,0.1934314642546093,-0.3071467938965792,0.6557693006553773,702.0,291.0,0.459,459.0,0.7113486842105263,
lb_25_r2_0p30,25,0.3,0p30,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p30,25,0.3,0p30,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.1378249065620003,0.19200188112495137,-0.3071467938965795,0.768809454431157,340.0,150.0,0.23800000000000004,238.0,0.7301587301587301,
lb_25_r2_0p30,25,0.3,0p30,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.07934297941765767,0.1979963012251035,-0.30714679389657906,0.4849516999573945,196.0,91.0,0.136,136.0,0.7407407407407407,
lb_25_r2_0p30,25,0.3,0p30,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.21513281591878308,0.16993031495890126,-0.3071467938965794,-1.3390236447174988,60.0,35.0,0.051,51.0,0.7619047619047619,
lb_25_r2_0p35,25,0.35,0p35,full,Full,2007-01-04,2016-12-30,2432.0,0.10325832668868906,0.18776837048844153,-0.2853393952164395,0.617447397978716,766.0,285.0,0.44700000000000006,447.0,0.6850328947368421,
lb_25_r2_0p35,25,0.35,0p35,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p35,25,0.35,0p35,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.13228300233861456,0.1878454314729586,-0.28533939521643825,0.7556342296204784,376.0,151.0,0.238,238.0,0.7015873015873015,
lb_25_r2_0p35,25,0.35,0p35,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.07029333071253108,0.19316855586052892,-0.28533939521643914,0.4486334821392316,224.0,94.0,0.138,138.0,0.7037037037037037,
lb_25_r2_0p35,25,0.35,0p35,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.18464188265678716,0.16438734826954365,-0.2853393952164388,-1.1582139777976632,74.0,35.0,0.051000000000000004,51.0,0.7063492063492064,
lb_25_r2_0p40,25,0.4,0p40,full,Full,2007-01-04,2016-12-30,2432.0,0.10072557611428601,0.18306750559039478,-0.2790778874721911,0.6160538695375484,828.0,283.0,0.43900000000000006,439.0,0.6595394736842105,
lb_25_r2_0p40,25,0.4,0p40,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p40,25,0.4,0p40,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.11682935180028453,0.184396650868586,-0.27907788747219175,0.6917767870115915,413.0,148.0,0.23399999999999999,234.0,0.6722222222222223,
lb_25_r2_0p40,25,0.4,0p40,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.06997325318297887,0.19091416618242318,-0.27907788747219153,0.4501344486077285,250.0,90.0,0.134,134.0,0.6693121693121693,
lb_25_r2_0p40,25,0.4,0p40,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.16465077108562887,0.1622599585303544,-0.2790778874721912,-1.0263695453911192,91.0,31.0,0.047,47.0,0.6388888888888888,
lb_25_r2_0p50,25,0.5,0p50,full,Full,2007-01-04,2016-12-30,2432.0,0.05385984641356467,0.17176118768223037,-0.2693539043998897,0.39160222122461874,960.0,301.0,0.453,453.0,0.6052631578947368,
lb_25_r2_0p50,25,0.5,0p50,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p50,25,0.5,0p50,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.05650385525757695,0.17032583983672653,-0.24591399919775436,0.40828147355834843,488.0,165.0,0.254,254.0,0.6126984126984127,
lb_25_r2_0p50,25,0.5,0p50,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.009999283732429864,0.1752408503603472,-0.23059999909594986,0.1449308093356262,312.0,98.0,0.14200000000000002,142.0,0.5873015873015873,
lb_25_r2_0p50,25,0.5,0p50,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.1138752787933861,0.13762166488201333,-0.23059999909594964,-0.8086078617179292,112.0,30.0,0.043000000000000003,43.0,0.5555555555555556,
lb_25_r2_0p60,25,0.6,0p60,full,Full,2007-01-04,2016-12-30,2432.0,-0.001980765327302181,0.15197884242158036,-0.33294263397091306,0.06337754502057899,1167.0,287.0,0.42200000000000004,422.0,0.5201480263157895,
lb_25_r2_0p60,25,0.6,0p60,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p60,25,0.6,0p60,last_5y,5Y,2011-10-28,2016-12-30,1260.0,-0.024563070933840137,0.15200310354007798,-0.3329426339709104,-0.08694789373576559,596.0,148.0,0.224,224.0,0.526984126984127,
lb_25_r2_0p60,25,0.6,0p60,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.040606788624832246,0.15221630383911547,-0.21188350590845573,-0.19533575047799584,384.0,77.0,0.113,113.0,0.49206349206349204,
lb_25_r2_0p60,25,0.6,0p60,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.046271841304745265,0.13035450556042716,-0.20962867246430972,-0.2973933126655004,133.0,22.0,0.034,34.0,0.4722222222222222,
lb_26_r2_none,26,,none,full,Full,2007-01-04,2016-12-30,2432.0,0.08378526819684629,0.22717340542525719,-0.4027752207112,0.46803144333752444,220.0,287.0,0.499,499.0,0.9095394736842105,
lb_26_r2_none,26,,none,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_none,26,,none,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.017848673555556527,0.22402919707172206,-0.40277522071119987,0.19143456716890003,91.0,154.0,0.266,266.0,0.9277777777777778,
lb_26_r2_none,26,,none,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.06953980611391508,0.23057715656848038,-0.4027752207111993,-0.1964999085937673,51.0,94.0,0.158,158.0,0.9325396825396826,
lb_26_r2_none,26,,none,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.3057135964639527,0.202255010053298,-0.3554999697223721,-1.6999490954724457,11.0,28.0,0.048,48.0,0.9563492063492064,
lb_26_r2_0p10,26,0.1,0p10,full,Full,2007-01-04,2016-12-30,2432.0,0.06313949507577887,0.2096447237858169,-0.43473227101238143,0.3971020156819386,470.0,293.0,0.477,477.0,0.8067434210526315,
lb_26_r2_0p10,26,0.1,0p10,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_0p10,26,0.1,0p10,last_5y,5Y,2011-10-28,2016-12-30,1260.0,-0.010591126196408784,0.20919317862349743,-0.43473227101238054,0.054260879052054435,216.0,157.0,0.256,256.0,0.8285714285714286,
lb_26_r2_0p10,26,0.1,0p10,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.069739366853383,0.2188196089748867,-0.43473227101238077,-0.22011235450512187,118.0,93.0,0.14800000000000002,148.0,0.843915343915344,
lb_26_r2_0p10,26,0.1,0p10,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.31697189607909015,0.19845178967964847,-0.3413558203181838,-1.8186220283151096,27.0,33.0,0.051000000000000004,51.0,0.8928571428571429,
lb_26_r2_0p15,26,0.15,0p15,full,Full,2007-01-04,2016-12-30,2432.0,0.08148985769157258,0.2058512294454397,-0.4024635372798828,0.483728093390113,543.0,288.0,0.4650000000000001,465.0,0.7767269736842105,
lb_26_r2_0p15,26,0.15,0p15,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_0p15,26,0.15,0p15,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.020422728181920036,0.20510382191552484,-0.4024635372798836,0.20162884677762308,257.0,153.0,0.248,248.0,0.796031746031746,
lb_26_r2_0p15,26,0.15,0p15,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.049992211636766704,0.21453124448323874,-0.4024635372798836,-0.13103642774918736,147.0,93.0,0.14600000000000002,146.0,0.8055555555555556,
lb_26_r2_0p15,26,0.15,0p15,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.2960113676116988,0.19604438232197005,-0.3092313989670157,-1.6894251034107883,40.0,32.0,0.049,49.0,0.8412698412698413,
lb_26_r2_0p20,26,0.2,0p20,full,Full,2007-01-04,2016-12-30,2432.0,0.08453667706878476,0.20328524097247777,-0.3909084431200125,0.5010726484123456,595.0,288.0,0.4610000000000001,461.0,0.7553453947368421,
lb_26_r2_0p20,26,0.2,0p20,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_0p20,26,0.2,0p20,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.057199220080027535,0.20233310499762372,-0.3909084431200125,0.3765919456228091,289.0,151.0,0.24200000000000002,242.0,0.7706349206349207,
lb_26_r2_0p20,26,0.2,0p20,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.023968645122938503,0.2125839637284167,-0.3909084431200134,-0.007104808482242288,162.0,94.0,0.14600000000000002,146.0,0.7857142857142857,
lb_26_r2_0p20,26,0.2,0p20,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.29019606275188814,0.19441514660289633,-0.3172372551219965,-1.662971477059595,45.0,34.0,0.051000000000000004,51.0,0.8214285714285714,
lb_26_r2_0p25,26,0.25,0p25,full,Full,2007-01-04,2016-12-30,2432.0,0.08920987547617276,0.19825562780458095,-0.3239422026432043,0.5303258550066977,653.0,279.0,0.44700000000000006,447.0,0.7314967105263158,
lb_26_r2_0p25,26,0.25,0p25,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_0p25,26,0.25,0p25,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.09745727217412026,0.19666298163682824,-0.3239422026432055,0.571591452668606,314.0,142.0,0.23200000000000004,232.0,0.7507936507936508,
lb_26_r2_0p25,26,0.25,0p25,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.023908638985234543,0.20537247549159962,-0.3239422026432047,0.21819207582931596,180.0,88.0,0.138,138.0,0.7619047619047619,
lb_26_r2_0p25,26,0.25,0p25,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.23336419379080842,0.17290939743934658,-0.32324081447294306,-1.4487695050164744,55.0,32.0,0.049,49.0,0.7817460317460317,
lb_26_r2_0p30,26,0.3,0p30,full,Full,2007-01-04,2016-12-30,2432.0,0.07380168566521372,0.1962065456944542,-0.3041696470556855,0.4611777042507644,710.0,285.0,0.45100000000000007,451.0,0.7080592105263158,
lb_26_r2_0p30,26,0.3,0p30,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_0p30,26,0.3,0p30,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.09663038536857727,0.1947680282858579,-0.30416964705568483,0.5713707898264208,348.0,145.0,0.23200000000000004,232.0,0.7238095238095238,
lb_26_r2_0p30,26,0.3,0p30,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.035888266205358565,0.2029672600865298,-0.3041696470556843,0.27566859746570677,205.0,90.0,0.136,136.0,0.7288359788359788,
lb_26_r2_0p30,26,0.3,0p30,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.22144652333273118,0.1687470098118101,-0.3041696470556845,-1.3974058614116867,67.0,34.0,0.049,49.0,0.7341269841269841,
lb_26_r2_0p35,26,0.35,0p35,full,Full,2007-01-04,2016-12-30,2432.0,0.08757841540081879,0.1893928701625931,-0.2891086107324604,0.538198251373008,774.0,287.0,0.44700000000000006,447.0,0.6817434210526315,
lb_26_r2_0p35,26,0.35,0p35,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_0p35,26,0.35,0p35,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.1049764015171315,0.18877541393892208,-0.28910861073246075,0.6235407175720641,378.0,151.0,0.23600000000000004,236.0,0.7,
lb_26_r2_0p35,26,0.35,0p35,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.06694275717824794,0.1945926867394249,-0.2891086107324605,0.43070150544358027,228.0,95.0,0.14,140.0,0.6984126984126984,
lb_26_r2_0p35,26,0.35,0p35,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.1591162061610224,0.16233105215897023,-0.2891086107324605,-0.9851997983755075,79.0,34.0,0.051000000000000004,51.0,0.6865079365079365,
lb_26_r2_0p40,26,0.4,0p40,full,Full,2007-01-04,2016-12-30,2432.0,0.09257959706902286,0.18654819848571877,-0.28563382432484363,0.5681276388233018,830.0,282.0,0.43900000000000006,439.0,0.6587171052631579,
lb_26_r2_0p40,26,0.4,0p40,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_0p40,26,0.4,0p40,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.10790675000865901,0.1869552914600233,-0.28563382432484297,0.6419543998223939,412.0,146.0,0.23,230.0,0.6730158730158731,
lb_26_r2_0p40,26,0.4,0p40,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.058662256186891915,0.19319084203291248,-0.28563382432484363,0.3920928817086313,253.0,90.0,0.134,134.0,0.6653439153439153,
lb_26_r2_0p40,26,0.4,0p40,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.1538667185258722,0.16187178336516142,-0.2856338243248431,-0.9500222859711851,92.0,30.0,0.045,45.0,0.6349206349206349,
lb_26_r2_0p50,26,0.5,0p50,full,Full,2007-01-04,2016-12-30,2432.0,0.05294907954333916,0.17810837897932877,-0.30219403249139287,0.37897078860619404,979.0,285.0,0.43100000000000005,431.0,0.5974506578947368,
lb_26_r2_0p50,26,0.5,0p50,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_0p50,26,0.5,0p50,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.03914383145060252,0.1771960264547121,-0.3021940324913934,0.30571373434390436,499.0,154.0,0.236,236.0,0.6039682539682539,
lb_26_r2_0p50,26,0.5,0p50,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.007543487503986146,0.18322348425005433,-0.27526911270012977,0.13320365125938927,319.0,89.0,0.132,132.0,0.578042328042328,
lb_26_r2_0p50,26,0.5,0p50,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.1604592327345301,0.1489151779827351,-0.27526911270013,-1.098391325533331,114.0,29.0,0.043,43.0,0.5476190476190477,
lb_26_r2_0p60,26,0.6,0p60,full,Full,2007-01-04,2016-12-30,2432.0,0.022870887491656777,0.16062101880991028,-0.30513200692012143,0.22134668126428841,1156.0,278.0,0.41500000000000004,415.0,0.524671052631579,
lb_26_r2_0p60,26,0.6,0p60,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_0p60,26,0.6,0p60,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.02863448071740793,0.1596111971297268,-0.305132006920121,0.2572072841811947,592.0,142.0,0.217,217.0,0.5301587301587302,
lb_26_r2_0p60,26,0.6,0p60,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.031128287654887066,0.16477202128881607,-0.17953395835991504,0.2690511539564395,378.0,73.0,0.11000000000000001,110.0,0.5,
lb_26_r2_0p60,26,0.6,0p60,last_1y,1Y,2015-12-22,2016-12-30,252.0,0.0032816875540999657,0.12979901735507957,-0.17953395835991437,0.09097655845296937,133.0,18.0,0.027000000000000003,27.0,0.4722222222222222,
lb_28_r2_none,28,,none,full,Full,2007-01-04,2016-12-30,2432.0,0.09857397504333987,0.22489256789529596,-0.36308997006504484,0.5307983041943638,220.0,262.0,0.455,455.0,0.9095394736842105,
lb_28_r2_none,28,,none,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none,28,,none,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.014980238101832022,0.2209368240310568,-0.3630899700650443,0.1783229453695299,91.0,143.0,0.248,248.0,0.9277777777777778,
lb_28_r2_none,28,,none,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.04011202544250281,0.2218178429318263,-0.3630899700650435,-0.07277165540288916,51.0,88.0,0.15000000000000002,150.0,0.9325396825396826,
lb_28_r2_none,28,,none,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.2619347480859766,0.20747544991084635,-0.3322353120529721,-1.3578884502301658,12.0,28.0,0.048,48.0,0.9523809523809523,
lb_28_r2_0p10,28,0.1,0p10,full,Full,2007-01-04,2016-12-30,2432.0,0.09227686599264673,0.2117304620351872,-0.31791141747945173,0.5230996457160273,448.0,272.0,0.445,445.0,0.8157894736842105,
lb_28_r2_0p10,28,0.1,0p10,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p10,28,0.1,0p10,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.03377512944757122,0.2094998111148726,-0.31791141747945195,0.26385975485464297,228.0,148.0,0.244,244.0,0.819047619047619,
lb_28_r2_0p10,28,0.1,0p10,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.027834761360403193,0.2146106018527352,-0.3179114174794526,-0.0233445396472874,131.0,90.0,0.14400000000000002,144.0,0.8267195767195767,
lb_28_r2_0p10,28,0.1,0p10,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.22894558696204426,0.2010336556578696,-0.26688894568719335,-1.1906906412709173,36.0,30.0,0.047,47.0,0.8571428571428571,
lb_28_r2_0p15,28,0.15,0p15,full,Full,2007-01-04,2016-12-30,2432.0,0.08420262117357402,0.20753924938848747,-0.34613433986231157,0.4937070564689054,531.0,273.0,0.441,441.0,0.7816611842105263,
lb_28_r2_0p15,28,0.15,0p15,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p15,28,0.15,0p15,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.026188627577852452,0.20648347338889037,-0.34613433986231223,0.2289965933215022,264.0,148.0,0.24,240.0,0.7904761904761904,
lb_28_r2_0p15,28,0.15,0p15,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.05172637843765493,0.21218492566611902,-0.34613433986231124,-0.14329259884187992,154.0,91.0,0.14400000000000002,144.0,0.7962962962962963,
lb_28_r2_0p15,28,0.15,0p15,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.22444246570835324,0.19959116030741,-0.27278912067010097,-1.1716032829967258,45.0,29.0,0.045,45.0,0.8214285714285714,
lb_28_r2_0p20,28,0.2,0p20,full,Full,2007-01-04,2016-12-30,2432.0,0.0601110983506028,0.20179765989238735,-0.2867236833486091,0.3905259576843665,595.0,268.0,0.43300000000000005,433.0,0.7553453947368421,
lb_28_r2_0p20,28,0.2,0p20,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p20,28,0.2,0p20,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.030848574537129636,0.1977087433366536,-0.2867236833486103,0.25301067460064597,302.0,141.0,0.23,230.0,0.7603174603174603,
lb_28_r2_0p20,28,0.2,0p20,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.015064028546162844,0.20296381335620464,-0.28672368334861087,0.027382892538084916,178.0,87.0,0.136,136.0,0.7645502645502645,
lb_28_r2_0p20,28,0.2,0p20,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.15748683893119564,0.18139193262197173,-0.27500220110883566,-0.8532053170831344,56.0,30.0,0.045,45.0,0.7777777777777778,
lb_28_r2_0p25,28,0.25,0p25,full,Full,2007-01-04,2016-12-30,2432.0,0.08034220484276533,0.1974650342050929,-0.29327372248121186,0.4904194646629108,645.0,273.0,0.44100000000000006,441.0,0.7347861842105263,
lb_28_r2_0p25,28,0.25,0p25,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p25,28,0.25,0p25,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.06442926037963947,0.19331140111111728,-0.284688624350634,0.4201112328144046,326.0,142.0,0.232,232.0,0.7412698412698413,
lb_28_r2_0p25,28,0.25,0p25,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.013584180313086502,0.19794054982939874,-0.2846886243506338,0.1677600644298581,195.0,89.0,0.14,140.0,0.7420634920634921,
lb_28_r2_0p25,28,0.25,0p25,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.1734884321697533,0.17697432507506003,-0.2846886243506336,-0.9871812263714471,64.0,34.0,0.051000000000000004,51.0,0.746031746031746,
lb_28_r2_0p30,28,0.3,0p30,full,Full,2007-01-04,2016-12-30,2432.0,0.07237937036862796,0.19456523499497325,-0.3746167658584162,0.4567674929827594,701.0,275.0,0.43900000000000006,439.0,0.7117598684210527,
lb_28_r2_0p30,28,0.3,0p30,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p30,28,0.3,0p30,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.07672350146856033,0.1903517570744945,-0.2814349394385818,0.4839979836172248,354.0,139.0,0.226,226.0,0.719047619047619,
lb_28_r2_0p30,28,0.3,0p30,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.028709276990317,0.194803281665034,-0.2814349394385822,0.2433429289335495,213.0,87.0,0.136,136.0,0.7182539682539683,
lb_28_r2_0p30,28,0.3,0p30,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.11997843409497433,0.17353000002224928,-0.28143493943858267,-0.6490027294978158,71.0,29.0,0.045,45.0,0.7182539682539683,
lb_28_r2_0p35,28,0.35,0p35,full,Full,2007-01-04,2016-12-30,2432.0,0.08336399970383424,0.19113641219919178,-0.32656594363952984,0.5148481981189057,765.0,273.0,0.43100000000000005,431.0,0.6854440789473685,
lb_28_r2_0p35,28,0.35,0p35,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
