candidate,SCALE_THRESHOLD,TARGET_VOL,VOL_WINDOW,MAX_LEV,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,scale_rebalance_days,cash_days,holding_days,holding_day_ratio,avg_weight,max_weight,pct_at_max_lev,avg_final_exposure,max_final_exposure,turnover_sum,cost_total,overheat_days
th_0p065,0.065,0.25,80,1.5,last_3y,2023-03-22,2026-05-08,756,0.9962644527047275,0.2642100409287126,2.7493243514064774,-0.16402318218756984,6.955257106211303,2024-07-15,2024-09-10,201,40,53,695,0.9193121693121693,1.17455908096282,1.5,0.11904761904761904,0.9462887779968154,1.5,196.36697209832155,0.19636697209832155,8
th_0p065,0.065,0.25,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9349300496524993,0.24501211867635195,2.8185908846887884,-0.12857328412801283,0.9349300496524993,2025-10-22,2025-12-16,79,11,19,229,0.9087301587301587,1.1933500618546997,1.4815309307098972,0.0,0.9339001406034149,1.4815309307098972,77.0997364588201,0.07709973645882011,4
th_0p07,0.07,0.25,80,1.5,full,2011-12-09,2026-05-08,3496,0.34058790122369187,0.24276374146923357,1.3287508362870777,-0.2815693958531643,57.34043407362166,2016-03-08,2016-12-05,752,140,740,2726,0.7797482837528604,1.2775620559542218,1.5,0.2248283752860412,0.890776119181515,1.5,739.2560901319852,0.7392560901319852,30
th_0p07,0.07,0.25,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.3707223179359793,0.2468053408057827,1.4012425242883244,-0.2815693958531643,22.415036528357998,2016-03-08,2016-12-05,603,98,225,2275,0.9027777777777778,1.2766354708249645,1.5,0.20992063492063492,1.0297376627921762,1.5,610.3976587891784,0.6103976587891784,20
th_0p07,0.07,0.25,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.6211945266049943,0.2560742968049937,2.0146594064530547,-0.18074943043101266,10.198907155532085,2022-03-22,2022-06-09,324,58,101,1141,0.9055555555555556,1.2283839390809712,1.5,0.07698412698412699,0.9918476488376641,1.5,327.6153240288835,0.32761532402888344,18
th_0p07,0.07,0.25,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.0037130919547548,0.2637900210569647,2.7674062297358777,-0.15997811580528576,7.044639876960838,2024-07-15,2024-09-10,198,35,53,695,0.9193121693121693,1.1715975537345236,1.5,0.11904761904761904,0.9448214295816828,1.5,195.5423378344629,0.1955423378344629,8
th_0p07,0.07,0.25,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9321015785014526,0.24497698545006386,2.812974251123831,-0.12857328412801272,0.9321015785014526,2025-10-22,2025-12-16,79,11,19,229,0.9087301587301587,1.191690113934838,1.4815309307098972,0.0,0.9329390525190131,1.4815309307098972,76.93199736816015,0.07693199736816014,4
th_0p075,0.075,0.25,80,1.5,full,2011-12-09,2026-05-08,3496,0.34044021152852144,0.2420291657667945,1.331567397664375,-0.2808535727448864,57.251332062561396,2016-03-08,2016-12-05,740,123,740,2726,0.7797482837528604,1.2743206269304712,1.5,0.1209954233409611,0.8878025332171349,1.5,736.9244268842438,0.7369244268842438,30
th_0p075,0.075,0.25,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.3705640233109051,0.24628618399841848,1.40319929988265,-0.2808535727448864,22.388010274955114,2016-03-08,2016-12-05,590,85,225,2275,0.9027777777777778,1.2719146915515762,1.5,0.06587301587301587,1.0257376449467528,1.5,608.1225400788392,0.6081225400788393,20
th_0p075,0.075,0.25,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.6238955769998922,0.25644170457362686,2.0186333076235017,-0.18099350517126878,10.292510281031072,2022-03-22,2022-06-09,319,53,101,1141,0.9055555555555556,1.2299363730841986,1.5,0.07698412698412699,0.9931442726992603,1.5,328.15427474784497,0.328154274747845,18
th_0p075,0.075,0.25,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.0080478997182034,0.264462930458263,2.7692164429349897,-0.16295642658038412,7.096963930009606,2024-07-15,2024-09-10,197,32,53,695,0.9193121693121693,1.1755617525516824,1.5,0.11904761904761904,0.9481558856002094,1.5,196.53383222956518,0.19653383222956522,8
th_0p075,0.075,0.25,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9440619559571293,0.24719256112445925,2.814963879240325,-0.12857328412801272,0.9440619559571293,2025-10-22,2025-12-16,81,13,19,229,0.9087301587301587,1.2009766972248876,1.4815309307098972,0.0,0.9421620077792697,1.4815309307098972,77.87021958368246,0.07787021958368245,4
th_0p08,0.08,0.25,80,1.5,full,2011-12-09,2026-05-08,3496,0.34126954660764564,0.24150557178962007,1.3364860747866087,-0.27812799049248094,57.75331575562122,2016-03-08,2016-12-05,728,111,740,2726,0.7797482837528604,1.2704052509350199,1.5,0.12757437070938216,0.8847960323081673,1.5,734.2235312115793,0.7342235312115792,30
th_0p08,0.08,0.25,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.3720992023381695,0.24579604986167045,1.410059527896916,-0.27812799049248094,22.651305541392606,2016-03-08,2016-12-05,583,77,225,2275,0.9027777777777778,1.2677956448761392,1.5,0.075,1.0225118940896367,1.5,606.36744580881,0.60636744580881,20
th_0p08,0.08,0.25,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.6229158935845318,0.25514330234270455,2.0252268461664245,-0.1819619457800652,10.258487943932963,2022-03-22,2022-06-09,313,47,101,1141,0.9055555555555556,1.2203601070412875,1.5,0.09523809523809523,0.9857441538419104,1.5,325.2131767671636,0.3252131767671636,18
th_0p08,0.08,0.25,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.0100113783314608,0.26402088893801384,2.777119695256048,-0.15987888874558798,7.1207389095714895,2024-07-15,2024-09-10,194,31,53,695,0.9193121693121693,1.170755027736486,1.5,0.14947089947089948,0.9449175384665821,1.5,195.36944206425858,0.1953694420642586,8
th_0p08,0.08,0.25,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9443144096242089,0.24664933605463363,2.821137217410983,-0.1285732841280124,0.9443144096242089,2025-10-22,2025-12-16,79,12,19,229,0.9087301587301587,1.1921113626023279,1.5,0.09126984126984126,0.9349400111810778,1.5,77.21337060730252,0.07721337060730252,4
th_0p085,0.085,0.25,80,1.5,full,2011-12-09,2026-05-08,3496,0.3417365672501924,0.24174856866274694,1.3368227829271557,-0.27858519567396356,58.0377598002748,2016-03-08,2016-12-05,724,102,740,2726,0.7797482837528604,1.2722532451232036,1.5,0.12757437070938216,0.8861971766028377,1.5,735.3101407279644,0.7353101407279643,30
th_0p085,0.085,0.25,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.371595481749436,0.24616726847919915,1.4068087928687405,-0.27858519567396356,22.564620940629364,2016-03-08,2016-12-05,580,70,225,2275,0.9027777777777778,1.2700640122499853,1.5,0.075,1.0243260605580113,1.5,607.555826358245,0.607555826358245,20
th_0p085,0.085,0.25,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.6212298540294203,0.25605334919319434,2.0148598715302475,-0.18297290083310702,10.20012738475919,2022-03-22,2022-06-09,312,43,101,1141,0.9055555555555556,1.2250054998717677,1.5,0.09523809523809523,0.9894279341296859,1.5,326.4735866809257,0.32647358668092563,18
th_0p085,0.085,0.25,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.0062642471880308,0.26394634635829584,2.770741173449426,-0.16295642658038434,7.075406656827392,2024-07-15,2024-09-10,191,27,53,695,0.9193121693121693,1.1701023446650267,1.5,0.14947089947089948,0.9441796429987632,1.5,195.4419998247418,0.1954419998247418,8
th_0p085,0.085,0.25,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9489367513564397,0.24634628164414962,2.833950776031856,-0.1285732841280125,0.9489367513564397,2025-10-22,2025-12-16,76,9,19,229,0.9087301587301587,1.1867562066461088,1.5,0.09126984126984126,0.9323135894613553,1.5,76.84216167094809,0.07684216167094808,4
th_0p09,0.09,0.25,80,1.5,full,2011-12-09,2026-05-08,3496,0.34190393265768204,0.2416069012916681,1.3379933344163957,-0.2781713106282314,58.14000617373012,2016-03-08,2016-12-05,721,96,740,2726,0.7797482837528604,1.2727027161506446,1.5,0.12242562929061784,0.8863150295921528,1.5,736.1151625418629,0.7361151625418629,30
th_0p09,0.09,0.25,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.371038297728177,0.24594793548670313,1.4062084196147198,-0.2781713106282314,22.46906904804469,2016-03-08,2016-12-05,578,64,225,2275,0.9027777777777778,1.2706206386653704,1.5,0.06785714285714285,1.024381448121516,1.5,608.3009374770875,0.6083009374770876,20
th_0p09,0.09,0.25,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.6199143371647593,0.25567522899856093,2.0143158681378504,-0.1847904524066054,10.154760391830846,2022-03-22,2022-06-09,311,38,101,1141,0.9055555555555556,1.2263985061521383,1.5,0.08095238095238096,0.9897964976758677,1.5,327.3443601901661,0.3273443601901661,18
th_0p09,0.09,0.25,80,1.5,last_3y,2023-03-22,2026-05-08,756,1.003522173470238,0.2636623699957735,2.76829631581567,-0.16295642658038434,7.042340559573631,2024-07-15,2024-09-10,190,25,53,695,0.9193121693121693,1.1723632250834555,1.5,0.1349206349206349,0.9456292646088352,1.5,196.13867897617342,0.19613867897617343,8
th_0p09,0.09,0.25,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9659675365642109,0.24806092138125868,2.851225435144599,-0.1285732841280124,0.9659675365642109,2025-10-22,2025-12-16,77,8,19,229,0.9087301587301587,1.2037007968640143,1.5,0.19444444444444445,0.9452566365316438,1.5,78.13911581553455,0.07813911581553455,4
th_0p095,0.095,0.25,80,1.5,full,2011-12-09,2026-05-08,3496,0.3389686454227936,0.2415959797598503,1.328978743456749,-0.2775097706018561,56.37039926591318,2016-03-08,2016-12-05,721,94,740,2726,0.7797482837528604,1.2725364064459148,1.5,0.11441647597254005,0.8857979582480272,1.5,736.2898568021474,0.7362898568021473,30
th_0p095,0.095,0.25,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.3677226037667476,0.2455729220222941,1.3981234550407973,-0.2775097706018561,21.907634428177385,2016-03-08,2016-12-05,576,60,225,2275,0.9027777777777778,1.2696518108241517,1.5,0.048412698412698414,1.0229629084451102,1.5,607.8951554536083,0.6078951554536083,20
th_0p095,0.095,0.25,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.61192144294463,0.255018266194188,1.999441021740543,-0.18479045240660585,9.882266645978886,2022-03-22,2022-06-09,308,34,101,1141,0.9055555555555556,1.2245507677154546,1.5,0.04206349206349207,0.9870193842743602,1.5,326.7557359856058,0.32675573598560576,18
th_0p095,0.095,0.25,80,1.5,last_3y,2023-03-22,2026-05-08,756,0.9880015793766082,0.2623867383705376,2.7507900220564956,-0.16295642658038423,6.8568809977862335,2024-07-15,2024-09-10,188,21,53,695,0.9193121693121693,1.169322882613986,1.5,0.0701058201058201,0.9406828257973516,1.5,195.6300309298183,0.1956300309298183,8
th_0p095,0.095,0.25,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9268222227862948,0.24395349106876224,2.8125361008079945,-0.12857328412801294,0.9268222227862948,2025-10-22,2025-12-16,75,4,19,229,0.9087301587301587,1.194909983186788,1.4062276567281504,0.0,0.930906780874664,1.4062276567281504,77.66112630575867,0.07766112630575868,4
th_0p1,0.1,0.25,80,1.5,full,2011-12-09,2026-05-08,3496,0.3416645648604324,0.24204735300691296,1.335278502408273,-0.2775097706018562,57.99382279970617,2016-03-08,2016-12-05,715,90,740,2726,0.7797482837528604,1.274106536010228,1.5,0.1147025171624714,0.8867757371577243,1.5,735.9138329243226,0.7359138329243227,30
th_0p1,0.1,0.25,80,1.5,last_10y,2015-12-18,2026-05-08,2520,0.3705040249317668,0.2455944967451763,1.4063000221933495,-0.2775097706018562,22.377773859246222,2016-03-08,2016-12-05,574,60,225,2275,0.9027777777777778,1.269081278200825,1.5,0.048412698412698414,1.0227375884554526,1.5,606.8264354322439,0.6068264354322439,20
th_0p1,0.1,0.25,80,1.5,last_5y,2021-02-24,2026-05-08,1260,0.6173730996032285,0.2550734932899688,2.0123117882600385,-0.1834513298469107,10.067539430258831,2022-03-22,2022-06-09,307,34,101,1141,0.9055555555555556,1.2245016677927636,1.5,0.04206349206349207,0.9873723282274783,1.5,326.57362625269866,0.3265736262526987,18
th_0p1,0.1,0.25,80,1.5,last_3y,2023-03-22,2026-05-08,756,0.9877621223215598,0.262399560295605,2.750208018433602,-0.16295642658038412,6.854042228945446,2024-07-15,2024-09-10,188,21,53,695,0.9193121693121693,1.1694842228933928,1.5,0.0701058201058201,0.9408078177977518,1.5,195.73994812553383,0.19573994812553386,8
th_0p1,0.1,0.25,80,1.5,last_1y,2025-04-22,2026-05-08,252,0.9268222227862961,0.24395349106876238,2.8125361008080003,-0.12857328412801272,0.9268222227862961,2025-10-22,2025-12-16,75,4,19,229,0.9087301587301587,1.194909983186788,1.4062276567281504,0.0,0.930906780874664,1.4062276567281504,77.66112630575867,0.07766112630575868,4
