date,variant,nav,return,gross_return,base_gross_return,position_before,fraction_before,position,holding_fraction,weight,turnover,cost,trade_count,stop_count,pending_entry_target,pending_entry_days,staged_initial,fill_on_down_day,staged_initial_count,staged_fill_count,buffer_blocked,buffer_blocked_count,best_candidate,best_score,current_score,max_lev,score_159941.SZ,raw_score_159941.SZ,r2_159941.SZ,score_518880.SH,raw_score_518880.SH,r2_518880.SH,target_vol_input_return,target_vol_input_nav,base_return,base_nav,base_turnover,base_cost,realized_vol,target_vol_scale_effective,target_vol_scale_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,effective_trade_count,target_vol,vol_window,switch_buffer,r2_threshold
2015-07-28,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-07-29,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-07-30,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-07-31,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-03,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-04,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-05,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-06,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-07,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-10,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-11,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-12,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-13,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-14,v11_keep_half_no_overheat_no_score_gate,1.0,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,0,0,,0,False,False,0,0,False,0,CASH,,,1.5,,0.10221469685857265,0.05459512124726751,,0.41382255488326414,0.11263656405826117,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.05,0.2
2015-08-17,v11_keep_half_no_overheat_no_score_gate,0.9995,-0.0004999999999999449,0.0,0.0,CASH,0.0,518880.SH,0.5,1.0,0.5,0.0005,1,0,518880.SH,0,True,False,1,0,False,0,518880.SH,0.6780488457770126,,1.5,,0.0781568312103369,0.03816675727714347,0.6780488457770126,0.6780488457770126,0.23890293307831456,-0.0004999999999999449,0.9995,-0.0004999999999999449,0.9995,0.5,0.0005,,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1,0.25,80,1.05,0.2
2015-08-18,v11_keep_half_no_overheat_no_score_gate,0.9997171881790526,0.00021729682746629564,0.00021729682746629564,0.00021729682746629564,518880.SH,0.5,518880.SH,0.5,1.0,0.0,0.0,1,0,518880.SH,1,False,False,1,0,False,0,518880.SH,0.9288973654211219,0.9288973654211219,1.5,,0.08581188239888804,0.05043579951463606,0.9288973654211219,0.9288973654211219,0.37070304066820103,0.00021729682746629564,0.9997171881790526,0.00021729682746629564,0.9997171881790526,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1,0.25,80,1.05,0.2
2015-08-19,v11_keep_half_no_overheat_no_score_gate,1.0014543162210667,0.0017376194613381024,0.0017376194613379914,0.0017376194613379914,518880.SH,0.5,518880.SH,0.5,1.0,0.0,0.0,1,0,518880.SH,2,False,False,1,0,False,0,518880.SH,1.1749819213416375,1.1749819213416375,1.5,,0.08155635962864394,0.05191249097856798,1.1749819213416375,1.1749819213416375,0.4970830494259353,0.0017376194613381024,1.0014543162210667,0.0017376194613381024,1.0014543162210667,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1,0.25,80,1.05,0.2
2015-08-20,v11_keep_half_no_overheat_no_score_gate,1.0092578563474646,0.007792207792207684,0.007792207792207795,0.007792207792207795,518880.SH,0.5,518880.SH,0.5,1.0,0.0,0.0,1,0,518880.SH,3,False,False,1,0,False,0,518880.SH,1.5277563446888176,1.5277563446888176,1.5,,0.0569921527598618,0.02872519930790962,1.5277563446888176,1.5277563446888176,0.6215776031208067,0.007792207792207684,1.0092578563474646,0.007792207792207684,1.0092578563474646,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1,0.25,80,1.05,0.2
2015-08-21,v11_keep_half_no_overheat_no_score_gate,1.0187223375237835,0.009377664109121886,0.009377664109121886,0.009377664109121886,518880.SH,0.5,518880.SH,0.5,1.0,0.0,0.0,1,0,518880.SH,4,False,False,1,0,False,0,518880.SH,2.0406058639575684,2.0406058639575684,1.5,,-0.14509851643921634,0.06071065156078215,2.0406058639575684,2.0406058639575684,0.7159084360776893,0.009377664109121886,1.0187223375237835,0.009377664109121886,1.0187223375237835,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1,0.25,80,1.05,0.2
2015-08-24,v11_keep_half_no_overheat_no_score_gate,1.0162958389518426,-0.002381903765690474,-0.0018828451882845765,-0.0018828451882845765,518880.SH,0.5,518880.SH,1.0,1.0,0.5,0.0005,2,0,,0,False,True,1,1,False,0,518880.SH,2.397239786715635,2.397239786715635,1.5,,-0.5156963441067776,0.1938244183246226,2.397239786715635,2.397239786715635,0.7811371705348609,-0.002381903765690474,1.0162958389518426,-0.002381903765690474,1.0162958389518426,0.5,0.0005,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2,0.25,80,1.05,0.2
2015-08-25,v11_keep_half_no_overheat_no_score_gate,1.0107469746484516,-0.005459890802183898,-0.005459890802183898,-0.005459890802183898,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,2,0,,0,False,False,1,1,False,0,518880.SH,2.5485981661621957,2.5485981661621957,1.5,-0.7085369827383341,-0.7085369827383341,0.3157741421254827,2.5485981661621957,2.5485981661621957,0.820134220065201,-0.005459890802183898,1.0107469746484516,-0.005459890802183898,1.0107469746484516,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.25,80,1.05,0.2
2015-08-26,v11_keep_half_no_overheat_no_score_gate,1.0026370960511881,-0.008023648648648463,-0.008023648648648463,-0.008023648648648463,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,2,0,,0,False,False,1,1,False,0,518880.SH,2.4590743162655846,2.4590743162655846,1.5,-0.8024634179446332,-0.8024634179446332,0.4199905552152148,2.4590743162655846,2.4590743162655846,0.8227507808167751,-0.008023648648648463,1.0026370960511881,-0.008023648648648463,1.0026370960511881,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.25,80,1.05,0.2
2015-08-27,v11_keep_half_no_overheat_no_score_gate,0.9911125317287606,-0.011494252873563315,-0.011494252873563315,-0.011494252873563315,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,2,0,,0,False,False,1,1,False,0,518880.SH,2.1370339369846376,2.1370339369846376,1.5,-0.8244261638873406,-0.8244261638873406,0.47322268521494903,2.1370339369846376,2.1370339369846376,0.7675877764032043,-0.011494252873563315,0.9911125317287606,-0.011494252873563315,0.9911125317287606,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.25,80,1.05,0.2
2015-08-28,v11_keep_half_no_overheat_no_score_gate,0.9958077246008606,0.004737295434969813,0.004737295434969813,0.004737295434969813,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,2,0,,0,False,False,1,1,False,0,518880.SH,1.8673153266164806,1.8673153266164806,1.5,-0.8195013238750444,-0.8195013238750444,0.47724875753393137,1.8673153266164806,1.8673153266164806,0.7211619026197185,0.004737295434969813,0.9958077246008606,0.004737295434969813,0.9958077246008606,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.25,80,1.05,0.2
2015-08-31,v11_keep_half_no_overheat_no_score_gate,0.9983687388947333,0.002571795970852886,0.002571795970852886,0.002571795970852886,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,2,0,,0,False,False,1,1,False,0,518880.SH,1.624660107005397,1.624660107005397,1.5,-0.8036043866668279,-0.8036043866668279,0.4564723166347865,1.624660107005397,1.624660107005397,0.6765112187361351,0.002571795970852886,0.9983687388947333,0.002571795970852886,0.9983687388947333,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.25,80,1.05,0.2
2015-09-01,v11_keep_half_no_overheat_no_score_gate,1.0047712746294153,0.006412997007268162,0.006412997007268162,0.006412997007268162,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,2,0,,0,False,False,1,1,False,0,518880.SH,1.4369572704033708,1.4369572704033708,1.5,-0.8024687488878025,-0.8024687488878025,0.4701576172017137,1.4369572704033708,1.4369572704033708,0.6466997100112509,0.006412997007268162,1.0047712746294153,0.006412997007268162,1.0047712746294153,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.25,80,1.05,0.2
2015-09-02,v11_keep_half_no_overheat_no_score_gate,1.003490767482479,-0.0012744265080714134,-0.0012744265080714134,-0.0012744265080714134,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,2,0,,0,False,False,1,1,False,0,518880.SH,1.2242466757927137,1.2242466757927137,1.5,-0.8051252848200376,-0.8051252848200376,0.4914308302943189,1.2242466757927137,1.2242466757927137,0.6021973763999251,-0.0012744265080714134,1.003490767482479,-0.0012744265080714134,1.003490767482479,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.25,80,1.05,0.2
2015-09-07,v11_keep_half_no_overheat_no_score_gate,0.9872710102879515,-0.0161633347511696,-0.0161633347511696,-0.0161633347511696,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,2,0,,0,False,False,1,1,False,0,518880.SH,0.8763350431170389,0.8763350431170389,1.5,-0.7892998998349279,-0.7892998998349279,0.475718645723749,0.8763350431170389,0.8763350431170389,0.4527775541673039,-0.0161633347511696,0.9872710102879515,-0.0161633347511696,0.9872710102879515,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.25,80,1.05,0.2
2015-09-08,v11_keep_half_no_overheat_no_score_gate,0.9830026531314968,-0.004323389537397415,-0.004323389537397415,-0.004323389537397415,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,2,0,,0,False,False,1,1,False,0,518880.SH,0.5669784197339043,0.5669784197339043,1.5,-0.7617569794548001,-0.7617569794548001,0.43843523130822637,0.5669784197339043,0.5669784197339043,0.2823056766752693,-0.004323389537397415,0.9830026531314968,-0.004323389537397415,0.9830026531314968,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.25,80,1.05,0.2
2015-09-09,v11_keep_half_no_overheat_no_score_gate,0.9857901037725197,0.0028356491532786077,0.004342162396873794,0.004342162396873794,518880.SH,1.0,159941.SZ,0.5,1.0,1.5,0.0015,3,0,159941.SZ,0,True,False,2,1,False,0,159941.SZ,-0.7200378540071846,,1.5,-0.7200378540071846,-0.7200378540071846,0.38070799690393764,,0.3553898778217235,0.16182869384809373,0.0028356491532786077,0.9857901037725197,0.0028356491532786077,0.9857901037725197,1.5,0.0015,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,3,0.25,80,1.05,0.2
2015-09-10,v11_keep_half_no_overheat_no_score_gate,0.9820842830400227,-0.003759239130434744,-0.0032608695652173725,-0.0032608695652173725,159941.SZ,0.5,159941.SZ,1.0,1.0,0.5,0.0005,4,0,,0,False,True,2,2,False,0,159941.SZ,-0.6783131985989311,-0.6783131985989311,1.5,-0.6783131985989311,-0.6783131985989311,0.33489488335679374,,0.12819115222602573,0.03020370159147434,-0.003759239130434744,0.9820842830400227,-0.003759239130434744,0.9820842830400227,0.5,0.0005,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,4,0.25,80,1.05,0.2
2015-09-11,v11_keep_half_no_overheat_no_score_gate,0.9885312258170906,0.006564551422319376,0.006564551422319376,0.006564551422319376,159941.SZ,1.0,159941.SZ,1.0,1.0,0.0,0.0,4,0,,0,False,False,2,2,False,0,159941.SZ,-0.6166619177690099,-0.6166619177690099,1.5,-0.6166619177690099,-0.6166619177690099,0.2694751680714178,,-0.03607682799048839,0.003293659125803039,0.006564551422319376,0.9885312258170906,0.006564551422319376,0.9885312258170906,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0.25,80,1.05,0.2
2015-09-14,v11_keep_half_no_overheat_no_score_gate,0.99720343834271,0.00877282608695662,0.009782608695652284,0.009782608695652284,159941.SZ,1.0,CASH,0.0,1.0,1.0,0.001,5,0,,0,False,False,2,2,False,0,CASH,,,1.5,,-0.5230825404370816,0.1827083388324745,,-0.1622395471975131,0.08522734444866176,0.00877282608695662,0.99720343834271,0.00877282608695662,0.99720343834271,1.0,0.001,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5,0.25,80,1.05,0.2
2015-09-15,v11_keep_half_no_overheat_no_score_gate,0.9967048366235387,-0.0004999999999999449,0.0,0.0,CASH,0.0,518880.SH,0.5,1.0,0.5,0.0005,6,0,518880.SH,0,True,False,3,2,False,0,518880.SH,-0.25243918023139056,,1.5,,-0.4577602920829259,0.14320684411064888,-0.25243918023139056,-0.25243918023139056,0.2439670243888229,-0.0004999999999999449,0.9967048366235387,-0.0004999999999999449,0.9967048366235387,0.5,0.0005,,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,6,0.25,80,1.05,0.2
2015-09-16,v11_keep_half_no_overheat_no_score_gate,0.9955510852024605,-0.0011575657894735691,-0.000657894736842024,-0.000657894736842024,518880.SH,0.5,518880.SH,1.0,1.0,0.5,0.0005,7,0,,0,False,True,3,3,False,0,518880.SH,-0.31581803348865956,-0.31581803348865956,1.5,,-0.2950640490887919,0.053292721601654325,-0.31581803348865956,-0.31581803348865956,0.418240615650764,-0.0011575657894735691,0.9955510852024605,-0.0011575657894735691,0.9955510852024605,0.5,0.0005,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,7,0.25,80,1.05,0.2
2015-09-17,v11_keep_half_no_overheat_no_score_gate,1.0077932592848797,0.012296881862099207,0.012296881862099207,0.012296881862099207,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,7,0,,0,False,False,3,3,False,0,518880.SH,-0.3183184178766577,-0.3183184178766577,1.5,,-0.09593711399459337,0.005102634087118529,-0.3183184178766577,-0.3183184178766577,0.4624575715860634,0.012296881862099207,1.0077932592848797,0.012296881862099207,1.0077932592848797,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,0.25,80,1.05,0.2
2015-09-18,v11_keep_half_no_overheat_no_score_gate,1.0134771258231459,0.00563991323210411,0.00563991323210411,0.00563991323210411,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,7,0,,0,False,False,3,3,False,0,518880.SH,-0.2931632074493612,-0.2931632074493612,1.5,,0.15951712365974124,0.01231504370066161,-0.2931632074493612,-0.2931632074493612,0.41149755743435923,0.00563991323210411,1.0134771258231459,0.00563991323210411,1.0134771258231459,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,0.25,80,1.05,0.2
2015-09-21,v11_keep_half_no_overheat_no_score_gate,1.0261565204085086,0.01251078515962023,0.01251078515962023,0.01251078515962023,518880.SH,1.0,518880.SH,1.0,1.0,0.0,0.0,7,0,,0,False,False,3,3,False,0,518880.SH,-0.22679957537956907,-0.22679957537956907,1.5,,0.3405273868827279,0.05724612243402505,-0.22679957537956907,-0.22679957537956907,0.22557396014773867,0.01251078515962023,1.0261565204085086,0.01251078515962023,1.0261565204085086,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,0.25,80,1.05,0.2
2015-09-22,v11_keep_half_no_overheat_no_score_gate,1.0190153979339316,-0.006959096719216018,-0.005965061780996983,-0.005965061780996983,518880.SH,1.0,CASH,0.0,1.0,1.0,0.001,8,0,,0,False,False,3,3,False,0,CASH,,,1.5,,0.5197763470513557,0.13874437750972912,,-0.18130182683356866,0.14564053933593635,-0.006959096719216018,1.0190153979339316,-0.006959096719216018,1.0190153979339316,1.0,0.001,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8,0.25,80,1.05,0.2
2015-09-23,v11_keep_half_no_overheat_no_score_gate,1.0185058902349646,-0.0004999999999999449,0.0,0.0,CASH,0.0,159941.SZ,0.5,1.0,0.5,0.0005,9,0,159941.SZ,0,True,False,4,3,False,0,159941.SZ,0.5980855355273789,,1.5,0.5980855355273789,0.5980855355273789,0.21200045315326932,,-0.1437491307578297,0.09574140051415847,-0.0004999999999999449,1.0185058902349646,-0.0004999999999999449,1.0185058902349646,0.5,0.0005,,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,9,0.25,80,1.05,0.2
2015-09-24,v11_keep_half_no_overheat_no_score_gate,1.0119502209776505,-0.0064365550755939305,-0.005939524838012966,-0.005939524838012966,159941.SZ,0.5,159941.SZ,1.0,1.0,0.5,0.0005,10,0,,0,False,True,4,4,False,0,159941.SZ,0.5534448943260519,0.5534448943260519,1.5,0.5534448943260519,0.5534448943260519,0.22914039403702857,,-0.07147250138806083,0.022537352728660087,-0.0064365550755939305,1.0119502209776505,-0.0064365550755939305,1.0119502209776505,0.5,0.0005,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,10,0.25,80,1.05,0.2
2015-09-25,v11_keep_half_no_overheat_no_score_gate,1.0119502209776505,0.0,0.0,0.0,159941.SZ,1.0,159941.SZ,1.0,1.0,0.0,0.0,10,0,,0,False,False,4,4,False,0,159941.SZ,0.47451135049315796,0.47451135049315796,1.5,0.47451135049315796,0.47451135049315796,0.21878401393285718,,0.032853254558659506,0.004054025464177102,0.0,1.0119502209776505,0.0,1.0119502209776505,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,0.25,80,1.05,0.2
2015-09-28,v11_keep_half_no_overheat_no_score_gate,1.0009946156344762,-0.010826229508196672,-0.00983606557377048,-0.00983606557377048,159941.SZ,1.0,CASH,0.0,1.0,1.0,0.001,11,0,,0,False,False,4,4,False,0,CASH,,,1.5,,0.3063117499904495,0.1201870150770511,,0.11200766691306252,0.04579558001732076,-0.010826229508196672,1.0009946156344762,-0.010826229508196672,1.0009946156344762,1.0,0.001,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11,0.25,80,1.05,0.2
2015-09-29,v11_keep_half_no_overheat_no_score_gate,1.0009946156344762,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,11,0,,0,False,False,4,4,False,0,CASH,,,1.5,,-0.04349164923324422,0.002239391266644075,,0.12153394536688422,0.059135854541842225,0.0,1.0009946156344762,0.0,1.0009946156344762,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11,0.25,80,1.05,0.2
2015-09-30,v11_keep_half_no_overheat_no_score_gate,1.0009946156344762,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.0,0.0,0.0,11,0,,0,False,False,4,4,False,0,CASH,,,1.5,,-0.25997306618239735,0.08892350500011015,,0.12433469826140331,0.06773258981058772,0.0,1.0009946156344762,0.0,1.0009946156344762,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11,0.25,80,1.05,0.2
