candidate,R2_THRESHOLD,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,decision_hint,stability_label
r2_ge_0.45,0.45,0.1071499638641109,0.1117720844822225,0.4247916055465905,0.2824739644053995,0.1894209707729264,-0.2964125929376131,-0.2964125929376131,-0.1386771322042548,-0.1386771322042546,-0.1940708301322604,0.6769583577015287,0.6966895393003392,1.7672499176516023,1.4215485352638504,1.0593824598193216,0.1724378093830998,0.1739109398016669,0.2135972526332291,0.1874334447827691,0.1788831276440406,0.2456011730205278,0.242063492063492,0.2658730158730158,0.242063492063492,0.2571428571428571,exploratory,pending
r2_ge_0.50,0.5,0.0776719017452154,0.0765179583131692,0.4199004422681032,0.2468488350703539,0.1530313669730156,-0.2712318891558537,-0.2712318891558536,-0.1386771322042548,-0.1386771322042547,-0.2261336406398875,0.5381791755924442,0.5283685108801417,1.7639183513579946,1.3845171787208364,0.939467087721581,0.164287763122949,0.1658007525186028,0.2118347456313314,0.1699435372240739,0.1664389249339486,0.2870234604105572,0.2845238095238095,0.3095238095238095,0.2936507936507936,0.3039682539682539,exploratory,pending
r2_ge_0.55,0.55,0.0718098795960056,0.0688633993394829,0.2904106799150845,0.2025538071801447,0.1657556693072421,-0.3468871911251714,-0.3468871911251715,-0.182211979817896,-0.182211979817896,-0.1822119798178961,0.5113620521312853,0.4915357212689566,1.3776302154272178,1.2199445698604758,1.0422497663246235,0.1612946613583097,0.1626733860924234,0.2000222889296933,0.1621553206402657,0.1594810095381182,0.3280791788856305,0.3261904761904762,0.3531746031746032,0.335978835978836,0.3476190476190476,exploratory,pending
r2_ge_0.60,0.6,0.0793297921208766,0.0783296925116892,0.3148188919013908,0.1743755149849668,0.1410353340595675,-0.2705919795554553,-0.2705919795554553,-0.1765824652394759,-0.1765824652394759,-0.1765824652394758,0.563607711969855,0.5543722623730261,1.49499061921746,1.1001615531911333,0.9229009890952292,0.1577446534899843,0.1591094847072084,0.1963800283513386,0.1575788344000927,0.1563423922251423,0.3793988269794721,0.3805555555555555,0.4126984126984127,0.3928571428571428,0.4055555555555555,exploratory,pending
r2_ge_0.65,0.65,0.0724547522039598,0.0661518625546515,0.1997648281240964,0.1308575136270504,0.1289224981992862,-0.232831732235912,-0.232831732235912,-0.1765824652394759,-0.1765824652394758,-0.176582465239476,0.5396777042112354,0.4979631705389626,1.066624764024159,0.8935187141481733,0.8934913546722074,0.1509290042510044,0.1521134849646581,0.1877807313349364,0.1505270277424795,0.1481456833039972,0.4450146627565982,0.446031746031746,0.5079365079365079,0.4669312169312169,0.4714285714285714,exploratory,pending
r2_ge_0.70,0.7,0.018018366376721,0.0109812113892315,0.1666164678395829,0.0701015884674189,0.0650883565842403,-0.27749324816398,-0.27749324816398,-0.1819615700799826,-0.1819615700799824,-0.2002436653814693,0.1975268357526606,0.1486678961327419,0.9316816306496476,0.5481989863063305,0.5138114333915532,0.1419299653434164,0.1433215860223553,0.1841624100874989,0.1423974458900555,0.1427784621798195,0.5348240469208211,0.5373015873015873,0.5674603174603174,0.5568783068783069,0.5476190476190477,exploratory,pending
r2_ge_0.75,0.75,0.0366991341582005,0.0349799157140777,0.2439756995151492,0.1015232479581562,0.1122135201546596,-0.2421099527133652,-0.2421099527133651,-0.1386771322042546,-0.1579009540107199,-0.15790095401072,0.3485590426103484,0.3339025022091832,1.2908394350003445,0.7916048396194844,0.8747537513664444,0.1267820821837955,0.1277972725180895,0.1824402783606536,0.1336374842123379,0.131599367092376,0.6282991202346041,0.6309523809523809,0.6111111111111112,0.6362433862433863,0.6261904761904762,exploratory,pending
r2_ge_0.80,0.8,0.0491374866259035,0.0551684482896703,0.1900877541630954,0.0639827683850469,0.1065088531253102,-0.1279895815662873,-0.1279895815662873,-0.1196665611259187,-0.1196665611259187,-0.12234165067039,0.5246025442620984,0.5793333328843441,1.1047725761678349,0.5820710857987309,0.9393258079099482,0.101294291812787,0.1016998587072394,0.1712525021439632,0.1189776201679756,0.1148760535040519,0.7338709677419355,0.7337301587301587,0.6587301587301587,0.7261904761904762,0.723015873015873,exploratory,pending
r2_ge_0.85,0.85,0.0351531020277489,0.0414021796782548,0.0618388773212119,0.0174922019655321,0.0792833097971461,-0.1616085083811373,-0.1616085083811372,-0.1616085083811373,-0.1616085083811372,-0.1616085083811372,0.4443855762947357,0.5094177632782567,0.4565947394492924,0.2156174431804984,0.8182283461629372,0.0861979930393769,0.0871834777145269,0.1607744178600123,0.1084506910724363,0.0993991635362738,0.8288123167155426,0.8253968253968254,0.746031746031746,0.8082010582010583,0.8095238095238095,exploratory,pending
r2_ge_0.90,0.9,0.0148760325849539,0.0150977101790181,0.100121643829006,0.040326682471097,0.0530022229438928,-0.1787399557340064,-0.1787399557340064,-0.0731909777089893,-0.0731909777089893,-0.0731909777089893,0.2984930625354642,0.2946123335050593,0.9770907273331512,0.6242081169903833,0.8599841915527892,0.0545029064577891,0.0563059804499745,0.1031892771033275,0.0669676924702145,0.0623262806259191,0.9171554252199412,0.9142857142857144,0.8531746031746031,0.902116402116402,0.9055555555555556,exploratory,pending
r2_ge_0.95,0.95,-0.0054054958527122,-0.0058503561884653,0.0,-0.0049820372540734,-0.007399790665204,-0.0592203401458485,-0.0592203401458485,0.0,-0.0148717733342456,-0.0440985560908501,-0.6032368755761326,-0.6276762233530081,0.0,-0.5777324938387022,-0.6544177249224559,0.0089186670659525,0.0092788890415572,0.0,0.0085805417402502,0.0112518659023875,0.9930351906158358,0.9924603174603176,1.0,0.9986772486772488,0.9912698412698412,exploratory,pending
