candidate,R2_THRESHOLD,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,cash_days,holding_days,holding_day_ratio,avg_weight,avg_turnover,cost_total,qqq_days,gld_days
r2_ge_0.30,0.3,full,2015-07-13,2026-05-15,2728,0.2283507012356942,0.1810942799797122,1.2268564565223443,-0.1674263219264258,8.267235260873559,2015-07-13,2022-05-13,275,382,2346,0.1400293255131964,0.8599706744868036,,0.0,1356,990
r2_ge_0.30,0.3,last_10y,2016-05-09,2026-05-15,2520,0.2294130527218443,0.1837344654271878,1.2165822596900828,-0.1674263219264258,6.888205157909392,2016-05-09,2022-05-13,255,343,2177,0.1361111111111111,0.8638888888888889,,0.0,1280,897
r2_ge_0.30,0.3,last_1y,2025-05-15,2026-05-15,252,0.5016683801696995,0.2313942624111789,1.876004970897219,-0.1618617928033942,0.5016683801696995,2025-05-15,2026-03-30,21,36,216,0.1428571428571428,0.8571428571428572,,0.0,117,99
r2_ge_0.30,0.3,last_3y,2023-05-11,2026-05-15,756,0.3482420009400777,0.2013135008519608,1.5856962969321873,-0.1618617928033942,1.450775651477486,2023-05-11,2026-03-30,73,95,661,0.1256613756613756,0.8743386243386244,,0.0,368,293
r2_ge_0.30,0.3,last_5y,2021-05-11,2026-05-15,1260,0.2606949463971293,0.1936341520121615,1.293660587076268,-0.1674263219264258,2.1845645745484927,2021-05-11,2022-05-13,128,173,1087,0.1373015873015873,0.8626984126984127,,0.0,587,500
r2_ge_0.35,0.35,full,2015-07-13,2026-05-15,2728,0.2144936484252939,0.178045979405488,1.181012852197882,-0.1683910336286844,7.196190583269534,2015-07-13,2026-03-30,284,468,2260,0.1715542521994134,0.8284457478005867,,0.0,1307,953
r2_ge_0.35,0.35,last_10y,2016-05-09,2026-05-15,2520,0.2121618508501475,0.1805878437063657,1.1562877447158362,-0.1683910336286843,5.848668065453272,2016-05-09,2026-03-30,263,421,2099,0.167063492063492,0.832936507936508,,0.0,1237,862
r2_ge_0.35,0.35,last_1y,2025-05-15,2026-05-15,252,0.4123640757344298,0.2277128858613161,1.6330035406733716,-0.1683910336286844,0.4123640757344298,2025-05-15,2026-03-30,23,41,211,0.1626984126984127,0.8373015873015873,,0.0,117,94
r2_ge_0.35,0.35,last_3y,2023-05-11,2026-05-15,756,0.3255101766041361,0.1987843054940143,1.5176913568117705,-0.1683910336286842,1.3288911961483645,2023-05-11,2026-03-30,76,116,640,0.1534391534391534,0.8465608465608466,,0.0,360,280
r2_ge_0.35,0.35,last_5y,2021-05-11,2026-05-15,1260,0.263090447529583,0.1899962051372185,1.324745991475791,-0.1683910336286844,2.2149354195328934,2021-05-11,2026-03-30,130,214,1046,0.1698412698412698,0.8301587301587302,,0.0,570,476
r2_ge_0.40,0.4,full,2015-07-13,2026-05-15,2728,0.1729315718052324,0.1765997022999976,0.9919513983332642,-0.1994769717093478,4.622173070849025,2015-07-13,2020-03-16,290,557,2171,0.2041788856304985,0.7958211143695015,,0.0,1262,909
r2_ge_0.40,0.4,last_10y,2016-05-09,2026-05-15,2520,0.1766218688612311,0.1789325661188882,0.9989260576085148,-0.1994769717093478,4.085915728883967,2016-05-09,2020-03-16,269,502,2018,0.1992063492063492,0.8007936507936508,,0.0,1194,824
r2_ge_0.40,0.4,last_1y,2025-05-15,2026-05-15,252,0.3716719848376952,0.2221931812044296,1.5362280709147913,-0.1659848732108971,0.3716719848376952,2025-05-15,2026-03-30,23,55,197,0.2182539682539682,0.7817460317460319,,0.0,111,86
r2_ge_0.40,0.4,last_3y,2023-05-11,2026-05-15,756,0.2910023847489349,0.1958339529893421,1.402741827250043,-0.1659848732108972,1.1516970948692449,2023-05-11,2026-03-30,80,150,606,0.1984126984126984,0.8015873015873016,,0.0,344,262
r2_ge_0.40,0.4,last_5y,2021-05-11,2026-05-15,1260,0.2144984279589183,0.1868618598537813,1.1337236042937215,-0.1865584598076032,1.6423161850185537,2021-05-11,2022-05-13,134,269,991,0.2134920634920634,0.7865079365079366,,0.0,542,449
r2_ge_0.45,0.45,full,2015-07-13,2026-05-15,2728,0.1071499638641109,0.1724378093830998,0.6769583577015287,-0.2964125929376131,2.0099020707028754,2015-07-13,2020-03-16,283,670,2058,0.2456011730205278,0.7543988269794721,,0.0,1185,873
r2_ge_0.45,0.45,last_10y,2016-05-09,2026-05-15,2520,0.1117720844822225,0.1739109398016669,0.6966895393003392,-0.2964125929376131,1.885078612336093,2016-05-09,2020-03-16,264,610,1910,0.242063492063492,0.757936507936508,,0.0,1119,791
r2_ge_0.45,0.45,last_1y,2025-05-15,2026-05-15,252,0.4247916055465905,0.2135972526332291,1.7672499176516023,-0.1386771322042548,0.4247916055465905,2025-05-15,2026-02-02,22,67,185,0.2658730158730158,0.7341269841269842,,0.0,104,81
r2_ge_0.45,0.45,last_3y,2023-05-11,2026-05-15,756,0.2824739644053995,0.1874334447827691,1.4215485352638504,-0.1386771322042546,1.1093355477068545,2023-05-11,2026-02-02,82,183,573,0.242063492063492,0.757936507936508,,0.0,319,254
r2_ge_0.45,0.45,last_5y,2021-05-11,2026-05-15,1260,0.1894209707729264,0.1788831276440406,1.0593824598193216,-0.1940708301322604,1.3805535570018446,2021-05-11,2022-12-22,132,324,936,0.2571428571428571,0.7428571428571429,,0.0,510,426
r2_ge_0.50,0.5,full,2015-07-13,2026-05-15,2728,0.0776719017452154,0.164287763122949,0.5381791755924442,-0.2712318891558537,1.2473975296149282,2015-07-13,2020-03-16,276,783,1945,0.2870234604105572,0.7129765395894427,,0.0,1112,833
r2_ge_0.50,0.5,last_10y,2016-05-09,2026-05-15,2520,0.0765179583131692,0.1658007525186028,0.5283685108801417,-0.2712318891558536,1.0903200707134726,2016-05-09,2020-03-16,263,717,1803,0.2845238095238095,0.7154761904761905,,0.0,1048,755
r2_ge_0.50,0.5,last_1y,2025-05-15,2026-05-15,252,0.4199004422681032,0.2118347456313314,1.7639183513579946,-0.1386771322042548,0.4199004422681032,2025-05-15,2026-02-02,20,78,174,0.3095238095238095,0.6904761904761905,,0.0,98,76
r2_ge_0.50,0.5,last_3y,2023-05-11,2026-05-15,756,0.2468488350703539,0.1699435372240739,1.3845171787208364,-0.1386771322042547,0.9383911200032706,2023-05-11,2026-02-02,79,222,534,0.2936507936507936,0.7063492063492064,,0.0,293,241
r2_ge_0.50,0.5,last_5y,2021-05-11,2026-05-15,1260,0.1530313669730156,0.1664389249339486,0.939467087721581,-0.2261336406398875,1.0380067113163052,2021-05-11,2022-12-28,138,383,877,0.3039682539682539,0.6960317460317461,,0.0,473,404
r2_ge_0.55,0.55,full,2015-07-13,2026-05-15,2728,0.0718098795960056,0.1612946613583097,0.5113620521312853,-0.3468871911251714,1.1185399557969529,2015-07-13,2020-03-16,266,895,1833,0.3280791788856305,0.6719208211143695,,0.0,1029,804
r2_ge_0.55,0.55,last_10y,2016-05-09,2026-05-15,2520,0.0688633993394829,0.1626733860924234,0.4915357212689566,-0.3468871911251715,0.9463550199270678,2016-05-09,2020-03-16,253,822,1698,0.3261904761904762,0.6738095238095239,,0.0,968,730
r2_ge_0.55,0.55,last_1y,2025-05-15,2026-05-15,252,0.2904106799150845,0.2000222889296933,1.3776302154272178,-0.182211979817896,0.2904106799150845,2025-05-15,2026-03-30,20,89,163,0.3531746031746032,0.6468253968253967,,0.0,90,73
r2_ge_0.55,0.55,last_3y,2023-05-11,2026-05-15,756,0.2025538071801447,0.1621553206402657,1.2199445698604758,-0.182211979817896,0.739055942625988,2023-05-11,2026-03-30,75,254,502,0.335978835978836,0.664021164021164,,0.0,265,237
r2_ge_0.55,0.55,last_5y,2021-05-11,2026-05-15,1260,0.1657556693072421,0.1594810095381182,1.0422497663246235,-0.1822119798178961,1.1529685260111115,2021-05-11,2026-03-30,126,438,822,0.3476190476190476,0.6523809523809524,,0.0,432,390
r2_ge_0.60,0.6,full,2015-07-13,2026-05-15,2728,0.0793297921208766,0.1577446534899843,0.563607711969855,-0.2705919795554553,1.2851093664807394,2015-07-13,2020-03-16,264,1035,1693,0.3793988269794721,0.6206011730205279,,0.0,957,736
r2_ge_0.60,0.6,last_10y,2016-05-09,2026-05-15,2520,0.0783296925116892,0.1591094847072084,0.5543722623730261,-0.2705919795554553,1.1257668957220597,2016-05-09,2020-03-16,248,959,1561,0.3805555555555555,0.6194444444444445,,0.0,896,665
r2_ge_0.60,0.6,last_1y,2025-05-15,2026-05-15,252,0.3148188919013908,0.1963800283513386,1.49499061921746,-0.1765824652394759,0.3148188919013908,2025-05-15,2026-03-30,20,104,148,0.4126984126984127,0.5873015873015873,,0.0,85,63
r2_ge_0.60,0.6,last_3y,2023-05-11,2026-05-15,756,0.1743755149849668,0.1575788344000927,1.1001615531911333,-0.1765824652394759,0.6196492105697295,2023-05-11,2026-03-30,77,297,459,0.3928571428571428,0.6071428571428572,,0.0,244,215
r2_ge_0.60,0.6,last_5y,2021-05-11,2026-05-15,1260,0.1410353340595675,0.1563423922251423,0.9229009890952292,-0.1765824652394758,0.934173667640201,2021-05-11,2026-03-30,122,511,749,0.4055555555555555,0.5944444444444446,,0.0,396,353
r2_ge_0.65,0.65,full,2015-07-13,2026-05-15,2728,0.0724547522039598,0.1509290042510044,0.5396777042112354,-0.232831732235912,1.132379466133599,2015-07-13,2020-03-16,261,1214,1514,0.4450146627565982,0.5549853372434018,,0.0,837,677
r2_ge_0.65,0.65,last_10y,2016-05-09,2026-05-15,2520,0.0661518625546515,0.1521134849646581,0.4979631705389626,-0.232831732235912,0.8975389513500049,2016-05-09,2020-03-16,247,1124,1396,0.446031746031746,0.553968253968254,,0.0,784,612
r2_ge_0.65,0.65,last_1y,2025-05-15,2026-05-15,252,0.1997648281240964,0.1877807313349364,1.066624764024159,-0.1765824652394759,0.1997648281240964,2025-05-15,2026-03-30,16,128,124,0.5079365079365079,0.4920634920634921,,0.0,69,55
r2_ge_0.65,0.65,last_3y,2023-05-11,2026-05-15,756,0.1308575136270504,0.1505270277424795,0.8935187141481733,-0.1765824652394758,0.4461843708491113,2023-05-11,2026-03-30,70,353,403,0.4669312169312169,0.533068783068783,,0.0,211,192
r2_ge_0.65,0.65,last_5y,2021-05-11,2026-05-15,1260,0.1289224981992862,0.1481456833039972,0.8934913546722074,-0.176582465239476,0.8336677242601045,2021-05-11,2026-03-30,112,594,666,0.4714285714285714,0.5285714285714286,,0.0,345,321
r2_ge_0.70,0.7,full,2015-07-13,2026-05-15,2728,0.018018366376721,0.1419299653434164,0.1975268357526606,-0.27749324816398,0.21327037037529,2015-07-13,2020-03-16,261,1459,1269,0.5348240469208211,0.4651759530791789,,0.0,701,568
r2_ge_0.70,0.7,last_10y,2016-05-09,2026-05-15,2520,0.0109812113892315,0.1433215860223553,0.1486678961327419,-0.27749324816398,0.1154005262857562,2016-05-09,2020-03-16,248,1354,1166,0.5373015873015873,0.4626984126984127,,0.0,654,512
r2_ge_0.70,0.7,last_1y,2025-05-15,2026-05-15,252,0.1666164678395829,0.1841624100874989,0.9316816306496476,-0.1819615700799826,0.1666164678395829,2025-05-15,2026-03-30,16,143,109,0.5674603174603174,0.4325396825396825,,0.0,58,51
r2_ge_0.70,0.7,last_3y,2023-05-11,2026-05-15,756,0.0701015884674189,0.1423974458900555,0.5481989863063305,-0.1819615700799824,0.2253919590379882,2023-05-11,2026-03-30,70,421,335,0.5568783068783069,0.4431216931216931,,0.0,176,159
r2_ge_0.70,0.7,last_5y,2021-05-11,2026-05-15,1260,0.0650883565842403,0.1427784621798195,0.5138114333915532,-0.2002436653814693,0.3706550965891062,2021-05-11,2022-09-26,113,690,570,0.5476190476190477,0.4523809523809523,,0.0,303,267
r2_ge_0.75,0.75,full,2015-07-13,2026-05-15,2728,0.0366991341582005,0.1267820821837955,0.3485590426103484,-0.2421099527133652,0.4772264549382361,2015-07-13,2020-03-16,248,1714,1014,0.6282991202346041,0.3717008797653959,,0.0,547,467
r2_ge_0.75,0.75,last_10y,2016-05-09,2026-05-15,2520,0.0349799157140777,0.1277972725180895,0.3339025022091832,-0.2421099527133651,0.410325056321392,2016-05-09,2020-03-16,230,1590,930,0.6309523809523809,0.369047619047619,,0.0,514,416
r2_ge_0.75,0.75,last_1y,2025-05-15,2026-05-15,252,0.2439756995151492,0.1824402783606536,1.2908394350003445,-0.1386771322042546,0.2439756995151492,2025-05-15,2026-02-02,13,154,98,0.6111111111111112,0.3888888888888888,,0.0,49,49
r2_ge_0.75,0.75,last_3y,2023-05-11,2026-05-15,756,0.1015232479581562,0.1336374842123379,0.7916048396194844,-0.1579009540107199,0.3365370505608043,2023-05-11,2025-01-27,66,481,275,0.6362433862433863,0.3637566137566137,,0.0,139,136
r2_ge_0.75,0.75,last_5y,2021-05-11,2026-05-15,1260,0.1122135201546596,0.131599367092376,0.8747537513664444,-0.15790095401072,0.7019266955305903,2021-05-11,2025-01-27,115,789,471,0.6261904761904762,0.3738095238095238,,0.0,243,228
r2_ge_0.80,0.8,full,2015-07-13,2026-05-15,2728,0.0491374866259035,0.101294291812787,0.5246025442620984,-0.1279895815662873,0.6808116569286546,2015-07-13,2020-03-20,186,2002,726,0.7338709677419355,0.2661290322580645,,0.0,397,329
r2_ge_0.80,0.8,last_10y,2016-05-09,2026-05-15,2520,0.0551684482896703,0.1016998587072394,0.5793333328843441,-0.1279895815662873,0.7108737553905833,2016-05-09,2020-03-20,169,1849,671,0.7337301587301587,0.2662698412698413,,0.0,375,296
r2_ge_0.80,0.8,last_1y,2025-05-15,2026-05-15,252,0.1900877541630954,0.1712525021439632,1.1047725761678349,-0.1196665611259187,0.1900877541630954,2025-05-15,2026-03-30,12,166,86,0.6587301587301587,0.3412698412698413,,0.0,43,43
r2_ge_0.80,0.8,last_3y,2023-05-11,2026-05-15,756,0.0639827683850469,0.1189776201679756,0.5820710857987309,-0.1196665611259187,0.2044916214207051,2023-05-11,2026-03-30,49,549,207,0.7261904761904762,0.2738095238095238,,0.0,102,105
r2_ge_0.80,0.8,last_5y,2021-05-11,2026-05-15,1260,0.1065088531253102,0.1148760535040519,0.9393258079099482,-0.12234165067039,0.6587252861452568,2021-05-11,2025-01-27,88,911,349,0.723015873015873,0.276984126984127,,0.0,180,169
r2_ge_0.85,0.85,full,2015-07-13,2026-05-15,2728,0.0351531020277489,0.0861979930393769,0.4443855762947357,-0.1616085083811373,0.4535521515331921,2015-07-13,2026-04-23,157,2261,467,0.8288123167155426,0.1711876832844574,,0.0,250,217
r2_ge_0.85,0.85,last_10y,2016-05-09,2026-05-15,2520,0.0414021796782548,0.0871834777145269,0.5094177632782567,-0.1616085083811372,0.5003231942220829,2016-05-09,2026-04-23,145,2080,440,0.8253968253968254,0.1746031746031746,,0.0,240,200
r2_ge_0.85,0.85,last_1y,2025-05-15,2026-05-15,252,0.0618388773212119,0.1607744178600123,0.4565947394492924,-0.1616085083811373,0.0618388773212119,2025-05-15,2026-04-23,14,188,64,0.746031746031746,0.2539682539682539,,0.0,30,34
r2_ge_0.85,0.85,last_3y,2023-05-11,2026-05-15,756,0.0174922019655321,0.1084506910724363,0.2156174431804984,-0.1616085083811372,0.0533998894991534,2023-05-11,2026-04-23,45,611,145,0.8082010582010583,0.1917989417989417,,0.0,65,80
r2_ge_0.85,0.85,last_5y,2021-05-11,2026-05-15,1260,0.0792833097971461,0.0993991635362738,0.8182283461629372,-0.1616085083811372,0.464459297409783,2021-05-11,2026-04-23,78,1020,240,0.8095238095238095,0.1904761904761904,,0.0,118,122
r2_ge_0.90,0.9,full,2015-07-13,2026-05-15,2728,0.0148760325849539,0.0545029064577891,0.2984930625354642,-0.1787399557340064,0.1733382528172244,2015-07-13,2021-06-25,77,2502,226,0.9171554252199412,0.0828445747800588,,0.0,132,94
r2_ge_0.90,0.9,last_10y,2016-05-09,2026-05-15,2520,0.0150977101790181,0.0563059804499745,0.2946123335050593,-0.1787399557340064,0.1616585175135059,2016-05-09,2021-06-25,73,2304,216,0.9142857142857144,0.0857142857142856,,0.0,127,89
r2_ge_0.90,0.9,last_1y,2025-05-15,2026-05-15,252,0.100121643829006,0.1031892771033275,0.9770907273331512,-0.0731909777089893,0.100121643829006,2025-05-15,2026-04-28,9,215,37,0.8531746031746031,0.1468253968253968,,0.0,21,16
r2_ge_0.90,0.9,last_3y,2023-05-11,2026-05-15,756,0.040326682471097,0.0669676924702145,0.6242081169903833,-0.0731909777089893,0.1259243522879627,2023-05-11,2026-04-28,21,682,74,0.902116402116402,0.097883597883598,,0.0,30,44
r2_ge_0.90,0.9,last_5y,2021-05-11,2026-05-15,1260,0.0530022229438928,0.0623262806259191,0.8599841915527892,-0.0731909777089893,0.2946323057322668,2021-05-11,2026-04-28,41,1141,119,0.9055555555555556,0.0944444444444444,,0.0,55,64
r2_ge_0.95,0.95,full,2015-07-13,2026-05-15,2728,-0.0054054958527122,0.0089186670659525,-0.6032368755761326,-0.0592203401458485,-0.0569871461403459,2015-07-13,2025-02-14,14,2709,19,0.9930351906158358,0.0069648093841642,,0.0,18,1
r2_ge_0.95,0.95,last_10y,2016-05-09,2026-05-15,2520,-0.0058503561884653,0.0092788890415572,-0.6276762233530081,-0.0592203401458485,-0.0569871461403459,2016-05-09,2025-02-14,14,2501,19,0.9924603174603176,0.0075396825396824,,0.0,18,1
r2_ge_0.95,0.95,last_1y,2025-05-15,2026-05-15,252,0.0,0.0,0.0,0.0,0.0,2025-05-15,2025-05-15,0,252,0,1.0,0.0,,0.0,0,0
r2_ge_0.95,0.95,last_3y,2023-05-11,2026-05-15,756,-0.0049820372540734,0.0085805417402502,-0.5777324938387022,-0.0148717733342456,-0.0148717733342456,2023-05-11,2025-02-14,2,755,1,0.9986772486772488,0.0013227513227511,,0.0,0,1
r2_ge_0.95,0.95,last_5y,2021-05-11,2026-05-15,1260,-0.007399790665204,0.0112518659023875,-0.6544177249224559,-0.0440985560908501,-0.0364554212338417,2021-05-11,2025-02-14,6,1249,11,0.9912698412698412,0.0087301587301588,,0.0,10,1
