candidate,overheat_enter,overheat_exit,overheat_derisk_scale,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,avg_weight_full,avg_weight_last_10y,avg_weight_last_1y,avg_weight_last_3y,avg_weight_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,overheat_days_full,overheat_days_last_10y,overheat_days_last_1y,overheat_days_last_3y,overheat_days_last_5y,overheat_triggers_full,overheat_triggers_last_10y,overheat_triggers_last_1y,overheat_triggers_last_3y,overheat_triggers_last_5y,avg_turnover_full,avg_turnover_last_10y,avg_turnover_last_1y,avg_turnover_last_3y,avg_turnover_last_5y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,ann_return_delta_vs_off_full,max_dd_delta_vs_off_full,ann_return_delta_vs_off_last_10y,max_dd_delta_vs_off_last_10y,ann_return_delta_vs_off_last_5y,max_dd_delta_vs_off_last_5y,ann_return_delta_vs_off_last_3y,max_dd_delta_vs_off_last_3y,ann_return_delta_vs_off_last_1y,max_dd_delta_vs_off_last_1y,decision_hint,stability_label
enter_0.195,0.195,0.17500000000000002,0.0,0.24651393871642524,0.35664978393588775,0.30399562406530256,0.6339904761370769,0.5037426089605173,0.2406235001137129,0.23837303433835624,0.3060088318010337,0.28383156129623804,0.2620310104721484,1.0355374161090938,1.3981077909600157,1.0204851738683232,1.8702784673820372,1.6864833949658267,-0.3575489253554204,-0.19238668031416095,-0.17184869163190353,-0.1718486916319042,-0.19238668031416106,0.8845723868082728,0.9654761904761905,0.9444444444444444,0.9497354497354498,0.953968253968254,0.8845723868082728,0.9654761904761905,0.9444444444444444,0.9497354497354498,0.953968253968254,35,24,7,11,21,14,9,4,6,8,0.1975964225824483,0.22698412698412698,0.35714285714285715,0.2698412698412698,0.2507936507936508,0.707,0.5720000000000001,0.09,0.20400000000000001,0.316,0.01606229758318123,0.007120455189689734,0.014949756390554958,0.02244218141563914,0.019774587640707608,0.022442181415639584,0.023495300798385133,0.0,-0.029600978349959117,1.5543122344752192e-15,overheat_enter_scan,pending_review
enter_0.200,0.2,0.18000000000000002,0.0,0.24629683753804366,0.35853098845582987,0.35787974076221585,0.6561941481546727,0.5159697686440063,0.24102688721095705,0.2388617821156042,0.3085672917651087,0.2847140610718282,0.2626162739764493,1.0334801498874409,1.401538259806076,1.145901197895946,1.9128458444190592,1.7141853853110802,-0.3575489253554198,-0.19238668031416106,-0.17184869163190353,-0.1718486916319042,-0.19238668031416106,0.8854108440469536,0.9662698412698413,0.9484126984126984,0.951058201058201,0.9547619047619048,0.8854108440469536,0.9662698412698413,0.9484126984126984,0.951058201058201,0.9547619047619048,32,22,6,10,20,13,9,4,6,8,0.1975964225824483,0.22698412698412698,0.35714285714285715,0.2698412698412698,0.2507936507936508,0.707,0.5720000000000001,0.09,0.20400000000000001,0.316,0.015845196404799644,0.007120455189690289,0.016830960910497073,0.02244218141563903,0.032001747324196694,0.022442181415639584,0.0456989728159809,0.0,0.02428313834695417,1.5543122344752192e-15,overheat_enter_scan,pending_review
enter_0.205,0.205,0.185,0.0,0.24305375093938708,0.35837518977219474,0.35787974076221585,0.6561941481546727,0.5156220805113418,0.24132623546261003,0.23898103110614094,0.3085672917651087,0.2847140610718282,0.262833464991667,1.0216920665230764,1.4004768835801389,1.145901197895946,1.9128458444190592,1.712110538455124,-0.3572327758310311,-0.20483692579278157,-0.17184869163190353,-0.1718486916319042,-0.20483692579278168,0.8868082727780883,0.9670634920634921,0.9484126984126984,0.951058201058201,0.9563492063492064,0.8868082727780883,0.9670634920634921,0.9484126984126984,0.951058201058201,0.9563492063492064,27,20,6,10,18,11,9,4,6,8,0.19647847959754053,0.22698412698412698,0.35714285714285715,0.2698412698412698,0.2507936507936508,0.703,0.5720000000000001,0.09,0.20400000000000001,0.316,0.01260210980614307,0.0074366047140790315,0.01667516222686194,0.009991935937018526,0.03165405919153219,0.00999193593701897,0.0456989728159809,0.0,0.02428313834695417,1.5543122344752192e-15,overheat_enter_scan,pending_review
enter_0.210,0.21,0.19,0.0,0.2456060313191104,0.36233692167834364,0.39977494410752845,0.673054986471799,0.5244756645759225,0.241602328503195,0.23937236625330546,0.30985185524359043,0.2851528680758781,0.263534140110434,1.0292975753676576,1.410759718579917,1.2406200074838925,1.9459306378895884,1.7303978521563292,-0.3572327758310311,-0.2048369257927819,-0.17184869163190353,-0.1718486916319042,-0.20483692579278157,0.8879262157629961,0.9686507936507937,0.9523809523809523,0.9523809523809523,0.9595238095238096,0.8879262157629961,0.9686507936507937,0.9523809523809523,0.9523809523809523,0.9595238095238096,23,16,5,9,14,10,8,3,5,7,0.19647847959754053,0.22698412698412698,0.35714285714285715,0.2698412698412698,0.2507936507936508,0.703,0.5720000000000001,0.09,0.20400000000000001,0.316,0.015154390185866395,0.0074366047140790315,0.02063689413301084,0.009991935937018193,0.04050764325611289,0.00999193593701908,0.06255981113310716,0.0,0.06617834169226677,1.5543122344752192e-15,overheat_enter_scan,pending_review
enter_0.215,0.215,0.195,0.0,0.24474101460757036,0.35626309577984183,0.39977494410752845,0.6500229981711365,0.5163573971240443,0.2420613343956599,0.23988626766463655,0.30985185524359043,0.28637264980371846,0.26437988012747515,1.024937079301543,1.3896099231772243,1.2406200074838925,1.8903794213442866,1.7054932940325784,-0.3572327758310311,-0.20483692579278223,-0.17184869163190353,-0.1718486916319043,-0.2048369257927828,0.8896031302403578,0.9702380952380952,0.9523809523809523,0.9537037037037037,0.9611111111111111,0.8896031302403578,0.9702380952380952,0.9523809523809523,0.9537037037037037,0.9611111111111111,17,12,5,8,12,7,6,3,4,6,0.19591950810508665,0.2261904761904762,0.35714285714285715,0.2671957671957672,0.2492063492063492,0.701,0.5700000000000001,0.09,0.202,0.314,0.01428937347432635,0.0074366047140790315,0.014563068234509036,0.00999193593701786,0.03238937580423462,0.00999193593701786,0.039527822832444715,-1.1102230246251565e-16,0.06617834169226677,1.5543122344752192e-15,overheat_enter_scan,pending_review
enter_0.220,0.22,0.2,0.0,0.24372054254980013,0.35468464480397977,0.39977494410752845,0.6500229981711365,0.5128299060093005,0.2420873263104396,0.23992513357821324,0.30985185524359043,0.28637264980371846,0.26445446754600715,1.0214616319426435,1.384563415926678,1.2406200074838925,1.8903794213442866,1.6962638818816065,-0.3572327758310311,-0.2148288617298013,-0.17184869163190353,-0.1718486916319043,-0.21482886172980054,0.8904415874790386,0.9714285714285714,0.9523809523809523,0.9537037037037037,0.9634920634920635,0.8904415874790386,0.9714285714285714,0.9523809523809523,0.9537037037037037,0.9634920634920635,14,9,5,8,9,6,5,3,4,5,0.19536053661263275,0.2253968253968254,0.35714285714285715,0.2671957671957672,0.24761904761904763,0.699,0.5680000000000001,0.09,0.202,0.312,0.013268901416556123,0.0074366047140790315,0.012984617258646969,-1.2212453270876722e-15,0.028861884689490802,1.1102230246251565e-16,0.039527822832444715,-1.1102230246251565e-16,0.06617834169226677,1.5543122344752192e-15,overheat_enter_scan,pending_review
enter_0.225,0.225,0.20500000000000002,0.0,0.2452514783134634,0.35197694132939805,0.4047694886270845,0.6519831539853953,0.5067883508290569,0.24236469774826855,0.2400696514345509,0.30979580234802406,0.2863498803707621,0.26472345270609376,1.0256494769442388,1.3755318170383986,1.2523040236431684,1.8946623489463734,1.679671067428408,-0.3572327758310311,-0.21482886172980076,-0.17184869163190397,-0.1718486916319042,-0.2148288617298011,0.8918390162101733,0.9722222222222222,0.9563492063492064,0.955026455026455,0.9650793650793651,0.8918390162101733,0.9722222222222222,0.9563492063492064,0.955026455026455,0.9650793650793651,9,7,4,7,7,4,3,2,3,3,0.19480156512017888,0.2246031746031746,0.35714285714285715,0.2671957671957672,0.24603174603174602,0.697,0.5660000000000001,0.09000000000000001,0.202,0.31,0.014799837180219377,0.0074366047140790315,0.010276913784065256,-6.661338147750939e-16,0.022820329509247284,-4.440892098500626e-16,0.041487978646703505,0.0,0.07117288621182283,1.1102230246251565e-15,overheat_enter_scan,pending_review
enter_0.230,0.23,0.21000000000000002,0.0,0.2452514783134634,0.35197694132939805,0.4047694886270845,0.6519831539853953,0.5067883508290569,0.24236469774826855,0.2400696514345509,0.30979580234802406,0.2863498803707621,0.26472345270609376,1.0256494769442388,1.3755318170383986,1.2523040236431684,1.8946623489463734,1.679671067428408,-0.3572327758310311,-0.21482886172980076,-0.17184869163190397,-0.1718486916319042,-0.2148288617298011,0.8918390162101733,0.9722222222222222,0.9563492063492064,0.955026455026455,0.9650793650793651,0.8918390162101733,0.9722222222222222,0.9563492063492064,0.955026455026455,0.9650793650793651,9,7,4,7,7,4,3,2,3,3,0.19480156512017888,0.2246031746031746,0.35714285714285715,0.2671957671957672,0.24603174603174602,0.697,0.5660000000000001,0.09000000000000001,0.202,0.31,0.014799837180219377,0.0074366047140790315,0.010276913784065256,-6.661338147750939e-16,0.022820329509247284,-4.440892098500626e-16,0.041487978646703505,0.0,0.07117288621182283,1.1102230246251565e-15,overheat_enter_scan,pending_review
enter_0.235,0.235,0.215,0.0,0.2361373204108217,0.34719722531872366,0.35588862469123184,0.6325955112643433,0.49615312571178505,0.2433197984771068,0.2404959233757875,0.31310300813888503,0.2875726938925075,0.26550775014816097,0.9923952268684738,1.3587859595751315,1.12917768990807,1.8467207844290998,1.64878955309199,-0.3572327758310311,-0.21482886172980076,-0.17184869163190464,-0.1718486916319043,-0.2148288617298011,0.892956959195081,0.9734126984126984,0.9682539682539683,0.958994708994709,0.9674603174603175,0.892956959195081,0.9734126984126984,0.9682539682539683,0.958994708994709,0.9674603174603175,5,4,1,4,4,3,2,1,2,2,0.19424259362772497,0.22380952380952382,0.3492063492063492,0.26455026455026454,0.24444444444444444,0.695,0.5640000000000001,0.08800000000000001,0.2,0.308,0.005685679277577682,0.0074366047140790315,0.005497197773390861,-6.661338147750939e-16,0.012185104391975399,-4.440892098500626e-16,0.022100335925651526,-1.1102230246251565e-16,0.022292022275970158,4.440892098500626e-16,overheat_enter_scan,pending_review
enter_0.240,0.24,0.22,0.0,0.2361373204108217,0.34719722531872366,0.35588862469123184,0.6325955112643433,0.49615312571178505,0.2433197984771068,0.2404959233757875,0.31310300813888503,0.2875726938925075,0.26550775014816097,0.9923952268684738,1.3587859595751315,1.12917768990807,1.8467207844290998,1.64878955309199,-0.3572327758310311,-0.21482886172980076,-0.17184869163190464,-0.1718486916319043,-0.2148288617298011,0.892956959195081,0.9734126984126984,0.9682539682539683,0.958994708994709,0.9674603174603175,0.892956959195081,0.9734126984126984,0.9682539682539683,0.958994708994709,0.9674603174603175,5,4,1,4,4,3,2,1,2,2,0.19424259362772497,0.22380952380952382,0.3492063492063492,0.26455026455026454,0.24444444444444444,0.695,0.5640000000000001,0.08800000000000001,0.2,0.308,0.005685679277577682,0.0074366047140790315,0.005497197773390861,-6.661338147750939e-16,0.012185104391975399,-4.440892098500626e-16,0.022100335925651526,-1.1102230246251565e-16,0.022292022275970158,4.440892098500626e-16,overheat_enter_scan,pending_review
enter_0.250,0.25,0.23,0.0,0.23469489401508503,0.3449657530236314,0.33359660241526323,0.6235989152391483,0.4912008304291686,0.24338550813790197,0.2405926067133345,0.31384892256705815,0.28785736109740157,0.26568826410930135,0.987391422834895,1.3514376760922107,1.0743488348190255,1.825943353056175,1.6353498515749965,-0.3572327758310311,-0.21482886172980076,-0.17184869163190464,-0.1718486916319043,-0.2148288617298011,0.8932364449413079,0.9738095238095238,0.9722222222222222,0.9603174603174603,0.9682539682539683,0.8932364449413079,0.9738095238095238,0.9722222222222222,0.9603174603174603,0.9682539682539683,4,3,0,3,3,2,1,0,1,1,0.19424259362772497,0.22380952380952382,0.3492063492063492,0.26455026455026454,0.24444444444444444,0.695,0.5640000000000001,0.08800000000000001,0.2,0.308,0.00424325288184102,0.0074366047140790315,0.00326572547829862,-6.661338147750939e-16,0.007232809109358973,-4.440892098500626e-16,0.013103739900456546,-1.1102230246251565e-16,1.5543122344752192e-15,4.440892098500626e-16,overheat_enter_scan,pending_review
enter_0.275,0.275,0.255,0.0,0.23256023456245778,0.3449657530236314,0.33359660241526323,0.6235989152391483,0.4912008304291686,0.24350060598265902,0.2405926067133345,0.31384892256705815,0.28785736109740157,0.26568826410930135,0.9799283084918657,1.3514376760922107,1.0743488348190255,1.825943353056175,1.6353498515749965,-0.3646693805451108,-0.21482886172980076,-0.17184869163190464,-0.1718486916319043,-0.2148288617298011,0.893515930687535,0.9738095238095238,0.9722222222222222,0.9603174603174603,0.9682539682539683,0.893515930687535,0.9738095238095238,0.9722222222222222,0.9603174603174603,0.9682539682539683,3,3,0,3,3,1,1,0,1,1,0.1936836221352711,0.22380952380952382,0.3492063492063492,0.26455026455026454,0.24444444444444444,0.693,0.5640000000000001,0.08800000000000001,0.2,0.308,0.0021085934292137676,-6.661338147750939e-16,0.00326572547829862,-6.661338147750939e-16,0.007232809109358973,-4.440892098500626e-16,0.013103739900456546,-1.1102230246251565e-16,1.5543122344752192e-15,4.440892098500626e-16,overheat_enter_scan,pending_review
enter_0.300,0.3,0.27999999999999997,0.0,0.2304516411332438,0.3417000275453328,0.33359660241526323,0.6104951753386918,0.48396802131980965,0.243716346643768,0.24090591081288845,0.31384892256705815,0.2887508298802378,0.26626305032071695,0.9722486786218415,1.3398950386378392,1.0743488348190255,1.7930810447278898,1.6141132068789015,-0.3646693805451108,-0.21482886172980076,-0.17184869163190464,-0.17184869163190408,-0.2148288617298011,0.8943543879262158,0.975,0.9722222222222222,0.9642857142857143,0.9706349206349206,0.8943543879262158,0.975,0.9722222222222222,0.9642857142857143,0.9706349206349206,0,0,0,0,0,0,0,0,0,0,0.19312465064281722,0.22301587301587303,0.3492063492063492,0.2619047619047619,0.24285714285714285,0.691,0.562,0.08800000000000001,0.198,0.306,-2.220446049250313e-16,-6.661338147750939e-16,0.0,-6.661338147750939e-16,0.0,-4.440892098500626e-16,0.0,1.1102230246251565e-16,1.5543122344752192e-15,4.440892098500626e-16,overheat_enter_scan,pending_review
enter_0.350,0.35,0.32999999999999996,0.0,0.2304516411332438,0.3417000275453328,0.33359660241526323,0.6104951753386918,0.48396802131980965,0.243716346643768,0.24090591081288845,0.31384892256705815,0.2887508298802378,0.26626305032071695,0.9722486786218415,1.3398950386378392,1.0743488348190255,1.7930810447278898,1.6141132068789015,-0.3646693805451108,-0.21482886172980076,-0.17184869163190464,-0.17184869163190408,-0.2148288617298011,0.8943543879262158,0.975,0.9722222222222222,0.9642857142857143,0.9706349206349206,0.8943543879262158,0.975,0.9722222222222222,0.9642857142857143,0.9706349206349206,0,0,0,0,0,0,0,0,0,0,0.19312465064281722,0.22301587301587303,0.3492063492063492,0.2619047619047619,0.24285714285714285,0.691,0.562,0.08800000000000001,0.198,0.306,-2.220446049250313e-16,-6.661338147750939e-16,0.0,-6.661338147750939e-16,0.0,-4.440892098500626e-16,0.0,1.1102230246251565e-16,1.5543122344752192e-15,4.440892098500626e-16,overheat_enter_scan,pending_review
enter_0.400,0.4,0.38,0.0,0.2304516411332438,0.3417000275453328,0.33359660241526323,0.6104951753386918,0.48396802131980965,0.243716346643768,0.24090591081288845,0.31384892256705815,0.2887508298802378,0.26626305032071695,0.9722486786218415,1.3398950386378392,1.0743488348190255,1.7930810447278898,1.6141132068789015,-0.3646693805451108,-0.21482886172980076,-0.17184869163190464,-0.17184869163190408,-0.2148288617298011,0.8943543879262158,0.975,0.9722222222222222,0.9642857142857143,0.9706349206349206,0.8943543879262158,0.975,0.9722222222222222,0.9642857142857143,0.9706349206349206,0,0,0,0,0,0,0,0,0,0,0.19312465064281722,0.22301587301587303,0.3492063492063492,0.2619047619047619,0.24285714285714285,0.691,0.562,0.08800000000000001,0.198,0.306,-2.220446049250313e-16,-6.661338147750939e-16,0.0,-6.661338147750939e-16,0.0,-4.440892098500626e-16,0.0,1.1102230246251565e-16,1.5543122344752192e-15,4.440892098500626e-16,overheat_enter_scan,pending_review
