start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,holding_day_ratio,cash_days,trade_days,avg_turnover,turnover_total,cost_total,candidate,segment,score_min,lookback,r2,switch_buffer,initial_entry_fraction,overheat,target_vol
2021-06-25,2026-09-02,1260,0.4621576162896104,0.2630587869567838,1.5741531398780175,-0.22782565069233418,0.9126984126984127,0.9126984126984127,110,171,0.2396825396825397,302.0,0.30200000000000005,score_min_0p3,last_5y,0.3,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.6067720619860417,0.28662232959121775,1.7961435878501144,-0.18747774061383715,0.9325396825396826,0.9325396825396826,51,104,0.25925925925925924,196.0,0.196,score_min_0p3,last_3y,0.3,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.3213591048195745,0.31019162761140084,1.053537211291455,-0.18747774061383682,0.9325396825396826,0.9325396825396826,17,48,0.3492063492063492,88.0,0.08800000000000001,score_min_0p3,last_1y,0.3,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.25499174523063917,0.22934261593757238,1.104494398842187,-0.27696175482392893,0.742873113471213,0.742873113471213,920,401,0.17691447736165455,633.0,0.633,score_min_0p4,full,0.4,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.32519520457284656,0.2309027756614254,1.3340207108180147,-0.21590442078910876,0.8424603174603175,0.8424603174603175,397,319,0.2111111111111111,532.0,0.532,score_min_0p4,last_10y,0.4,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.48354883083466826,0.2589619609256255,1.6510721096078547,-0.21590442078910888,0.873015873015873,0.873015873015873,160,171,0.23174603174603176,292.0,0.29200000000000004,score_min_0p4,last_5y,0.4,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.575968430321093,0.2838603959711023,1.7425279541495957,-0.1949641913831427,0.9034391534391535,0.9034391534391535,73,110,0.2566137566137566,194.0,0.194,score_min_0p4,last_3y,0.4,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.24653554827838287,0.3041359000368822,0.876541850388892,-0.19496419138314292,0.876984126984127,0.876984126984127,31,52,0.3492063492063492,88.0,0.088,score_min_0p4,last_1y,0.4,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.26432138780255254,0.22458740748758008,1.1561323457415855,-0.27402299660125273,0.698993851313583,0.698993851313583,1077,391,0.1679709334823924,601.0,0.601,score_min_0p5,full,0.5,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.33271988245815676,0.2259494454374745,1.3834145298374418,-0.21416088101375685,0.794047619047619,0.794047619047619,519,312,0.19960317460317462,503.0,0.503,score_min_0p5,last_10y,0.5,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.48148645853008576,0.25379635261785477,1.6741164121744851,-0.19719185006594409,0.8428571428571429,0.8428571428571429,198,159,0.21428571428571427,270.0,0.27,score_min_0p5,last_5y,0.5,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.6082243105222349,0.28160590333884095,1.8262839307063023,-0.16179995365228428,0.8756613756613757,0.8756613756613757,94,105,0.24074074074074073,182.0,0.18200000000000002,score_min_0p5,last_3y,0.5,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.3844914818306906,0.3002254888767605,1.2340056410274545,-0.15868919725725517,0.8373015873015873,0.8373015873015873,41,45,0.30952380952380953,78.0,0.078,score_min_0p5,last_1y,0.5,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.2618549720255976,0.2207876260809911,1.1633730095723684,-0.27635397977105747,0.6498043599776412,0.6498043599776412,1253,393,0.16294019005030744,583.0,0.583,score_min_0p6,full,0.6,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.33672459782488917,0.22268823921439274,1.4138699179307943,-0.20104049699574578,0.7376984126984127,0.7376984126984127,661,315,0.19404761904761905,489.0,0.48900000000000005,score_min_0p6,last_10y,0.6,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.4871809411417072,0.25058538399274183,1.7076605798411715,-0.1641817592295507,0.8071428571428572,0.8071428571428572,243,167,0.2126984126984127,268.0,0.268,score_min_0p6,last_5y,0.6,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.5834958494998419,0.27900780826490684,1.7850271103452087,-0.15868919725725594,0.8373015873015873,0.8373015873015873,123,113,0.24338624338624337,184.0,0.18400000000000002,score_min_0p6,last_3y,0.6,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.413554256445009,0.29830390359863457,1.3097588650878462,-0.15868919725725594,0.8134920634920635,0.8134920634920635,47,47,0.30952380952380953,78.0,0.078,score_min_0p6,last_1y,0.6,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.22049912855629916,0.21667883234383373,1.027392266934356,-0.27666833512302447,0.6011738401341532,0.6011738401341532,1427,398,0.16070430408049188,575.0,0.5750000000000001,score_min_0p7,full,0.7,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.27327568617470166,0.21814027696705723,1.215636395748435,-0.19787164464330642,0.6817460317460318,0.6817460317460318,802,315,0.18928571428571428,477.0,0.47700000000000004,score_min_0p7,last_10y,0.7,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.44200298991789655,0.24676768543775143,1.60507402979356,-0.1588055698592442,0.7682539682539683,0.7682539682539683,292,170,0.2126984126984127,268.0,0.268,score_min_0p7,last_5y,0.7,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.565755610128649,0.27750717408044084,1.7525024426296067,-0.15868919725725572,0.8055555555555556,0.8055555555555556,147,109,0.23544973544973544,178.0,0.17800000000000002,score_min_0p7,last_3y,0.7,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.4374247609455675,0.29800373923728785,1.3670587972072814,-0.15868919725725517,0.8055555555555556,0.8055555555555556,49,45,0.30158730158730157,76.0,0.076,score_min_0p7,last_1y,0.7,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.18827040167751607,0.21313940607634035,0.9152478544716942,-0.27666833512302424,0.5531022917831191,0.5531022917831191,1599,382,0.15176076020122975,543.0,0.543,score_min_0p8,full,0.8,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.2264823171875674,0.2141718376832839,1.0592004347130302,-0.2065215403995232,0.6301587301587301,0.6301587301587301,932,306,0.17976190476190476,453.0,0.453,score_min_0p8,last_10y,0.8,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.3791159987391468,0.24306911171773907,1.442091847999531,-0.17072050513035908,0.7214285714285714,0.7214285714285714,351,170,0.20634920634920634,260.0,0.26,score_min_0p8,last_5y,0.8,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.5250345939883916,0.2743030191476676,1.6735318155216587,-0.14792041898214814,0.7632275132275133,0.7632275132275133,179,109,0.2275132275132275,172.0,0.17200000000000001,score_min_0p8,last_3y,0.8,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.3937022403706214,0.2961602769378013,1.269272875256378,-0.14792041898214803,0.7698412698412699,0.7698412698412699,58,46,0.30158730158730157,76.0,0.076,score_min_0p8,last_1y,0.8,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.1640865992973657,0.20909339186552234,0.8305312320481404,-0.27352751156732735,0.5139742873113471,0.5139742873113471,1739,378,0.14449413079932924,517.0,0.517,score_min_0p9,full,0.9,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.1933420770520553,0.20937307907746128,0.947779680893266,-0.24142199988919966,0.5837301587301588,0.5837301587301588,1049,304,0.17103174603174603,431.0,0.43100000000000005,score_min_0p9,last_10y,0.9,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.3651822362778514,0.2397518972717582,1.4162673700404296,-0.20811162512729875,0.680952380952381,0.680952380952381,402,168,0.19523809523809524,246.0,0.246,score_min_0p9,last_5y,0.9,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.47823030769966945,0.2712260271824262,1.5742773554327565,-0.20811162512729908,0.7248677248677249,0.7248677248677249,208,112,0.2222222222222222,168.0,0.168,score_min_0p9,last_3y,0.9,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.2487859830773178,0.29323548541123484,0.9041569437022631,-0.2081116251272993,0.7380952380952381,0.7380952380952381,66,50,0.30952380952380953,78.0,0.078,score_min_0p9,last_1y,0.9,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.15006069895701413,0.20569838167230386,0.781859915689152,-0.2760434336051897,0.4821129122414757,0.4821129122414757,1853,376,0.14114030184460594,505.0,0.505,score_min_1,full,1,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.18260668180690942,0.2071069064545738,0.9122061789382172,-0.2298530339052256,0.5488095238095239,0.5488095238095239,1137,304,0.16785714285714284,423.0,0.42300000000000004,score_min_1,last_10y,1,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.3672221888024083,0.23786223667656703,1.4318895353226195,-0.19635233204807012,0.653968253968254,0.653968253968254,436,170,0.19365079365079366,244.0,0.244,score_min_1,last_5y,1,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.4824649501010507,0.26893426455715025,1.5960169296207953,-0.1963523320480698,0.6984126984126984,0.6984126984126984,228,112,0.21957671957671956,166.0,0.166,score_min_1,last_3y,1,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.33632156850316974,0.2892472153101796,1.147019109837036,-0.19635233204807034,0.7182539682539683,0.7182539682539683,71,51,0.30952380952380953,78.0,0.078,score_min_1,last_1y,1,25,off,1.0,1.0,off,off
