candidate,line_role,line_order,lookback,r2_threshold,r2_label,r2_execution_threshold,switch_buffer,buffer_label,entry_fraction,entry_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,avg_holding_fraction,avg_exposure_effective,avg_final_exposure,avg_decay_multiplier_effective,avg_decay_multiplier_next,decay_day_ratio,trigger_count,recovery_count,reason
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.06871824991939657,0.18057223268666764,-0.28898394906527125,0.4585122346084525,220.0,1051.0,0.3716420903341227,371.6420903341227,0.9095394736842105,0.7809416118421053,0.687756990131579,0.6881681743421053,0.9070723684210527,0.9070723684210527,0.18585526315789475,88.0,7.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.027649392278540574,0.1743848555102233,-0.27107997980081755,0.24376717151914315,91.0,545.0,0.20648844581486211,206.48844581486213,0.9277777777777778,0.7956349206349206,0.7097222222222223,0.7103174603174603,0.9146825396825397,0.9146825396825397,0.17063492063492064,50.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.036334418101530375,0.1787668816239008,-0.2710799798008171,0.28932294623526467,51.0,312.0,0.12563870722945608,125.63870722945607,0.9325396825396826,0.808531746031746,0.7275132275132276,0.728505291005291,0.919973544973545,0.919973544973545,0.16005291005291006,28.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.08975427810810355,0.1797032084308457,-0.18394271809353846,-0.43249082828619306,12.0,84.0,0.04255942518015107,42.559425180151074,0.9523809523809523,0.8184523809523809,0.7847222222222222,0.7847222222222222,0.9662698412698413,0.9662698412698413,0.06746031746031746,9.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.08770393557249201,0.19105721997379418,-0.2826744972805302,0.5357334406459204,220.0,1051.0,0.36940879990352954,369.4087999035295,0.9095394736842105,0.7809416118421053,0.734143708881579,0.7345548930921053,0.9535361842105263,0.9535361842105263,0.18585526315789475,88.0,7.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04145925225142544,0.18366277131534628,-0.2635324560869776,0.31323517387626626,91.0,545.0,0.20540105263744607,205.40105263744607,0.9277777777777778,0.7956349206349206,0.7523809523809524,0.7529761904761905,0.9573412698412699,0.9573412698412699,0.17063492063492064,50.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.04692753616731671,0.1851995358792224,-0.26353245608697684,0.3405713775524379,51.0,312.0,0.1260967755351325,126.09677553513245,0.9325396825396826,0.808531746031746,0.767526455026455,0.7685185185185185,0.9599867724867724,0.9599867724867724,0.16005291005291006,28.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.1003988739532421,0.18349777233909367,-0.1988106227871531,-0.48377601455602387,12.0,84.0,0.043059859635237445,43.059859635237444,0.9523809523809523,0.8184523809523809,0.8015873015873016,0.8015873015873016,0.9831349206349206,0.9831349206349206,0.06746031746031746,9.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.04343453675073139,0.1831953644915458,-0.3189941578100224,0.32390153010040934,513.0,652.0,0.3767165598400243,376.71655984002433,0.7890625,0.7809416118421053,0.6600534539473685,0.6604646381578947,0.8795230263157895,0.8795230263157895,0.12047697368421052,50.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.016042339998656896,0.17902907139537833,-0.3180642708885064,0.17865514077674807,219.0,355.0,0.2101436503578535,210.14365035785352,0.8261904761904761,0.7956349206349206,0.6934523809523809,0.694047619047619,0.8984126984126984,0.8984126984126984,0.10158730158730159,26.0,3.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.010311202802835595,0.18542153746895593,-0.3180642708885062,0.037318951093846614,124.0,207.0,0.12847292254042678,128.47292254042677,0.8359788359788359,0.808531746031746,0.7109788359788359,0.7119708994708994,0.9034391534391535,0.9034391534391535,0.09656084656084656,15.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.11678933749586107,0.1865724696968607,-0.19972661609415454,-0.5710688585405064,15.0,70.0,0.043561962546954595,43.56196254695459,0.9404761904761905,0.8184523809523809,0.8065476190476191,0.8065476190476191,0.9880952380952381,0.9880952380952381,0.011904761904761904,3.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.0754132640145233,0.1888285723326261,-0.2978527537875103,0.479685550647849,220.0,903.0,0.3723912151504984,372.39121515049834,0.9095394736842105,0.7809416118421053,0.7202919407894737,0.720703125,0.9397615131578947,0.9397615131578947,0.12047697368421052,50.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.036002693260371865,0.1834056461748375,-0.2875796237312377,0.284812430753384,91.0,462.0,0.20736379952579156,207.36379952579156,0.9277777777777778,0.7956349206349206,0.7442460317460318,0.7448412698412699,0.9492063492063492,0.9492063492063492,0.10158730158730159,26.0,3.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.02323195106299547,0.1875635095250764,-0.28757962373123735,0.21673117665331756,51.0,267.0,0.12758477306736513,127.58477306736512,0.9325396825396826,0.808531746031746,0.7592592592592593,0.7602513227513228,0.9517195767195767,0.9517195767195767,0.09656084656084656,15.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.11390223262959842,0.18711556069418597,-0.20666173181588132,-0.5514362323487629,12.0,71.0,0.043563545037855374,43.56354503785538,0.9523809523809523,0.8184523809523809,0.8125,0.8125,0.9940476190476191,0.9940476190476191,0.011904761904761904,3.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.09097097238531049,0.19566910836476034,-0.2873026259974508,0.5430378357473074,220.0,903.0,0.3697210955936185,369.7210955936185,0.9095394736842105,0.7809416118421053,0.7504111842105263,0.7508223684210527,0.9698807565789473,0.9698807565789473,0.12047697368421052,50.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04554536996254588,0.1887326366584302,-0.2747679886056029,0.3306318759894476,91.0,462.0,0.20580812867088838,205.80812867088835,0.9277777777777778,0.7956349206349206,0.7696428571428572,0.7702380952380953,0.9746031746031746,0.9746031746031746,0.10158730158730159,26.0,3.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.04014585264127146,0.19021789697475172,-0.2747679886056029,0.30252049766983535,51.0,267.0,0.1270565788602019,127.05657886020191,0.9325396825396826,0.808531746031746,0.7833994708994709,0.7843915343915344,0.9758597883597884,0.9758597883597884,0.09656084656084656,15.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.11252080741919113,0.18778209568339463,-0.2101320419227234,-0.5405232361621963,12.0,71.0,0.04356311219584921,43.563112195849214,0.9523809523809523,0.8184523809523809,0.8154761904761905,0.8154761904761905,0.9970238095238095,0.9970238095238095,0.011904761904761904,3.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.029905851388288385,0.1708915586754647,-0.32242312889779223,0.25802687409654695,681.0,677.0,0.3766839280892676,376.6839280892676,0.719983552631579,0.7809416118421053,0.5912828947368421,0.5916940789473685,0.8104440789473685,0.8104440789473685,0.18955592105263158,87.0,7.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.004037948383802004,0.16655363243222066,-0.28710733538133226,0.10762090623051224,307.0,370.0,0.2091170720327517,209.1170720327517,0.7563492063492063,0.7956349206349206,0.6236111111111111,0.6242063492063492,0.8285714285714286,0.8285714285714286,0.17142857142857143,49.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.018107439567133454,0.17340493564131335,-0.28710733538133226,0.190456816022982,173.0,214.0,0.12544634421532497,125.44634421532496,0.7711640211640212,0.808531746031746,0.6461640211640212,0.6471560846560847,0.8386243386243386,0.8386243386243386,0.16137566137566137,28.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.06934905962437943,0.17669807324927597,-0.16570283943945396,-0.3174834269659102,29.0,74.0,0.04205950153622621,42.05950153622621,0.8849206349206349,0.8184523809523809,0.7509920634920635,0.7509920634920635,0.9325396825396826,0.9325396825396826,0.06746031746031746,9.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.06908901725105188,0.17990081318710785,-0.28898394906527125,0.46148613574478,220.0,1060.0,0.3716948876241467,371.69488762414665,0.9095394736842105,0.7809416118421053,0.6859066611842105,0.6863178453947368,0.9052220394736842,0.9052220394736842,0.18955592105263158,87.0,7.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.030505158532717402,0.17429162320809627,-0.27107997980081644,0.25972857541768984,91.0,546.0,0.20651359955195128,206.5135995519513,0.9277777777777778,0.7956349206349206,0.7093253968253969,0.709920634920635,0.9142857142857143,0.9142857142857143,0.17142857142857143,49.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.03854649386166442,0.17867142076307166,-0.2710799798008169,0.30131711394108973,51.0,313.0,0.12565696181584035,125.65696181584036,0.9325396825396826,0.808531746031746,0.7268518518518519,0.7278439153439153,0.9193121693121693,0.9193121693121693,0.16137566137566137,28.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.08975427810810355,0.1797032084308457,-0.18394271809353846,-0.43249082828619306,12.0,84.0,0.04255942518015107,42.559425180151074,0.9523809523809523,0.8184523809523809,0.7847222222222222,0.7847222222222222,0.9662698412698413,0.9662698412698413,0.06746031746031746,9.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.0879018605044033,0.19068883506306225,-0.2826744972805302,0.5373582636216584,220.0,1060.0,0.36944824673583354,369.44824673583344,0.9095394736842105,0.7809416118421053,0.7332185444078947,0.733629728618421,0.9526110197368421,0.9526110197368421,0.18955592105263158,87.0,7.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04290541565407269,0.18361425362718573,-0.2635324560869772,0.32082806403891545,91.0,546.0,0.20541979663074733,205.41979663074736,0.9277777777777778,0.7956349206349206,0.7521825396825397,0.7527777777777778,0.9571428571428572,0.9571428571428572,0.17142857142857143,49.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.04804451382115382,0.18514887892881418,-0.2635324560869762,0.3463738070146201,51.0,313.0,0.1261103897800527,126.1103897800527,0.9325396825396826,0.808531746031746,0.7671957671957672,0.7681878306878307,0.9596560846560847,0.9596560846560847,0.16137566137566137,28.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.1003988739532421,0.18349777233909367,-0.1988106227871531,-0.48377601455602387,12.0,84.0,0.043059859635237445,43.059859635237444,0.9523809523809523,0.8184523809523809,0.8015873015873016,0.8015873015873016,0.9831349206349206,0.9831349206349206,0.06746031746031746,9.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,3.0,0.0,decay_0p45_rec_0p95_c3_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.04274317667769556,0.18226805635843532,-0.3189941578100224,0.3209903929609848,523.0,652.0,0.3767165598400243,376.71655984002433,0.7849506578947368,0.7809416118421053,0.6559416118421053,0.6563527960526315,0.8754111842105263,0.8754111842105263,0.12458881578947369,50.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p45_rec_0p95_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.45,0.95,3.0,0.0,decay_0p45_rec_0p95_c3_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
