date,weighted_slope_position,weighted_slope_fraction,weighted_slope_best,weighted_slope_score_used,score_times_r2_position,score_times_r2_fraction,score_times_r2_best,score_times_r2_score_used
2017-08-11,159915.SZ,1.0,159915.SZ,0.6023093482734385,159915.SZ,0.5,159915.SZ,0.19755547981942193
2017-08-14,159915.SZ,1.0,159915.SZ,0.8553733593068138,159915.SZ,0.5,159915.SZ,0.43401445661189086
2017-08-15,159915.SZ,1.0,159915.SZ,1.0799372695051268,159915.SZ,0.5,159915.SZ,0.7035076041664697
2017-08-16,159915.SZ,1.0,159915.SZ,1.4091498821980148,159915.SZ,0.5,159915.SZ,1.0582802174198336
2017-08-17,159915.SZ,1.0,159915.SZ,1.7234954057642615,159915.SZ,0.5,159915.SZ,1.3973263708370027
2017-09-20,159915.SZ,1.0,159915.SZ,0.5597024831660125,513030.SH,0.5,513030.SH,0.32684258573390035
2017-09-21,513030.SH,0.5,513030.SH,0.5806757601890786,513030.SH,1.0,513030.SH,0.3801652657075286
2017-09-22,513030.SH,0.5,513030.SH,0.6445041725623757,513030.SH,1.0,513030.SH,0.4601871392596203
2017-09-25,513030.SH,0.5,513030.SH,0.7111861878691947,513030.SH,1.0,513030.SH,0.5448859444497872
2018-01-16,159941.SZ,0.5,159941.SZ,0.6920387190977966,518880.SH,1.0,518880.SH,0.5719098673634934
2018-01-17,159941.SZ,1.0,159941.SZ,0.7564594177135775,518880.SH,1.0,518880.SH,0.5867659277845685
2018-01-18,159941.SZ,1.0,159941.SZ,0.84545518109167,159941.SZ,0.5,159941.SZ,0.6583209598989497
2019-02-14,159915.SZ,0.5,159915.SZ,1.297007850720282,159941.SZ,1.0,159941.SZ,0.7256951629150581
2019-02-15,159915.SZ,1.0,159915.SZ,1.7516642837340148,159915.SZ,0.5,159915.SZ,0.8099187942112929
2019-02-18,159915.SZ,1.0,159915.SZ,2.790156480557972,159915.SZ,0.5,159915.SZ,1.5429277619624915
2019-03-26,159915.SZ,1.0,159915.SZ,1.1205089277423,159941.SZ,0.5,159941.SZ,0.4831005170068746
2019-07-02,159915.SZ,0.5,159915.SZ,1.561406879024374,159941.SZ,1.0,159941.SZ,1.1168534509104489
2019-07-03,159915.SZ,1.0,159915.SZ,1.684986966271032,159915.SZ,0.5,159915.SZ,1.2005375481176839
2019-07-10,159915.SZ,1.0,159915.SZ,0.8246271904318054,159941.SZ,0.5,159941.SZ,0.38926051715823234
2019-09-18,159915.SZ,1.0,159915.SZ,1.4412493333042575,513030.SH,0.5,513030.SH,0.982490398643154
2019-09-19,159915.SZ,1.0,159915.SZ,1.2855273726915741,513030.SH,0.5,513030.SH,1.0302910378502292
2019-09-20,159915.SZ,1.0,159915.SZ,1.1209663538630177,513520.SH,0.5,513520.SH,1.0696853658778118
2019-10-21,513030.SH,0.5,513030.SH,0.4130582529582012,513520.SH,1.0,513520.SH,0.19288098959234523
2019-10-22,513030.SH,0.5,513030.SH,0.5943066693798247,513520.SH,1.0,513520.SH,0.25815536361804264
2019-10-23,513030.SH,1.0,513030.SH,0.7252981927414643,513520.SH,1.0,513520.SH,0.323978987885653
2019-10-24,513030.SH,1.0,513030.SH,0.9273620451161331,513030.SH,0.5,513030.SH,0.5011386483070885
2019-11-12,513030.SH,1.0,513030.SH,0.6591992668752009,159941.SZ,0.5,159941.SZ,0.5386333338671309
2020-01-03,159915.SZ,1.0,159915.SZ,1.1031089183930738,159941.SZ,0.5,159941.SZ,0.7380883370681302
2020-01-06,159915.SZ,1.0,159915.SZ,1.2246317640706925,159915.SZ,0.5,159915.SZ,0.844670814064421
2020-01-07,159915.SZ,1.0,159915.SZ,1.5021250967850253,159915.SZ,0.5,159915.SZ,1.0483851039242191
2020-04-13,513520.SH,0.5,513520.SH,1.8363062250338484,518880.SH,1.0,518880.SH,0.8642874201959023
2020-04-14,513030.SH,0.5,513030.SH,2.9821134274630947,513520.SH,0.5,513520.SH,1.3740055692657474
2020-04-15,513030.SH,1.0,513030.SH,4.473943642841001,513030.SH,0.5,513030.SH,2.36332624087262
2020-04-22,513030.SH,1.0,513030.SH,3.7336673964580305,159941.SZ,0.5,159941.SZ,2.6381284906069915
2020-05-15,159941.SZ,1.0,159941.SZ,2.2037536913333824,159915.SZ,0.5,159915.SZ,1.3950926933402952
2020-05-18,159941.SZ,1.0,159941.SZ,1.583820358517733,159915.SZ,1.0,159915.SZ,1.2671670657611231
2020-05-19,159915.SZ,0.5,159915.SZ,1.5145372781432096,159915.SZ,1.0,159915.SZ,1.253808001606923
2020-05-26,513030.SH,0.5,513030.SH,1.271852419960739,513520.SH,0.5,513520.SH,0.924004891282243
2020-05-27,513030.SH,0.5,513030.SH,1.72297417706281,513520.SH,0.5,513520.SH,1.1750882308491288
2020-05-28,513030.SH,0.5,513030.SH,2.4026552271086334,513520.SH,0.5,513520.SH,1.53141076331119
2020-06-18,513030.SH,1.0,513030.SH,2.9565659361666725,159915.SZ,0.5,159915.SZ,1.9736090431849147
2020-07-27,159915.SZ,1.0,159915.SZ,2.266221843099674,513030.SH,0.5,513030.SH,1.4124617701194666
2020-08-13,518880.SH,1.0,518880.SH,0.9133899920504949,159941.SZ,0.5,159941.SZ,0.40063696743770805
2020-09-14,159941.SZ,1.0,159941.SZ,2.3089639037388197,159985.SZ,0.5,159985.SZ,0.8687976853204198
2020-10-15,159915.SZ,0.5,159915.SZ,1.6753842537767638,159985.SZ,1.0,159985.SZ,0.808853429950777
2020-10-16,159915.SZ,1.0,159915.SZ,1.988435040265867,159915.SZ,0.5,159915.SZ,1.0304018315695769
2020-10-22,159915.SZ,1.0,159915.SZ,1.6435613854794835,159985.SZ,0.5,159985.SZ,1.1207967541735462
2020-10-23,159985.SZ,0.5,159985.SZ,1.4225724326639564,159985.SZ,1.0,159985.SZ,0.9213694296795781
2020-10-26,159985.SZ,0.5,159985.SZ,1.3172083561967725,159985.SZ,1.0,159985.SZ,0.8321620665209792
2020-12-11,513520.SH,1.0,513520.SH,0.8299587690646277,513030.SH,0.5,513030.SH,0.521478898717976
2020-12-14,513520.SH,1.0,513520.SH,0.6898547621520645,513520.SH,0.5,513520.SH,0.38314054267664677
2020-12-15,159915.SZ,0.5,159915.SZ,0.5629642324119717,513030.SH,0.5,513030.SH,0.2712933039474573
2020-12-29,159985.SZ,0.5,159985.SZ,1.3605214392351965,159915.SZ,1.0,159915.SZ,1.0450208170882387
2021-02-02,159915.SZ,1.0,159915.SZ,0.8109068879573691,159941.SZ,0.5,159941.SZ,0.2615455019139544
2021-04-07,159941.SZ,0.5,159941.SZ,1.0204682782004109,513030.SH,1.0,513030.SH,0.5732939697277479
2021-05-11,159915.SZ,1.0,159915.SZ,1.503551341780173,159985.SZ,0.5,159985.SZ,0.7156523234656363
2021-05-14,159915.SZ,0.5,159915.SZ,1.0065123459792629,159985.SZ,1.0,159985.SZ,0.4787963758728013
2021-05-18,159915.SZ,1.0,159915.SZ,1.2188288630292186,518880.SH,0.5,518880.SH,0.5260405888518207
2021-05-19,159915.SZ,1.0,159915.SZ,1.2827206148652954,518880.SH,0.5,518880.SH,0.63410309056341
2021-05-20,159915.SZ,1.0,159915.SZ,1.3993641252804583,518880.SH,1.0,518880.SH,0.7174095305244832
2021-05-21,159915.SZ,1.0,159915.SZ,1.3756470946170962,518880.SH,1.0,518880.SH,0.7847123021017354
2021-05-24,159915.SZ,1.0,159915.SZ,1.4206108974884413,518880.SH,1.0,518880.SH,0.8599920694250024
2021-05-25,159915.SZ,1.0,159915.SZ,1.732224238320319,159915.SZ,0.5,159915.SZ,0.9976982831657886
2021-07-15,159915.SZ,0.5,159915.SZ,1.7072631205980984,159941.SZ,1.0,159941.SZ,1.4281627629348237
2021-07-16,159915.SZ,1.0,159915.SZ,1.4305673199553737,159941.SZ,1.0,159941.SZ,1.120621303956685
2021-09-07,513520.SH,0.5,513520.SH,1.280971287878319,159941.SZ,1.0,159941.SZ,0.7031165198573195
2022-05-31,513030.SH,0.5,513030.SH,1.1546945623709202,159985.SZ,1.0,159985.SZ,0.6908324336496606
2022-06-07,159915.SZ,0.5,159915.SZ,1.9332483467797283,513030.SH,1.0,513030.SH,1.114762615595259
2022-10-18,159985.SZ,1.0,159985.SZ,0.4046650925573576,518880.SH,0.5,518880.SH,0.12903816913092786
2022-10-19,518880.SH,0.5,518880.SH,0.2404655698355742,518880.SH,1.0,518880.SH,0.12738365190344464
2023-01-10,159915.SZ,0.5,159915.SZ,0.5057236864593719,518880.SH,0.5,518880.SH,0.2320995054042306
2023-01-11,159915.SZ,1.0,159915.SZ,0.7234897595674104,518880.SH,0.5,518880.SH,0.2528986942409681
2023-01-12,159915.SZ,1.0,159915.SZ,0.951826288885973,159915.SZ,0.5,159915.SZ,0.45385507238779466
2023-01-13,159915.SZ,1.0,159915.SZ,1.2831563015442389,159915.SZ,0.5,159915.SZ,0.7792613768444453
2023-01-16,159915.SZ,1.0,159915.SZ,1.7810983370055338,159915.SZ,0.5,159915.SZ,1.25929261593405
2023-01-17,159915.SZ,1.0,159915.SZ,2.261543137922923,159915.SZ,0.5,159915.SZ,1.7758020683048565
2023-02-23,159941.SZ,1.0,159941.SZ,0.5008795024621475,513030.SH,0.5,513030.SH,0.14900829023146153
2023-03-09,513030.SH,0.5,513030.SH,0.26620726326892097,518880.SH,1.0,518880.SH,0.07604673086732043
2023-03-10,513520.SH,0.5,513520.SH,0.3777606187323681,518880.SH,1.0,518880.SH,0.11110344124475975
2023-03-13,513520.SH,1.0,513520.SH,0.3908439716099712,518880.SH,1.0,518880.SH,0.1583158886764509
2023-03-14,518880.SH,0.5,518880.SH,0.3697068702438959,518880.SH,1.0,518880.SH,0.2268317924634482
2023-05-25,513520.SH,1.0,513520.SH,4.003446167506324,159941.SZ,0.5,159941.SZ,2.3277703416110054
2023-05-26,513520.SH,1.0,513520.SH,2.96463532208111,159941.SZ,0.5,159941.SZ,2.4867200151153
2023-06-21,159985.SZ,0.5,159985.SZ,2.834097365465617,159941.SZ,1.0,159941.SZ,2.2934588212429166
2023-06-26,159985.SZ,1.0,159985.SZ,3.3701006675705836,159985.SZ,0.5,159985.SZ,2.642675979979385
2023-09-12,159941.SZ,0.5,159941.SZ,0.7038671001204835,518880.SH,0.5,518880.SH,0.40802803775520874
2023-09-13,159941.SZ,1.0,159941.SZ,0.6076371261428006,518880.SH,0.5,518880.SH,0.4338440422515815
2023-09-14,159941.SZ,1.0,159941.SZ,0.5478684949621311,518880.SH,0.5,518880.SH,0.48061415063764673
2023-09-15,159941.SZ,1.0,159941.SZ,0.5283055368003013,518880.SH,1.0,518880.SH,0.4551744018662574
2023-09-18,513520.SH,0.5,513520.SH,0.48408556053165963,518880.SH,1.0,518880.SH,0.3606141319636862
2023-09-19,513520.SH,1.0,513520.SH,0.455433210676762,518880.SH,1.0,518880.SH,0.34793097799737804
2023-09-20,518880.SH,0.5,518880.SH,0.4490731771634302,518880.SH,1.0,518880.SH,0.3739758889662262
2023-11-06,159985.SZ,0.5,159985.SZ,0.8981087349236458,518880.SH,1.0,518880.SH,0.5015670511550102
2023-11-07,159985.SZ,1.0,159985.SZ,1.163463365490356,159985.SZ,0.5,159985.SZ,0.7748542723459554
2023-11-08,159985.SZ,1.0,159985.SZ,1.4505890106003143,159985.SZ,0.5,159985.SZ,1.0946286467026773
2023-11-15,159941.SZ,0.5,159941.SZ,1.349278263535151,159985.SZ,1.0,159985.SZ,0.9944089735949353
2023-11-16,159941.SZ,1.0,159941.SZ,1.7445401908371165,159941.SZ,0.5,159941.SZ,1.0504703859593014
2023-11-17,159941.SZ,1.0,159941.SZ,2.112979415889935,159941.SZ,0.5,159941.SZ,1.4932413565891727
2024-01-29,513520.SH,1.0,513520.SH,2.9196640851788573,159941.SZ,0.5,159941.SZ,1.1101967045198484
2024-01-30,513520.SH,1.0,513520.SH,2.7016304622852862,159941.SZ,0.5,159941.SZ,1.3630891873751265
2024-01-31,159941.SZ,0.5,159941.SZ,1.7101601450180186,159941.SZ,1.0,159941.SZ,1.2263408805640492
2024-02-26,159915.SZ,0.5,159915.SZ,1.3865360957237232,159941.SZ,1.0,159941.SZ,0.49249251910427844
2024-03-15,159915.SZ,1.0,159915.SZ,2.7514629305564506,159985.SZ,0.5,159985.SZ,2.3915354197251557
2024-03-18,159915.SZ,1.0,159915.SZ,2.7329985901688163,159985.SZ,1.0,159985.SZ,2.4466197646451797
2024-03-19,159985.SZ,0.5,159985.SZ,2.781958801471319,159985.SZ,1.0,159985.SZ,2.5554815782461144
2024-03-20,159985.SZ,0.5,159985.SZ,2.932277421347154,159985.SZ,1.0,159985.SZ,2.736363981432106
2024-03-21,159985.SZ,0.5,159985.SZ,3.260308111760401,159985.SZ,1.0,159985.SZ,3.067737374308753
2024-05-22,159985.SZ,1.0,159985.SZ,1.7093301890962804,159941.SZ,0.5,159941.SZ,1.4313825025878115
2024-07-04,513520.SH,0.5,513520.SH,1.945103621424121,159941.SZ,1.0,159941.SZ,1.0533056847986115
2024-07-05,513520.SH,1.0,513520.SH,2.429728664311118,513520.SH,0.5,513520.SH,1.4543290099007613
2024-07-08,513520.SH,1.0,513520.SH,3.110628533321343,513520.SH,0.5,513520.SH,2.106093466815419
2024-07-09,513520.SH,1.0,513520.SH,4.351086690627389,513520.SH,0.5,513520.SH,3.217737408559414
2024-07-10,513520.SH,1.0,513520.SH,5.799201373994442,513520.SH,0.5,513520.SH,4.609243648264264
2024-07-22,513520.SH,1.0,513520.SH,1.0827716253944812,518880.SH,0.5,518880.SH,0.43884400186847156
2024-07-23,518880.SH,0.5,518880.SH,0.5737062491391167,518880.SH,1.0,518880.SH,0.27793210598230345
2024-07-24,518880.SH,0.5,518880.SH,0.5388823340935653,518880.SH,1.0,518880.SH,0.25335512132262655
2024-08-30,513520.SH,1.0,513520.SH,2.499210619051314,513030.SH,0.5,513030.SH,1.354493998687908
2024-09-02,513520.SH,1.0,513520.SH,2.3496580535287417,513030.SH,0.5,513030.SH,1.5101858125778949
2024-09-03,513520.SH,1.0,513520.SH,2.1012010270270984,513030.SH,0.5,513030.SH,1.5997465138872533
2024-09-04,513030.SH,0.5,513030.SH,1.4752841454304675,513030.SH,1.0,513030.SH,1.063535918061167
2024-09-05,513030.SH,0.5,513030.SH,1.1540583755614917,513030.SH,1.0,513030.SH,0.6994772414371627
2024-09-06,513030.SH,0.5,513030.SH,0.8659826818625818,513030.SH,1.0,513030.SH,0.42198633683830944
2024-09-24,159985.SZ,1.0,159985.SZ,0.560433994037872,518880.SH,0.5,518880.SH,0.32174707821529347
2024-09-26,159915.SZ,0.5,159915.SZ,1.108530314946905,518880.SH,0.5,518880.SH,0.6088543163579353
2024-11-18,159915.SZ,1.0,159915.SZ,1.618756266336657,159941.SZ,0.5,159941.SZ,0.5248734597359078
2024-11-19,159915.SZ,1.0,159915.SZ,1.1705416634152224,159941.SZ,0.5,159941.SZ,0.43636082682525307
2024-12-05,513520.SH,0.5,513520.SH,0.8750182266596813,159941.SZ,1.0,159941.SZ,0.45363892439991144
2024-12-06,513520.SH,1.0,513520.SH,0.9709174233981162,513520.SH,0.5,513520.SH,0.5253721868392827
2025-01-14,513030.SH,0.5,513030.SH,0.7669795200112528,518880.SH,0.5,518880.SH,0.2831092032478937
2025-02-17,159915.SZ,0.5,159915.SZ,2.2879986931077427,518880.SH,1.0,518880.SH,1.9894975357889892
2025-02-18,518880.SH,0.5,518880.SH,2.1868588324823386,518880.SH,1.0,518880.SH,1.8930025726625956
2025-02-19,518880.SH,0.5,518880.SH,2.128731983813156,518880.SH,1.0,518880.SH,1.8460305543655673
2025-02-20,159915.SZ,0.5,159915.SZ,2.0675845405841655,518880.SH,1.0,518880.SH,1.7875745490931667
2025-03-04,159915.SZ,1.0,159915.SZ,0.6955007249360001,159985.SZ,0.5,159985.SZ,0.30734488479417565
2025-03-05,159985.SZ,0.5,159985.SZ,0.44664477163395744,159985.SZ,1.0,159985.SZ,0.14791553353572803
2025-03-06,159985.SZ,0.5,159985.SZ,0.33840246798325113,159985.SZ,1.0,159985.SZ,0.0761655328087328
2025-03-27,513030.SH,1.0,513030.SH,1.3572383856048482,518880.SH,0.5,518880.SH,0.8595136230047827
2025-06-25,159915.SZ,0.5,159915.SZ,0.4451317439838893,159985.SZ,1.0,159985.SZ,0.16228269825568592
2025-06-26,159915.SZ,1.0,159915.SZ,0.6043754312832945,159915.SZ,0.5,159915.SZ,0.2287112109606544
2025-06-27,159915.SZ,1.0,159915.SZ,0.7548912497445033,159915.SZ,0.5,159915.SZ,0.3428747060926355
2025-06-30,159915.SZ,1.0,159915.SZ,0.9896275413453401,159915.SZ,0.5,159915.SZ,0.5147883261641171
2025-07-02,159915.SZ,1.0,159915.SZ,1.167318674261888,513520.SH,0.5,513520.SH,0.7264117310381936
2025-07-03,159915.SZ,1.0,159915.SZ,1.324492319280207,159915.SZ,0.5,159915.SZ,0.8492301310227027
2025-11-17,159941.SZ,1.0,159941.SZ,0.4686419848527499,159985.SZ,0.5,159985.SZ,0.17810312339769982
2025-12-16,159915.SZ,1.0,159915.SZ,0.8909618632238401,518880.SH,0.5,518880.SH,0.3648258612182648
2025-12-17,159915.SZ,1.0,159915.SZ,1.0119122067613122,518880.SH,0.5,518880.SH,0.46379483390743564
2025-12-18,159915.SZ,1.0,159915.SZ,0.889829875726079,518880.SH,0.5,518880.SH,0.5472561861388435
2025-12-19,159915.SZ,1.0,159915.SZ,0.78034419120449,518880.SH,1.0,518880.SH,0.5774523564253046
2025-12-22,518880.SH,0.5,518880.SH,0.869139642805832,518880.SH,1.0,518880.SH,0.6821961426442653
2025-12-23,518880.SH,0.5,518880.SH,1.0920949372738553,518880.SH,1.0,518880.SH,0.8358093225098788
2025-12-24,518880.SH,0.5,518880.SH,1.2862379257462728,518880.SH,1.0,518880.SH,1.0126799078796953
2026-03-05,513520.SH,1.0,513520.SH,1.6438498459340574,159985.SZ,0.5,159985.SZ,0.6108666878438929
2026-04-15,159915.SZ,0.5,159915.SZ,1.262818172009116,159941.SZ,0.5,159941.SZ,0.4039023394314061
2026-04-16,159915.SZ,0.5,159915.SZ,2.1587333738989956,159941.SZ,0.5,159941.SZ,0.9029331525582589
2026-04-30,159915.SZ,1.0,159915.SZ,4.994240960457009,159941.SZ,0.5,159941.SZ,3.75992284112087
2026-05-06,159915.SZ,1.0,159915.SZ,4.766697550707726,159941.SZ,0.5,159941.SZ,4.004201987369162
