version,scenario,window,start,end,days,total,cagr,maxdd,sharpe,vol,cash_days,half_position_days,pending_days,staged_initials,staged_fills,overheat_days,overheat_triggers,overheat_recoveries,trades,cost_sum,turnover_sum,avg_scale,avg_final_exposure,max_final_exposure,r2_threshold_label
diagnostic,r2_ge_0p400,3Y,2023-05-08,2026-05-08,727,3.60689191536017,0.6980759612358041,-0.2543534343191156,2.1389105668672244,0.2638231603342762,94,164,164,90,67,8,4,4,575,0.20840067910701654,208.40067910701651,1.260251931031221,0.9470783633497516,1.5,r2_ge_0p400
diagnostic,r2_ge_0p400,1Y,2025-05-08,2026-05-08,243,0.7660987618586554,0.8036974415369615,-0.13541686725059177,2.4760886767364223,0.2510560456962137,40,63,63,38,22,4,2,2,194,0.07729567189346007,77.29567189346007,1.250893081299693,0.8836638599289601,1.5,r2_ge_0p400
diagnostic,r2_ge_0p426,from_2020,2020-01-02,2026-05-08,1535,6.25687253439142,0.3845502164553267,-0.2736713617609905,1.3954021889917085,0.2568342028717443,254,369,369,188,139,17,6,6,1093,0.4351322021860381,435.13220218603806,1.2835480688805965,0.9038499070477827,1.5,r2_ge_0p426
diagnostic,r2_ge_0p426,5Y,2021-05-10,2026-05-08,1211,4.236280594788413,0.41131274891315295,-0.2736713617609906,1.4939031442142112,0.2516933662578208,205,265,265,139,108,17,6,6,820,0.34333341490513014,343.3334149051301,1.3211496624007302,0.9347489735919073,1.5,r2_ge_0p426
diagnostic,r2_ge_0p426,3Y,2023-05-08,2026-05-08,727,3.247620808668624,0.6509508686920689,-0.2736713617609906,2.0275876897015825,0.2644808154819055,104,169,169,90,69,7,4,4,554,0.2140305116657113,214.03051166571132,1.268445779686112,0.930323864665411,1.5,r2_ge_0p426
diagnostic,r2_ge_0p426,1Y,2025-05-08,2026-05-08,243,0.7253076092410831,0.760513551753828,-0.15188978660410102,2.3838542432593863,0.25052101572078667,44,66,66,39,22,4,2,2,190,0.07893691553008693,78.9369155300869,1.2559315824073074,0.8575418188258797,1.5,r2_ge_0p426
diagnostic,r2_ge_0p500,from_2020,2020-01-02,2026-05-08,1535,4.366817808163201,0.3176411942778752,-0.26391277957383474,1.2135580481803196,0.25383905924675254,335,346,346,180,137,17,6,6,950,0.4338390511763536,433.83905117635356,1.3207937540431838,0.869468749224338,1.5,r2_ge_0p500
diagnostic,r2_ge_0p500,5Y,2021-05-10,2026-05-08,1211,3.3851905499935544,0.36016932517692846,-0.26391277957383463,1.3644840832985274,0.247765684903714,266,247,247,133,106,17,6,6,716,0.33909589786886674,339.09589786886676,1.3528724999156547,0.8977568151992587,1.5,r2_ge_0p500
diagnostic,r2_ge_0p500,3Y,2023-05-08,2026-05-08,727,2.8533287324327907,0.5961303133644411,-0.26391277957383474,1.9207551920731363,0.26110217569880645,137,159,159,87,67,7,4,4,495,0.21010109774728564,210.10109774728562,1.2905191273639987,0.8929568634314974,1.5,r2_ge_0p500
diagnostic,r2_ge_0p500,1Y,2025-05-08,2026-05-08,243,0.737873159240146,0.7738121858920064,-0.1335930786826548,2.406111221591816,0.2514234765782116,53,60,60,35,21,4,2,2,172,0.07431105459162553,74.31105459162552,1.2781339240983884,0.8389045691997639,1.5,r2_ge_0p500
diagnostic,r2_ge_0p600,from_2020,2020-01-02,2026-05-08,1535,5.565292192222885,0.3619717299220324,-0.20048420681604495,1.3963993388256923,0.24231297507928637,484,320,320,164,118,15,5,5,704,0.4018971424549752,401.8971424549752,1.3711698717553769,0.7784453545568266,1.5,r2_ge_0p600
diagnostic,r2_ge_0p600,5Y,2021-05-10,2026-05-08,1211,4.245713849010328,0.41184144819768664,-0.14958054875921223,1.5915278408980589,0.23374520735478183,382,237,237,124,90,15,5,5,524,0.3155735905354422,315.57359053544224,1.4053745571275718,0.800169297647432,1.5,r2_ge_0p600
diagnostic,r2_ge_0p600,3Y,2023-05-08,2026-05-08,727,3.3798079197762316,0.6685820227849275,-0.13479689942517203,2.1813872100889053,0.2488582815858258,205,148,148,80,54,5,3,3,378,0.19062843768684157,190.62843768684158,1.355460541979595,0.8162120789549141,1.5,r2_ge_0p600
diagnostic,r2_ge_0p600,1Y,2025-05-08,2026-05-08,243,0.711509537665985,0.7459146224545337,-0.08718047164941678,2.447622148357737,0.23941615560682095,82,63,63,38,16,4,2,2,124,0.07766032049979814,77.66032049979813,1.3709196367147862,0.718838492324795,1.5,r2_ge_0p600
diagnostic,r2_ge_0p700,from_2020,2020-01-02,2026-05-08,1535,2.228834299380587,0.21218729281051818,-0.2293307768121854,1.0228380490684614,0.20976543749488352,697,293,293,144,98,12,4,4,465,0.3573892561469217,357.3892561469217,1.4393225002921322,0.6347355178920712,1.5,r2_ge_0p700
diagnostic,r2_ge_0p700,5Y,2021-05-10,2026-05-08,1211,2.3708038325892637,0.28770793347982493,-0.1327399248504837,1.3840608461970771,0.19655265216590323,545,213,213,104,76,12,4,4,329,0.27213945335439044,272.1394533543904,1.4715998963897512,0.6579903267964992,1.5,r2_ge_0p700
diagnostic,r2_ge_0p700,3Y,2023-05-08,2026-05-08,727,1.8308647529629405,0.43432879993994566,-0.1327399248504837,1.7981836880489688,0.21316707210984076,303,133,133,66,48,4,2,2,239,0.1716394533543904,171.6394533543904,1.452692537177426,0.6947404205647325,1.5,r2_ge_0p700
diagnostic,r2_ge_0p700,1Y,2025-05-08,2026-05-08,243,0.39579250601569727,0.41313807473217046,-0.09573360961425148,1.9980002604984326,0.18133497458310424,123,51,51,30,15,4,2,2,69,0.07049189623056482,70.4918962305648,1.4989903500682098,0.5613492705929426,1.5,r2_ge_0p700
