scenario,added_count,added_codes,added_names,pool_size,source,r2_threshold,target_vol,score_min,score_max,window,start,end,days,total,cagr,maxdd,sharpe,vol,cash_days,half_position_days,overheat_days,trades,cost_sum,turnover_sum,avg_final_exposure,max_final_exposure
base6_plus_159531_SZ,1,159531.SZ,CSI2000_ETF_159531,7,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,4.758072852709381,0.8345724185203225,-0.16208958102094162,2.4096135100469716,0.26658186098093806,51,192,10,177,0.20545087235641754,173.5,0.905257902679815,1.5
base6_plus_159531_SZ,1,159531.SZ,CSI2000_ETF_159531,7,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.501155726118278,0.5239125095767658,-0.12351476883404311,1.8476288971308397,0.24419030013801604,17,79,3,71,0.08399487233095013,69.5,0.9320388409898132,1.5
base6_plus_562660_SH,1,562660.SH,CSI2000_ETF_562660,7,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,13.451870840726462,0.5503295214041626,-0.1627606253246361,1.8033498952288005,0.26225486137721293,105,378,20,379,0.4237766792214013,361.5,0.9459533324354443,1.5
base6_plus_562660_SH,1,562660.SH,CSI2000_ETF_562660,7,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,8.47859604163931,0.5968094341239525,-0.16276062532463598,1.9528467648261199,0.2564486462285171,88,272,20,286,0.33651296177387224,272.5,0.9775202381656402,1.5
base6_plus_562660_SH,1,562660.SH,CSI2000_ETF_562660,7,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,4.987125538688965,0.8595471344759973,-0.1627606253246362,2.4589675661381873,0.2667621545592331,51,189,10,183,0.21188977304930987,179.5,0.9097534566519108,1.5
base6_plus_562660_SH,1,562660.SH,CSI2000_ETF_562660,7,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.42761309914820944,0.4465612923889961,-0.15759208574863892,1.6214245150375686,0.24643549219833005,17,77,3,74,0.08871117349337035,72.5,0.9400301204871507,1.5
base6_plus_159532_SZ,1,159532.SZ,CSI2000_ETF_159532,7,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,12.762365735738076,0.5379369832974938,-0.16259023944922857,1.7752690263504542,0.26181133332726486,105,381,21,377,0.4243941055421423,359.5,0.9451672619686854,1.5
base6_plus_159532_SZ,1,159532.SZ,CSI2000_ETF_159532,7,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,8.026368061548636,0.5806476978964099,-0.16259023944922857,1.9168216232307227,0.25587785709758987,88,275,21,284,0.33713038809461326,270.5,0.9765238565252811,1.5
base6_plus_159532_SZ,1,159532.SZ,CSI2000_ETF_159532,7,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,4.701477149727521,0.8283018467576913,-0.16174295842586883,2.4023321340911425,0.26588654658941024,51,192,11,181,0.21250719937005091,177.5,0.9080937342771174,1.5
base6_plus_159532_SZ,1,159532.SZ,CSI2000_ETF_159532,7,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.4925683358714552,0.5148730251846501,-0.122763445683716,1.8309382667828331,0.24300751571549561,17,80,3,75,0.09101588873833688,73.5,0.9406318911313234,1.5
base6_plus_159533_SZ,1,159533.SZ,CSI2000_ETF_159533,7,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,14.082807992076736,0.5612436817153146,-0.16540663933670907,1.8300619263687095,0.2622607890493158,105,383,20,378,0.4220567031295716,360.5,0.9391354985951539,1.5
base6_plus_159533_SZ,1,159533.SZ,CSI2000_ETF_159533,7,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,8.89241086542383,0.6110718055962399,-0.16540663933670907,1.9874969149828525,0.2564523658414162,88,277,20,285,0.3347929856820426,271.5,0.9688783100526379,1.5
base6_plus_159533_SZ,1,159533.SZ,CSI2000_ETF_159533,7,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.2485103776339415,0.8872958966707296,-0.16540663933670918,2.5147730394037024,0.26673326570674155,51,194,10,182,0.21016979695748017,178.5,0.8953581678694544,1.5
base6_plus_159533_SZ,1,159533.SZ,CSI2000_ETF_159533,7,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.45831781163135177,0.4788386057022347,-0.12734907463046052,1.7330829252413014,0.2427616674173357,17,88,3,79,0.09332248493127716,77.5,0.9007757001689768,1.5
base6_plus_159535_SZ,1,159535.SZ,CSI2000_ETF_159535,7,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,12.798672748397056,0.538602332765526,-0.1637916823575024,1.7774402289950455,0.26171555507861105,105,386,20,375,0.4232532207894841,357.5,0.9457518317481923,1.5
base6_plus_159535_SZ,1,159535.SZ,CSI2000_ETF_159535,7,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,8.050180861307638,0.5815145314704939,-0.1637916823575024,1.9197277420825116,0.2557534294122232,88,280,20,282,0.335989503341955,268.5,0.9772648264770094,1.5
base6_plus_159535_SZ,1,159535.SZ,CSI2000_ETF_159535,7,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,4.716518430203921,0.8299723123685032,-0.16379168235750252,2.4073173428773793,0.2656851927889242,51,197,10,179,0.21136631461739264,175.5,0.9093280047194048,1.5
base6_plus_159535_SZ,1,159535.SZ,CSI2000_ETF_159535,7,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.5327062092788126,0.5571403747843651,-0.12558274071491693,1.9428313395846963,0.24320282685370026,17,82,3,72,0.08624834994526392,70.5,0.9345706152238908,1.5
base6_plus_159536_SZ,1,159536.SZ,CSI2000_ETF_159536,7,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,14.084123076634366,0.5612660286781133,-0.16259023944922857,1.8317008142042357,0.2619981112092174,105,369,20,367,0.4123502063233839,349.5,0.9470546098725617,1.5
base6_plus_159536_SZ,1,159536.SZ,CSI2000_ETF_159536,7,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,8.893273394256239,0.6111010355264102,-0.16259023944922857,1.989885420465094,0.256111842410349,88,263,20,274,0.3250864888758549,260.5,0.9789161596074033,1.5
base6_plus_159536_SZ,1,159536.SZ,CSI2000_ETF_159536,7,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.249055191272763,0.8873529347945006,-0.16231745932753427,2.5195175161707626,0.2661879663296231,51,180,10,171,0.20046330015129252,167.5,0.9120787123134997,1.5
base6_plus_159536_SZ,1,159536.SZ,CSI2000_ETF_159536,7,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.5579464233323912,0.5837407569937059,-0.1191246688131884,2.007335641806924,0.24393033959742993,17,77,3,71,0.08517458023270388,69.5,0.9519909061106903,1.5
base6_plus_csi1000_563300_SH,2,"512100.SH,563300.SH","CSI1000_ETF,CSI2000_ETF_563300",8,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,16.627367410080243,0.6017171418879856,-0.16638026847843168,1.9297945722393548,0.2619598292545611,96,409,19,387,0.43784335264949936,369.5,0.9510530520542534,1.5
base6_plus_csi1000_563300_SH,2,"512100.SH,563300.SH","CSI1000_ETF,CSI2000_ETF_563300",8,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,10.364025398891611,0.6582435555973722,-0.16638026847843168,2.105020882881393,0.2557961401314569,81,291,19,286,0.3413831402257331,273.5,0.9851047806442922,1.5
base6_plus_csi1000_563300_SH,2,"512100.SH,563300.SH","CSI1000_ETF,CSI2000_ETF_563300",8,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.340377283340465,0.8968681591687171,-0.1663802684784318,2.535141454812075,0.26658247065931423,51,199,9,185,0.21604430442071743,181.5,0.9130935965713884,1.5
base6_plus_csi1000_563300_SH,2,"512100.SH,563300.SH","CSI1000_ETF,CSI2000_ETF_563300",8,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.5532601257801693,0.5788007053811035,-0.11945097522771375,1.9867538099093849,0.24504333770240033,17,84,3,75,0.08872432009395978,73.5,0.9220604417843995,1.5
base6_plus_csi1000_159531_SZ,2,"512100.SH,159531.SZ","CSI1000_ETF,CSI2000_ETF_159531",8,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,16.094204341790675,0.5936613475967716,-0.1622169271906273,1.9099771259911191,0.26204989846025023,96,408,19,389,0.4376381649406529,371.5,0.9465866837000655,1.5
base6_plus_csi1000_159531_SZ,2,"512100.SH,159531.SZ","CSI1000_ETF,CSI2000_ETF_159531",8,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,10.02030540322573,0.6476792138308225,-0.1622169271906274,2.0791723577644934,0.2559162336883653,81,290,19,288,0.34117795251688654,275.5,0.9794434466858456,1.5
base6_plus_csi1000_159531_SZ,2,"512100.SH,159531.SZ","CSI1000_ETF,CSI2000_ETF_159531",8,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.148604176905628,0.8767810070133162,-0.1621435045595151,2.4933921239404304,0.26679571875185154,51,198,9,187,0.2158391167118709,183.5,0.9036632314769198,1.5
base6_plus_csi1000_159531_SZ,2,"512100.SH,159531.SZ","CSI1000_ETF,CSI2000_ETF_159531",8,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.5079697126424803,0.5310865905797175,-0.13586171905536626,1.8568823422698622,0.24573365802886005,17,87,3,79,0.09274390802061697,77.5,0.9080552695373044,1.5
base6_plus_csi1000_562660_SH,2,"512100.SH,562660.SH","CSI1000_ETF,CSI2000_ETF_562660",8,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,15.943824902886814,0.5913512511187375,-0.16279337171647568,1.9038329729421355,0.2621441762789514,96,411,20,391,0.4404482863280482,373.5,0.9457941600341337,1.5
base6_plus_csi1000_562660_SH,2,"512100.SH,562660.SH","CSI1000_ETF,CSI2000_ETF_562660",8,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,9.92335866560924,0.644652392923228,-0.1627933717164758,2.0710893311796768,0.25603947449516273,81,293,20,290,0.34398807390428193,277.5,0.978438885309128,1.5
base6_plus_csi1000_562660_SH,2,"512100.SH,562660.SH","CSI1000_ETF,CSI2000_ETF_562660",8,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.094514286105356,0.8710415383581802,-0.16279337171647568,2.480184841345936,0.2669985602058622,51,201,10,189,0.21864923809926629,185.5,0.9019898837090998,1.5
base6_plus_csi1000_562660_SH,2,"512100.SH,562660.SH","CSI1000_ETF,CSI2000_ETF_562660",8,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.4008605764145772,0.4184595225614314,-0.1534014038941357,1.5382069790413866,0.24712156682282427,17,88,3,78,0.09314091258452481,76.5,0.9125400610120652,1.5
base6_plus_csi1000_159532_SZ,2,"512100.SH,159532.SZ","CSI1000_ETF,CSI2000_ETF_159532",8,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,15.550779423381911,0.5852314166561599,-0.1622169271906273,1.891646829597074,0.26173656485855734,96,410,20,392,0.44425389902434453,374.5,0.9481131717917773,1.5
base6_plus_csi1000_159532_SZ,2,"512100.SH,159532.SZ","CSI1000_ETF,CSI2000_ETF_159532",8,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,9.66996978977183,0.6366395193272745,-0.1622169271906274,2.055686314385736,0.2555127477919798,81,292,20,291,0.34779368660057824,278.5,0.9813783428219134,1.5
base6_plus_csi1000_159532_SZ,2,"512100.SH,159532.SZ","CSI1000_ETF,CSI2000_ETF_159532",8,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,4.953139991714268,0.8558814392181215,-0.16179614207534931,2.456420599015702,0.26617297652169175,51,200,10,190,0.2224548507955626,186.5,0.9068862840502043,1.5
base6_plus_csi1000_159532_SZ,2,"512100.SH,159532.SZ","CSI1000_ETF,CSI2000_ETF_159532",8,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.5050802197754871,0.5280442515599004,-0.11913617466332327,1.8546209594257468,0.24483271406281054,17,86,3,82,0.09912098947771658,80.5,0.920733879701338,1.5
base6_plus_csi1000_159533_SZ,2,"512100.SH,159533.SZ","CSI1000_ETF,CSI2000_ETF_159533",8,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,16.785933105784245,0.604073672022406,-0.1654701551962373,1.9327182942133245,0.2623824238599082,96,403,20,387,0.435397892127216,369.5,0.9462201870336229,1.5
base6_plus_csi1000_159533_SZ,2,"512100.SH,159533.SZ","CSI1000_ETF,CSI2000_ETF_159533",8,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,10.466249659125884,0.6613365929563546,-0.16547015519623742,2.108351642490979,0.25634353159097717,81,285,20,286,0.33893767970344973,273.5,0.9789788947593477,1.5
base6_plus_csi1000_159533_SZ,2,"512100.SH,159533.SZ","CSI1000_ETF,CSI2000_ETF_159533",8,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.397411683972734,0.9027654593918477,-0.16547015519623742,2.539412157894727,0.26745005243411074,51,193,10,185,0.21359884389843406,181.5,0.9028894042651051,1.5
base6_plus_csi1000_159533_SZ,2,"512100.SH,159533.SZ","CSI1000_ETF,CSI2000_ETF_159533",8,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.45251471338649907,0.47273634519492536,-0.12224114489560522,1.701623917372341,0.245188723389159,17,86,3,80,0.09391965889613185,78.5,0.8997944611525226,1.5
base6_plus_csi1000_159535_SZ,2,"512100.SH,159535.SZ","CSI1000_ETF,CSI2000_ETF_159535",8,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,16.454563586877335,0.5991287489843946,-0.1638506692299856,1.9257889685308671,0.2616162626546818,96,413,20,391,0.4426026884582936,373.5,0.9493800418166205,1.5
base6_plus_csi1000_159535_SZ,2,"512100.SH,159535.SZ","CSI1000_ETF,CSI2000_ETF_159535",8,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,10.252622091170206,0.6548475922138972,-0.16385066922998548,2.10019607165304,0.2553511651495648,81,295,20,290,0.3461424760345273,277.5,0.9829841607311904,1.5
base6_plus_csi1000_159535_SZ,2,"512100.SH,159535.SZ","CSI1000_ETF,CSI2000_ETF_159535",8,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.278221579109578,0.8904017179998465,-0.16385066922998548,2.5282687765466285,0.26587828113464246,51,203,10,189,0.22080364022951163,185.5,0.9095611746803753,1.5
base6_plus_csi1000_159535_SZ,2,"512100.SH,159535.SZ","CSI1000_ETF,CSI2000_ETF_159535",8,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.591484444589895,0.619110767676244,-0.12008602613448671,2.0824319781275062,0.24602683503083564,17,83,3,75,0.08863305053580466,73.5,0.9252726758224784,1.5
base6_plus_csi1000_159536_SZ,2,"512100.SH,159536.SZ","CSI1000_ETF,CSI2000_ETF_159536",8,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,17.79427447049369,0.618661318894661,-0.16237227865109327,1.970737511144437,0.2618529455940506,96,398,19,380,0.4287472349763437,362.5,0.9517543933187447,1.5
base6_plus_csi1000_159536_SZ,2,"512100.SH,159536.SZ","CSI1000_ETF,CSI2000_ETF_159536",8,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,11.116307981093941,0.6805104574439265,-0.16237227865109316,2.158355447534606,0.2556502832187951,81,280,19,279,0.33228702255257736,266.5,0.9859937639977142,1.5
base6_plus_csi1000_159536_SZ,2,"512100.SH,159536.SZ","CSI1000_ETF,CSI2000_ETF_159536",8,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.760101388789364,0.9394860919562225,-0.16237227865109327,2.6211755314498,0.2663023962932277,51,188,9,178,0.20694818674756174,174.5,0.9145744202866483,1.5
base6_plus_csi1000_159536_SZ,2,"512100.SH,159536.SZ","CSI1000_ETF,CSI2000_ETF_159536",8,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.5759247563163794,0.6026976744307084,-0.11403084969931043,2.040547134674487,0.24608035119820038,17,82,3,73,0.08637473545780083,71.5,0.9282923392334606,1.5
